treedepth,sentences
3,അതുകൊണ്ട് ആരംഭത്തില്‍ തന്നെ നമുക്ക് അതിന് ഒരു മറുപടി കണ്ടെത്താന്‍ ശ്രമിക്കാം .
3,ഒരു ഫെഡറല്‍ ഭരണഘടന ആണ് ഇന്ത്യയ്ക്കു് ഉള്ളത് .
4,ഇന്ത്യന്‍ ഭരണഘടന ഒരു ഫെഡറേഷന്‍റെ മാത്രം ഭരണഘടന അല്ല എന്ന ഒരു വ്യത്യാസം കൂടി ഉണ്ട് .
3,അതുകൊണ്ട് ആരംഭത്തില്‍ തന്നെ നമുക്ക് അതിന് ഒരു മറുപടി കണ്ടെത്താന്‍ ശ്രമിക്കാം .
2,ഇന്ത്യന്‍ ഭരണഘടന 1935 ഇന്ത്യാ ഇന്ത്യാ നിയമത്തോട് വളരെ കടപ്പെട്ടിരിക്കുന്നു .
5,അതിലെ പല വകുപ്പുകളും വള്ളിപുള്ളി വ്യത്യാസം ഇല്ലാതെ പകര്‍ത്തിയിട്ടും ഉണ്ട് .
4,ബ്രിട്ടീഷ് പാര്‍ലമെന്റ് പാസ്സാക്കിയിട്ട് ഉള്ളതിലും വച്ച് ഏറ്റവും വലിയ നിയമം ആയിരുന്നു 1935 ഇന്ത്യാ ഗവണ്‍മെന്‍ര് നിയമം .
3,അക്കാരണംകൊണ്ട് പ്രസ്തുത നിയമം വളരെ അധികം ബൃഹത്തും സങ്കീര്‍ണവും ആയിത്തീര്‍ന്നു .
3,"എന്നുമാത്രമല്ല , പ്രസ്തുത ഭരണഘടനയിലെ വകുപ്പുകള്‍ ഇന്ത്യക്കാര്‍ക്ക് അതിനു ശേഷം സുപരിചിതങ്ങള് ആയിത്തീര്‍ന്നു ."
5,പലപ്പോഴും ഗവണ്‍മെന്‍ര് എടുത്ത തീരുമാനത്തിന്‍റെ ഫലം ആണ് അവര്‍ ജയിലില്‍ പോകേണ്ടി വന്നത് .
4,തല്‍ഫലമായി ഭരണഘടനയുടെ എല്ലാ ഭാഗങ്ങളിലും വിശദാംശങ്ങള്‍ ഉള്‍ക്കൊള്ളിക്കാന്‍ അവര്‍ പ്രത്യേകം താല്‍പര്യം എടുത്തു .
3,നിരവധി വൈജാത്യങ്ങളുടെ നാട് ആണ് അല്ലോ ഇന്ത്യ .
5,"മതപരം ആയി നോക്കിയാല്‍ , ഹിന്ദുമതവും ഇസ്ലാംമതവും മുന്‍പന്തിയില്‍ നില്‍ക്കുന്നു ."
7,"എന്നാല്‍ ക്രിസ്തുമതം , സിക്കുമതം , ബുദ്ധമതം , ജൈനമതം , പാഴ്സി മതം , ജൂത മതം എന്നിവയില്‍ വിശ്വാസം അര്‍പ്പിച്ചിട്ട് ഉള്ളവരുടെ എണ്ണവും കുറവ് അല്ല ."
7,"ഹിന്ദുക്കളുടെ ഇടയില്‍ തന്നെ , പാരമ്പര്യമുറയ്ക്ക് ഉള്ള ജാതീയവിഭാഗങ്ങള്‍ക്കു പുറമെ , തീണ്ടല്‍ജാതിക്കാര്‍ എന്ന് അറിയപ്പെടുന്ന വലിയ ഒരു വിഭാഗവും ഉണ്ട് ."
6,ഇത്കൂടാതെ ആണ് രാജ്യത്തിന്‍റെ വിവിധ ഭാഗങ്ങളില്‍ മറ്റു ജനവിഭാഗങ്ങളില്‍ നിന്നും തീരെ ഒറ്റപ്പെട്ടു കഴിയുന്ന ഗിരിവര്‍ഗങ്ങള്‍ .
3,"ഭാരതത്തില്‍ മൂന്നു പ്രധാന വിഭാഗങ്ങളില്‍ പെട്ടവരെ കാണാം : ഇന്തോ - ആര്യന്‍ വംശജ‌‌‌ര്‍ , ദ്രാവിഡ വംശജര്‍ , മംഗോള്‍ - ആര്യന്‍ വംശജര്‍ ."
8,രാജ്യത്തിന്‍റെ പല ഭാഗങ്ങളിലും ആയി വികാസം പ്രാപിച്ച പതിനഞ്ചില് അധികം ഭാഷകള്‍ നമ്മുടെ ജനങ്ങള്‍ സംസാരിച്ച് വരുന്നു .
3,ഇതില്‍ ചില ഭാഷകളിലെ സാഹിത്യങ്ങള്‍ക്ക് മൂവായിരം കൊല്ലത്തോളം പഴക്കം ഉണ്ട് .
3,ഇത് ഭരണഘടനയുടെ വലുപ്പം കൂട്ടാന്‍ കുറെയേറെ കാരണം ആയിട്ടുണ്ട് .
2,ജില്ലാമേധാവിയായ കളക്ടര്‍ പലപ്പോഴും ആ പ്രദേശത്തെ ഒരു സ്വേച്ഛാധികാരി തന്നെ ആയിരുന്നു .
4,എക്സിക്യൂട്ടീവ് അധികാരങ്ങളും ജുഡീഷ്യല്‍ അധികാരങ്ങളും ഒരു ഉദ്യോഗസ്ഥനില്‍ തന്നെ നിക്ഷിപ്തം ആയിരുന്നത് ആണ് ഇതിനു കാരണം .
7,ജുഡീഷ്യല്‍ - എക്സിക്യൂട്ടീവ് അധികാരങ്ങള്‍ വേര്‍പെടുത്തുന്നതിനു വേണ്ടി ഉള്ള സമരത്തിനു ഇന്ത്യയില്‍ ഒരു നൂറ്റാണ്ടില് അധികം പഴക്കം ഉള്ള ചരിത്രം ഉണ്ട് .
6,അതുകൊണ്ട് നമ്മുടെ ഭരണഘടനാ നിര്‍മാതാക്കള്‍ ഈ പ്രശ്നം വിശദമായി കൈകാര്യം ചെയ്തിട്ട് ഉള്ളതില്‍ അത്ഭുതപ്പെടാ൯ ഒന്നുമില്ല .
6,"തല്‍ഫലമായി , അധികാര അതിര്‍ത്തികള്‍ വേര്‍തിരിക്കുക എന്ന തത്ത്വത്തിന് ഇന്ത്യയില്‍ ഒരു പുതിയ വ്യാഖ്യാനം തന്നെ ലഭിക്കുക ഉണ്ടായി ."
6,"അങ്ങനെ , കീഴ്ക്കോടതികളിലെ നീതിന്യായപരിപാലനം പോലും ഭരണഘടനയില്‍ നിര്‍വചിക്കപ്പെടേണ്ട അത്ര പ്രാധാന്യം ഉള്ള ഒന്ന് ആയി തീര്‍ന്നു ."
3,ഭരണഘടനാ നിര്‍മാണത്തില്‍ നിയമപണ്ഡിതര്ക്ക് കൂടുതല്‍ പ്രാമുഖ്യം ഉണ്ടായിരുന്നതും ഇതിനു സഹായകം ആയിരുന്നിരിക്കാം .
3,മറ്റൊരു കാര്യം കൂടി നാം ഓര്‍മിക്കേണ്ടത് ഉണ്ട് .
3,തികച്ചും സമാധാനപരമായ രീതിയില്‍ രാഷ്ട്രീയാധികാരം കൈമാറ്റപ്പെടുക ആണ് ഇന്ത്യയില്‍ ഉണ്ടായത് .
5,ഭരണഘടനയെ പറ്റി പൊതുവിമര്‍ശനം നടത്തുന്നതിന് ഇടയില്‍ ഭരണഘടനാ നിര്‍മാണസഭയിലെ ഒരു അംഗം ഇങ്ങനെ പ്രസ്താവിക്കുക ഉണ്ടായി .
5,ഈ കരട് യഥാര്‍ഥത്തില്‍ അഭിഭാഷകരുടെ ഒരു പറുദീസ ആണ് എന്ന് തോന്നുന്നു .
4,അത് വ്യവഹാരത്തിന് ഉള്ള നിരവധി വഴികള്‍ തുറന്നിടുന്നുണ്ട് .
7,സമര്‍ഥരും പ്രാപ്തരും ആയ നമ്മുടെ അഭിഭാഷകര്‍ക്ക് തന്മൂലം ധാരാളം ജോലി ഉണ്ടാക്കിക്കൊടുക്കുകയും ചെയ്യും .
10,ഭരണഘടനയിലെ വകുപ്പുകള്‍ എഴുതി ഉണ്ടാക്കാന് ഉപയോഗിച്ച വിശദവും വിശാലവും ആയ ഭാഷാരീതി ആണ് ഇതിനു മറ്റൊരു കാരണം .
4,"മാത്രമല്ല , പ്രസ്തുത ഭാഷാശൈലി നീതിന്യായക്കോടതികളില്‍ മാത്രം സുപരിചിതം ആയിട്ട് ഉള്ളതും ആയിരുന്നു ."
7,ഭരണഘടന ഒരു സങ്കീര്‍ണരേഖ ആയത് കൊണ്ട് മാത്രം അതു വ്യവഹാരങ്ങള്‍ക്കു വളംവച്ച് കൊടുക്കുന്നത് ഒന്നായി തീരണം എന്ന് ഇല്ല .
5,ഒരു നിയമരേഖയുടെ ദൈര്‍ഘ്യമോ സങ്കീര്‍ണതയോ പ്രത്യക്ഷത്തില്‍ വ്യവഹാരവുമായി ബന്ധപ്പെടുത്താവുന്നത് അല്ല .
4,ഇതിന് ഉള്ള ഏറ്റവും നല്ല ഉദാഹരണം അമേരിക്കന്‍ ഭരണഘടനയിലെ വ്യാപാരവകുപ്പ് 4 ആണ് .
3,ഈ ആശയം ഇതിനെക്കാള്‍ സരളമായി പ്രസ്താവിക്കുക മിക്കവാറും അസാധ്യം ആണ് .
6,അതിന്‍റെ അര്‍ഥം മനസ്സിലാക്കാന്‍ ആര്‍ക്കും നിയമ സഹായം തേടേണ്ടി വരും എന്നും തോന്നുന്നില്ല .
7,"എന്നിട്ടും , അമേരിക്കന്‍ റിപ്പബ്ലിക്കിന്‍റെ ചരിത്രത്തില്‍ അന്ന് തൊട്ട് ഇന്നോളം അവസാനം ഇല്ലാത്ത വ്യവഹാരങ്ങള്‍ക്കു വഴിവച്ചിട്ട് ഉള്ള ഒന്ന് ആണ് ഈ വകുപ്പ് ."
3,ഇത്തരം ഉദാഹരണങ്ങള്‍ മറ്റു ഭരണഘടനകളില്‍ നിന്ന് ഉദ്ധരിക്കാന്‍ കഴിയും .
9,സംസ്ഥാനങ്ങള്‍ തമ്മില് ഉള്ള വ്യാപാരവാണിജ്യങ്ങളെ സംബന്ധിച്ച് ഉള്ള ആസ്ത്രേലിയന്‍ ഭരണഘടനയിലെ 92 വകുപ്പ് ഇത്തരത്തില് ഉള്ള ഒന്ന് ആണ് .
2,ഇത് ഒന്നും കൊണ്ട് അമേരിക്കയില്‍ വ്യവഹാരങ്ങള്‍ക്ക് കുറവ് ഉണ്ടായിട്ടില്ല .
3,ശരാശരി കണക്ക് അനുസരിച്ച് അമേരിക്കയിലെ സുപ്രീംകോടതിയില്‍ പ്രതിവര്‍ഷം 1300 കേസുകള്‍ തീരുമാനത്തിന് വരാറുണ്ട് .
3,"മറിച്ച് , ഇന്ത്യയില് ആകട്ടെ , സുപ്രീംകോടതിയില്‍ ഒരു കൊല്ലം ഭരണഘടനാപരമായ കേസുകള്‍ ആയിരത്തില് അധികം വന്നിട്ടില്ല ."
4,ഇന്ത്യന്‍ ഭരണഘടനയുടെ വിശദ സ്വഭാവം വാസ്തവത്തില്‍ വ്യവഹാരങ്ങളുടെ സാധ്യത കൂട്ടുന്നതിനു പകരം ഗണ്യമായി കുറയ്ക്കാന് ആണ് സഹായിച്ചിട്ട് ഉള്ളത് .
4,അമേരിക്കയുടെയും കാനഡയുടെയും ആസ്ത്രേലിയയുടെയും കാര്യത്തില്‍ ഇത് ആണ് സംഭവിച്ചിട്ട് ഉള്ളത് .
6,ഭരണഘടനയിലെ വകുപ്പുകള്‍ വേണ്ടത്ര വിശദം ആയി തന്നെ എഴുതിച്ചേര്‍ത്തത് കൊണ്ട് ആണ് പ്രധാനമായും ഇങ്ങനെ സംഭവിച്ചത് എന്ന് പറയാം .
4,ഈ വകുപ്പുകള്‍ ഭരണഘടനയില്‍ എഴുതിച്ചേര്‍ത്തിരുന്ന കാലത്ത് തന്നെ അവ നിശിത വിമര്‍ശനത്തിന് പാത്രീഭവിച്ചിരുന്നു .
4,നിരവധി വ്യവഹാരങ്ങള്‍ക്ക് അത് വഴിവയ്ക്കും എന്ന് അന്ന് തന്നെ വിമര്‍ശകര്‍ പറഞ്ഞിരുന്നത് ആണ് .
5,ഈ വിഷയത്തെ സംബന്ധിച്ച് ഉള്ള കേസുകള്‍ പോലും താരതമ്യേന അത്ര വളരെ കൂടുതല് അല്ല എന്ന് ഉള്ളത് ഭരണഘടനയുടെ മെച്ചം ആണ് .
4,സാധാരണഗതിയില്‍ തന്നെ മൌലികാവകാശങ്ങള്‍ നിയമതര്‍ക്കങ്ങള്‍ക്ക് എന്നും മൂലകാരണം ആയി തീരാവുന്നത് ആണ് .
8,വ്യക്തിയും ഗവണ്‍മെന്‍റും തമ്മില് ഉള്ള സംഘട്ടനം കാലാകാലങ്ങള് ആയി തുടര്‍ന്നുവരുന്ന ഒരു പ്രശ്നം ആണ് .
3,"അമേരിക്കന്‍ ഭരണഘടനയിലെ "" അവകാശസംഹിത "" 5 ഇതിനു ഏറ്റവും നല്ല ഉദാഹരണം ആണ് ."
6,നിയമത്തിന്‍റെ പോരായ്മകള് എന്ന നിലയില്‍ അവയെ വ്യാഖ്യാനിക്കേണ്ടത് ഇല്ല .
6,ഭരണഘടനയെ സംബന്ധിച്ച് ഉള്ള വ്യവഹാരങ്ങള് അധികവും വാക്കുകളുടെ അര്‍ഥവ്യത്യാസത്തെ ചൊല്ലി ഉള്ളവ ആണ് .
6,"ഒന്നില് അധികം അര്‍ഥം ഉള്ള വാക്കുകള്‍ , അസ്പഷ്ടമായ പദപ്രയോഗങ്ങള്‍ , തീര്‍ച്ചയും മൂര്‍ച്ച ഇല്ലായ്മ എന്നീ ദൂഷ്യങ്ങള്‍ ഇതിന് ഉദാഹരണം ആയി പറയാം ."
6,"ഈ നിലയ്ക്കു നോക്കിയാല്‍ , ആദ്യമായി അംഗീകരിക്കപ്പെട്ട നിലയില്‍ ഇന്ത്യന്‍ ഭരണഘടനയുടെ പല വകുപ്പുകളും തൃപ്തികരം ആയിരുന്നില്ല എന്ന് കാണാന്‍ കഴിയും ."
4,കഴിഞ്ഞ അഞ്ചു പതിറ്റാണ്ടുകള്‍ക്ക് ഇടയില്‍ എണ്‍പത്തിയാറു ഭരണഘടനാ ഭേദഗതികള്‍ ആവശ്യമായി വന്നതിന്‍റെ കാരണങ്ങളില് ഒന്ന് ഇത് തന്നെ ആണ് .
6,ഈ വകുപ്പിനെ ചൊല്ലി ഉള്ള വിവാദങ്ങളുടെ അലയടികള്‍ ഭാരതത്തിന്‍റെ അന്തരീക്ഷത്തില്‍ ഇനിയും അവസാനിച്ചിട്ടില്ല .
6,തീര്‍ച്ചയായും ഭരണഘടന എഴുതി ഉണ്ടാക്കിയ നിയമജ്ഞരുടെ ഗൂഢാലോചന കൊണ്ട് അല്ല ഭരണഘടന സങ്കീര്‍ണമായി തീര്‍ന്നത് .
7,സ്വാതന്ത്ര്യലബ്ധിയെ തുടര്‍ന്ന് ഇന്ത്യയ്ക്ക് അഭിമുഖീകരിക്കേണ്ടി വന്ന പ്രശ്നങ്ങള്‍ വിപുലവും സങ്കീര്‍ണവും ആയിരുന്നു .
5,സാരള്യത്തിനു വേണ്ടി മാത്രം ഉള്ള സാരള്യം അത്രയ്ക് ഒന്നും അഭിലഷണീയം ആണ് എന്ന് തോന്നുന്നില്ല .
4,നിയമപ്രധാനമായ ഒരു രേഖയെ സംബന്ധിച്ചിടത്തോളം കൂടുതല്‍ അഭിലഷണീയമായ ഗുണവിശേഷം അതിന്‍റെ പര്യാപ്തത ആണ് എന്ന് പറയാം .
7,"മാത്രമല്ല , ഒരു ഭരണഘടനയുടെ മെച്ചം നിര്‍ണയിക്കപ്പെടേണ്ടത് , അത് ഉളവാക്കുന്ന ഫലങ്ങളില്‍ നിന്ന് കൂടി ആണ് ."
4,ഭരണഘടനാ നിര്‍മാണസഭയിലെ പല അംഗങ്ങളും ഈ പോരായ്മ സഭയുടെയും രാജ്യത്തിന്‍റെയും ശ്രദ്ധയില്‍ പെടുത്തുക ഉണ്ടായി .
4,ഇവരില്‍ തീവ്രവാദികളായ ചിലര്‍ കേന്ദ്രഗവണ്‍മെന്‍റും സംസ്ഥാന ഗവണ്‍മെന്‍റുകളും ഇല്ലാതാക്കണം എന്ന്വരെ വാദിക്കുക ഉണ്ടായി .
4,ഇന്ത്യ മുഴുവന്‍ ഗ്രാമ സ്വരാജുകള്‍ മാത്രം ഏര്‍പ്പെടുത്തിയാല്‍ മതി എന്ന് ആയിരുന്നു അവരുടെ വാദം .
4,ഫെഡറല്‍ വകുപ്പുകളെ വിമര്‍ശിച്ചിട്ടുള്ളവര്‍ രണ്ടു തരക്കാര് ആണ് .
5,അധികം പേരുടെയും അഭിപ്രായത്തില്‍ കേന്ദ്രത്തിന് ആവശ്യത്തില്‍ കൂടുതല്‍ അധികാരങ്ങള്‍ നല്‍കിയിരിക്കുന്നു എന്നത് ആണ് ആക്ഷേപം .
4,"എന്നാല്‍ , മറ്റുള്ളവരുടെ അഭിപ്രായത്തില്‍ കേന്ദ്രത്തെ ഇനിയും ശക്തിപ്പെടുത്തുക ആണ് വേണ്ടിയിരുന്നത് ."
3,നമ്മുടെ ഭരണഘടന ഇക്കാര്യത്തില്‍ ഒരു സമതുലിതാവസ്ഥ ഉണ്ടാക്കുവാന് ആണ് ശ്രമിച്ചിട്ട് ഉള്ളത് .
5,ഇതേ പറ്റി ഭരണഘടനാ നിര്‍മാണസമിതിയുടെ അധ്യക്ഷനായ ഡോ.അംബേദ്കര്‍ പറഞ്ഞിട്ട് ഉള്ളത് ശ്രദ്ധേയം ആണ് .
7,കേന്ദ്രത്തിന് അധികാരങ്ങള്‍ നിഷേധിക്കാന്‍ നാം എത്ര തന്നെ ശ്രമിച്ചാലും കേന്ദ്രം ശക്തിപ്പെടുന്നത് തടയുക വിഷമം ആണ് .
5,"ആധുനികലോകത്തിലെ പരിതസ്ഥിതികള്‍ വച്ച് നോക്കിയാല്‍ , അധികാരകേന്ദ്രീകരണം അനിവാര്യം ആണ് എന്ന് കാണാം ."
6,അമേരിക്കയിലെ ഫെഡറല്‍ ഗവണ്‍മെന്‍ര് കൈവരിച്ചിട്ട് ഉള്ള വളര്‍ച്ച ഇവിടെ പ്രത്യേക ശ്രദ്ധ അര്‍ഹിക്കുന്നു .
3,ആധുനിക കാലഘട്ടത്തിന്‍റെ സാഹചര്യങ്ങല് ആണ് ഇതിന് കാരണം .
5,ഇതേ സാഹചര്യങ്ങള്‍ തന്നെ ഇന്ത്യാ ഗവണ്‍മെന്‍റിനെയും ബാധിക്കും എന്ന കാര്യം തീര്‍ച്ച ആണ് .
5,ഇന്നു നാം എന്തൊക്കെ ചെയ്താലും അത് ശക്തിപ്പെടുന്നതിനെ തടയുവാന്‍ നമുക്ക് കഴിയുകയില്ല .
5,മറുവശത്ത് അത് കൂടുതല്‍ ശക്തിപ്പെടുന്നതിന് ഉള്ള പ്രവണതയെ നാം ചെറുക്കേണ്ടിയിരിക്കുന്നു .
3,ദഹിക്കാവുന്നതില് അധികം ചവയ്ക്കാന്‍ അതിനെ അനുവദിച്ചുകൂടാ .
4,അതിന്‍റെ ഭാരത്തിന് അനുസരിച്ച് ശക്തി മാത്രമേ അതിന് ഉണ്ടായിരിക്കാന്‍ പാടുള്ളു .
6,അതില്‍ കൂടുതല്‍ ശക്തി നല്‍കിയാല്‍ ആ ഭാരം താങ്ങാന്‍ ആവാതെ അത് അടിതെറ്റി വീണേയ്ക്കും .
6,കേന്ദ്ര - സംസ്ഥാന ബന്ധങ്ങളെ ചൊല്ലി ഉള്ള നിയമതര്‍ക്കങ്ങള്‍ അഗണ്യമാംവണ്ണം കുറവ് ആയിരുന്നു എന്ന് കാണാം .
5,അമേരിക്കയിലെ മൌലികാവകാശങ്ങളും കേവലാവകാശങ്ങള് അല്ല എന്നത് തര്‍ക്കമറ്റ സംഗതി ആണ് .
5,മേല്‍പ്പറഞ്ഞ രണ്ടു കാര്യങ്ങളിലും പരിധികള്‍ നിര്‍ണയിക്കാന് ഉള്ള പരമാധികാരം നിയമസഭയ്ക്ക് ആണ് .
5,നിയമസഭയിലെ ഭാരിച്ച ഭൂരിപക്ഷത്തിന്‍റെ കടന്നാക്രമണം നേരിടാന്‍ പൌരന്മാര്‍ക്ക് യാതൊരു പരിഹാരമാര്‍ഗവും ഇല്ല .
3,മൌലികാവകാശങ്ങളുടെ കാഴ്ചപ്പാടില്‍ ഇത് ഒരു വലിയ പോരായ്മ തന്നെ ആണ് .
6,പ്രകൃതിയുടെ ഭംഗി അതിന്റെ വൈരുധ്യാത്മകത ആണ് എന്ന് പറഞ്ഞത് കാള്‍ മാര്‍ക്സ് ആണ് .
4,വികസനം മുരടിപ്പിക്കാത്ത പരിസ്ഥിതി സംരക്ഷണം ആണ് സര്‍ക്കാര്‍ലക്ഷ്യം .
3,ഇത് രണ്ടും ഒരു നാണയത്തിന്റെ രണ്ട് വശം ആണ് .
4,കൃഷി അടിസ്ഥാനമാക്കി ആയിരുന്നു കേരളത്തിന്റെ വികസനം പണ്ട് വിഭാവനം ചെയ്തത് .‌
3,കേരളം വരള്‍ച്ചയുടെ ഭീഷണിയില് ആണ് .
3,വെള്ളം ഇല്ലാതെ കാര്‍ഷികമേഖല അതിരൂക്ഷമായ പ്രതിസന്ധിയിലേക്ക് ആണ് നീങ്ങുന്നത് .
2,നെല്‍പ്പാടം ഏറ്റവും വലിയ ജലസംഭരണ കേന്ദ്രം ആണ് .
3,ഒരുഹെക്ടര്‍ നിലം ഒമ്പതു മാസം സംഭരിക്കുന്നത് അഞ്ചുലക്ഷംകിലോലിറ്റര്‍ വെള്ളം ആണ് .
3,ഏകീകൃത സിവിൽനിയമം ഇന്ത്യൻ ഭരണഘടനയുടെ സ്വപ്നങ്ങളില് ഒന്ന് ആണ്‌ .
4,നാം ജീവിക്കുന്നത്‌ ജസ്റ്റിസ് കൃഷ്ണയ്യരുടെ കാലത്ത് അല്ലാതെ പോയി .
4,വാരണാസിയിൽ വരണം എന്നത് അമ്മയുടെ വലിയ ആഗ്രഹം ആയിരുന്നു .
3,കഥകള് അവസാനിക്കു​മ്പോ​ഴേക്കും കാശിയുടെ മട്ട് മാറിത്തുടങ്ങി .
3,വിശ്വരൂപിയായി കാശി വിശ്വനാഥ ക്ഷേത്രം അഗ്നി കണക്കെ നിന്ന് തിളങ്ങി .
3,താഴെ ഏതു താണ്ടവത്തെയും തണുപ്പിക്കാൻ കണക്കെ ഗംഗ ശാന്തമായി ഒഴുകുന്നു .
6,പണ്ട് ഒക്കെ നമ്മുടെ വീട്ടിലും പറമ്പുകളിലും യഥേഷ്ടം കണ്ടിരുന്ന ഒരു വള്ളിപ്പയറ് ഇനം ആയിരുന്നു വാളമര .
7,പറമ്പുകളും തൊടികളിലും മരങ്ങളില്‍ ചുറ്റിപ്പിടിച്ച് വളര്‍ന്നു കയറുന്ന ഇവ ജൈവവളത്തിനും കാലിത്തീറ്റ ആയും ഉപയോഗിച്ചുവരുന്നു .
5,നാം ഒരു നാടന്‍ വിള ആയി കരുതിയിരുന്ന ഇത് ലോകം മുഴുവന്‍ വ്യാപകമായി ഉപയോഗിച്ചുവരുന്ന ഔഷധഗുണം ഉള്ള പയറിനം ആണ് .
3,നാം ഇത് ഇളം പ്രായത്തില്‍ തന്നെ പറിച്ചെടുത്ത് തോരനും കറിയും ആക്കുന്നു .
4,സോയാബീന്‍ പയര്‍ പോലെ തന്നെ കുല ആയിട്ട് ആണ് പൂക്കളും കായകളും ഉണ്ടാകുന്നത് .
4,"മുള , കവുങ്ങ് എന്നിങ്ങനെ ഉള്ളവ ആണ് സാധാരണയായി പന്തല്‍ കെട്ടാന‍് ഉപയോഗിക്കുന്നത് ."
5,ചെടി വളര്‍ന്ന് പന്തലില്‍ കയറുന്ന സമയത്ത് ആണ് ആദ്യത്തെ മേല്‍വളപ്രയോഗം നടത്തേണ്ടത് .
4,കിഴക്കേ ഏഷ്യന്‍ വംശജന് ആയ ഈ പയറിനെ ഇംഗ്ലീഷില്‍ സ്വേര്‍ഡ്ബീന്‍ എന്ന് ആണ് വിവക്ഷിക്കുന്നത് .
3,"കേരളീയര്‍ വെട്ടുകത്തിപ്പയര്‍ , വാളരിപ്പയര്‍ , വാളങ്ങ , മരപ്പയര്‍ എന്നെല്ലാം ഇതിനെ വിളിക്കുന്നു ."
4,ഇത് മാംസ്യത്തിന്റെ പ്രകൃതിയുടെ സ്വാഭാവിക കലവറ ആണ് .
4,നിറയെ നാരുകള് ഉള്ള വാളങ്ങയില്‍ ധാതുലവണങ്ങളും ധാരാളം അടങ്ങിയിരിക്കുന്നു .
4,"കാല്‍സ്യം , ചെമ്പ് , സള്‍ഫര്‍ , പൊട്ടാസ്യം , ഫോസ്ഫറസ് , ഇരുമ്പ് , മഗ്‌നീഷ്യം , എന്നീ മൂലകങ്ങള്‍ ഇതില്‍ അടങ്ങിയിരിക്കുന്നു ."
4,സാധാരണ കാര്യങ്ങൾ അസാധാരണ വൈഭവത്തോടെ ചെയ്യാൻ സാധിക്കുമ്പോഴ് ആണ് ഏതൊരു ജോലിയും ശ്രേഷ്ടകരമാവുന്നത് .
3,ഒരു ജോലിയെ മഹത്തരമായി ചെയ്യാൻ ആദ്യം അതിനെ സ്നേഹിക്കുക ആണ് ചെയ്യേണ്ടത് .
3,തൊഴിൽ ജീവിതത്തിന് അർത്ഥവും മൂല്യവും മേൽലാസവും നൽകുന്നു .
3,ആത്മാർത്ഥമായി തൊഴിൽ എടുക്കുന്നത് പ്രാർത്ഥന ആണ് .
3,മനസ്സിനിണങ്ങിയ ഒരു തൊഴിൽ ഏതൊരുവന്റെയും സ്വപ്നം ആണ് .
4,ഒരു സ്ഥലത്തു നിന്നു മറ്റൊരു ഇടത്തേക്ക് ഭൂമി തുരന്ന് നിർമിക്കുന്ന പാത ആണ് തുരങ്കം .
4,ലാഭം മാത്രം നോക്കി ഒരു പൊതുമേഖലാസ്ഥാപനം നടത്തിക്കൊണ്ടുപോകാൻ കഴിയില്ല .
5,സർക്കാരി‍‍ല് നിന്നു കിട്ടുന്ന സഹായധനം അതേപടി യാത്രക്കാർക്ക് കൈമാറാൻ കഴിയണം .
4,വളരെയധികം മഴ ലഭിക്കുന്ന വനങ്ങളെ ആണ് മഴക്കാടുകൾ എന്നു പറയുന്നത് .
4,സാധാരണ ഒരു വർഷത്തിൽ 1750മി.മീ.-ൽ കൂടുതൽ മഴ ലഭിക്കുന്ന വനങ്ങളെ മഴക്കാടുകൾ എന്നു പറയാം .
4,ഭൂമിയിലെ മൂന്നിൽരണ്ട് ഭാഗം സസ്യങ്ങളും ജന്തുക്കളും ജീവിക്കുന്നതു മഴക്കാടുകളില്‍ ആണ് .
4,വണ്ണം കുറഞ്ഞ തായ്ത്തടി ഉള്ള വൃക്ഷങ്ങള്‍ ആണ് മഴക്കാടുകളിൽ പ്രധാനമായും ഉള്ളത് .
5,എന്നാൽ പന പോലെ ഉള്ള മരങ്ങളും വാഴ പോലെ ഉള്ള ചെറിയ സസ്യങ്ങളും മഴക്കാടുകളിൽ വളരുന്നു .
4,അപൂർവ്വങ്ങളായ സസ്യങ്ങളും ജന്തുക്കളും ഏറ്റവും കൂടുതൽ കാണപ്പെടുന്നതും മഴക്കാടുകളില്‍ ആണ് .
4,ചുറ്റുപാടുമുള്ള പ്രദേശങ്ങളേക്കാൾ വളരെ ഉയർന്ന ഭൂവിഭാഗം ആണ് പർവ്വതം എന്ന് അറിയപ്പെടുന്നത് .
4,പർവ്വതങ്ങൾ മണ്ണും പാറയും മറ്റ് അനുബന്ധവസ്തുക്കളും കൊണ്ട് നിർമ്മിക്കപ്പെട്ടവ ആണ് .
5,"പൂമ്പാറ്റ എന്ന് വിളിക്കുന്ന , പ്രാണിലോകത്തെ സൗന്ദര്യമുള്ള ജീവികള് ആയ ഷഡ്‌പദങ്ങള്‍ ആണ് ചിത്രശലഭങ്ങൾ ."
3,കേരളത്തിൽ ഏറ്റവും കൂടുതൽ ചിത്രശലഭങ്ങളെ കാണുന്നത് ആറളം വന്യജീവി സങ്കേതത്തില്‍ ആണ് .
4,"ചിത്രശലഭങ്ങളെ പല സ്ഥലങ്ങളിലും , പല കാലാവസ്ഥകളിലും കാണാൻ സാധിക്കും ."
5,"ചതുപ്പ് നിലങ്ങളിലും , പുൽമേടുകളിലും , മഴക്കാടുകൾ എന്നിവിടങ്ങളില് ഒക്കെ ഇവയെ കാണാൻ സാധിക്കും ."
