,number,sentences
9270,sg,ನಾನು ಅಮರಾವತಿಯನ್ನು ಲೂಟಿಮಾಡಿ ಬರ್ತೇನೆ .
9271,,"ರಾವಣ , ಸ್ವರ್ಗಾಧಿಪತಿ ಇಂದ್ರನನ್ನು ನೀನು ಬಂಧಿಸಿರುವುದು ಸರಿಯಲ್ಲ ."
9272,sg,ಅವನನ್ನು ಬಿಟ್ಟುಬಿಡು .
9273,,ಆತನ ಹೆಸರು ವಾಲಿ .
9274,,ಆ ಕಪಿಗಳ ರಾಜನನ್ನೂ ನಿನ್ನ ಕಂಬಕ್ಕೆ ಕಟ್ಟಿ ಬುದ್ಧಿ ಕಲಿಸಬೇಕು ರಾವಣಾ .
9275,sg,ಬೇಕಾದರೆ ನನ್ನ ಜೊತೆ ಬಾ .
9276,,ಅವನು ಇರುವಲ್ಲಿಗೆ ಕರಕೊಂಡು ಹೋಗ್ತೇನೆ .
9277,sg,ದೇವನಾಗರಿ ಮೊಗ್ಗುಗಳ್ನ ತಂದುಕೊಟ್ರೆ ನಿಮ್ಮ ರೆಕ್ಕೆಗಳ್ನ ಕೊಡ್ತೇನೆ .
9278,,ಎಲಾ ಕುರಿಮರಿ ನಿನಗೆ ಎಷ್ಟು ಸೊಕ್ಕು ?
9279,sg,ನನ್ನ ನೀರನ್ನು ಯಾಕೆ ಎಂಜಲು ಮಾಡ್ತಿದೀಯ ?
9280,pl,ನಾವು ಅಕ್ಬರ ಬಾದಶಹನ ಕಡೆಯಿಂದ ಬಂದಿದ್ದೇವೆ .
9281,pl,ಪತ್ರಕ್ಕೆ ಉತ್ತರ ಬರೆದುಕೊಡುವ ಕೃಪೆಮಾಡಿ .
9282,sg,ನಾನು ಹಾಳು ಮಂತ್ರಿಪದವಿಗೆ ಆಸೆಪಟ್ಟಿದ್ರಿಂದ ಇಷ್ಟೆಲ್ಲ ಅನಾಹುತ ಆಯ್ತು .
9283,sg,ನಾನು ಒಂದು ಪತ್ರ ಕೊಡ್ತೀನಿ .
9284,,ಅದನ್ನು ಬ್ರಹ್ಮದೇಶದ ರಾಜನಿಗೆ ಮುಟ್ಟಿಸಿ ಯಾರು ಉತ್ತರ ತಗೊಂಡು ಹಿಂತಿರುಗಿ ಬರ್ತಾರೋ ಅವರು ಮಂತ್ರಿ ಆಗಲಿ .
9285,sg,ಸಂಗೀತಗಾರನಿಗೆ ಏನು ಆಯ್ತು ?
9286,,ಅವನೂ ಬುದ್ಧಿವಂತನೇ .
9287,pl,ಬೇಕಾದ್ರೆ ಪರೀಕ್ಷಿಸಿ ನೋಡಿ .
9288,,"ಜಹಾಪನಾ , ಬೀರಬಲನೇ ಮಂತ್ರಿಯಾಗಿ ಇರಲಿ ."
9289,,ಅವನಂಥ ಚಾಣಾಕ್ಷತನ ನನಗೆ ಇಲ್ಲ .
9290,,ಅವನು ಇಲ್ಲದಿದ್ದರೆ ನಾವು ಜೀವಸಹಿತ ಬ್ರಹ್ಮದೇಶದಿಂದ ವಾಪಸ್ಸು ಬರ್ತಿರಲಿಲ್ಲ .
9291,,"ಸಾಯೋಕೆ ಎಲ್ಲರೂ ಹೆದರುತ್ತಾರೆ , ಅಂಥಾದ್ರಲ್ಲಿ ನಾನು ಮೊದಲು ಸಾಯ್ತೀನಿ , ನಾನು ಮೊದಲು ಸಾಯ್ತೀನಿ ಅಂತ ನೀವು ಇಬ್ಬರು ಜಗಳ ಆಡ್ತೀರಲ್ಲ ಯಾಕೆ ?"
9292,,ಎಷ್ಟು ಕೊಬ್ಬು ನಿನಗೆ ?
9293,,ನಾನು ಮೃಗರಾಜ ಎಂದು ತಿಳಿಯದೆ ?
9294,sg,ನನಗೆ ಒಂದು ವಾರ ಸಮಯ ಕೊಡು .
9295,sg,ನನ್ನ ಮಕ್ಕಳನ್ನ ನೋಡಿಬರ್ತೀನಿ .
9296,sg,ಆಮೇಲೆ ನನ್ನನ್ನ ತಿನ್ನುವೆಯಂತೆ .
9297,sg,ನೀನು ಹೆದರಬೇಡ .
9298,,ನಿನ್ನ ಜೀವ ಉಳಿಸೋ ಭಾರ ನನ್ನದು .
9299,,ಆದರೆ ನೀನು ಮಾತ್ರ ನಾನು ಹೇಳಿದ ಹಾಗೆ ಕೇಳಬೇಕು .
9300,pl,"ಇದರಲ್ಲಿ ಏನೋ ಮೋಸ ಇದೆ ಹುಲಿರಾಯಾ , ನಾವು ಇಬ್ಬರು ಒಂದಾಗಿ ಇವರನ್ನು ಎದುರಿಸೋಣ ."
9301,sg,"ತಾನಸೇನ ಸಂಗೀತಗಾರ , ಅವನಿಗೆ ರಾಜಕಾರಣ ಏನು ತಿಳಿಯುತ್ತೆ ?"
9302,,ನಾನು ಈಗ ಆನೆಯ ಮೆದುಳು ತಿನ್ನುತ್ತಾ ಇದೀನಿ .
9303,sg,ಹುಲಿಯ ಮೆದುಳು ಸಿಕ್ಕಿದರೆ ಇನ್ನಷ್ಟು ರುಚಿಯಾಗಿ ಇರುತ್ತೆ .
9304,,"ಮೊಲ , ತಿನ್ನುತ್ತಾ ಇರೋದು ಬಾಳೆಹಣ್ಣು , ಆನೆಯ ಮೆದುಳು ಅಲ್ಲ ."
9305,sg,ನೀನು ತುಂಬಾ ಸಂತೋಷವಾಗಿ ಇರುವ ಹಾಗೆ ಕಾಣುತ್ತೆ .
9306,sg,ನಿನ್ನ ಬೆಳೆಯೂ ಚೆನ್ನಾಗಿದೆ .
9307,sg,ಬರೋ ಹಣವನ್ನು ಉಳಿತಾಯ ಮಾಡುತ್ತೀಯೋ ಹೇಗೆ ?
9308,sg,ನೀನು ಆ ಒಗಟುಗಳನ್ನು ಎಷ್ಟೋ ಸಾರಿ ಹೇಳ್ತಿರ್ತೀಯ .
9309,,ಅದರ ಉತ್ತರ ಕೂಡ ನಿನಗೆ ಗೊತ್ತಿರಬೇಕು .
9310,,ನನಗೆ ಹೇಳು .
9311,sg,ಹೌದು ಮಹಾಪ್ರಭೋ ಉಳಿತಾಯ ಮಾಡುತ್ತೀನಿ .
9312,sg,ಆದರೆ ಅದನ್ನು ನಾಲ್ಕು ರೀತೀಲಿ ಹಂಚುತ್ತೀನಿ .
9313,sg,"ಮಹಾಪ್ರಭೂ , ಸೆರೆಮನೆಗೆ ಹೋಗುವ ಮುನ್ನ ಒಂದು ಮಾತು ಹೇಳಿ ಹೋಗುತ್ತೇನೆ ."
9314,,ಅಂದು ನನ್ನ ಹೆಂಡತಿ ನನ್ನ ಶತ್ರು ಎಂದಾಗ ನೀವು ಆ ಮಾತನ್ನು ಒಪ್ಪಿರಲಿಲ್ಲ .
9315,pl,ಈಗಲಾದರೂ ಅದನ್ನು ಒಪ್ಪುತ್ತೀರಿ ಅಲ್ಲವೆ ?
9316,pl,"ಪಾಪ , ಅವಕ್ಕೆ ಏಕೆ ತೊಂದರೆ ಕೊಡುತ್ತೀರಾ ?"
9317,pl,ಬೇಡ ಬನ್ನಿ .
9318,pl,ಅದಕ್ಕೆ ಕಷ್ಟ ಕೊಡುತ್ತೀರಾ ?
9319,pl,"ಬೇಡ , ಬನ್ನಿ , ಮುಂದೆ ಹೋಗೋಣ ."
9320,pl,ಕಾಡಿನಲ್ಲಿ ಪಾಚಿಯ ಕೆಳಗೆ ರಾಜಕುಮಾರಿಯ ಸರದ ಸಾವಿರ ಮುತ್ತುಗಳು ಬಿದ್ದಿವೆ .
9321,,ಅವನನ್ನು ಸಂಜೆ ಆಗುವುದರಲ್ಲಿ ಆರಿಸಿ ತರಬೇಕು .
9322,pl,ಇಲ್ಲದಿದ್ದರೆ ಅಮೃತಶಿಲೆಯ ಪ್ರತಿಮೆಗಳು ಆಗುತ್ತೀರಿ .
9323,sg,ನಿಮ್ಮಲ್ಲಿ ಬೆಕ್ಕನ್ನು ಯಾರು ಚೆನ್ನಾಗಿ ಬೆಳೆಸುತ್ತೀರೋ ಅವರಿಗೆ ಬಹುಮಾನ ಕೊಡ್ತೇನೆ .
9324,,"ರಾಮಕೃಷ್ಣ , ನಿನ್ನ ಬೆಕ್ಕು ಏಕೆ ಹಾಲು ಕುಡಿಯೋದಿಲ್ಲ ?"
9325,,ಎರಡನೆಯ ಕೆಲಸ : ರಾಜಕುಮಾರಿಯ ಕೊಠಡಿಯ ಬೀಗದಕೈ ಕೊಳದಲ್ಲಿ ಬಿದ್ದು ಹೋಗಿದೆ .
9326,,ಅದನ್ನು ತೆಗೆದುಕೊಂಡು ಬರಬೇಕು .
9327,sg,ಅದಕ್ಕೆ ದುಃಖಪಡ್ತಿದೀನಿ .
9328,,ಈ ಬಾಲಕ ಅತ್ಯಂತ ಶ್ರೇಷ್ಠನಾದ ಮಹಾರಾಜ ಆಗುತ್ತಾನೆ ಇಲ್ಲವೇ ಜಗತ್ತನ್ನು ಉಳಿಸುವ ಸನ್ಯಾಸಿ ಆಗ್ತಾನೆ .
9329,pl,"ರಾಜಕುಮಾರ , ವರ್ಷ ಕಳೆದ ಹಾಗೆ ಎಲ್ಲರೂ ಸಹ ಮುದುಕರು ಆಗ್ತಾರೆ ."
9330,pl,"ಸಾಕು ನಿಲ್ಲಿಸ್ರಪೋ , ನನ್ನ ತೋಟಕ್ಕೆ ಒಂದು ತಿಂಗಳಿಗೆ ಆಗುವಷ್ಟು ನೀರು ಎತ್ತಿಹಾಕಿದೀರಿ ."
9331,pl,ಗೋವರ್ಧನ ಪರ್ವತದ ಬಳಿಗೆ ನಡೆಯಿರಿ .
9332,sg,ನಿಮ್ಮನ್ನು ನಾನು ಕಾಪಾಡ್ತೀನಿ .
9333,pl,ಅಯ್ಯೋ ಪಾಪ ಅದನ್ನು ಬಿಟ್ಟುಬಿಡಿ .
9334,sg,ನಿಮಗೆ ಐವತ್ತು ಬೆಳ್ಳಿಯ ನಾಣ್ಯ ಕೊಡ್ತೀನಿ .
9335,sg,"ಯಜಮಾನನೇ , ನದಿ ಕೆಳಗಿನ ಗುಹೆಯಲ್ಲಿ ನಮ್ಮ ತಂದೆ ಇದ್ದಾನೆ ."
9336,sg,ನೀನು ನನ್ನ ಜೀವ ಉಳಿಸಿರೋದ್ರಿಂದ ನೀನು ಏನು ಕೇಳಿದ್ರೂ ತಂದೆ ಕೊಡ್ತಾನೆ .
9337,sg,ಮಾಯದ ಉಂಗುರ ಬೇಕು ಅಂತ ಅವನನ್ನ ಕೇಳು .
9338,,ಮದುವೆ ಆದರೆ ಈ ಬಂಗಾರದ ಕೂದಲಿನ ಸುಂದರಿಯನ್ನು ಮಾತ್ರ .
9339,sg,"ಅಳಬೇಡ ಯಜಮಾನ , ಹೇಗಾದ್ರೂ ಮಾಡಿ ಆ ಉಂಗುರ ತರುತ್ತೇನೆ ."
9340,,ಕಳ್ಳತನ ಮಾಡಿದ್ದು ಸಾಲದು ಅಂತ ನಿನ್ನ ತಾಯಿ ಕಿವೀನೇ ಕಡಿದು ಬಿಟ್ಟೆಯಲ್ಲಾ ನೀನು ಎಂಥ ದುಷ್ಟ .
9341,,"ಜನ್ನ , ರಾಜಕುಮಾರ ಇನ್ನೂ ಚಿಕ್ಕವನು ."
9342,,ನಾನು ಸತ್ತ ನಂತರ ಅವನನ್ನು ನೋಡಿಕೊಳ್ಳೋ ಭಾರ ನಿನ್ನದು .
9343,,"ಪ್ರಭೂ , ನೀವು ಇಲ್ಲೇ ಇರಿ , ನಾನು ರಾಜಕುಮಾರಿನ ಕರೆದುಕೊಂಡು ಬರುತ್ತೀನಿ ."
9344,,"ಜನ್ನ , ನಾನು ಮದುವೆ ಆದರೆ ಆ ರಾಜಕುಮಾರಿಯನ್ನೇ ಆಗೋದು ."
9345,sg,"ಅವಳು ಎಲ್ಲಿ ಇದ್ದಾಳೆ , ಹುಡುಕ್ಕೊಂಡು ಬರೋಣ ನಡಿ ."
9346,,"ರಾಜಕುಮಾರಿ , ನಾನು ವರ್ತಕ ಅಲ್ಲ , ರಾಜಕುಮಾರ ."
9347,sg,ನಿನ್ನ ಮೇಲಿನ ಪ್ರೀತಿಯಿಂದ ಹೀಗೆ ಮಾಡಬೇಕಾಯ್ತು .
9348,,ನನ್ನನ್ನು ಕ್ಷಮಿಸು .
9349,,ರಾಜಕುಮಾರನಿಗೆ ರಾಜಕುಮಾರಿ ಸಿಕ್ಕೋದೇ ಇಲ್ಲ಼ .
9350,sg,ಏಕೆಂದರೆ ಇವರು ದಡ ಸೇರಿದಾಗ ಅಲ್ಲಿ ಸೊಗಸಾದ ಕಂದುಬಣ್ಣದ ಕುದುರೆ ನಿಂತಿರುತ್ತೆ .
9351,,ರಾಜಕುಮಾರ ಅದನ್ನು ಏರಿದ ಕೂಡಲೇ ಅದು ಆಕಾಶಕ್ಕೆ ಹಾರಿ ಹೋಗುತ್ತೆ .
9352,sg,ಜನ್ನನಿಗೆ ಎಂಥ ಕೊಬ್ಬು ಅಂಥ ಒಳ್ಳೆಯ ಕುದುರೆಯನ್ನು ಇರಿದನಲ್ಲಾ .
9353,,ನಿನ್ನನ್ನು ಮತ್ತೆ ಜೀವಂತನನ್ನಾಗಿ ಮಾಡಲು ಏನು ಮಾಡಬೇಕು ಜನ್ನ ?
9354,,ನಿನ್ನ ಇಬ್ಬರು ಮಕ್ಕಳ ತಲೆ ಕತ್ತರಿಸಿ ಆ ರಕ್ತವನ್ನು ನನ್ನ ಮೇಲೆ ಸಿಂಪಡಿಸು .
9355,,"ಬೇಡ ರಾಜಕುಮಾರ , ನಿನ್ನ ತ್ಯಾಗಬುದ್ಧಿ ನನ್ನ ಸ್ವಾಮಿನಿಷ್ಠೆಗಿಂತ ದೊಡ್ಡದು ."
9356,,"ಮಹಾಪ್ರಭೂ , ನೀವು ಬಡವರಿಗೆ ದಾನವನ್ನೂ ಬುದ್ಧಿವಂತರಿಗೆ ಉಡುಗೊರೆಗಳನ್ನೂ ಕೊಡುತ್ತೀರಿ ."
9357,,ಅದಕ್ಕೇ ನಿಮ್ಮ ಅಂಗೈಯಲ್ಲಿ ಕೂದಲು ಇಲ್ಲ .
9358,,ನಿಮ್ಮಿಂದ ಪ್ರತಿದಿನವೂ ಉಡುಗೊರೆಗಳನ್ನು ಸ್ವೀಕರಿಸುವುದರಿಂದ ನನ್ನ ಅಂಗೈಯಲ್ಲಿ ಕೂದಲು ಇಲ್ಲ ಬಾದಶಹ .
9359,sg,"ನಾನು ರಾಮನ ಪತ್ನಿ , ಇನ್ನೊಬ್ಬನನ್ನು ಕಣ್ಣೆತ್ತಿಯೂ ನೋಡುವವಳು ಅಲ್ಲ ."
9360,,ತೊಲಗಾಚೆ ರಾವಣ .
9361,sg,"ನರಿರಾಯಾ , ಹೇಗಾದರೂ ಮಾಡಿ ಈ ಗೂಳಿಯನ್ನು ನೀನು ಬೇರ್ಪಡಿಸಿದರೆ , ನಿನ್ನನ್ನು ನನ್ನ ಮಂತ್ರಿಯನ್ನಾಗಿ ಮಾಡಿಕೊಳ್ತೀನಿ ."
9362,,"ಸೀತೆ , ಅದು ನಿಜವಾದ ಜಿಂಕೆ ಇರಲಿಕ್ಕಿಲ್ಲ ."
9363,,ರಾಕ್ಷಸರು ಮಾಯಾರೂಪದಲ್ಲಿ ಬಂದಿರಬಹುದು .
9364,,ಲಕ್ಷ್ಮಣಾ ಓಡು ರಾಮ ತೊಂದರೆಯಲ್ಲಿ ಇರುವ ಹಾಗೆ ಕಾಣ್ತದೆ .
9365,sg,"ಭದ್ರೆ , ನೀನು ರಾಜಕುಮಾರಿಯ ಹಾಗೆ ಕಾಣುತ್ತಿದ್ದೀ ."
9366,,"ನೀನು ಇರಬೇಕಾದ ಸ್ಥಳ ಅರಮನೆ , ಈ ಗುಡಿಸಲು ಅಲ್ಲ ."
9367,,ಬಾ ನನ್ನ ಜೊತೆಗೆ .
9368,sg,ನನ್ನ ರಾಣಿ ಆಗು .
9369,,ನಾನು ಲಂಕೇಶ್ವರ ರಾವಣ .
9370,sg,ನಿನಗೆ ಅಮೂಲ್ಯವಾದ ಒಂದು ವಸ್ತುವನ್ನು ಕೊಡ್ತೀನಿ .
9371,sg,"ತೆಗೆದುಕೊಂಡು ಹೋಗು "" ಎನ್ನುತ್ತಾ ತಮ್ಮ ಕೊಟ್ಟಿದ್ದ ದೊಡ್ಡ ಮೂಲಂಗಿಯನ್ನು ಅಣ್ಣನಿಗೆ ಬಹುಮಾನವಾಗಿ ಕೊಟ್ಟ ."
9372,,ಪ್ರಪಂಚದ ಸೃಷ್ಟಿಯ ಗುಟ್ಟನ್ನೆಲ್ಲ ಚೆನ್ನಾಗಿ ತಿಳಿದುಕೋ ಸವಾರ .
9373,pl,ನೀವು ದಿನವೂ ನನಗೆ ಕೊಡುವ ಉಡುಗೊರೆಗಳನ್ನು ಕಂಡು ಹೊಟ್ಟೆಕಿಚ್ಚಿನಿಂದ ಇವರು ಅಂಗೈಗಳನ್ನು ಉಜ್ಜಿಕೋತಾರೆ .
9374,,ಅದಕ್ಕೇ ಅವರ ಕೈಗಳಲ್ಲೂ ಕೂದಲು ಇಲ್ಲ .
9375,sg,ಅಯ್ಯಾ ಬಣ್ಣದಲ್ಲಿ ಏನು ಇದೆ ಹೇಳು ?
9376,,ಆದರೆ ನಿನ್ನದು ಕೊಳಕು ಬಣ್ಣ ಅಂತ ಲೇವಡಿ ಮಾಡ್ತಾ ಇದ್ದವಲ್ಲಾ ಆ ಗೂಳಿಗಳು .
9377,,ಇಲ್ಲಿನ ಕೆರೆಗಳು ಎಲ್ಲವು ಒಣಗಿ ಹೋಗಿವೆ .
9378,sg,ದಯವಿಟ್ಟು ನಮ್ಮನ್ನು ನೀರು ಇರುವ ತಾಣಕ್ಕೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ .
9379,sg,ಈ ಆನೆಗಳು ಇನ್ನೊಂದು ನಾಲ್ಕು ದಿವಸ ಇಲ್ಲೇ ಇದ್ದರೆ ನಮ್ಮ ವಂಶವೇ ನಾಶ ಆಗುತ್ತದೆ .
9380,,"ಸಲಗರಾಜ , ನಾನು ಚಂದ್ರದೇವನ ದೂತ ."
9381,sg,ಚಂದ್ರರಾಜ ನಿನಗೆ ಒಂದು ಸಂದೇಶ ಕಳುಹಿಸಿದ್ದಾನೆ .
9382,,ಹಾಗದರೆ ಚಂದ್ರದೇವನಿಗೆ ನಮಸ್ಕಾರ ಮಾಡಿ ಹೊರಟು ಹೋಗಿ .
9383,,"ಬ್ರಹ್ಮದತ್ತನೇ , ನಮಗೆ ಶರಣಾಗತ ಆಗುತ್ತೇನೆ , ಇಲ್ಲವೇ ಯುದ್ಧವನ್ನು ಮಾಡು ."
9384,sg,"ವೀರನೇ , ನೀನು ಈ ದುಷ್ಟ ರಾಜರನ್ನು ಯುದ್ಧದಲ್ಲಿ ಸೋಲಿಸಿ ಸೆರೆ ಹಿಡಿದುಕೊಂಡು ಬಾ ."
9385,,"ಮಹಾರಾಜ , ಆ ಸೈಂಧವನ ಸಹಾಯ ಇಲ್ಲದೇ ಇದ್ದರೆ ನಾನು ಈ ರಾಜರನ್ನು ಸೆರೆ ಹಿಡಿಯಲು ಸಾಧ್ಯ ಆಗುತ್ತಿರಲಿಲ್ಲ ."
9386,sg,"ಮಹಾಪ್ರಭು , ನಿನಗೆ ಸೆರೆ ಸಿಕ್ಕಿರುವ ಈ ರಾಜರನ್ನು ಬಿಡುಗಡೆ ಮಾಡು ."
9387,,ಅವರನ್ನು ಕ್ಷಮಿಸು ಕ್ಷಮೆಗಿಂತಲೂ ದೊಡ್ಡ ವಸ್ತು ಇಲ್ಲ .
9388,,ಪ್ರಾಣದಾನಕ್ಕಿಂತ ದೊಡ್ಡದಾನ ಇಲ್ಲ .
9389,sg,ನನಗಾಗಿ ಏನೂ ಬೇಡ ದೊರೆ .
9390,sg,ನೀನು ಯಾವಾಗಲೂ ಧರ್ಮಪರನಾಗಿ ಇರು .
9391,sg,ಪ್ರಜೆಗಳನ್ನು ನಿನ್ನ ಮಕ್ಕಳಂತೆ ಪಾಲಿಸು .
9392,,ಇದೇ ನನ್ನ ಕೊನೆಯ ಆಸೆ .
9393,,ನೀವು ಒಂಟೆಯನ್ನು ಕೊಂದರೆ ಪಾಪ .
9394,,ಆದರೆ ಅದು ತಾನಾಗಿಯೇ ನಿಮಗೆ ತನ್ನನ್ನು ಅರ್ಪಿಸಿಕೊಂಡರೆ ?
9395,pl,"ಮಹಾರಾಜ , ನೀವು ಉಪವಾಸ ಇದ್ದೀರಿ ."
9396,,ನಾವು ಎಷ್ಟು ಪ್ರಯತ್ನಪಟ್ಟರೂ ಆಹಾರ ಸಿಗಲಿಲ್ಲ .
9397,pl,ಆದುದರಿಂದ ನೀವು ನನ್ನನ್ನೇ ತಿನ್ನಿ .
9398,sg,ನಿನಗೆ ಮೂರು ಹುರುಳೀಕಾಯಿ ಬೀಜ ಕೊಡ್ತೀನಿ .
9399,sg,ಹಸೂನ ಕೊಡ್ತೀಯಾ ?
9400,,"ಈ ಬೀಜಗಳಿಂದ ನಿನಗೆ ಒಳ್ಳೇದು ಆಗುತ್ತೆ , ತಕೊ ."
9401,,ಇವು ಮಾಂತ್ರಿಕ ಬೀಜಗಳು .
9402,,"ಇಲ್ಲಿ ಏಕೆ ಬಂದೆ , ಹೋಗು , ಹೋಗು ."
9403,,ಇದು ರಾಕ್ಷಸರಾಜನ ಮನೆ .
9404,sg,ನಿನ್ನ ನೋಡಿದರೆ ಅವನು ತಿಂದುಹಾಕ್ತಾನೆ .
9405,,ಎರಡು ದಿವಸಗಳಿಂದ ಹೊಟ್ಟೆಗೆ ಏನೂ ಇಲ್ಲ ತಾಯೀ .
9406,sg,ಏನಾದ್ರೂ ತಿನ್ನೋಕೆ ಕೊಡು .
9407,sg,ಹುಡುಗ ಬಂದಿದ್ದ ನಿಜ .
9408,,ಆದರೆ ನೀನು ಇಲ್ಲಿ ಇದ್ದೀ ಅಂತ ತಿಳಿಯುತ್ಲೇ ಹೊರಟು ಹೋದ .
9409,,ಇರಬಹುದು .
9410,,ಅವನೇ ನಮ್ಮ ಕೋಳೀಕಳ್ಳ .
9411,pl,ಬಾಗಿಲ ಹಿಂಬದೀಲಿ ಇರೋ ಅಡಕಲೆ ಚೀಲದಲ್ಲಿ ಇರಬಹುದು .
9412,sg,ನೋಡ್ತೀನಿ ತಾಳು .
9413,sg,"ಆನೆಯೊಂದನ್ನು ನೀರಿನಿಂದ ಎತ್ತಲು ನಿಮ್ಮ ದೇವರು ತಾನೇ ಬಂದನಂತೆ , ಹೌದೇ ?"
9414,,"ಹೌದು , ಮಹಾಪ್ರಭೂ ."
9415,sg,ಗಜೇಂದ್ರ ಎಂಬ ಆನೆಯ ಕಾಲನ್ನು ಮೊಸಳೆಯೊಂದು ಹಿಡಿದಿತ್ತು .
9416,sg,ಆನೆ ವಿಷ್ಣುವಿಗೆ ಪ್ರಾರ್ಥನೆ ಮಾಡಿಕೊಂಡಿತು .
9417,sg,ಆಗ ಆ ದೇವರು ಬಂದು ಗಜೇಂದ್ರನನ್ನು ಪಾರು ಮಾಡಿದ .
9418,,ಅದು ಸರಿಯೇ .
9419,,ಆನೆಯನ್ನು ಬಿಡಿಸೋದಕ್ಕೆ ದೇವರೇ ಬರಬೇಕೆ ?
9420,,ಯಾರಾದರೂ ಸೇವಕರನ್ನು ಕಳುಹಿಸಬಹುದಾಗಿತ್ತಲ್ಲಾ ದೇವರಿಗೆ ಸೇವಕರು ಇಲ್ಲಿ ಇಲ್ಲವೆ ?
9421,pl,ರಾಜಕುಮಾರನನ್ನು ಉಳಿಸೋದಕ್ಕೆ ನೀವು ಯಾಕೆ ಬಂದಿರಿ ಬಾದಷಹಾ ?
9422,pl,ಯಾರಾದರೂ ಸೇವಕರನ್ನು ಕಳಿಸಬಹುದಾಗಿತ್ತಲ್ಲಾ .
9423,,"ಮಹಾಸ್ವಾಮೀ , ನೀವು ನಿಮ್ಮ ಮಗನನ್ನು ಪ್ರೀತಿಸಿದ ಹಾಗೆಯೇ ದೇವರು ತನ್ನ ಭಕ್ತರನ್ನು ಪ್ರೀತಿಸ್ತಾನೆ ."
9424,sg,ಆದ್ದರಿಂದ ಭಕ್ತರು ಕಷ್ಟದಲ್ಲಿ ಇರುವಾಗ ದೇವರೇ ಅವರನ್ನು ಪಾರು ಮಾಡಲು ಬರ್ತಾನೆ .
9425,sg,"ಆನೆಯೊಂದನ್ನು ನೀರಿನಿಂದ ಎತ್ತಲು ನಿಮ್ಮ ದೇವರು ತಾನೇ ಬಂದನಂತೆ , ಹೌದೇ ?"
9426,pl,ಹಾಗಾದರೆ ಓಡುವ ಪಂದ್ಯ ಇಡೋಣ .
9427,,ಬೆಟ್ಟದಂತೆ ಕುಳಿತಿರುವವನೇ ವಾಲಿ .
9428,sg,ಅವನು ಪ್ರಾರ್ಥನೆ ಮಾಡುತ್ತಿರುವ ಹಾಗೆ ಕಾಣ್ತದೆ .
9429,sg,ಇದೇ ಸರಿಯಾದ ಸಮಯ ಅವನ ಬಾಲವನ್ನು ಹಿಡಿದು ಎಳಿ .
9430,sg,"ರಾವಣಾಸುರ , ಅಹಂಭಾವ ಯಾವಾಗಲೂ ಮನುಷ್ಯನನ್ನು ಆಪತ್ತಿಗೆ ನೂಕ್ತದೆ ."
9431,,ನನ್ನಿಂದ ಆದ ತೊಂದರೆಗೆ ಕ್ಷಮಿಸು .
9432,,ನಿನಗೆ ಬಿಲ್ಲುಬಾಣಗಳ ಉಪಯೋಗ ತಿಳಿದಿದೆಯೇ ?
9433,pl,ಈ ಕಾಡಿನಲ್ಲಿ ಬೇಕಾದಷ್ಟು ಆನೆಗಳು ಇವೆ .
9434,sg,ಅವನ್ನು ಬಾಣದಿಂದ ಸಾಯಿಸ್ತೀಯಾ ?
9435,,"ನೀನು ಭೂಲೋಕಕ್ಕೆ ಹೋಗಿ ಮನುಷ್ಯರಿಗೆ ಹೇಳು , ' ಕಷ್ಟಪಟ್ಟು ದುಡಿಯಿರಿ , ಮತ್ತು ಮೂರು ದಿನಕ್ಕೆ ಒಮ್ಮೆ ಊಟ ಮಾಡಿ ' ಅಂತ ."
9436,,ದೇವರು ಆಜ್ಞೆ ಮಾಡಿದಾನೆ : ನೀವು ಕಷ್ಟಪಟ್ಟು ದುಡಿಯಬೇಕು ಮತ್ತು ದಿನಕ್ಕೆ ಮೂರು ಬಾರಿ ಊಟ ಮಾಡ್ಬೇಕು ಅಂತ .
9437,sg,ಅದರಂತೆ ನಡೆದುಕೊಳ್ಳಿ .
9438,pl,ಅಬ್ಬಾ ನೀರು ಒಳ್ಳೇ ಹಿಮದ ಹಾಗೆ ಕೊರೆಯುತ್ತಲ್ಲಾ ಇಂಥ ನೀರಿನಲ್ಲಿ ಯಾರಾದರೂ ಒಂದು ರಾತ್ರಿ ಇರಬಲ್ಲರೇ ?
9439,pl,ಯಾಕೆ ಇರಲಾರರು ಪ್ರಭು ?
9440,sg,ಹಣ ಕೊಟ್ಟರೆ ಮನುಷ್ಯ ಏನು ಬೇಕಾದರೂ ಮಾಡುತ್ತಾನೆ .
9441,sg,ಹಾಗಾದರೆ ಅಂಥ ಮನುಷ್ಯನನ್ನು ಹುಡುಕು .
9442,sg,ಯಾರು ಕೊಳದ ನೀರಿನ ಒಳಗೆ ಒಂದು ರಾತ್ರಿ ಕಳೀತಾರೊ ಅವರಿಗೆ ನೂರು ವರಹ ಬಹುಮಾನವಾಗಿ ಕೊಡ್ತೇನೆ .
9443,sg,"ಮಹಾಸ್ವಾಮಿ , ಕೊಳದ ಹತ್ತಿರ ಇದ್ದ ಕಂಬದ ಮೇಲಿನ ದೀಪವನ್ನು ನೋಡ್ತಾ ನಾನು ಕಾಲ ಕಳೆದೆ ."
9444,,ಹಾಗಾದರೆ ಕಂಬದ ದೀಪದಿಂದ ನಿನಗೆ ಶಾಖ ಬಂದಿರಬೇಕು .
