senlen,sentences
17,"ಅಲ್ಲದೆ ಆ ವ್ಯಾಪಾರಿ ಸಂಸ್ಥೆಯು ಅನುಭವಿಸಿದ ಎಲ್ಲ ಅನುಕೂಲತೆಗಳನ್ನು ಮತ್ತು ಸೌಕರ್ಯಗಳನ್ನು , ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕೊಂಡವರು ಅನುಭವಿಸಲು ಹಕ್ಕುಳ್ಳವರು ಆಗಿರುತ್ತಾರೆ ."
8,ಹೆಸರಿನ ಮೌಲ್ಯದ ಬಗ್ಗೆ ಒಂದು ವಿಷಯವನ್ನು ನೆನಪಿನಲ್ಲಿ ಇಡಬೇಕು .
18,"ಅದನ್ನು ಖರೀದಿ ಮಾಡಿದಾಗ ಮಾತ್ರ , ಅಢಾವೆ ಪತ್ರಿಕೆಯಲ್ಲಿ ಅದನ್ನು ತೋರಿಸಬೇಕೇ ಹೊರತು ಇನ್ನು ಯಾವುದೇ ಸಂದರ್ಭಗಳಲ್ಲಿಯೂ ಅದನ್ನು ಅಢಾವೆ ಪತ್ರಿಕೆಯಲ್ಲಿ ತೋರಿಸಬಾರದು ."
13,ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ನಿರ್ಧರಿಸುವ ಅಂಶಗಳು ಯಾವುವು ಎಂದರೆ ; ಪಾಲುಗಾರಿಕಾ ಸಂಸ್ಥೆಯ ಲಾಭ ಗಳಿಸುವ ಸಾಮರ್ಥ್ಯ .
31,"ಸಂಸ್ಥೆಯು ಗಳಿಸಿದ ಹಿಂದಿನ ವರ್ಷದ ಲಾಭಗಳ ಮೊತ್ತ . ಸಂಸ್ಥೆಯ ವ್ಯವಹಾರದ ಭಾವೀ ಪ್ರಗತಿ , ಸಂಸ್ಥೆಯ ಸರಕುಗಳ ಶ್ರೇಷ್ಠತೆ , ಸಂಸ್ಥೆಯು ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಇದ್ದ ಅವಧಿ , ಸಂಸ್ಥೆಯು ಸಲ್ಲಿಸುತ್ತಿರುವ ಸೇವೆಯ ಸ್ವರೂಪ , ಸಂಸ್ಥೆಯ ವ್ಯವಹಾರದ ಏಕಸ್ವಾಮ್ಯದ ಸ್ವರೂಪ ."
5,ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯುವ ವಿಧಾನಗಳು .
9,ಇಲ್ಲಿ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯುವುದು ಹೇಗೆ ಎಂಬ ಪ್ರಶ್ನೆ ಉದ್ಭವಿಸುತ್ತದೆ .
10,ಅದನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಕೆಳಗೆ ವಿವರಿಸಿದ ಪ್ರಕಾರ ಯಾವುದೊ ಒಂದು ವಿಧಾನದಿಂದ ಕಂಡುಹಿಡಿಯುವುದುಂಟು .
8,ಲಾಭಕ್ಕೂ ಮತ್ತು ಹೆಸರಿನ ಮೌಲ್ಯಕ್ಕೂ ನಿಕಟ ಸಂಬಂಧ ಇದೆ .
14,ಆದ್ದರಿಂದ ಅದರ ಬೆಲೆಯನ್ನು ಕಂಡುಹಿಡಿಯಲು ಸಂಸ್ಥೆಯು ಇತ್ತೀಚಿನ ವರ್ಷಗಳಲ್ಲಿ ಗಳಿಸಿದ ಲಾಭದ ಸರಾಸರಿ ಪ್ರಮಾಣವನ್ನು ಗಣನೆಗೆ ತೆಗೆದುಕೊಳ್ಳಬೇಕು .
20,ಸಾಮಾನ್ಯವಾಗಿ ಮೂರರಿಂದ ಐದು ವರ್ಷಗಳಲ್ಲಿ ಗಳಿಸಿದ ಲಾಭದ ಸರಾಸರಿ ಪ್ರಮಾಣದ ಎರಡು ಅಥವಾ ಮೂರು ಪಟ್ಟಿನಷ್ಟು ಮೊತ್ತವನ್ನು ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯದ ಬೆಲೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುವುದು .
6,ಇದನ್ನು ಕೆಳಗೆ ಕೊಟ್ಟ ಉದಾಹರಣೆಯಿಂದ ತಿಳಿದುಕೊಳ್ಳಬಹುದು .
13,ಒಂದು ಪಾಲುಗಾರಿಕೆ ಸಂಸ್ಥೆಯು ಕಳೆದ ಐದು ವರ್ಷಗಳಲ್ಲಿ ಮಾಡಿದ ಲಾಭದ ಮೊತ್ತವು ಈ ರೀತಿಯಾಗಿ ಇದೆ .
20,"1982ರಲ್ಲಿ ರೂ. 12,000 ; 1983ರಲ್ಲಿ ರೂ. 9,000 ; 1984ರಲ್ಲಿ ರೂ. 3,000 ; 1985ರಲ್ಲಿ ರೂ. 10,000 ; 1986ರಲ್ಲಿ ರೂ. 11,000 ."
14,ಈ ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯವು ಐದು ವರ್ಷಗಳ ಸರಾಸರಿ ಲಾಭದ ಮೂರು ವರ್ಷಗಳ ಖರೀದಿಗೆ ಸಮ ಇದೆ .
6,ಹಾಗಾದರೆ ಅದರ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಿರಿ .
10,"ರೂ. 12,000ಕ್ಕೆ ಐದು ವರ್ಷಗಳ ಲಾಭ 9,000 3,00010,000 11,000 ರೂ ."
12,"45,000 45000 / 5 9,000 ರೂ. ಲಾಭವು ವಾರ್ಷಿಕ ಸರಾಸರಿ ಲಾಭ ಆಯಿತು ."
17,"ಇದರ ಮೂರು ವರ್ಷದ ಖರೀದಿ ಅಂದರೆ ಇದರ ಮೂರು ಪಟ್ಟು ಅಂದರೆ 9000 3 27,000 ರೂ. ಹೆಸರಿನ ಮೌಲ್ಯ ಆಗಿದೆ ."
5,ಅತೀ ಹೆಚ್ಚಿನ ಲಾಭದ ವಿಧಾನ .
18,ಈ ವಿಧಾನದಲ್ಲಿ ಪಾಲುಗಾರಿಕಾ ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಲು ಆ ಸಂಸ್ಥೆಯು ಸಂಪಾದಿಸುವ ಅತೀ ಹೆಚ್ಚಿನ ಲಾಭವನ್ನು ಎರಡು ಅಥವಾ ಮೂರರಿಂದ ಗುಣಿಸಲಾಗುವುದು .
13,ಅಂದರೆ ಅಧಿಕ ಲಾಭದ ಎರಡು ಅಥವಾ ಮೂರು ಪಟ್ಟಿನಷ್ಟು ಮೊತ್ತವು ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯ ಆಗುತ್ತದೆ .
25,"ಅತೀ ಹೆಚ್ಚಿನ ಲಾಭ ಎಂದರೆ , ಅದೇ ವ್ಯವಹಾರವನ್ನು ಮಾಡುತ್ತಿರುವ ಇತರ ವ್ಯಾಪಾರಿ ಸಂಸ್ಥೆಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಗಳಿಸುತ್ತಿರುವ ಸಾಮಾನ್ಯ ಲಾಭದ ಪ್ರಮಾಣಕ್ಕಿಂತ ಅಧಿಕ ಆಗಿರುವ ಲಾಭವೇ ಅತೀ ಹೆಚ್ಚಿನ ಅಥವಾ ಅಧಿಕ ಲಾಭವು ."
32,"ಉದಾಹರಣೆಗೆ , ಒಂದು ಉದ್ದಿಮೆಯಲ್ಲಿ ತೊಡಗಿದ ಸಂಸ್ಥೆಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಬಂಡವಾಳದ ಮೇಲೆ ಶೇ. 10ರಂತೆ ಲಾಭವನ್ನು ಗಳಿಸುತ್ತಿದ್ದಾಗ ಅದೇ ಉದ್ದಿಮೆಯಲ್ಲಿನ ಒಂದು ಪಾಲುಗಾರಿಕೆ ಸಂಸ್ಥೆಯು ತನ್ನ ಬಂಡವಾಳದ ಮೇಲೆ ಶೇ. 18ರಷ್ಟು ಲಾಭ ಮಾಡುತ್ತಿದ್ದರೆ , ಶೇ. 8ರಷ್ಟು ಅಧಿಕ ಲಾಭ ಆಗುತ್ತದೆ ."
33,"ಉದಾಹರಣೆಗೆ , ಒಂದು ಪಾಲುಗಾರಿಕಾ ಸಂಸ್ಥೆಯು 18,000 ರೂ. ಲಾಭ ಮಾಡುತ್ತಿದ್ದು , ಅದರ ಸಾಮಾನ್ಯ ಲಾಭದ ಪ್ರಮಾಣವು ಅದು ತೊಡಗಿಸಿದ ಬಂಡವಾಳದ ಮೇಲೆ ಶೇ. 10ರಂತೆ 10,000 ರೂ. ಅಂದರೆ 18,000 - 10,000 8,000 ರೂ ಅದರ ಅಧಿಕ ಲಾಭ ಆಗುವುದು ."
21,"ಈ ಅಧಿಕ ಲಾಭದ ಮೂರು ಪಟ್ಟು ಅದರ ಹೆಸರಿನ ಮೌಲ್ಯ ಇದೆ ಎಂದು ನಿರ್ಧರಿಸಿದರೆ , ಆಗ 8,000 324,000 ರೂ. ಅದರ ಹೆಸರಿನ ಮೌಲ್ಯ ಆಗುತ್ತದೆ ."
6,ಹೆಸರಿನ ಮೌಲ್ಯದ ಬಗೆಗೆ ಗಮನಿಸಬೇಕಾದ ಅಂಶಗಳು .
12,ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಲು ಮೇಲೆ ಹೇಳಿದ ಯಾವುದಾದರೂ ಒಂದು ವಿಧಾನವನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ವಾಸ್ತವಿಕವಾಗಿ ಅನುಸರಿಸಲಾಗುತ್ತದೆ .
8,ಆದರೆ ಪರೀಕ್ಷೆಯ ದೃಷ್ಟಿಯಿಂದ ಕೆಳಗೆ ಕೊಟ್ಟ ಅಂಶಗಳನ್ನು ಗಮನಿಸಬೇಕಾಗುತ್ತದೆ .
14,"ಪ್ರಶ್ನೆಯಲ್ಲಿ , ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕೊಟ್ಟಿದ್ದರೆ , ನೀವು ಮತ್ತೆ ಅದನ್ನು ಕಂಡುಹಿಡಿಯುವ ಅಗತ್ಯ ಇಲ್ಲ ."
27,"ಪ್ರಶ್ನೆಯಲ್ಲಿ , ಸಂಸ್ಥೆಯ ಹಿಂದಿನ ಹಲವಾರು ವರ್ಷಗಳ ಲಾಭವನ್ನು ಕೊಟ್ಟು ಸರಾಸರಿ ಲಾಭದ ವಿಧಾನದ ಪ್ರಕಾರ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಲು ಕೇಳಿದಾಗ , ಮೇಲೆ ವಿವರಿಸಿದಂತೆ , ಸರಾಸರಿ ಲಾಭದ ವಿಧಾನದ ಪ್ರಕಾರ ಅದನ್ನು ಕಂಡುಹಿಡಿಯಬೇಕು ."
17,"ಅತೀ ಹೆಚ್ಚಿನ ಲಾಭದ ವಿಧಾನದ ಮೂಲಕ ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಲು ಕೇಳಿದಾಗ , ಮೇಲೆ ವಿವರಿಸಿದಂತೆ , ಅದನ್ನು ಕಂಡುಹಿಡಿಯಬೇಕು ."
18,ಕೆಲವು ಸಲ ಹೊಸದಾಗಿ ಪ್ರವೇಶಿಸುವ ಪಾಲುಗಾರನು ತರಬಹುದಾದ ತನ್ನ ಪಾಲಿನ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನೂ ಮತ್ತು ಅವನಿಗೆ ನೀಡಿದ ಲಾಭದ ಪ್ರಮಾಣವನ್ನೂ ಪ್ರಶ್ನೆಯಲ್ಲಿ ಕೊಡಲಾಗಿರುತ್ತದೆ .
10,ಆಗ ಸಂಸ್ಥೆಯು ಒಟ್ಟು ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಲು ಕೆಳಗಿನ ಸೂತ್ರವನ್ನು ಅನುಸರಿಸಬೇಕು .
5,ಅದನ್ನು ಉದಾಹರಣೆಯಿಂದ ಸುಲಭವಾಗಿ ತಿಳಿದುಕೊಳ್ಳಬಹುದು .
6,ಹೊಸ ಪಾಲುಗಾರನಿಗೆ ನೀಡಿದ ಲಾಭದಲ್ಲಿನ ಪಾಲು .
17,"ಹೊಸ ಪಾಲುಗಾರನು ತರಬೇಕಾದ ತನ್ನ ಪಾಲಿನ ಹೆಸರಿನ ಮೌಲ್ಯ ರೂ. 5,000 ಆದ್ದರಿಂದ ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಒಟ್ಟು ರೂ. 20,000 ಆಗುತ್ತದೆ ."
10,ಪರೀಕ್ಷೆಯಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳು ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯುವಾಗ ಪ್ರಶ್ನೆಯಲ್ಲಿ ಕೊಟ್ಟ ಸೂಚನೆಗಳನ್ನು ಅನುಸರಿಸಬೇಕು .
5,ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಬೇಕಾದ ಸಂದರ್ಭಗಳು .
8,ಕೆಳಗೆ ಕೊಟ್ಟ ಸಂದರ್ಭಗಳಲ್ಲಿ ಸಂಸ್ಥೆಯ ಹೆಸರಿನ ಮೌಲ್ಯವನ್ನು ಕಂಡುಹಿಡಿಯಬೇಕು .
35,"ಹೊಸ ಪಾಲುಗಾರನನ್ನು ಪಾಲುಗಾರಿಕೆಯಲ್ಲಿ ಸೇರಿಸಿಕೊಳ್ಳುವಾಗ , ಪಾಲುಗಾರನು ಪಾಲುಗಾರಿಕೆಯಿಂದ ನಿವೃತ್ತಿ ಹೊಂದಿದಾಗ , ಪಾಲುಗಾರನು ಆಕಸ್ಮಾತ್ತಾಗಿ ನಿಧನ ಹೊಂದಿದಾಗ , ಪಾಲುಗಾರಿಕೆಯ ವ್ಯವಹಾರವನ್ನು ಯಾವುದು ಒಂದು ಬೇರೆ ಸಂಸ್ಥೆಗೆ ಮಾರಾಟ ಮಾಡಿ ಪಾಲುಗಾರಿಕೆಯನ್ನು ವಿಸರ್ಜಿಸುವಾಗ , ಪಾಲುಗಾರಿಕೆಯ ಲಾಭ ಮತ್ತು ಹಾನಿಯನ್ನು ಕಂಡುಹಿಡಿಯುವ ವಿಧಾನದಲ್ಲಿ ಬದಲಾವಣೆ ಮಾಡುವಾಗ ."
22,"ಉದಾಹರಣೆಗೆ , ಯಾವುದಾದರೂ ಒಂದು ಅಸ್ತಿತ್ವದಲ್ಲಿ ಇರುವ ವ್ಯಾಪಾರೀ ಸಂಸ್ಥೆಯ ಆಸ್ತಿಗಳನ್ನು ಕೊಳ್ಳಲು ಹೊಸ ಕಂಪನಿಯನ್ನು ಸ್ಥಾಪಿಸಿದಾಗ ಕಂಪನಿಯು ಆಸ್ತಿಗಳನ್ನು ಕೊಂಡಿದ್ದಕ್ಕಾಗಿ ನಗದು ಹಣದ ಬದಲಾಗಿ ಶೇರುಗಳನ್ನು ಕೊಡುವುದುಂಟು ."
8,ಇಂತಹ ಶೇರುಗಳು ಪೂರ್ಣ ತೆತ್ತ ಶೇರುಗಳು ಎಂದು ಪರಿಗಣಿಸಲ್ಪಡುತ್ತವೆ .
16,"ಅಂದರೆ ಅವುಗಳ ಮೇಲಿನ ಹಣ ಪೂರ್ತಿ ಬಂದಿದೆ ಎಂದು , ಅದೇ ಹಣವನ್ನು ಆ ಸಂಸ್ಥೆಗೆ ಕೊಟ್ಟಿದೆ ಎಂದು ಭಾವಿಸಲಾಗುತ್ತದೆ ."
19,"ಹೀಗೆ ತನ್ನ ಆಸ್ತಿಗಳನ್ನು ಕಂಪನಿಗೆ ಮಾರಾಟ ಮಾಡಿದ್ದಕ್ಕಾಗಿ , ಆ ವ್ಯಾಪಾರೀ ಸಂಸ್ಥೆಯು ನಗದು ಹಣದ ಬದಲಾಗಿ ಮಾರಾಟದ ಬೆಲೆಯಷ್ಟು ಮೊತ್ತದ ಶೇರುಗಳನ್ನು ಪಡೆಯುತ್ತದೆ ."
9,ಇಂತಹ ಶೇರುಗಳ ಮೇಲೆ ಆ ಸಂಸ್ಥೆಯ ಮಾಲಿಕರು ಹಣ ಕೊಡಬೇಕಾಗಿಲ್ಲ .
15,ಏಕೆಂದರೆ ತಮಗೆ ಕಂಪನಿಯಿಂದ ಬರಬೇಕಾದ ಹಣದ ಬದಲಾಗಿ ಶೇರುಗಳು ಬಂದದ್ದರಿಂದ ಅವುಗಳ ಮೇಲಿನ ಹಣವನ್ನು ಕೊಟ್ಟಿದೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗುತ್ತದೆ .
22,"ಶೇರುಗಳು ಕಂಪನಿಯ ಬಂಡವಾಳದ ಭಾಗಗಳಾಗಿ ಇರುವುದರಿಂದ ಶೇರುಗಳ ಮಾರಾಟದಿಂದ ಬಂದ ಹಣವನ್ನು ನಗದು ಖಾತೆಗೆ ಅಥವಾ ಬ್ಯಾಂಕಿನ ಖಾತೆಗೆ ಖರ್ಚು ಹಾಕಿ , ಬಂಡವಾಳ ಖಾತೆಗೆ ಜಮೆ ಬರೆಯಬೇಕಾಗುತ್ತದೆ ."
6,ಕಂಪನಿಯ ಬಂಡವಾಳಕ್ಕೆ ಶೇರು ಬಂಡವಾಳ ಎನ್ನುತ್ತಾರೆ .
12,ಅದು ಪ್ರಥಮ ಹಕ್ಕಿನ ಶೇರು ಬಂಡವಾಳ ಇರಬಹುದು ಅಥವಾ ಸಾಮಾನ್ಯ ಶೇರು ಬಂಡವಾಳ ಇರಬಹುದು .
16,ಈ ಮೊದಲು ಹೇಳಿದಂತೆ ಕಂಪನಿಯು ತನ್ನ ಶೇರಿನ ಪೂರ್ತಿ ಹಣವನ್ನು ಶೇರುದಾರರಿಂದ ಒಂದೇ ಕಂತಿನಲ್ಲಿ ಪಡೆದುಕೊಳ್ಳದೆ ಹಲವಾರು ಕಂತುಗಳಲ್ಲಿ ಪಡೆಯುತ್ತದೆ .
16,"ಆದ್ದರಿಂದ ಯಾವ ಕಂತಿನ ಹಣ ಬಂದಿದೆಯೋ ಆ ಕಂತಿನ ಖಾತೆಗೆ ಜಮೆ ಬರೆದು , ನಗದು ಖಾತೆಗೆ ಖರ್ಚು ಬರೆಯಬೇಕು ."
8,ಶೇರುಗಳ ಮಾರಾಟದ ಬಗ್ಗೆ ದಿನವಹಿಯಲ್ಲಿ ಮಾಡಬೇಕಾದ ಜಮಾ ಖರ್ಚು .
17,"ಅರ್ಜಿದಾರರಿಂದ ಶೇರುಗಳ ಅರ್ಜಿಯ ಹಣ ಬಂದಂತೆ , ಬ್ಯಾಂಕಿನ ಖಾತೆಗೆ ಖರ್ಚು ಹಾಕಿ , ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಗೆ ಜಮೆ ಬರೆಯಬೇಕು ."
6,ದಿನವಹಿಯಲ್ಲಿ ಈ ದಾಖಲೆಯು ಕೆಳಗಿನಂತೆ ಕಂಡುಬರುತ್ತದೆ .
9,ಬ್ಯಾಂಕಿನ ಖಾತೆ ಖರ್ಚು ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆ ಜಮಾ ಟಿಪ್ಪಣಿ .
7,ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಯು ಜಮೆಯ ಬಾಕಿಯನ್ನು ತೋರಿಸುತ್ತದೆ .
6,ಅದು ಅರ್ಜಿದಾರರಿಂದ ಬಂದ ಹಣವನ್ನು ತೋರಿಸುತ್ತದೆ .
16,"ಶೇರುಗಳಿಗಾಗಿ ಬಂದ ಅರ್ಜಿಗಳನ್ನು ಕಂಪನಿಯ ನಿರ್ದೇಶಕರು ಪರಿಶೀಲಿಸಿ , ಎಲ್ಲ ಅರ್ಜಿದಾರರಿಗೂ ಶೇರುಗಳನ್ನು ಹಂಚಿದರೆ ಕೆಳಗೆ ಕೊಟ್ಟ ದಾಖಲೆಯನ್ನು ಮಾಡಬೇಕು ."
10,ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆ ಖರ್ಚು ಶೇರು ಬಂಡವಾಳ ಖಾತೆ ಜಮಾ ಟಿಪ್ಪಣಿ .
19,ಈ ದಾಖಲೆಯಿಂದ ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಯು ಮುಚ್ಚಲ್ಪಡುತ್ತದೆ ಮತ್ತು ಶೇರುಗಳ ಅರ್ಜಿಯ ಹಣವು ಬಂಡವಾಳ ಆಗಿರುವುದರಿಂದ ಅದನ್ನು ಶೇರು ಬಂಡವಾಳ ಖಾತೆಗೆ ಜಮೆ ಬರೆಯಲಾಗುತ್ತದೆ .
16,"ಕೆಲವು ಅರ್ಜಿದಾರರಿಗೆ ಒಂದು ಶೇರನ್ನೂ ಸಹ ಹಂಚಲು ಆಗದಿದ್ದರೆ , ಆಗ ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಯು ಜಮೆಯ ಶಿಲ್ಕನ್ನು ತೋರಿಸುತ್ತದೆ ."
7,ಆಗ ಅಂಥವರು ಅರ್ಜಿಯೊಂದಿಗೆ ಕಳಿಸಿದ ಹಣವನ್ನು ಹಿಂದಿರುಗಿಸಬೇಕಾಗುತ್ತದೆ .
15,ಅವರಿಗೆ ಶೇರುಗಳನ್ನು ಹಂಚಲು ಆಗದ್ದರಿಂದ ವಿಷಾದ ಪತ್ರವನ್ನು ಬರೆದು ಅದರೊಂದಿಗೆ ಹಿಂದಿರುಗಿಸಬೇಕಾದ ಹಣಕ್ಕಾಗಿ ಬ್ಯಾಂಕಿನ ಚೆಕ್ಕನ್ನು ಇಟ್ಟು ಕಳಿಸಿಕೊಡಲಾಗುತ್ತದೆ .
5,ಆಗ ಕೆಳಗಿನ ದಾಖಲೆಯನ್ನು ಮಾಡಬೇಕು .
9,ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆ ಖರ್ಚು ಬ್ಯಾಂಕಿನ ಖಾತೆ ಜಮಾ ಟಿಪ್ಪಣಿ .
7,ಈ ದಾಖಲೆಯಿಂದ ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಯು ಮುಚ್ಚಲ್ಪಡುತ್ತದೆ .
14,"ಕಂಪನಿಯ ನಿರ್ದೇಶಕರು ಅರ್ಜಿದಾರರಿಗೆ ಶೇರುಗಳನ್ನು ಹಂಚಿ , ಪ್ರತೀ ಶೇರಿಗೆ ಇಂತಿಷ್ಟು ಹಣ ಕಳಿಸಿಕೊಡಬೇಕು ಎಂದು ಕೇಳಿಕೊಳ್ಳುತ್ತಾರೆ ."
6,ಇದಕ್ಕಾಗಿ ಕೆಳಗೆ ಕೊಟ್ಟ ದಾಖಲೆಯನ್ನು ಮಾಡಬೇಕು .
10,ಶೇರುಗಳ ವಿತರಣೆಯ ಖಾತೆ ಖರ್ಚು ಶೇರು ಬಂಡವಾಳ ಖಾತೆ ಜಮಾ ಟಿಪ್ಪಣಿ .
7,ಈ ದಾಖಲೆಯಿಂದ ಶೇರು ವಿತರಣೆಯ ಖಾತೆಯು ತೆರೆಯಲ್ಪಡುತ್ತದೆ .
5,ಅದು ಖರ್ಚಿನ ಬಾಕಿಯನ್ನು ತೋರಿಸುತ್ತದೆ .
24,"ಇದರಿಂದ ಶೇರುಗಳನ್ನು ಪಡೆದುಕೊಂಡಂಥವರಿಂದ ಶೇರುಗಳ ವಿತರಣೆಯ ಹಣ ಎಷ್ಟು ಬರಬೇಕಾಗಿದೆ ಎನ್ನುವುದು ಗೊತ್ತಾಗುತ್ತದೆ ಮತ್ತು ಶೇರುಗಳ ವಿತರಣೆಯ ಹಣವೂ ಬಂಡವಾಳ ಆಗಿರುವುದರಿಂದ , ಅದನ್ನು ಶೇರು ಬಂಡವಾಳ ಖಾತೆಗೆ ಜಮೆ ಬರೆಯಲಾಗುತ್ತದೆ ."
17,"ಒಂದು ವೇಳೆ ಕೆಲವು ಅರ್ಜಿದಾರರಿಗೆ ಅವರು ಕೇಳಿದ್ದಕ್ಕಿಂತಲೂ ಕಡಿಮೆ ಶೇರುಗಳನ್ನು ಹಂಚಿದಾಗಲೂ , ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆಯು ಜಮೆಯ ಶಿಲ್ಕನ್ನು ತೋರಿಸುತ್ತದೆ ."
16,ಸಾಮಾನ್ಯವಾಗಿ ಅವರು ಅರ್ಜಿಯೊಂದಿಗೆ ಕಳಿಸಿದ ಅಧಿಕ ಹಣವನ್ನು ಅವರು ಶೇರುಗಳ ವಿತರಣೆಯ ಮೇಲೆ ಕೊಡಬೇಕಾಗಿರುವ ಹಣಕ್ಕೆ ಹೊಂದಾಣಿಕೆ ಮಾಡಲು ಆಗುತ್ತದೆ .
13,"ಒಂದು ವೇಳೆ ಶೇರುದಾರರು ಶೇರುಗಳ ವಿತರಣೆಯ ಹಣವನ್ನು ಇನ್ನೂ ಕೊಡಬೇಕಾಗಿದ್ದರೆ , ಅದನ್ನು ಅವರಿಂದ ಪಡೆದುಕೊಳ್ಳಲಾಗುತ್ತದೆ ."
15,ಹೀಗೆ ಶೇರುಗಳ ಅರ್ಜಿಯ ಹಣವನ್ನು ಶೇರುಗಳ ವಿತರಣೆಯ ಹಣಕ್ಕೆ ಹೊಂದಿಸಿದಾಗ ಮಾಡಬೇಕಾದ ಜಮಾ ಖರ್ಚು ಈ ರೀತಿಯಾಗಿ ಇದೆ .
9,ಶೇರು ಅರ್ಜಿಯ ಖಾತೆ ಖರ್ಚು ಶೇರುಗಳ ವಿತರಣೆಯ ಖಾತೆ ಜಮಾ .
30,"ಕೆಲವು ಅರ್ಜಿದಾರರಿಗೆ ಅವರು ಕೇಳಿದ್ದಕ್ಕಿಂತ ಬಹಳ ಕಡಿಮೆ ಶೇರುಗಳನ್ನು ಹಂಚಿದಾಗ , ಅವರು ಅರ್ಜಿಯೊಂದಿಗೆ ಕಳಿಸಿದ ಹೆಚ್ಚಿನ ಹಣವನ್ನು ಶೇರುಗಳ ವಿತರಣೆಯ ಖಾತೆಗೆ ವರ್ಗಾಯಿಸಿದ ನಂತರವೂ ಹೆಚ್ಚು ಉಳಿದರೆ , ಆ ಹೆಚ್ಚಿನ ಹಣವನ್ನು ಮುಂಗಡ ಕರೆಗಳ ಖಾತೆಗೆ ವರ್ಗಾಯಿಲಾಗುತ್ತದೆ ."
6,ಇದರ ದಾಖಲೆಯು ಈ ರೀತಿ ಆಗಿದೆ .
10,ಶೇರುಗಳ ಅರ್ಜಿಯ ಖಾತೆ ಖರ್ಚು ಮುಂಗಡ ಕರೆಗಳ ಖಾತೆ ಜಮಾ ಟಿಪ್ಪಣಿ .
11,ಮುಂಗಡ ಕರೆಗಳ ಖಾತೆಯು ಶೇರುಗಳ ಮೇಲೆ ಮುಂಗಡವಾಗಿ ಬಂದ ಕರೆಗಳ ಹಣವನ್ನು ತೋರಿಸುತ್ತದೆ .
13,ಮುಂದೆ ಕಂಪನಿಯು ಶೇರುಗಳ ಮೇಲೆ ಕರೆಗಳನ್ನು ಮಾಡಿದಾಗ ಅದಕ್ಕೆ ಈ ಮುಂಗಡವಾಗಿ ಬಂದ ಹಣವನ್ನು ವರ್ಗಾಯಿಸಲಾಗುತ್ತದೆ .
12,ಶೇರುಗಳನ್ನು ಪಡೆದುಕೊಂಡವರು ಶೇರುಗಳ ವಿತರಣೆಯ ಹಣವನ್ನು ಕಳಿಸಿದ ನಂತರ ಕೆಳಗೆ ಕೊಟ್ಟ ದಾಖಲೆಯನ್ನು ಮಾಡಬೇಕು .
