treedepth,sentences
6,"फिल्म से और भी खास लोग जुड़े हैं , लेकिन इसकी खासियत का कारण इसकी कहानी है जो , वास्तविक घटना पर बुनी गई है ।"
3,जूलियन असांजे और विकिलीक्स को कौन नहीं जानता ?
3,दोनों ही एक दूसरे के पर्याय हैं ।
4,खोजी पत्रकारिता को वेबसाइट पर लाने का श्रेय जूलियन असांजे को ही जाता है ।
5,साल 2010 में अमेरिकी सेना और राजनायिक दस्तावेजों के विकिलीक्स पर खुलासे के बाद दोनों ही चर्चा में आए ।
4,ऑस्ट्रेलियाई नागरिक जूलियन असांजे लंदन स्थित इक्वोडर दूतावास में राजनायिक शरण लिए हुए हैं ।
6,"यौन उत्पीड़न के मामले में स्वीडन उन पर कार्यवाई चाहता है , लेकिन असांजे कहते हैं कि यह सब अमेरिका के दबाव में हो रहा है ।"
6,असांजे का कहना है कि हम पर फिल्म के ज़रिए यह सांस्कृतिक हमला भी अमेरिका के दबाव में हो रहा है ।
4,साल 2010 में अमेरिका की खुफिया जानकारियां विकिलीक्स पर लीक करने के बाद असांजे अमेरिका के निशाने पर हैं ।
6,फिल्म ‘ द फिफ्थ एस्टेट ‘ इन्हीं जूलियन असांजे विकिलीक्स और उनके पूर्व सहयोगी एवं जर्मन टेकनोलॉजी एक्टिविस्ट डेनियल डॉमशेट बर्ग के इर्द - गिर्द बुनी गई है ।
8,फिल्म की पटकथा का आधार डेनियलन डॉमशेट बर्ग की 2011 में आई किताब ‘ इन्साइड विकिलीक्स : माई टाइम विद जूलियन असांजे एट द वर्ल्डस मोस्ट डेंजरस वेबसाइट ‘ और डेविड लाई एवं ल्यूक हार्डिंग की पुस्तक ‘ विकिलीक्स : इन्साइड जूलियन असांजेस वार ऑन सीक्रेसी ‘ है ।
6,"फिल्म वास्तविक घटना पर बन रही है यह तो इसकी खासियत है , लेकिन उससे भी बड़ी खासियत इसमें डेनियल डॉमशेट बर्ग के पक्ष को दिखाना है ।"
5,विकिलीक्स में प्रवक्ता के पद पर रहे बर्ग ने साल 2010 में असांजे से मतभेद होने पर विकिलीक्स छोड़ दिया था ।
8,"वर्ष 2011 में बर्ग की किताब ‘ इन्साइड विकिलीक्स ... ‘ आई जिस पर फिल्म का अधिकतर हिस्सा आधारित है , इसलिए आशंका है कि फिल्म में जूलियन असांजे को खलनायक के तौर पर प्रस्तुत किया जा रहा है ।"
2,यह संदेह असांजे ने भी जताया है ।
6,"फिल्म निर्देशक बिल कोन्डन द्वारा असांजे को भेजी गई स्क्रिप्ट पर 24 जनवरी , 2013 को सैम एड्म्स पुरस्कार समारोह में असांजे ने कहा कि यह विकिलीक्स और उनके सहयोगियों के खिलाफ भ्रामक प्रचार है ।"
5,इसमें झूठ के ऊपर झूठ बुना गया है और ईरान के खिलाफ युद्ध को भड़काने वाले अंश जोड़े गए हैं ।
5,फिल्म के पहले ही दृश्य में दिखाया गया है कि ईरान अपने सैन्य परिसर में परमाणु हथियारों का निर्माण कर रहा है ।
7,"निर्देशक बिल कोन्डन जूलियन असांजे से अलग कहते हैं कि विकिलीक्स के पूरे क्रांतिकारी सूचनात्मक प्रभाव को समझ पाने में दशकों का समय लगेगा , इसलिए यह फिल्म न किसी विषय पर आरोप लगाती है और न ही कोई निष्कर्ष दे जाती है ।"
4,फिल्म शेरलोक से प्रसिद्ध बेनोडिक्ट क्यूम्बबेच ‘ द फिफ्थ एस्टेट ‘ में जूलियन असांजे के किरदार को निभा रहे हैं ।
6,"उफ मॉम ! बचपन जवानी कोई चीज नहीं होती , इंसान की उम्र उतनी ही होती है , जितनी वो फील करता है ।"
3,"अच्छा बाबा मैं हार गयी , मैं हार गयी ।"
5,अब तू अपने स्कूल जा और अपनी मिस लूसी का सिर खा ।
5,"ओह ! मुझसे भला क्या परदा NULL , देख जब लड़की जवान हो जाती है ना तो माँ उसकी माँ नहीं NULL , सहेली बन जाती है ।"
4,"अरे सिमी ! तू तो बड़ी अच्छी शायरी करने लगी है , मुंडा बड़ा चंगा लगता है , पर ये है कौन ?"
3,"माँ , अनदेखा है , अनजाना है वो ।"
4,"ले यानि कि कोई है ही नहीं , मैं भी बोलूँ ऐसे अच्छे लड़के कहाँ मिलते हैं आजकल ।"
4,"तू भी कितनी बावली है , ना देखी ना मिली और सपने देखने लग पड़ी ।"
6,"नहीं माँ , ये सपना नहीं है , मैं मानती हूँ मैं उससे कभी मिली नहीं , उसे कभी देखा नहीं , पर वो है , कहीं ना कहीं तो है ।"
3,हे राज ! किसने कहा था रात को पार्टी कर ?
5,"रात को पार्टी करेगा तो रात को सोयेगा नहीं , रात को सोयेगा नहीं तो सुबह उठेगा कैसे ?"
2,अब ग्रेजुएशन के लिए लेट हो गये ना ।
7,सुना है कि इस साल कोई फेल हो चुका है और डीन ने डिसाइड किया है कि वो सबके सामने नाम अनाउन्स करने वाला है ।
3,आज तूने धर्मवीर मल्होत्रा की नाक डेढ़ इंच ऊंची कर दी है ।
7,"मुझे मालूम था , मुझे मालूम था कि तू एक दिन मेरा नाम जरूर रोशन करेगा ।"
6,फेल होना और पढ़ाई ना करना हमारे खानदान की परंपरा है और मुझे खुशी है कि तूने इस परंपरा को ज़िंदा रखा ।
3,बल्कि तू तो हमसे दो कदम आगे निकल गया ।
4,हम सब तो हिन्दुस्तान में फेल हुए और तूने तो लंदन में फेल होकर दिखा दिया ।
4,"खुश नहीं बेहद खुश हूँ , ये पढ़ाई - लिखाई तो बेकार की चीजें होती हैं , दिमाग में किताबें भरने से जेबें थोड़े ही भरती हैं ।"
5,मुझे देख भटिंडा से भागा हुआ एक अल्हड़ - गंवार और आज लंदन का मिलियनेयर हो गया ।
6,"इसलिए मैं कहता हूँ जो होता है अच्छा होता है , तू ऐसा कर कल से ऑफिस ज्वाइन कर ले ।"
5,"पॉप्स ! आप सही कहते हैं , मुझे आपका कारोबार संभाल लेना चाहिए , वो क्या है ना , आप बहुत बूढ़े हो चुके हैं ।"
5,"पॉप्स मैंने फैसला कर लिया है , मैं यूरोप नहीं जा रहा हूँ और मैं कल से ऑफिस आ रहा हूँ ।"
7,"देखो , इस घर में फैसला सिर्फ तुम्हारा बाप करता है , मैंने भी फैसला कर लिया है कि तुम ऑफिस नहीं यूरोप जाओगे ।"
4,"नहीं पॉप्स , मैंने बहुत ऐश कर ली है , मैं अपनी पूरी जवानी जी चुका हूँ ।"
6,"मैं तो भूल ही गयी थी माँ , कि मुझे सपने देखने का भी कोई हक नहीं ।"
6,"ना बेटी ना , सपने देखो जरूर देखो , पर उनके पूरे होने की शर्त मत रखो , और फिर क्या पता शायद कुलजीत ही तेरा सपना हो ।"
6,"इतनी छोटी थी जब तुझे लेकर आये थे यहां , और अब देखो तो ?"
5,लोग कहते हैं बेटी जब जवान हो जाए तो बाप के कंधे झुक जाते हैं ।
6,"लेकिन बेटी तेरे जैसी हो तो बाप के कंधे झुकते नहीं , बल्कि ग़ुरूर से छाती और चौड़ी हो जाती है ।"
4,"बाबूजी , मैं आपसे कुछ माँगूगी तो आप दोगे ?"
4,"जो माँगना है , माँग बेटा ।"
5,"बाबूजी , मुझे यूरोप देखना है , ज्युरिक का एक महीने का ट्रिप है , मेरी सारी सहेलियाँ जा रही हैं ।"
6,"जिससे मेरी शादी होने वाली है , वो बिल्कुल अजनबी है ! लेकिन मुझे कोई शिकायत नहीं है बाबूजी ।"
3,"आपने मेरे लिए कुछ अच्छा ही सोचा होगा , लेकिन बाबूजी ! मुझे ऐसा चान्स फिर नहीं मिलेगा ।"
4,"जब से तुम मुझे मिले हो , मुझे परेशान किये जा रहे हो , पूरे ट्रिप पर तुम मेरा सिर खा चुके हो ।"
4,तुम्हारे साथ हमेशा कोई ना कोई गड़बड़ होती रहती है और आज तुम्हारी वजह से मेरी ट्रेन मिस हो चुकी है ।
5,अब मैं ज्युरिक सही सलामत पहुँचना चाहती हूँ इसलिए तुम अपने रास्ते जाओ और मैं अपने रास्ते जाऊँगी ।
5,"अरे कमाल करती हो सेनोरिटा , हमारी मंजिल एक है , हमारे रास्ते एक हैं और ट्रेन भी हमको एक ही पकड़नी है ।"
5,"फिर ये अलग - अलग जाने का क्या मतलब NULL , और वैसे भी सेनोरिटा तुम्हारे जैसी लड़की के साथ मेरे जैसे लड़के का होना बहुत जरूरी है ।"
7,"ऐसा करते हैं सामने वाले घर में चलते हैं वहाँ पर पूछते हैं , हो सकता है वहाँ पर रहने की जगह मिल जाए ।"
8,"चलो रात गुजारने का बन्दोबस्त हो गया , सिमरन ये तो मानना पड़ेगा कि तुम्हारी च्वॉइस का जवाब नहीं ।"
4,हम वहां बैठकर देखेंगे कि कोई चीटिंग न करे ।
3,"भई कमाल करते हैं डॉक्टर साहब , फ़ौलादी ज़िगर है , इतनी जल्दी फेल थोड़े ही होगा ।"
6,"भाभी जी ! हमें आपसे एक शिकायत है , आप लोग इतने दिन यहाँ रहे , एक बार भी हमारे घर खाने पर नहीं आए ।"
2,"अरे भाई एक मिनट , आप लोगों को ठीक से विदा तो कर दें ।"
7,"समधन जी ! ये मन भी कितना बावरा है , जितना पाता है उससे ज्यादा पाने की इच्छा रखता है ।"
4,"एक दिन तो हमने आप सबको रोक लिया , अब जी चाहता है एक दिन और रोक लें ।"
6,निशा के साथ एक फोटो तो दिलाइए ताकि याद तो रहे कि इतने दिन हमारे साथ कितने प्यार से रही ।
2,जा रही हो ?
4,अब कोई बहाना भी तो नहीं जिससे मैं तुम्हें रोक सकूं ।
3,उन्हें सामान्य जीवन और शिष्‍टाचार से कभी कोई वास्ता ही नहीं पड़ा ।
6,वाशिंगटन टाइम्स के प्रधान संपादक वैस्ले प्रूडेन या टाइम्स ऑफ इंडिया के पूर्व संपादक गिरिलाल जैन सामान्य परिवार से निकलकर पत्रकारिता में पहुंचे थे ।
5,"पत्रकार का अपना सम्मान अवश्य होता है , लेकिन वह समाज के अन्य लोगों के मुकाबले शिखर पर बैठा हुआ महाज्ञानी नहीं कहा जा सकता ।"
7,"अमेरिका के समाचार माध्यमों में , चाहे वह न्यूयॉर्क टाइम्स या वाशिंगटन पोस्ट जैसे अखबार हों अथवा टेलीविजन नेटवर्क NULL , इसी संभ्रांत वर्ग के युवाओं का बाहुल्य हो गया है ।"
4,वे किसी ख्यातिप्राप्‍त विश्‍वविद्यालय से पत्रकारिता की डिग्री लेकर बाहर आते हैं ।
5,"इस तरह की डिग्री लेना गलत नहीं कहा जा सकता , लेकिन जमीन से कटे होने के कारण यह शिक्षा - दीक्षा समाचार माध्यमों में कृत्रिमता ही अधिक लाती है ।"
7,इसी तरह किसी खास राजनीतिक विचारधारा में विश्‍वास करने का मतलब यह मान लेना भी गलत है कि खबर को उसी वैचारिक आधार पर तोड़ - मरोड़कर पेश करना ही पत्रकार का जन्मसिद्ध अधिकार है ।
5,विचार पृष्‍ठ से हटकर समाचार पृष्‍ठों पर लिखते समय पत्रकार को न्यायाधीश की तरह तटस्थ रहना होगा ।
4,स्वतंत्र समाज में अखबारों और पत्रकारों की भूमिका यही है ।
7,वे कड़वे सच को इस तरह पेश करें कि गड़बड़ करने वालों का जीना हराम हो जाए ।
7,अमेरिका के प्रसिद्ध पत्रकार विलियम रेनडोल्फ का मानना था कि अखबार के संपादक का कोई मित्र नहीं होता ।
6,"वह मित्रतापूर्ण व्यवहार भले ही कर सकता है , लेकिन सच की अभिव्यक्‍ति के बाद संभव है कि लोग उसे मित्र के बजाय दुश्मन माने ।"
7,कोई ईमानदार अखबार और उसका संपादक किसी मित्र या दल अथवा कंपनी के पक्ष में पूर्वाग्रह के साथ समाचारों को परोसेगा तो उसकी इज्जत बहुत जल्द ही मिट्टी में मिल जाएगी ।
3,हाल के वर्षों में अधकचरी पत्रकारिता दिखने लगी है ।
4,"राजनीतिक घटनाओं की बात दूर रही , सामरिक महत्व के मामलों में भी आधी - अधूरी सूचनाएं समाचार पृष्‍ठों पर उड़ेल दी जाती हैं ।"
9,"संभव है कि कुछ पत्रकार अधिक शिक्षा प्राप्‍त कर गए हों , लेकिन वे अर्द्धशिक्षित पत्रकारों से भी बदतर खबरें और विचार पेश करते हैं ।"
6,दूसरी तरफ पत्रकार यदि अपने विषय पर अच्छी मेहनत करे तो उसके पास बड़े से बड़े अधिकारी अथवा नेता से अधिक सही जानकारी उपलब्ध होगी ।
7,"अमेरिका , ब्रिटेन और भारत में ऐसे पत्रकार रहे हैं , जिनके पास सुरक्षा गुप्‍तचर एजेसिंयों के निदेशकों से भी अधिक सही और प्रामाणिक जानकारियां रहती हैं ।"
6,पत्रकारिता की दो सबसे बड़ी शर्तें हैं - अपने पाठकों को पहचानना और समाचारों को सर्वाधिक विश्‍वसनीय बनाना ।
8,"पाठक कल क्या पढ़ना चाहते हैं और किस विषय पर चर्चा कर सकते हैं , इस बात की दूरदर्शिता होने पर ही कोई पत्रकार अथवा उसका अखबार सफल हो सकता है ।"
5,हमारे अखबार की सबसे बड़ी आवश्यकता इसकी विश्‍वसनीयता को सर्वोकृष्‍ट स्तर पर ले जाना है ।
4,"खबरों को खोजना ठीक है , लेकिन खबरों के लिए शब्दों से खेलना अवश्य गलत है ।"
3,"लेखक तो शब्दों से खेलते हैं , पत्रकारों को अंकुश रखना होता है ।"
9,"अच्छी या खोजी रिपोर्ट तैयार करने वाले कई संवाददाताओं का तर्क होता है कि उनके पास कागजात हैं , इसलिए संबंधित व्यक्‍ति का पक्ष पूछने की जरूरत क्या है ।"
9,संवाददाताओं को यह बताया जाना चाहिए कि कागजात होने का मतलब यह नहीं है कि हमें फैसले की छूट मिल गई ।
9,"कई बार खबरों में यह उल्लेख मिलता है कि संवाददाता ने आरोपित व्यक्‍ति या संबंधित जवाबदेह अधिकारी से फोन पर बात करने की कोशिश की , लेकिन संपर्क नहीं हो सका ।"
3,यह बचाव का फूहड़ तरीका है ।
3,इससे संवाददाता को या अखबार को जवाबदेही से मुक्‍ति नहीं मिल जाती ।
4,"अदालत के न्यायाधीश के सामने भी कागजात और साक्ष्य होते हैं , लेकिन उन्हें उस पर कोई फैसला करने से पहले सभी पक्षों की दलील सुननी पड़ती है ।"
6,सर्वविदित हत्यारे तक से पूछना पड़ता है कि उसे अपनी सफाई में कुछ कहना तो नहीं है ।
11,प्रामाणिकता इसलिए भी आवश्यक है कि एक पक्ष रखने के बाद दूसरा पक्ष यह मानकर चलता है कि खबर उसके राजनीतिक शत्रुओं ने छपवाई या अखबार के प्रबंधन ने लिखवाई ।
6,असलियत यह है कि कोई भी समझदार पत्रकार इस तरह की प्रायोजित खबर नहीं लिखता ।
7,लेकिन जब स्पष्‍टीकरण छापने की बात आती है तो हमारे कई सहयोगी पत्रकार कष्‍ट अनुभव करते हैं ।
8,पश्‍चिम जर्मनी में तो कानून है कि यदि आपने कोई खबर गलत छापी है तो आपको प्रत्युत्तर का अधिकार संबंधित पक्ष को देना पड़ेगा ।
4,"वह प्रत्युत्तर भी उतने ही महत्व से छापना पड़ेगा , जितने महत्व से आपने समाचार को छापा था ।"
3,अपराध समाचार का चयन बहुत ही सावधानी के साथ होना चाहिए ।
4,अपराध समाचार को लिखने वाले और संपादित करने वाले को सामान्य कानूनी प्रक्रिया का ज्ञान होना चाहिए ।
4,अपराध की खबरें सबसे अधिक पढ़ी जाती हैं और इसलिए उन खबरों में कसावट तथा विश्‍वसनीयता और अधिक आवश्यक है ।
3,कई बार टिप्पणियों में भी बहुत सामान्य ढंग से ’ नपुंसक ’ लिखे जाने से अखबार की साख को भी धक्‍का लगता है ।
5,न्यायालय या न्यायाधीश की मानहानिपरक बातें वर्तमान कानूनों को ध्यान में रखकर नहीं लिखनी या छापनी चाहिए ।
8,बेहतर भाषा का अर्थ यह कतई नहीं है कि संवाददाता या डेस्क पर बैठा मुख्य उप संपादक हिंदी का पंडित होना चाहिए ।
3,उसे सरल भाषा का उपयोग आना चाहिए ।
5,"उसके शब्दों का भंडार केवल सूत्र , ज्ञातव्य , उल्लेखनीय है , उन्होंने कहा या बताया तक नहीं , न ही उसे संस्कृतनिष्‍ठ होना चाहिए ।"
4,हमारे कुछ संवाददाता तो इंट्रो के बाद शुरू होने वाले दूसरे पैराग्राफ में ही उल्लेखनीय का प्रयोग करते हैं ।
5,इससे ऐसा लगता है कि खबर तो पहले ही पैराग्राफ में समाप्‍त हो गई ।
3,भाषा की सरलता केवल शब्दों पर ही निर्भर नहीं है ।
5,वाक्यों की रचना का ध्यान रखा जाना आवश्यक है ।
4,अंग्रेजी भाषा के वाक्य विन्यास हिंदी या अन्य भारतीय भाषाओं की प्रकृति के अनुरूप नहीं हैं ।
3,अनुवाद के समय वाक्य विन्यास की ओर ध्यान दिया जाना अधिक आवश्यक है ।
10,"प्राय: ऐसी खबरें भी देखी जाती हैं जिनमें लिखा होता है - ’ एक ओर मुख्यमंत्री भयमुक्‍त समाज बनाने का दावा करते हैं , वहीं दूसरी ओर चोरों ने फलां गांव में एक दुकान में ताला तोड़कर समान निकाल लिया । '"
2,"बुज़ुर्गों में , मतिभ्रम सबसे प्रमुख चिह्न हो सकता है ।"
5,"पांच वर्ष से कम उम्र के बच्चों में बुखार , खांसी , तेज सांस लेने में कठिनाई आम चिह्न हैं ।"
9,बुखार बहुत विशिष्ट लक्षण नहीं है क्योंकि यह सामान्य बीमारियों में भी होता है क्योंकि कई गंभीर रोगों से या कुपोषण से पीड़ित लोगों में नहीं भी हो सकता है ।
5,इसके अतिरिक्त 2 माह से कम उम्र के बच्चों में खांसी अक्सर नहीं होती है ।
1,"अधिक गंभीर चिह्नों और लक्षणों में त्वचा की नीली रंगत , प्यास में कमीं , बेहोशी और ऐंठन , बार - बार उल्टी या चेतना का घटा स्तर शामिल हो सकता है ।"
4,निमोनिया के बैक्टीरिया तथा वायरस जनित मामलों में आम तौर पर समान लक्षण होते हैं ।
4,"कुछ मामले परंपरागत लेकिन , गैर - विशिष्ट , चिकित्सीय विशिष्टताओं से जुड़े होते हैं ।"
1,""" लेगियोनेला "" द्वारा हुए निमोनिया में पेड़ू दर्द , डायरिया या मतिभ्रम हो सकता है , जबकि "" स्ट्रेप्टोकॉकस निमोनिया "" द्वारा हुए निमोनिया में जंग जैसे रंग वाला बलगम , और "" क्लेबसिएला "" द्वारा हुए निमोनिया में “ करेंट जेली ” के नाम से जाने वाला खूनी बलगम हो सकता है ।"
7,खूनी बलगम ( हेमोप्टाइसिस नामक ) तपेदिक ग्राम नकारात्मक निमोनिया और फेफड़े के फोड़े के साथ - साथ तीव्र ब्रोंकाइटिस के साथ भी हो सकता है ।
4,""" माइकोप्लाज़्मा "" निमोनिया में गर्दन में लिम्फ नोड्स की सूजन , जोड़ों में दर्द या कान के मध्य में संक्रमण हो सकता है ।"
3,वायरस जनित निमोनिया में बैक्टीरिया जनित निमोनिया की तुलना में आम तौर पर घरघराहट अधिक होती है ।
1,निमोनिया मुख्य रूप से बैक्टीरिया या वायरस द्वारा और कम आम तौर पर फफूंद और परजीवियों द्वारा होता है ।
7,हालांकि संक्रामक एजेंटों के 100 से अधिक उपभेदों की पहचान की गयी है लेकिन अधिकांश मामलों के लिये इनमें केवल कुछ ही जिम्मेदार हैं ।
1,वायरस व बैक्टीरिया के मिश्रित कारण वाले संक्रमण बच्चों के संक्रमणों के मामलों में 45 % तक और वयस्कों में 15 % तक जिम्मेदार होते हैं ।
4,सावधानी के साथ किये गये परीक्षणों के बावजूद लगभग आधे मामलों में कारक एजेंट पृथक नहीं किये जा सकते हैं ।
8,"शब्द "" निमोनिया "" व्यापक रूप से कई बार फेफड़ों की सूजन की किसी भी स्थिति ( उदाहरण के लिये स्वतः प्रतिरोधी रोग , रसायन से जलने पर या दवाओं की प्रतिक्रिया ) पर लागू किये जा सकते हैं ; हालांकि , इस सूजन को अधिक सटीक रूप से न्यूमोनाइटिस कहा जाता है ।"
1,"संक्रामक एजेंट अनुमानित प्रस्तुतियों के आधार पर ऐतिहासिक रूप से “ सामान्य ” और “ असामान्य ” एजेंटों में विभाजित किये गये थे लेकिन साक्ष्य इस विभेद का समर्थन नहीं करते हैं , इस कारण अब इस पर जोर नहीं दिया जाता है ।"
1,"निमोनिया होने की संभावना को बढ़ाने वाली परिस्थितियों और जोखिम कारकों में धूम्रपान , प्रतिरक्षा की कमी तथा मद्यपान की लत , गंभीर प्रतिरोधी फेफड़ा रोग , गंभीर गुर्दा रोग और यकृत रोग शामिल हैं ।"
1,अम्लता - दबाने वाली दवाओं जैसे प्रोटॉन - पंप इन्हिबटर्स या H2 ब्लॉकर्स का उपयोग निमोनिया के बढ़े जोखिम से संबंधित है ।
4,उम्र का अधिक होना निमोनिया के होने को बढ़ावा देता है ।
5,"समुदाय उपार्जित निमोनिया ( सीएपी ) के मुख्य कारक बैक्टीरिया है , जिसमें से "" स्ट्रेप्टोकॉकस निमोनिया "" लगभग 50 % मामलों से जुड़ा होता है ।"
1,"आम तौर पर शामिल अलग तरह के अन्य बैक्टीरिया में 20 % में "" हीमोफीलस इन्फ्युएंज़ा "" , 13 % में "" क्लैमाइडोफिला निमोनिया "" और 3 % में "" मिकोप्लाज़्मा निमोनिया "" ; "" स्टैफिलोकॉकस ऑरियस "" ; "" मोराक्सेला कैटराहैलिस "" ; "" लैगियोनेला न्यूमोफेला "" और ग्राम - निगेटिव बासिलि शामिल है ।"
6,"उपरोक्त संक्रमणों के कई दवा प्रतिरोधी संस्करण अब और आम होते जा रहे हैं जिनमें दवा प्रतिरोधी "" स्ट्रेप्टोकॉकस निमोनिया "" ( डीआरएसपी ) और मेथिसिलीन - प्रतिरोधी स्ट्रेप्टोकॉकस ऑरियस ( एमआरएसए ) शामिल है ।"
4,जब जोखिम कारक उपस्थित हों तो जीवाणुओं के विस्तार को सुविधा मिलती है ।
1,"मद्यपान की लत "" स्ट्रेप्टोकॉकस निमोनिया "" , एनाएरोबिक ऑर्गेनिज़्म और "" माइक्रोबैक्टीरियम ट्यूबरकुलोसिस "" से जुड़ी हुई है ; धूम्रपान "" स्ट्रेप्टोकॉकस निमोनिया "" , "" हेमोफिलस इन्फ्युएन्ज़ा "" , "" मॉरेक्सेला केटराहेलिस "" और "" लेगोइयोनेला न्यूमोफिला "" के प्रभावों को पैदा करता है ।"
4,"चिड़ियों से एक्सपोज़र "" कैमिडिया सिटासी "" के साथ ; पालतू जानवर "" कॉक्सिएला बुर्नेती "" के साथ ; पेच की सामग्री में बाहरी पदार्थ का प्रवेश एनाएरोबिक ऑर्गेनिज़्म के साथ और सिस्टिक फ्राइब्रोसिस , "" स्यूडोमोनस एरयूजिनोसा "" तथा "" स्ट्रेप्टोकॉकस ऑयरियस "" से संबंधित है ।"
6,""" स्ट्रेप्टोकॉकस निमोनिया "" जाड़े में अधिक आम है , और ऐसे लोगों में इसका संदेह अधिक किया जाना चाहिये जो एनाएरोबिक ऑर्गेनिज़्म का अधिक मात्रा में सेवन करते हैं ।"
6,"वयस्कों में , वायरस लगभग एक तिहाई मामलों के लिये और बच्चों में लगभग 15 % निमोनिया के मामलों के लिये जिम्मेदार है ।"
1,"आम तौर पर शामिल एजेंटों में राइनोवायरस , कोरोनावायरस , इन्फ्यूएंज़ा वायरस , रेस्पिरेटरी सिन्साइटियल वायरस ( आरएसवी ) , एडीनोवायरस और पैराइन्फ्युएन्ज़ा शामिल है ।"
7,"हरपीस सिम्प्लेक्स वायरस नवजात शिशुओं , कैंसर पीड़ित लोगों , अंग प्रत्यारोपण स्वीकार करने वालों और काफी जल गये लोगों के समूहों को छोड़ कर , बेहद कम निमोनिया पैदा करता है ।"
4,अंग प्रत्यारोपण करा चुके या प्रतिरोधकता हास वाले लोगों में साइटोमोगालो वायरस निमोनिया की उच्च दर होती है ।
7,"वायरस संक्रमणों से पीड़ित , "" स्ट्रेप्टोकॉकस निमोनिया "" , "" स्ट्रेप्टोकॉकस ऑयरियस "" , "" हेमोफिलस इन्फ्युएन्ज़ा "" बैक्टीरिया से द्वितीयक रूप से पीड़ित हो सकते हैं , विशेष रूप से तब जबकि अन्य स्वास्थ्य समस्यायें उपस्थित हों ।"
2,भिन्न - भिन्न वायरस वर्ष की भिन्न - भिन्न अवधियों में प्रबलता दिखाते हैं ।
5,"अन्य वायरसों का प्रभाव भी कभी – कभी होता है जैसे कि "" हान्टा वायरस "" और "" कोरोना वायरस "" ।"
11,"फफूंद से होने वाला निमोनिया असामान्य है लेकिन उन लोगों मे अधिक आम तौर पर होता है जो एड्स , प्रतिरोधकता विरोधी दवा या अन्य चिकित्सीय कारणों से कमजोर प्रतिरक्षा प्रणाली की समस्या से पीड़ित होते हैं ।"
1,"यह अक्सर "" हिस्टोप्लाज़्मा कैप्स्यूलेटम "" , ब्लास्टोमाइसेस , "" क्रिप्टोकॉकस नियोफॉर्मन्स "" , "" न्यूमोनाइटिस जिरोवेसि "" और "" कॉकिडायोइडेस इमिटिस "" द्वारा होता है ।"
3,"हिस्टोप्लास्मोसिस मिसिसिपी नदी घाटी में और कॉकिडियोआइडोमाइकोसिस , दक्षिणपश्चिम संयुक्त राज्य अमरीका में सबसे अधिक आम है ।"
6,"मंदिर के बाह्य ताखों में ब्रम्हा - सावित्री , गरूड़ पर बैठे लक्ष्मी - नारायण , नंदी पर आसीन उमा - महेश्वर आदि की प्रतिमाओं के अतिरिक्त मेवाड़ के तत्कालीन सामाजिक जीवन के दृश्यों को भी प्रस्तुत किया गया है ।"
2,"उनवास , दुर्गा मंदिर के लिए प्रसिद्ध है ।"
3,उनवास उदयपुर से 48 कि.मी. दूर हल्दी घाटी के निकट स्थित है ।
3,जन - सामान्य में उनवास का दुर्गा मंदिर पिप्पलादमाता के नाम से विख्यात है ।
5,10वीं सदी में निर्मित उनवास का दुर्गा मंदिर जगत का अम्बिका मंदिर का समकालीन है तथा यह एक गुहिल शासक अल्लट के राज्यकाल में निर्मित माना जाता है ।
6,उनवास के दुर्गा मंदिर की गणना मातृपूजा परंपरा के अंतर्गत बने झालरापाटन तथा जगत के मंदिर समूहों में की जाती है ।
