wordcontent,sentences,index
لوگ,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔,90
لوگ,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔,103
لوگ,یہ کیسی باتیں کر رہے تھے تم لوگ ، ہمارے لئے تم اپنی خوشیاں چھوڑ دوگے اور ہم خوش ہو جائینگے ۔,128
لوگ,کچھ لوگ اس چکر میں مالکان اور وزراء کے درمیان محض کڑی بن کر رہ گئے ۔,349
لوگ,ساری دوکانیں لٹ گئی اور آج تک ہماری پولس فورس کو یہ پتہ نہیں چلا کہ وہ لوگ کون تھے ؟,367
کہا,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔,20
کہا,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔,33
کہا,ٹیگور کے متعلق اصل فرانسیسی کے اس کچے ہندی ترجمے میں کہا گیا ہے ، اس گہری اور بلیغ تاثر ، اس جمالیات اور نئےپن کے لئے ، جس کا تعارف ان کی صلاحیت ، انگریزی رنگ و روپ میں مغربی ادب سے کروا سکی ۔,56
کہا,ٹیگور کے متعلق کہا گیا ہے کہ وہ ` اس شعری فن کے نئے اور لائقِ_ستائش ماسٹر ہیں جو ملکہ ایلیزابیتھ کے زمانے سے برطانوی تہذیب کی تشہیر کے معتمد ہمراہی رہے ہیں ۔ ` `,72
کہا,بھکتی تحریک کو بھی مغربی مذاہب سے غیرمتاثر نہیں کہا گیا ہے ۔,74
کہا,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔,83
انھیں,مہاتما منشی رام جو آگے چل کر سوامی شردّھانند کے روپ میں مشہور ہوئے انھیں کے بیٹے اندر ودّیا واچسپتی ہندی صحافت کے ایک تابندہ ستارہ تھے ۔,0
انھیں,ٹیگور بھی اپنی اس ` گیتانجلی ` کو جس کی شہرت اور مقبولیت کی بنیاد پر انھیں نوبل دیا گیا اپنی اصل انگریزی تخلیق ہی مانتے دکھائی دیتے تھے ۔,58
انھیں,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔,95
انھیں,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟,96
انھیں,سرکار انھیں اخبار و رسائل کو معاشی مدد دیتی تھی جو اس کی حمایت کرتے تھے ۔,188
انھیں,چالاک اخبار مالکان نے ایسے صحافیوں کا فائدہ اٹھایا لیکن سیاسی نقشہ بدلنے پر انھیں مکھی کی طرح نکال پھینکنے میں دیری نہیں کی ۔,350
نامہ_نگار,نامہ_نگار سے کہیں زیادہ کی توقع ہوتی ہے ۔,203
نامہ_نگار,نامہ_نگار کو کانفرنس کے انعقاد کے پیچھے کا مقصد پتہ ہو ۔,205
نامہ_نگار,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔,229
نامہ_نگار,نامہ_نگار کا کانفرنس میں اکثر سوالوں کو ٹالنے کا رویہ ہوتا ہے ۔,241
نامہ_نگار,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔,244
نامہ_نگار,سب اس پر منحصر کرتا ہے کہ وہ کس اخبار کا نامہ_نگار ہے اس کا کتنا اثر اس انتخابی علاقہ پر پڑتا ہے ۔,245
لوگوں,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔,99
لوگوں,اس کی پیشہ_ورانہ بےبسی ہے کہ وہ مختلف طرح کے لوگوں سے مسلسل تعلق رکھے ۔,247
لوگوں,تم لوگوں کا لنچ ہو گیا ؟,274
لوگوں,دیکھو ان لوگوں کے پاس بندوقیں ہیں ، کبھی بھی گولی چل سکتی ہے اور تمھاری جان کو خطرہ ہو سکتا ہے ، سمجھے ۔,399
لوگوں,کیا برائیوں اور گناہوں کے خلاف لڑنے اور جان دینے کا حق صرف آپ وردی والوں کو ہے ، ہم لوگوں کو نہیں ؟,400
لوگوں,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔,416
آ,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔,104
آ,ارے ، امتحان قریب آ رہا ہے ۔,309
آ,تار آیا ہے ، منا بھیّا جلدی گھر آ جاؤ ، بہت بڑی مصیبت آ پڑی ہے ۔,366
آ,پولس میرے پیچھے کتے کے موافق پڑی ہوئی ہے اور تم جانتی ہو جب تک میں سزا کاٹ نہیں لیتا ، میں بمبئ واپس نہیں آ سکتا ۔,411
آ,بہت جلد ہی اس کی اشاعتی تعداد دس ہزار ہو گئی اور اس سے تنگ آ کر حکومتِ ہند نے ۱۹۰۸ اور ۱۹۱۰ کے آمرانہ قانون کے تحت اسے بند کرا دیا ۔,442
آ,اس کی ذمہ_داری نامہ_نگار پر آ سکتی ہے ۔,547
جانے,میں چاہتی ہوں کہ میری بیٹی مجھے جانے ۔,138
جانے,میں تو اس سے معافی مانگنا چاہتی تھی ، کل نہ جانے میں اسے کیا کیا کہہ دیا ۔,293
جانے,کانگریس راج میں جیسے ہر چھوٹے بڑے حادثے کے لئے سی_آئی_اے کا ہوا کھڑا کر دیا جاتا تھا اسی طرح غیرکانگریسی راج میں سیکولرزم کے آدرشوں کی بات کرنے والوں کو مجرم کی طرح پیش کیا جانے لگا ۔,355
جانے,بچپن سے ہی نہ جانے اس کے دماغ میں کیا گھس گیا ہے ، دیش کے لئے مر مٹنے کی باتیں کرتا رہتا ہے ۔,391
جانے,سر ! اس عورت اور بچی کو بینک کے اندر جانے سے روکنا بہت ضروری ہے سر ۔,403
جانے,خیر ، شہر کا کونا کونا چھان مارو اور باہر جانے والے راستے بند کر دو ، اس آدمی کا پکڑا جانا میرے لیے بہت ضروری ہے ۔,408
شائع,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔,19
شائع,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔,33
شائع,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔,39
شائع,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔,41
شائع,یہ رسالہ اب بھی شائع ہو رہا ہے ۔,44
شائع,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔,45
زبان,ابتدا میں رسائل کی زبان سست تھی اور اس میں مقامیت بھی رہتی تھی ۔,4
زبان,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔,48
زبان,ادب کا نوبل انعام کسی خاص زبان کے خصوصی قلمکار کو اس کے مجموعی تخلیقی تعاون کے لئے دیا جاتا ہے توصیفی سند میں بھلے ہی اس کی کچھ خاص تخلیقات کا ذکر ہو ۔,50
زبان,ہمارا محض ایک ہدف ہے خبر نکال کر اسے قابل قراءت زبان میں تیار کر قارئین تک پہنچانا ۔,234
زبان,شروع سے ہی یونیوارتا کا مقصد رہا ہے ، سچی خبریں ، جلد خبریں اور آپ کی زبان میں خبریں ۔,334
زبان,یہ ایک ذولسانی اخبار تھا جس میں بنگلہ اور ہندی زبان میں مضمون شائع کئے جاتے تھے ۔,456
ہوتی,قواعد سے متعلق بھولیں بھی ہوتی تھی ۔,6
ہوتی,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔,62
ہوتی,ارے سوتیلی ماں کیا ہمیشہ خراب ہوتی ہے ، اور پھر ہم لوگ جو ہیں منّے کو دیکھنے کے لئے ، اس کو دکھ کیسے ملیگا ۔,103
ہوتی,نامہ_نگار سے کہیں زیادہ کی توقع ہوتی ہے ۔,203
ہوتی,پھر بھی صحافی لاعلم تو ہوتا نہیں اسلئے اسے دقت نہیں ہوتی ۔,213
ہوتی,اس بات کی کوشش ہوتی رہی ہے کہ اقتدار کی تیکھی نکتہ_چینی کرنے والوں کو مخالف سیاستداں کی طرح جہاں تک ممکن ہو دور رکھا جائے ۔,353
پیار,اگر وہ نہیں آیا تو ، تو کیا پیار میں جان دینے والی تاریخ بناتے ہیں ، کود جاو موہنی ! کود جاو ۔,262
پیار,میں خود جانتی تھی کہ میں کہہ رہی ہوں لیکن میں سمجھتی کہ میں تم سے پیار کرنے لگی ہوں ۔,295
پیار,میں تم سے پیار کرتی ہوں اور تمھیں پانے کے لئے کچھ بھی کر سکتی ہوں ۔,297
پیار,مجھے یقین نہیں ہو رہا موہنی کہ کوئی لڑکی مجھ سے اتنا پیار کر سکتی ہے اور وہ بھی تمھارے جیسی لڑکی جس کے لئے کالج کا کوئی بھی لڑکا قتل تک کر سکتا ہے ۔,298
پیار,موہنی ! مجھے یقین نہیں ہو رہا ہے کہ پیار کی جس انجانی خوشبو میں ، میں بھٹک رہا ہوں وہ میرے اتنے قریب ہوگی ۔,300
پیار,ماں وہ ہے جو ہم کو اتنا پیار کرتی ہے کہ کبھی کبھی ہم خود اس پیار کو سمجھ نہیں پاتے ۔,568
والے,اس دربار پر ہونے والے خرچ کو ہندستانی بادشاہوں سے یکجا کیا گیا ۔,160
والے,ٹکرانے والے ٹالنے والے جوابوں سے بغیر ہمت کے ہارے کسی بھی قیمت پر سچ اگلوانے میں کامیابی پانے کا مکمل ارادہ ہو ۔,210
والے,خیر ، شہر کا کونا کونا چھان مارو اور باہر جانے والے راستے بند کر دو ، اس آدمی کا پکڑا جانا میرے لیے بہت ضروری ہے ۔,408
والے,محترمہ بیسنٹ نے ان کے متعلق کہا تھا کہ وہ مدراس کے لیڈروں میں سب سے بہادر اور دوراندیشی رکھنے والے رہنما تھے اور انھوں نے جس لائق ستائش تقریر کے ذریعہ اول تجاویز پیش کیا وہ بہت کچھ آج بھی اتنی ہی اہم ہےں ۔,423
والے,ہندستان کا کوئی صوبہ ایسا نہیں تھا جس نے قومیت کی تبلیغ کرنے والے اخبارات اور صحافیوں کو جنم نہ دیا ہو ۔,448
والے,فائدوں کے کھیل میں لوگوں کو عام آدمی کی سچی آواز سے واقف کرانے والے بےحد کم ہی لوگ ہیں ۔,475
-,پچھلے برس سے ہی میں ۱۹۱۳ کے اس انعام کے کچھ حقائق کی تلاش میں تھا اور ایستونیا کی راجدھانی تالن میں واقع قومی لائبریری میں جس کا کچھ برسوں سے میں خوش_قسمت قاری ممبر ہوں -,52
-,جب اخبارات نے مذکورہ ڈھنگ سے بیان کیا تو سرکاری خدمات کے متعلق جگہ - جگہ پر جلسے منعقد کئے گئے ۔,175
-,بعد میں غیررسمی بات - چیت میں کئی بار خصوصی جانکاری یا خصوصی خبر کا سراغ مل جاتا ہے ۔,222
-,ابھی - ابھی آئی ۔,265
-,عوام نے بھی ۳۰ - ۴۰ صحافیوں کو چن کر پارلیمنٹ بھیجا ۔,343
-,کولہاپور کے دیوان کے خلاف ایک مضمون شائع کرنے پر جناب تلک اور جناب آگرکر کو سزا ہوئی اور بعد میں جب ۱۸۹۷ میں پونا میں پلیگ پھیلا اور کمشنر رینڈ کے مظالم ناقابل برداشت ہو گئے تو لوک مانیہ تلک نے ۴ مئی ، ۱۸۹۷ میں ایک مضمون لکھا تھا - ` بیماری تو بہانا ہے ، حقیقت میں سرکار لوگوں کی روح کو کچلنا چاہتی ہے ۔,416
سکتا,تقریر میں ہندوستان کے نشاۃالثانیہ کا پورا سہرا جس میں جدید ہندی زبانوں کا طلوع اور فروغ بھی شامل ہے عیسائی مشنریوں کو جن کے جزوی تعاون سے انکار تو نہیں کیا جا سکتا ، دے دیا گیا ہے ۔,73
سکتا,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔,229
سکتا,مجھے یقین نہیں ہو رہا موہنی کہ کوئی لڑکی مجھ سے اتنا پیار کر سکتی ہے اور وہ بھی تمھارے جیسی لڑکی جس کے لئے کالج کا کوئی بھی لڑکا قتل تک کر سکتا ہے ۔,298
سکتا,وہ عورت بینک کے اندر جا رہی ہے سر ! ان کی جان کو خطرہ ہو سکتا ہے سر ۔,396
سکتا,دیکھو ان لوگوں کے پاس بندوقیں ہیں ، کبھی بھی گولی چل سکتی ہے اور تمھاری جان کو خطرہ ہو سکتا ہے ، سمجھے ۔,399
سکتا,پولس میرے پیچھے کتے کے موافق پڑی ہوئی ہے اور تم جانتی ہو جب تک میں سزا کاٹ نہیں لیتا ، میں بمبئ واپس نہیں آ سکتا ۔,411
دن,لیکن چندن اگر گنجا سے بیاہ کرنا چاہتا تھا تو جس دن یہ بات طے ہوئی ، اس دن وہ بھی وہاں تھا ، اس نے کچھ کیوں نہیں کہا ؟,112
دن,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔,229
دن,مجھے وہ دن ابھی تک یاد ہے جس دن میں مہیش سے پہلی بار ملا تھا ۔,382
دن,ویسے میں نے اپنی جان ملک کے نام اسی دن لکھ دی تھی سر جس دن میں نے یہ وردی پہنی تھی ۔,402
دن,مہیش کی سب سے خوشی کا دن منٹوں میں سب سے دکھی دنوں میں بدل گیا تھا ، زندگی کو اس سے بڑا مذاق کرتے میں نے نہیں دیکھا تھا ۔,406
دن,کچھ دنوں میں مہیش اپنی بہن کو لے کر ممبئ چلا گیا تھا ، مگر اس دن کے بعد محسوس ہونے لگا کہ میرے درد کو سہنے کی طاقت بڑھ گئ ہے ۔,407
دو,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔,32
دو,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔,46
دو,سیدھی کھڑی رہو تم ، صرف دو فٹ پانی میں ہو تم ، کب آئی تم ؟,264
دو,تم میرے لئے مسکرا دو وہی کافی ہے ۔,299
دو,ایمرجنسی کے دوران خبر کی نشر و اشاعت پر زیادہ کنٹرول لاگو کرنے کے لئے حکومت نے ملک کی دو اہم انگریزی خبر ایجنسیوں پی_ٹی_آئی اور یو_این_آئی اور ہندی کے ہندوستان سماچار اور سماچار بھارتی کو ملا کر ایک نئی سماچار ایجنسی ` سماچار ` کی تشکیل کرائی ۔,329
دو,جانتا تھا دو سال پہلے میری پوسٹنگ ناسک میں تھی ۔,380
نام,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔,83
نام,یونیوارتا کے جنم کے کچھ سال بعد پی_ٹی_آئی نے بھی ۱۹۸۶ میں اپنی ہندی خدمات ` بھاشا ` نام سے شروع کی ۔,337
نام,قومیت کے نام پر اپنے پسندیدہ صحافیوں اور اخباروں کو سب سے زیادہ اجرت دی گئی ۔,352
نام,کچھ رہنما اپنے غلط کاموں کی نکتہ_چینی کو تب کے سرمایہ_دار پریس کی سازش کا نام دینے لگتے ہیں ۔,356
نام,صرف اتنا پتہ ہے کہ لوٹیا نام کے خطرناک مجرم کی گینگ تھی ، جس کی تلاش پولس کو پہلے سے ہے ، مگر وہ موہنی کو کہاں لے کر گیا ہے اس کا پتہ تک نہیں چل سکا ۔,368
نام,منا نام ہے اس کا ۔,373
ہمارے,گنجا ! بات صرف ہماری نہیں رہ گئی تھی ، بھیّا کی خوشی کی بات تھی ، اس گھر کی بات تھی جسے بھابھی نے اتنے جتن سے سنوارا و سجایا ، بات ہمارے منّا کی تھی ۔,122
ہمارے,یہ کیسی باتیں کر رہے تھے تم لوگ ، ہمارے لئے تم اپنی خوشیاں چھوڑ دوگے اور ہم خوش ہو جائینگے ۔,128
ہمارے,جو ہم کہتے ہیں ، جو ہم سوچتے ہیں ، اسی کا اثر تو ہمارے بچوں پر پڑتا ہے ۔,149
ہمارے,ہماری بستی کی چھوٹی سے چھوٹی بات ہمارے لئے دنیا کے دوسرے کنارے کی بڑی سے بڑی بات سے زیادہ اہم ہے ۔,240
ہمارے,او بیٹھو نا ، تم نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔,277
ہمارے,سُر ، تال اور لے سے جڑ کر رقص صدیوں سے ہمارے جذبات کو زباں بناتا آیا ہے ۔,498
اشاعت,وہ اس وقت کی پابندی یا صحافت کے مستقل وقت پر اشاعت کو زیادہ اہمیت دیتے تھے ۔,9
اشاعت,۲۰ کی دہائی کے تیسرے سال کلکتہ سے طنز و مزاح سے بھرپور ` متوالا ` کی اشاعت ہوئی ۔,12
اشاعت,ہندی کے عظیم شاعر سُرجکانت ترپاٹھی نرالا ` متوالا ` کی اشاعت سے شدید طور سے جڑے تھے ۔,14
اشاعت,رامانند جی چٹرجی کی ترغیب پاکر ۱۹۸۲ میں ماڈرن ریویو پرواسی پرکاشن سموہ نے ` وشال بھارت ` کی اشاعت شروع کی ۔,15
اشاعت,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔,18
اشاعت,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔,20
جائے,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔,85
جائے,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔,94
جائے,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟,96
جائے,اس کے ساتھ ہی ہندی اخبار و رسائل نے اترپردیش اور پنجاب میں صوبائی لیجسلیٹو کونسل کے قیام کے لئے مانگ کرنی شروع کر دی تاکہ ان صوبوں کے مسائل کو سرکار کے کانوں میں ڈالا جائے ۔,176
جائے,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔,263
جائے,جب منّا یہاں آئے گا تو سامنے بیٹھ کر ایک دوسرے کو کھانا کھلانا تو دونوں کو تسلی ہو جائے گی ۔,279
اہم,سددھرم پرچارک ( 1911 ) ، وجے ( 1918 ) ، ستیہوادی ہفتہ_وار ( 1923 ) اور جن ستّا ( 1952 ) وغیرہ کی بہترین ادارت کے ذریعہ انھوں نے شمالی ہندستان میں عوامی بیداری کا اہم کارنامہ انجام دیا ۔,1
اہم,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔,25
اہم,اس ` گیتانجلی ` اور مبینہ اصل بنگلہ ` گیتانجلیہڑ ` میں بہت اور اہم فرق ہے ۔,59
اہم,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔,81
اہم,پہلی جنگ آزادی میں یہاں کے اردو اخبارات نے بھی اہم رول نبھایا تھا ۔,184
اہم,خبر کے اہم پہلووں کی قوت شامّہ ہو ۔,209
ہونے,ہندی صحافت کے جنم کے ساتھ ہی ادبی صحافت کا فروغ ہونے لگا ۔,3
ہونے,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔,39
ہونے,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔,81
ہونے,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔,92
ہونے,اس دربار پر ہونے والے خرچ کو ہندستانی بادشاہوں سے یکجا کیا گیا ۔,160
ہونے,کیا ہزاروں ہندوستانی جو ذہن ، انصاف ، حوصلے اور کردار وغیرہ جیسی صفات سے آراستہ ہونے پر بھی اس کے لیے مایوس ہو گئے ہیں جیسے سورج کے سامنے شمع دھندلی پڑ جاتی ہے ۔,174
کرتے,بہت افسوس ہے کہ ایڈورڈ_سعید نے یہ تقریر نہیں دیکھی ورنہ اپنی ` اورئینٹلزم ` میں جو یوں تو کوئی بہت قابل_اطمینان کتاب نہیں ہے کم سے کم اس کا ذکر شاید وہ کرتے ۔,68
کرتے,سرکار انھیں اخبار و رسائل کو معاشی مدد دیتی تھی جو اس کی حمایت کرتے تھے ۔,188
کرتے,کچھ تحفہ اور نقد رقم دے کر بھی نامہ_نگار کو خریدنے کی کوشش کرتے ہیں ۔,244
کرتے,میرے تھانے کے سامنے سنسان گلی میں ایک بینک تھا ، جس میں اس کے ماں _ باپ دونوں نوکری کرتے تھے ۔,381
کرتے,مہیش کی سب سے خوشی کا دن منٹوں میں سب سے دکھی دنوں میں بدل گیا تھا ، زندگی کو اس سے بڑا مذاق کرتے میں نے نہیں دیکھا تھا ۔,406
کرتے,فلم میں تین دن تک تاج_ہوٹل میں پاکستانی دہشتگردوں کے ساتھ ہوئی خونی جنگ کے دوران سرکار اور حفاظتی ایجنسیوں کو فیصلے لینے میں دیر کرتے اور ڈُہل_مل رویہ اپناتے بھی دکھایا گیا ہے ۔,473
یہاں,ہندوستانی اس نقصان پر بری طرح سبک رہے ہیں ، یہاں تک کہ سفر میں ہندی رسائل اور ان کے مدیروں کو بڑی بڑی تکالیف جھیلنی پڑی ۔,182
یہاں,پہلی جنگ آزادی میں یہاں کے اردو اخبارات نے بھی اہم رول نبھایا تھا ۔,184
یہاں,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔,263
یہاں,میں یہاں تیراکی سکھاتا ہوں ۔,266
یہاں,تم یہاں کیسے آئی ؟,269
یہاں,بہت دنوں سے تیراکی نہیں کی تھی ، پتہ چلا تم یہاں تیراکی سکھاتے ہو ، سوچا پھر سے تیراکی شروع کر دوں ۔,270
ہندوستانی,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔,41
ہندوستانی,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔,82
ہندوستانی,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔,85
ہندوستانی,کیا ہزاروں ہندوستانی جو ذہن ، انصاف ، حوصلے اور کردار وغیرہ جیسی صفات سے آراستہ ہونے پر بھی اس کے لیے مایوس ہو گئے ہیں جیسے سورج کے سامنے شمع دھندلی پڑ جاتی ہے ۔,174
ہندوستانی,` ہندی پردیپ ` رسالے نے ان شعلہ_زدہ الفاظ سے ہندوستانی عوام کو ترغیب دی اور بیدار کیا,179
ہندوستانی,ہندوستانی اس نقصان پر بری طرح سبک رہے ہیں ، یہاں تک کہ سفر میں ہندی رسائل اور ان کے مدیروں کو بڑی بڑی تکالیف جھیلنی پڑی ۔,182
اسی,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔,37
اسی,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔,89
اسی,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔,92
اسی,یہ تو چندن کو چاہتی ہے اور چندن بھی اسی کو چاہتا ہے ۔,111
اسی,اسی میں ہم سب کا بھلا ہے ، گنجا کی مانگ تو اب چندن کو ہی بھرنے دیجئے ۔,132
اسی,جو ہم کہتے ہیں ، جو ہم سوچتے ہیں ، اسی کا اثر تو ہمارے بچوں پر پڑتا ہے ۔,149
ہوئے,مہاتما منشی رام جو آگے چل کر سوامی شردّھانند کے روپ میں مشہور ہوئے انھیں کے بیٹے اندر ودّیا واچسپتی ہندی صحافت کے ایک تابندہ ستارہ تھے ۔,0
ہوئے,"بابوراو وشنو پراڑکر کے مطابق ` سروستی ` کا ہرایک شمارہ اپنے آپ میں تکمیلیت لئے ہوئے ہوتا تھا , اس کا ہرایک شمارہ مدیر کی شخصیت کا اعلان کرتا تھا ۔",11
ہوئے,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔,19
ہوئے,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔,33
ہوئے,حالات کو دیکھتے ہوئے ایک خیال آ رہا ہے ، کہئے تو کہوں ۔,104
ہوئے,سر ! میری ماں اور بابو جی اندر پھنسے ہوئے ہیں اور میں یہاں سے چلا جاؤں ۔,398
لے,ان کی انتھک کوششوں سے ترغیب لے کر ہندی کی دیگر صلاحیتیں بھی اس میدان میں کود پڑیں اور حکومت و اس کی پالیسیوں کا بھنڈا پھوڑ ہونا شروع ہو گیا ۔,155
