objnum,sentences
,پریم چند کو کمیونسٹ ثابت کرنے کے جگاڑ میں بارہا ان کے ` مہاجنی_تہذیب ` مضمون کا ذکر کیا جاتا ہے ۔
,بےشک پریم چند نے ` نئی تہذیب کا سورج دوردراز مغرب سے طلوع ` کی ستائش کی ۔
sg,یہ ایسا وقت تھا جب پہلے عالمی_جنگ کے بعد اچانک امید کی ایک کرن دکھی جس میں سرمایہ_داری کے ، استحصال کی ، غلامی کی زنجیریں ٹوٹتی نظر آئیں ۔
,اس نئی روشنی نے تمام ایسے لوگوں کے دلوں میں جگہ بنانی شروع کر دی جو مستحصِل ، جاگیردار اور سرمایہ_دارانہ نظام کے خلاف تھے یا خود استحصال_زدہ تھے ۔
,ان کی نظروں میں استحصال_زدہ سماج کیوں اونچا درجہ نہ پاتا ۔
,اس نئے ابھرتے نظام نے تو ان کو بھی پرامید کر دیا تھا جو جانتے بھی نہیں تھے کہ کمیونزم ہے کیا ۔
sg,ان کے لئے تو بس بھوک سے آزادی ہی سب کچھ تھی ۔
,پریم چند نے کہا ، خوش_قسمت ہے وہ تہذیب ، جو مالداری اور ذاتی املاک کا خاتمہ کر رہی ہے اور جلد ہی یا دیر سے دنیا اس کی تقلید ضرور کرے گی -
,یہ تہذیب فلاں ملک کے سماجی تخلیق یا دھرم و مذہب سے میل نہیں کھاتی یا اس ماحول کے مطابق نہیں ہے یہ دلیل نہایت بےربط ہے ۔
,بالکل صحیح کہا شہنشاہِ_ناول نے ۔
,یہی امید ہونی چاہیئے عظیم قلمکار سے ۔
,اور نظام بھی ایسا ہی ہونا چاہیئے ۔
,بھوک اور غلامی سے آزاد کرنے والی ۔
,لیکن کیا اتنا کافی ہوگا پریم چند کو کمیونسٹ ثابت کرنے کے لئے ؟
,یعنی ان کے لئے اہم موضوع استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ہے ۔
,لیکن وہ مذہبوں تک کی تعریف کر رہے ہیں اسی سانس میں ۔
,اس کا مطلب یہ ہوا کہ عیسائیت یا بدھ مذہب کے ذریعہ استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ملے تو وہ بھی اتنی ہی تعظیم کے حقدار ہونگے ۔
,خود ذاتی زندگی میں پریم چند تمام ہندو روایات کے معتقد تھے ۔
,سچائی یہ ہے کہ پریم_آشرم ، سیواسدن جیسے ناول اور متعدد کہانیاں اکثر ان کو گاندھی کی طرف لے جاتی ہیں نا کہ کمیونسٹ کی طرف ۔
sg,۱۹۳۶ میں ہوئی انجمن ترقی پسند مصنفین کی کانفرنس میں جہاں ایک طرف مولانا حسرت موہانی جیسے آدمی نے کمیونسٹ خیالات کی نشر و اشاعت کی بات کی وہیں پریم چند نے اپنی تقریر میں ایک بار بھی ایسا کوئی بیان نہیں دیا ۔
,کوئی اس کی وجہ بتا سکتا ہے ؟
,پریم چند کو کہانی_کار ہی رہنے دینے میں ہم سب کی بھلائی ہے ۔
,` ` ادب سماج کے آگے چلنے والی مشعل ` ہمیشہ رہے گی اس کے لئے پریم چند کا کمیونسٹ ہونا ضروری نہیں ہے ۔
,ہمارے پچھلے ستاون برس کے دوست اشوک ( واجپیئی ، کبھی کبھی ، جن_ستّا ۹ جون ) نے نوبل انعام کی ایک صدی ` کی شروعات ہی ایک کثیر رائج ابہام سے کی ہے ۔
,اخباروں کا بیجا استعمال کرنے کے لئے کچھ ریاستوں میں ایک نیا مجرمانہ سلسلہ شروع ہوا ہے ۔
sg,پچھلے کچھ انتخابات کے دوران کچھ اخباروں نے انتخابی خبریں چھاپنے کے لئے سیاسی پارٹیوں سے موٹی رقم لے لی ۔
,ہر امیدوار کو ملنے والی رقم کے تناسب میں خبروں کی پیشکش ہوئی ۔
,اس کے نیچے کہیں یہ واضح بھی نہیں کیا گیا ہے کہ یہ تعاونی خبر ہے ۔
,اترپردیش ، بہار اور تملناڈو کے سیاستدانوں کی طرح برطانیہ کے ممبر پارلیمنٹ کا ایک بڑا طبقہ یہ چاہتا ہے کہ اخباروں کی کنٹرول لائن کڑی ہونی چاہیئے ۔
,ہندوستانی سیاستداں ` ہلّا بول ` کی حد تک اخباروں کو قابو میں کرنے سے نہیں ہچکچاتے ۔
,جبکہ برطانیہ کے سیاستداں پچھلے کچھ ماہ سے پارلیمنٹ کے اندر اور باہر یہ مہم چلائے ہوئے ہیں کہ پریس قانون کو زیادہ سخت کیا جائے ۔
,یوں برطانیہ کی میڈیا کے ماہرین کا ماننا ہے کہ دنیا کے کسی بھی آزاد سماج کے مقابلے میں برطانوی پریس پر پہلے سے ہی سب سے زیادہ قانونی عمل - دخل ہے ۔
,یہ بات الگ ہے کہ فحش اخبار و رسائل میں بھی برطانیہ سب سے اول ہے ۔
,برطانیہ اور ہندوستان میں سیاستداں کی ہی نہیں ہر شہری کی عزت و حرمت کے تحفظ کے لئے وافر آئینی جواز ہیں ۔
,دوسری عالمی جنگ کے وقت سے چلے آ رہے سرکاری خفیہ قانون بھی ہیں اور اگر ان پر سختی سے عمل ہو تو وزارت دفاع کی بات دور رہی ، تحصیلدار کے دفتر میں رکھی کسی لال فائل میں دستیاب جنرل انتظامی جانکاری کو چھپانا بھی گناہ مانا جا سکتا ہے ۔
,عدالتوں کی سماعت میں سالہاسال نکل جاتے ہیں ۔
,پھر بھی سزا کی مناسب تجاویز ہیں ۔
,مسئلہ یہ ہے کہ دنیا کے سیاستداں قانون بنانے کی فکر بھلے کرتے ہوں ان کے قدم عمل کے مواقع پر ڈگمگانے لگتے ہیں ۔
sg,انھیں بیشتر حقوق اور ستائش کی چاہ رہتی ہے ۔
,تنقید برداشت کرنے کو کوئی تیار نہیں ہوتا ۔
,ہندوستان میں لالو یادو ہوں ، یا ارجن سنگھ یا لال کرشن اڈوانی یا جے للیتا ، بیشتر معقول خبروں اور تبصروں کو پسند کرتے ہیں ۔
sg,خامیوں کی تنقید کوئی نہیں پڑھنا چاہتا ۔
,برطانیہ کے شاہی خاندان کے ممبران پر چھپنے والی خبروں کو لیکر آئے دن ، مخالفت کی آوازیں اٹھتی ہیں ۔
,جرمنی کے چانسلر ہیلمٹ کول نے ملک میں زیادہ تر بکنے والا رسالہ ` دی اسپیگل ` کو ، کچھ برسوں سے انٹرویو دینے سے انکار کیا ہوا ہے ، کہ رسالے میں ان کی تیکھی تنقید چھپتی ہے ۔
,سابق امریکی صدر بل کلنٹن کچھ اخباروں اور صحافیوں سے ناراض رہے ہیں ۔
,دنیا میں سب سے زیادہ آزاد کہلانے والے ، امریکی اخباروں میں وہائٹ ہاوس کی خبریں جمع کرنے کے لئے تعینات ، نامہ_نگار کئی بار صدر کے ساتھ بدل جاتے ہیں ۔
,اس نظر سے سیاستدانوں اور صحافیوں کے درمیان شیریں یا تلخ تعلقات کی بات بہت انہونی نہیں ہے ۔
,ہندوستان میں نیا سلسلہ چلا ہے ، تنقید کرنے والوں کو کچلنے یا تباہ کرنے کا ۔
,کچھ عرصہ پہلے ، بہار میں قومی کہے جا سکنے والے ایک انگریزی روزنامہ کے کُل_وقت پیشہ_ور صحافی پولس بربریت کے شکار ہوئے ۔
,چمپارن علاقے میں بائیں بازو کی ایک ریلی کی خبر یکجا کرنے کے لئے یہ خاص نامہ_نگار ، پٹنہ پہنچے تھے اور پولس نے ان کی جم کر پٹائی کر دی ۔
,بہار میں صحافی کے ساتھ زیادتی کا یہ حادثہ ، پہلا نہیں ہے ۔
,مجرم گروہ کی طرح پولس کا ایک بڑا طبقہ من_مانی اور زیادتی کا عادی رہا ہے ۔
,صحافیوں کے مضمون سے تلملانے والے افسر ، مجرم اور سیاستداں موقع ملتے ہی ، دماغ ٹھکانے لگانے کی کوشش کرتے ہیں ۔
,پھر بھی خوش_کن تعجب کی بات یہ ہے کہ بہار ، اترپردیش یا تملناڈو میں ایمانداری سے سچ لکھنے والے صحافیوں کی کمی نہیں ہے ۔
,اترپردیش میں تنقید کا لہجہ بند کرنے کے لئے اس وقت برسر اقتدار پارٹی کے سیاستداں نے ` ہلّا بول ` کا نعرہ دیا ۔
sg,اس کے منتظم اور صحافیوں کے ساتھ غریب اخبار فروخت_کار تک سیاسی مجرموں کے مظالم سے متاثر ہوئے ۔
,اس رویّے کی مذمّت ہر طرف ہوئی ۔
,دھنباد ضلع میں انتظامیہ اور پولس کے ذریعہ ۱۹۸۹ میں صحافیوں کی بےرحمانہ پٹائی ، اور ہتھکڑی لگائے جانے کے بعد بہار حکومت نے قومی سطح کے ایک جانچ کمیشن کی تشکیل کی تھی ۔
,جج جناب سرورعلی کی صدارت میں تشکیل ، اس کمیشن میں ، معروف مدیر جناب ایس ۔ سہائے ، جناب ایم ۔ وی دیسائی اور جناب شمبھوناتھ جھا شامل تھے ۔
sg,کمیشن نے ساری انتظامی مشکلات اور سیاسی الجھنوں کے باوجود ۱۹۹۱ میں اپنی رپورٹ سرکار کو دے دی ۔
,لیکن ریاستی حکومت دو تین برس تک رپورٹ کو دبا کر بیٹھی رہی اور تھوڑا ہلا مچانے پر ، ایک دو صحافیوں کو معاوضہ دینے کی سفارش پر عمل کر کے چپ بیٹھ گئی ۔
,رپورٹ میں یہ بھی کہا گیا ہے ، آزادی کے پہلے انتظامیہ اور حکومت کے پاس سرکاری رازداری کے نام پر سخت پابندیاں تھیں ۔
,افسران نے اس ہتھیار کا جم کر استعمال کیا ۔
,آزادی کے ۴۷ سال بعد بھی اس رویے میں خاص تبدیلی نہیں آئی ۔
,افسران پریس کانفرنس کرنے سے بچتے ہیں اور اگر کرتے ہیں ، تو وہاں عوامی عدالت کی طرح شکوے شکایت ہونے لگتی ہے ۔
,پھر انتظامیہ اور صحافیوں کے درمیان سیدھے ٹکراو کی نوبت ٹالنے کے لئے دوطرفہ کوششوں کی ضرورت ہے ۔
,اس جانچ کمیشن نے اپنی رپورٹ میں سفارش کی تھی کہ صوبہ اور ضلع سطح پر صحافیوں اور افسران کی تعاون کمیٹیاں تشکیل کی جانی چاہیئے ۔
,ریاستی سطحی کمیٹیوں میں اطلاعاتی محکمہ کے وزیر ، ریاست سے شائع_شدہ اخبار کے تین مدیر ، پیشہ_ور یا رضاکار تنظیموں کے تین نمائندے ، مختلف اضلاعی کمیٹیوں سے منتخب پانچ صحافی ، اطلاعاتی محکمہ کے سکریٹری اور ڈائریکٹر شامل رہنا چاہیئے ۔
,ضلعی سطح کی کمیٹیوں میں مقامی مدیر یا نامہ_نگار ، پولس کمشنر ، ڈسٹرکٹ مجسٹریٹ ، طبی قانون یا سماجی تنظیموں کے دو نمائندے ہونے چاہیئے ۔
,جانچ کمیشن کے سینئر ممبر محترم مہیندر دیسائی کا ماننا تھا کہ `` اس جانچ کمیشن کا دائرہ فقط بہار کے لئے ہی نہیں دیگر ریاستوں کے لئے بھی آدرش بن سکتا ہے `` ۔
,بدقسمتی یہ ہے کہ دیگر ریاستوں کی باتیں دور رہیں ، بہار میں بھی اس کی سفارشیں لاگو نہیں ہوئیں ۔
,اترپردیش میں ` ہلّا بول ` کی حالت سامنے آنے پر ایک مرتبہ پھر اس کمیشن کی رپورٹ پر مختلف حکومتوں کا دھیان جانا چاہیئے ۔
sg,وقت پر صحیح اطلاع ملنے کی حالت میں ضلعی سطح کے نامہ_نگار انتظامیہ کا رخ بھی ٹھیک سے دیکھ سکتے ہیں ۔
sg,ہندی الکٹرانک میڈیا نے اطلاعاتی میڈیم کا نقشہ ہی بدل دیا ہے ۔
,ویسے لڑکی گھر میں ایسی گھل مل گئی ہے کہ کوئی اسے پرائی نہیں کہہ سکتا ۔
,کل منگل ہے ، مبارک دن ہے ، بھیج دو اسے ۔
,سب لوگ کہتے ہیں ، دیپاستّی سے مانگی ہوئی منّت ہمیشہ پوری ہو جاتی ہے ، تم بھی کچھ مانگ لو نا ۔
,اگر تمھیں من_چاہا دولہا مل جائے تو ہمیں سب کچھ مل جائیگا ۔
,چندن ، چلو گھر چل کے کھانا کھا آتے ہیں ۔
,نا بھیّا ! تم کھا آؤ ہم کو بالکل بھوک نہیں ہے ، بالکل نہیں ۔
,نہیں ۔ نہیں ، تم بھی ساتھ چلو ہمارے ، نہیں تو بھابھی کی جرح کا جواب کون دیگا ۔
,چندن ، ہم لوگ مندر جا رہے ہیں ، چلوگے ؟
,نہیں بھیّا ، ہمارا من نہیں کر رہا ہے کہیں جانے کو ، تم لوگ ہو آؤ ، ہم یہیں ہیں گھر میں ۔
,تو آج یاد آ ہی گئی ہماری ۔
,یاد تو اس کی آتی ہے جسے کوئی بھول جائے ، ہم تمھیں بھولے ہی کہاں تھے ۔
,سچ کہیں گنجا ! جب سے تم آ گئی ہو نا ، گھر میں ہمارا ایک پل بھی دل نہیں لگتا ۔
,ارے چندن ! تم ؟
,اندر آ جاؤ ، اندر آ جاؤ بیٹا ، ارے ، اس برسات میں کیسے آیا ہے ؟
,اوہو ، تمھیں تو سردی ہو گئی ہے ۔
,لو بیٹا ! پہلے یہ دوا کھا لو پھر یہ لڈّو کھا کر گرم دودھ پی لو ۔
,ارے پہلے لڈو تو کھاؤ ، کل ہی گنجا نے بنائے ہیں ۔
,لیکن گنجا ہے کہاں ؟ دکھائی نہیں دے رہی ۔
,وہ تو پھولیسری کے نانیہال میں شادی ہے نا ، وہاں گئی ہے ۔
,چندن ! ایک کام کرو گے ، کل ہمیں چوبےپور پہنچا آؤگے ؟
,ہمارا بڑا من کرتا ہے ، سب کو دیکھنے کا اور پھر اماں بھی کہلائی تھیں کہ منّے کا منھ نہیں دیکھا ۔
,اچھا ، ضرور چلینگے ۔
,امّی ! باجی آ گئی ۔
sg,ارے ! یہاں اکیلے میں کا باتیں ہو رہی ہیں تم دونوں میں ؟
,کاہے چندن ! ہمیں بھی تو بتاؤ تمھارے من کی بات ۔
,ٹھیک ہے ، مت بتاؤ کوئی ، لیکن ہم تو سب جان ہی گئیں ۔
,ارے ! تو کہاں چلی ؟
,ٹھہر تو بتا ، چندن تجھے پسند ہے ، شادی کریگی اس سے ؟
,میں واپس جاتے ہی ، تمھارے بھیّا سے کہہ کر سب کچھ طے کرا دونگی اور پھر بابو جی سے کہہ کے شادی کرا دونگی ، ٹھیک ہے ، اب خوش ؟
sg,کاکا ! ہم ایک بات سوچ رہے تھے ۔
,اگر اب چندن کا بیاہ کر دیں تو کیسا رہے گا ؟
,ارے بیٹا ! تم نے تو ہمارے منھ کی بات چھین لی ، ہم تم سے یہی کہنے جا رہے تھے ۔
,تو پھر جلدی سے دیکھ سن کے طے کر دو ۔
,رجو ! ای کا کہہ رہی ہو ؟
,تمھارا بیاہ ہمارے ساتھ ؟
,کا تم ہم کو نہیں چاہتے ؟
,ہم کو پیار نہیں کرتے تو پھر کسے کرتے ہو ؟
,من تو ہمارا گنجا کو چاہتا ہے رجو اور گنجا بھی ہمیں اتنا ہی چاہتی ہیں ۔
,رجو ! من تو ایک ہی ہوتا ہے ، دو نہیں ، اور وہ کب اور کیسے گنجا کا ہو گیا ، یہ ہم بھی نہیں جان پائے ۔
,چندن ! ارے او چندن ! تمھارا بھیّا ، اومکار جیجا کہاں ہے ؟
,ذرا بلاؤ ان کو -
,تمھاری بھابھی سیڑھی پر سے گر پڑی ہیں -
,سر سے خون نکلا ہے
,حالت نازک ہے ۔
,اومکار ! اے اومکار ! ارے ایسے اندھیرے میں کاہے گم۔صم ہو کر بیٹھے ہو بیٹا ؟
,ارے وہ اپنی تھی نہیں ، نرموہن تھی ، چار دن کے لئے موہ - محبت لگا کر چلی گئی ۔
,سنو ، اب اتنا سوچتے رہنے سے کیا ہوگا ؟
,امانت جس کی تھی وہ لے گیا ، اس کے آگے کس کا بس چلتا ہے ۔
,اور سکھ و دکھ تو زندگی میں آتے ہی رہتے ہیں ، انھیں سہن کرنا پڑتا ہے ۔
,ہاں بیٹا ! گھر پر جو گاج گری ہے ، اسے تو سب کو مل کر سہنا پڑیگا ۔
,ویدجی ! ہم تو سمجھتے ہیں کہ اس گھر میں ایک بہو کا ہونا بہت ضروری ہے ، لیکن ہماری سنتا کون ہے ؟
,یہ بدقسمتی ہی ہے کہ آجکل باہر کی چیز کو اپنے ملک پر تھوپنا آسان سمجھا جانے لگا ہے ۔
,اشتہارات دہندہ چاہتا ہے کہ ایک ہی پیغام ایک ہی قسم کی تصویر اگر دنیا بھر میں چل سکے تو بہت اچھا ہے ۔
,یہ میڈیا کی فطرت بن گئی ہے ۔
,ہندی میں پروگرام بنانا سب سے آسان ہے ۔
,آپ طرح طرح کی فلموں کے ٹکڑے لیجئے ، گانے لیجئے ، لڑکیوں کو کھڑا کر دیجئے جو اسپرنگ کی طرح باتیں کر سکیں اور پروگرام کا خاکہ بنا سکیں ۔
,جن معاملوں کا عام لوگوں سے سروکار ہے اور جنھیں غور کرنے کے لئے مختلف علاقوں کے سفر کی ضرورت ہوتی ہے وہاں ٹی_وی کے نیٹ_ورک ابھی صحیح معنوں میں نہیں پہنچ پا رہے ہیں ۔
,وہ تبھی وہاں پہنچتے ہیں جب کوئی بہت ہی سنسنی_خیز یا سیکسی بات ہو ۔
,مجموعی آبروریزی کا واقعہ ہو یا قتل کا ، کیمرے فوراً وہاں تعینات کر دئے جاتے ہیں ۔
,سنگین قحط_سالی ہونے پر خبروں کے آخر میں ایک کہانی چلا دی جاتی ہے لیکن قحط کے لئے بن رہے حالات پر مسلسل کام نہیں ہوتا ۔
,امریکہ میں ۳ - ۴ سو ٹی_وی چینل قائم ہو گئے ہیں لیکن اخباروں کا وجود اب بھی بنا ہوا ہے ۔
,یہی نہیں ، نئے اخبار بھی پیدا ہوئے ہیں ۔
,ان کی اشاعتی تعداد بھی بڑھتی ہے ۔
,ہندوستان میں الکٹرانک اخبارات میڈیم نے سماج پر بھی اثر ڈالا ہے زبان کے ساتھ سب سے زیادہ ناانصافی کی ہے ۔
,برطانیہ اور فرانس ہمسایہ ہیں لیکن اس کے بعد بھی ایسا نہیں ہوتا کہ برطانیہ میں جو پروگرام نشر ہوتے ہیں اس میں فرانسیسی یا جرمنی الفاظ کی بھرمار ہو ۔
,اسی طرح اگر فرانس میں کوئی پروگرام فرانسیسی میں پیش کیا جاتا ہے تو اس میں دیگر زبانوں کے لفظ نہیں ملتے ہیں ۔
,بول_چال میں زبان کے نام پر ایک ایسی کھچڑی زبان کا استعمال کیا جا رہا ہے جسے نہ ہندی والے ٹھیک سے سمجھ سکتے ہیں اور نہ ہی انگریزی والے ۔
,الکٹرانک اخبار میڈیم ایک طاقتور وسیلہ ہے ۔
,جنھیں ابھی پڑھنا نہیں آتا یا جو ابھی خواندہ بھی نہیں ہیں وہ بھی <fs رابطہ میں آتے ہیں ۔
,ایک وقت ایسا تھا کہ لوگ اخباروں سے زبان سیکھتے تھے اب بھی سیکھتے ہیں ۔
,پھر ہندستان میں صحافت کا فروغ ہوا تو ہندی کے اخباروں نے کوشش کی کہ ان میں زبان کا استعمال ہو جو لوگ سمجھیں ۔
,لیکن اخبار کے وسیلے سے زبان کے ساتھ جس طرح کا کھلواڑ پچھلے برسوں کے دوران دیکھنے کو ملا ہے وہ تشویش کا موضوع ہے ۔
,ہم ایسی زبان ، ایک ایسی ثقافت بنا رہے ہیں جس کا اس ملک سے کوئی سروکار نہیں ہوگا ۔
,ثقافتی زبان کا استعمال ان میڈیم سے ہو اس حق میں تو کوئی بھی نہیں ہے ۔
sg,پیشہ_ور صحافی اس بات کے حامی ہیں کہ بول_چال کی زبان کا استعمال ہونا چاہیئے ۔
,سرکار میں جس طرح کی ترجمہ_شدہ ٹھیٹ ہندی کا استعمال ہوتا ہے وہ اتنی دقیق ہوتی ہے کہ کسی کو سمجھ میں نہیں آ سکتی ۔
,مکّے کی کاشت کو کارن کی کاشت بولنے کا کیا فائدہ ہے ۔
,کئی مرتبہ زبان کا استعمال مزاحیہ ڈھنگ سے ہوتا ہے ۔
,جیسے ٹوٹے ہوئے دل کی بات کرتے وقت بروکن ہرٹ سے کہی گئی بات کا ذکر ہو ۔
,بلینک چیک کا استعمال کئی طرح سے ہو سکتا ہے لیکن ہندی میں اس کے مطلب کا بےمطلب ہو سکتا ہے ۔
,سیریل پروگراموں میں پھوہڑ زبان کا استعمال ہونے پر کوئی قابو نہیں ہے ۔
,امریکہ میں اگر کوئی ایسا پروگرام دکھایا جائے ، جس سے کسی کا بچہ بگڑ کر اسکول چھوڑ کر گھر آ جائے تو اس پر لوگ عدالت میں چلے جائینگے اور لاکھوں ڈالر کا ہرجانہ بھی مانگینگے ۔
,جو باہر کے اچھے لفظ ہیں ہم ان کا استعمال کر سکیں ان الفاظ کو اپنے ساتھ لے سکیں لیکن اس کا یہ مطلب قطعی نہیں کہ ہم پوری طرح سے اپنی زبان کو تباہ کر دیں اور اسے اتنا خراب کر دیں کہ آنے والی نسل ہمیں کبھی معاف نہ کرے ۔
sg,الکٹرانک میڈیا نے ہمیں بدتہذیبی دی ہے ۔
,ہمارے بچوں کو ہم سے بیگانہ کیا ہے ان کو گلوبل بنا دیا ہے ۔
sg,اس کے سبب خاندان ٹوٹ رہے ہیں ۔
,لیکن جب مغربی آدرش کے مطابق فروغ ہوگا تو ایسی تو ایسے حالات یقینی روپ سے بنینگے ۔
,پہلے ہندوستانی فلموں میں آدرش خاندان کی کہانیاں ہوتی تھیں ۔
sg,اس میں آخر شادی کے ادارے کو قائم آدرش کے روپ میں پیش کیا جاتا تھا ۔
,اب ہندوستان میں پیش ہونے والے بیشتر سیریلوں کا اہم نقطہ شادیوں کا ٹوٹنا ہی رہ گیا ہے ۔
,ایک تلخ حقیقت یہ بھی ہے کہ ہندستان میں نوکرشاہی کا رول مسلسل خطرناک ہوتا چلا گیا ہے ۔
sg,دو فیصد انگریزی بولنے والا یہ طبقہ جمہوریت سے نفرت کرتا ہے ۔
,عوامی نمائندگان کو یہ غیرذمہ_دار اور ناخواندہ مانتا ہے ۔
sg,حقیقت میں نوکرشاہی برطانوی حکومت کے انتظام بنائے رکھنا چاہتی ہے ۔
,ہمارا ملک تقریری روایت کا ملک رہا ہے ۔
,"ہم لکھنے پر اعتماد کم کرتے ہیں , بولنے پر زیادہ NULL ۔"
,ہمارے یہاں بیشتر رزمیہ بول کر لکھے گئے ہیں ۔
,مغربی ممالک پر جب الکٹرانک میڈیا کا حملہ ہوا تو کم و بیش اس سماج میں تعلیم کی ایک سطح تھی اور لوگ کم سے کم ۹۰ فیصد اور کہیں کہیں صد فیصد خواندہ تھے ۔
pl,وہاں جب اس کا حملہ ہوا تو اس کی برائیاں سماج نے جھیل لیں ۔
,ہندوستان میں تو ناخواندگی کی سطح اب بھی ۴۰ - ۵۰ فیصد تک ہے ۔
,اب الکٹرانک میڈیا کا بیجا استعمال ہو تو اس کا نقصان سماج پر کیوں نہیں ہوگا ۔
,باؤجی ٹھیک کہتے ہیں میں جھوٹا ہوں ، دھوکہ_باز ہوں ۔
,تو کیا ہوا اگر میں نے جھوٹ تمھیں پانے کے لئے کہا تھا -
,جھوٹ تو آخر جھوٹ ہوتا ہے ۔
,یہ لیجئے باؤجی آپ کی امانت ، باؤجی میں یہاں کسی کا دل توڑنے نہیں آیا تھا ۔
,میں تو دل جیتنے آیا تھا پر شاید مجھ میں ہی کچھ کمی ہوگی کہ آپ کا دل پوری طرح جیت نہیں پایا ۔
,مجھے جانے دیجئے باؤجی ، پلیز مجھے جانے دیجئے ۔
,باؤجی راج میری زندگی ہے -
,میں اس کے بغیر نہیں رہ سکتی باؤجی ،
,باؤجی مجھے میرے راج کے پاس جانے دیجئے ۔
,جا سمرن جا ، اس لڑکے سے زیادہ پیار تجھے اور کوئی نہیں کر سکتا ۔
,جا بیٹا جا ، اپنے راج کے پاس جا ، جا سمرن جا جی لے اپنی زندگی ۔
,پانی بھرتے بھرتے تو جان چلی جاتی ہے ۔
,ہمارے پھوپھا تو پھوپھی سے کہہ رہے تھے کہ اب کے بار جب فصل کٹے گی نا ، تو ٹیوبویل لگوا لینگے ، پھر دیکھنا پانی بھرنے کی کوئی تکلیف نہ ہوگی ۔
,ارے ، جب تمھارے دروازے پر ٹیوبویل لگ جائیگا تو جب جی میں آئے پانی بھر لینا ، لیکن ابھی تو بالٹی کھینچو ، ہمیں بھی تو پانی بھرنا ہے ۔
,ارے تو غصّہ ہم پر کیوں ہوتی ہو ، کیا ہم نے تمھاری بالٹی نیچے گرا دی ، خود ہی تو جھٹکا مار کر نیچے گرا دی ۔
,کیسی نیند ہے تمھاری ، کتنی دیر سے بلا رہی ہیں سنائی بھی نہیں دیتا کیا ؟
,ارے سنائی تو دیا ، لیکن ہمیں کا معلوم کہ تم ہمیں بلا رہی ہو ۔
,ہمیں لگا ہم خواب دیکھ رہے ہیں اور خواب میں ہی بلا رہا ہے ۔
,سویرے سویرے آ گئی پریشان کرنے ، کانٹا لے کر چلو ۔
,جب بھی کوئی ایسی بات ہوتی ہے تو بیچاری چندن کو بلانے آ جاتی ہے ، جا نکال دے اس کی بالٹی ۔
,چندن ، آؤ ، کھانا کھا لو ۔
,ارے سویرے سے کچھ نہیں کھایا ، بھوک سہوگے ۔
,سویرے سے ایسے ہی لیٹے پڑے ہوئے ہیں ، اپنا علاج چلائے جا رہے ہیں ، فائدہ رتّی بھر نہیں ۔
,ہم تو آج کی رات دیکھ لیتے ہیں ، نہیں تو کل سویرے چوبےپور کے ویدجی کو بلو کے دکھا دینگے ۔
,کھلاؤ ساری کمائی ویدوں حکیموں کو ، چار دن دیکھ لے ذرا صبر کر لو ۔
,ارے بھلے مانس ! دو چار پیسہ نہ خرچ ہو جائے ، اس کے لئے تم خود حیران ہو رہے ہو اور بچوں کو بھی پریشان کر رہے ہو ۔
,اومکار ! تم میری مانو تو کل ویدجی کو بلا لو ، سمجھے ؟
,یہ ویدجی کا گھر کدھر ہے ؟
,چوبےپور میں رہتی ہو اور ویدجی کا گھر نہیں معلوم ۔
,ارے بھیا ، جیسا بتایا تھا ویسا آ گئے ، اب راستہ ہی غلط بتا دئے ، تو اور بات ہے ۔
sg,اے بھائی ، گھر میں گھس کر گھر کا پتہ پوچھا جاتا ہے کا ؟
,چلو ، باہر چلو ۔
,جاتے ہیں بھیّا ، ذرا مہربانی کر کے ویدجی کے گھر کا پتہ بتا دو ۔
,تھوڑا ٹھہرنا پڑیگا ، تم یہاں بیٹھو ، ہم ابھی تیار ہو کر آتے ہیں ۔
,ارے ، کہاں گئی ناؤ ؟
,ہم تو یہیں چھوڑ کر گئے تھے ۔
,آپ کے چوبےپور کی لڑکیاں جو نہ کریں ، سو تھوڑا ہے ۔
,ہم جب یہاں آئے نہ ، تو وہ سب یہاں برتن مانج رہی تھیں ،
,انھوں نے ہی ٹھیل دی ہوگی ۔
,ان میں سے ایک آپ کی لڑکی بھی تھی ، پوچھ لیجئےگا ۔
,سچ پوچھئے تیواری جی تو بیماری آپ کی پرانی ہے ، آپ نے پہلے سے دھیان نہیں دیا اسلئے بگڑ گئی ۔
sg,اب پوری طرح ٹھیک ہونے میں وقت لگیگا ۔
sg,عمر بڑھنے کے ساتھ ساتھ آدمی کو کھانے پینے میں تناسب برتنا چاہیئے ۔
,اجی ! دام کی فکر آپ کیوں کرتے ہیں ؟
,آپ جس میں خوش ہو وہی ہوگا ، لیکن ہم جیسے کہیں ویسے ہی چلئے ، دوا کھائیے ، اصول و احتیاط سے رہیئے ۔
,لیکن ویدجی ، آپ نے تو کہا تھا کہ ٹھیک ہونے میں کافی وقت لگ جائیگا ۔
,تین دن کے بعد آ کر ہمیں حال بتانا ۔
,گنجا وہ جو چندن سویرے ہم کو لینے آیا تھا ، اس کی ناؤ بہائی ؟
,خیر ، اب دوبارہ کبھی آئے تو اس سے جھگڑا مت کرنا ، ٹھیک سے بات کرنا ۔
,بات کرنے کی بھی کا پڑی ہے ہم کو ؟
,ہم کیا سب سے جھگڑا کرتی پھرتی ہے کا ؟
,کاکا ، کیسی طبیعت ہے تمھاری ؟
