bshift,sentences
0,کچھ عرصہ پہلے ، بہار میں قومی کہے جا سکنے والے ایک انگریزی روزنامہ کے کُل_وقت پیشہ_ور صحافی پولس بربریت کے شکار ہوئے ۔
0,چمپارن علاقے میں بائیں بازو کی ایک ریلی کی خبر یکجا کرنے کے لئے یہ خاص نامہ_نگار ، پٹنہ پہنچے تھے اور پولس نے ان کی جم کر پٹائی کر دی ۔
0,بہار میں صحافی کے ساتھ زیادتی کا یہ حادثہ ، پہلا نہیں ہے ۔
0,مجرم گروہ کی طرح پولس کا ایک بڑا طبقہ من_مانی اور زیادتی کا عادی رہا ہے ۔
0,صحافیوں کے مضمون سے تلملانے والے افسر ، مجرم اور سیاستداں موقع ملتے ہی ، دماغ ٹھکانے لگانے کی کوشش کرتے ہیں ۔
0,پھر بھی خوش_کن تعجب کی بات یہ ہے کہ بہار ، اترپردیش یا تملناڈو میں ایمانداری سے سچ لکھنے والے صحافیوں کی کمی نہیں ہے ۔
0,اترپردیش میں تنقید کا لہجہ بند کرنے کے لئے اس وقت برسر اقتدار پارٹی کے سیاستداں نے ` ہلّا بول ` کا نعرہ دیا ۔
0,اس کے منتظم اور صحافیوں کے ساتھ غریب اخبار فروخت_کار تک سیاسی مجرموں کے مظالم سے متاثر ہوئے ۔
0,اس رویّے کی مذمّت ہر طرف ہوئی ۔
0,دھنباد ضلع میں انتظامیہ اور پولس کے ذریعہ ۱۹۸۹ میں صحافیوں کی بےرحمانہ پٹائی ، اور ہتھکڑی لگائے جانے کے بعد بہار حکومت نے قومی سطح کے ایک جانچ کمیشن کی تشکیل کی تھی ۔
1,جج جناب سرورعلی کی صدارت میں تشکیل ، اس کمیشن میں ، معروف مدیر جناب ایس ۔ ، سہائے جناب ایم ۔ وی دیسائی اور جناب شمبھوناتھ جھا شامل تھے ۔
0,کمیشن نے ساری انتظامی مشکلات اور سیاسی الجھنوں کے باوجود ۱۹۹۱ میں اپنی رپورٹ سرکار کو دے دی ۔
1,لیکن ریاستی حکومت دو تین برس تک رپورٹ کو دبا کر بیٹھی رہی اور تھوڑا ہلا مچانے پر ، ایک دو صحافیوں کو معاوضہ دینے کی سفارش پر عمل کے کر چپ بیٹھ گئی ۔
0,رپورٹ میں یہ بھی کہا گیا ہے ، آزادی کے پہلے انتظامیہ اور حکومت کے پاس سرکاری رازداری کے نام پر سخت پابندیاں تھیں ۔
0,افسران نے اس ہتھیار کا جم کر استعمال کیا ۔
0,آزادی کے ۴۷ سال بعد بھی اس رویے میں خاص تبدیلی نہیں آئی ۔
0,افسران پریس کانفرنس کرنے سے بچتے ہیں اور اگر کرتے ہیں ، تو وہاں عوامی عدالت کی طرح شکوے شکایت ہونے لگتی ہے ۔
1,پھر انتظامیہ اور صحافیوں کے درمیان سیدھے ٹکراو کی نوبت ٹالنے لئے کے دوطرفہ کوششوں کی ضرورت ہے ۔
0,اس جانچ کمیشن نے اپنی رپورٹ میں سفارش کی تھی کہ صوبہ اور ضلع سطح پر صحافیوں اور افسران کی تعاون کمیٹیاں تشکیل کی جانی چاہیئے ۔
0,ریاستی سطحی کمیٹیوں میں اطلاعاتی محکمہ کے وزیر ، ریاست سے شائع_شدہ اخبار کے تین مدیر ، پیشہ_ور یا رضاکار تنظیموں کے تین نمائندے ، مختلف اضلاعی کمیٹیوں سے منتخب پانچ صحافی ، اطلاعاتی محکمہ کے سکریٹری اور ڈائریکٹر شامل رہنا چاہیئے ۔
0,ضلعی سطح کی کمیٹیوں میں مقامی مدیر یا نامہ_نگار ، پولس کمشنر ، ڈسٹرکٹ مجسٹریٹ ، طبی قانون یا سماجی تنظیموں کے دو نمائندے ہونے چاہیئے ۔
0,جانچ کمیشن کے سینئر ممبر محترم مہیندر دیسائی کا ماننا تھا کہ `` اس جانچ کمیشن کا دائرہ فقط بہار کے لئے ہی نہیں دیگر ریاستوں کے لئے بھی آدرش بن سکتا ہے `` ۔
0,بدقسمتی یہ ہے کہ دیگر ریاستوں کی باتیں دور رہیں ، بہار میں بھی اس کی سفارشیں لاگو نہیں ہوئیں ۔
0,اترپردیش میں ` ہلّا بول ` کی حالت سامنے آنے پر ایک مرتبہ پھر اس کمیشن کی رپورٹ پر مختلف حکومتوں کا دھیان جانا چاہیئے ۔
1,وقت پر صحیح اطلاع ملنے کی حالت میں ضلعی سطح کے انتظامیہ نامہ_نگار کا رخ بھی ٹھیک سے دیکھ سکتے ہیں ۔
0,ہندی الکٹرانک میڈیا نے اطلاعاتی میڈیم کا نقشہ ہی بدل دیا ہے ۔
0,موٹے طور پر مضمون ، کالم اور فیچر میں کوئی فرق نہیں ہوتا ہے ۔
1,اخبارات میں شائع ، مضمون کالم اور فیچر عموماً حالات حاضرہ ہوتے ہیں ۔
0,آسان اور رواں لہجے میں لکھے جاتے ہیں اور عوام کو خبروں میں نہاں معنی کے متعلق سمجھاتے ہیں ۔
0,پھر بھی ان میں باریک فرق ہوتا ہے ۔
0,مضمون نسبتاً سنجیدہ موضوع پر لکھے جاتے ہیں ۔
0,فیچر صحافت کے شعبہ میں ایک نیا طرز ہے ۔
0,اس کا تیزی سے فروغ ہو رہا ہے ۔
1,پچھلے کچھ برسوں سے اس طرز نے نئی بلندیاں حاصل ہیں کی ۔
0,فیچر کو ہندوستانی صحافت میں خاص مقام دلانے کا سہرا ` سنڈے ` ، ` انڈیا ٹوڈے ` اور ` آوٹ لُک ` میگزین کو ہے ۔
0,انھوں نے عوامی اہمیت کے متعدد موضوع پر فیچر شائع کر کے متعلقہ موضوع پر عوام کا دھیان کھینچنے کے ساتھ ساتھ حکومت کو کاروائی کرنے پر مجبور کیا ۔
0,مضمون اور فیچر میں بڑی یکسانیت ہے ۔
1,دونوں اطلاعات کو زیادہ واضح کرنے ، واقعات کا کرنے تجزیہ اور ان پر رائے ظاہر کرنے کے لئے لکھے جاتے ہیں ۔
1,عوامی دونوں رائے بنانے کا کام کرتے ہیں ۔
1,مضمون کبھی فیچر کی صفات اخذ کر ہے لیتا ۔
1,کبھی فیچر مضمون سا لگتا لگنے ہے ۔
0,فیچر کئی قسم کے ہوتے ہیں جیسے ان مسائل سے جڑے ، آدمی سے متعلق ، افسانوی ، شور شرابے والے ، تصاویری ، تفریحی ، بہادرانہ مہم سے متعلق اور یہ طنزیہ فیچر تفریح کے ساتھ اطلاع فراہم کرتے ہیں ۔
0,قارئین کے تجسس کو جگاتا ہے اور انھیں مزید پڑھنے کی ترغیب دیتا ہے ۔
0,فیچر لکھنے کے لئے مضمون_نگار کے پاس لامحدود تجربہ ، زبان پر مکمل عبور کے ساتھ علم کا خزانہ ہونا لازمی ہے ۔
0,فیچر کا اہم مقصد قارئین کو دقیق سے دقیق مسائل سے متعلق جانکاری آسان سے آسان زبان میں نہایت دلچسپ ڈھنگ سے دینا ہے ۔
0,کبھی - کبھی فیچر لکھتے وقت اس میں ڈرامائیت دی جاتی ہے تو کبھی تفریحی واقعات سے فیچر کی شروعات کی جاتی ہے ۔
1,بیشتر فیچر لکھنے میں چھوٹی کہانی کے طرز کا استعمال جاتا کیا ہے ۔
0,کبھی - کبھی کسی دلکش مثال سے فیچر شروع کیا جاتا ہے ۔
1,فیچر کی خصوصیت اس کا ، لچیلاپن روانی اور دلکش زبان اور نقاشی ہے ۔
0,فیچر کی اہمیت اس بات میں ہے کہ وہ اکثر کسی بھی موقع پر شائع کی جا سکتی ہے ۔
0,موقع نہیں فیچر کا اپنا خاکہ اسے اہمیت دیتا ہے ۔
1,پھر بھی کچھ خاص مواقع پر بھی فیچر جا کئے سکتے ہیں ۔
1,دنیا کی پہلی خبر ایجنسی کا قیام ۱۸۳۵ میں چارلس ہواس فرانس نے میں کی تھی ۔
0,۱۸۴۵ میں کچھ امریکی اخباروں نے میکسکو جنگ کی خبر حاصل کرنے کے لئے ایک تنظیم بنائی ۔
0,یہ تجربہ کیا گیا کہ یہ کام اکیلے کسی اخبار کے بس کا نہیں ہے ۔
0,اس مسابقت کو ٹالنے کے لئے ۱۸۶۵ میں ان ایجنسیوں نے مل کر کام کرنے کا ایک سمجھوتہ کر لیا ۔
0,۱۸۷۲ میں امریکی خبر ایجنسی نیویارک ایسوسیئیٹیڈ پریس بھی اس سمجھوتہ میں شامل ہو گئی ۔
0,ان چار ایجنسیوں نے دنیا کو چار حصوں میں بانٹ لیا ۔
0,ہواس ایجنسی کو فرانس ، اٹلی ، ،اسپین ، پرتگال ، سوئٹزرلینڈ اور وسط و جنوبی امریکہ دئے گئے ۔
1,رائٹر کو گریٹ اور برٹین پورا برطانوی سامراج دیا گیا ۔
0,رائٹر اور ہواس کو کچھ علاقہ مشترکہ طور سے دیا گیا ۔
0,برطانوی خبررساں ایجنسی رائٹر ۱۸۵۸ میں عمل میں آئی ۔
0,وجود میں آنے کے کچھ ہی وقت کے بعد یہ ہندوستان میں اخبار دینے والی اہم ایجنسی بن گئی ۔
0,۱۸۶۰ میں ` بامبے ٹائمز ` نے ڈاکر سے رائٹر کی خبریں حاصل کرنا شروع کر دیا تھا ۔
1,پہلا ہندوستانی اخبار جس نے رائٹر سے تار خدمات لینا شروع ` کی بنگالی ` تھا ۔
0,یہ بات ۱۹۰۰ کی ہے ۔
0,لہٰذا ملکی باشندوں کو مستقل مصدقہ اور صحیح خبر دینے کے لئے ۱۹۱۰ میں ایسوسیئیٹیڈ پریس آف انڈیا کا قیام کیا گیا ۔
1,یہ خبر ایجنسی شروع کرنے کا مکمل سہرا تجربہ_کار اور سینئر کے_سی_رائے صحافی کو جاتا ہے ۔
0,رائٹر نے ایک نئی کمپنی ایسٹرن نیوز ایجنسی بنا کر ۱۹۱۵ میں اس پر قبضہ کر لیا ۔
0,ایسوسیئیٹیڈ پریس آف انڈیا کا یہ انتظام متعدد قوم_پرستوں کو پسند نہیں آیا ۔
0,ان کا مستحکم خیال تھا کہ برطانوی ماتحتی میں کام کرنے والی اس قسم کی ایجنسی ہندستانیوں کی خواہشات ، آرزوں کو کبھی ظاہر نہیں کر سکتی ۔
1,اسی سال پہلی ستمبر کو کلکتہ کے کچھ اخبارات کی مشترکہ کوششوں سے ایک نئی ایجنسی یونائیٹیڈ پریس آف کا انڈیا قیام کیا گیا ۔
0,ایسوسیئیٹیڈ پریس آف انڈیا کی سخت مسابقت کے باوجود اس ایجنسی نے دنیا بھر کی متعدد خبر ایجنسیوں کے ساتھ تعاون سمجھوتے کئے ۔
0,آزادی کے حصول کے وقت رائٹر خبر ایجنسی اور اس کی معاون ایسوسیئیٹیڈ پریس آف انڈیا خبر ایجنسی کا ملک میں خبروں کی تقسیم پر غلبہ تھا ۔
1,غیرملکی پر اخباروں رائٹر کا قبضہ تھا ۔
0,پریس ٹرسٹ کی تشکیل سماچار ٹرسٹ کے روپ میں کی گئی ۔
1,باؤجی ٹھیک کہتے ہیں میں جھوٹا ہوں ، ہوں دھوکہ_باز ۔
0,تو کیا ہوا اگر میں نے جھوٹ تمھیں پانے کے لئے کہا تھا -
0,جھوٹ تو آخر جھوٹ ہوتا ہے ۔
0,یہ لیجئے باؤجی آپ کی امانت ، باؤجی میں یہاں کسی کا دل توڑنے نہیں آیا تھا ۔
0,میں تو دل جیتنے آیا تھا پر شاید مجھ میں ہی کچھ کمی ہوگی کہ آپ کا دل پوری طرح جیت نہیں پایا ۔
0,مجھے جانے دیجئے باؤجی ، پلیز مجھے جانے دیجئے ۔
0,باؤجی راج میری زندگی ہے -
0,میں اس کے بغیر نہیں رہ سکتی باؤجی ،
0,باؤجی مجھے میرے راج کے پاس جانے دیجئے ۔
1,جا سمرن جا ، اس لڑکے سے زیادہ تجھے پیار اور کوئی نہیں کر سکتا ۔
0,جا بیٹا جا ، اپنے راج کے پاس جا ، جا سمرن جا جی لے اپنی زندگی ۔
0,پانی بھرتے بھرتے تو جان چلی جاتی ہے ۔
0,ہمارے پھوپھا تو پھوپھی سے کہہ رہے تھے کہ اب کے بار جب فصل کٹے گی نا ، تو ٹیوبویل لگوا لینگے ، پھر دیکھنا پانی بھرنے کی کوئی تکلیف نہ ہوگی ۔
1,ارے ، جب تمھارے دروازے پر ٹیوبویل لگ تو جائیگا جب جی میں آئے پانی بھر لینا ، لیکن ابھی تو بالٹی کھینچو ، ہمیں بھی تو پانی بھرنا ہے ۔
0,ارے تو غصّہ ہم پر کیوں ہوتی ہو ، کیا ہم نے تمھاری بالٹی نیچے گرا دی ، خود ہی تو جھٹکا مار کر نیچے گرا دی ۔
0,کیسی نیند ہے تمھاری ، کتنی دیر سے بلا رہی ہیں سنائی بھی نہیں دیتا کیا ؟
0,ارے سنائی تو دیا ، لیکن ہمیں کا معلوم کہ تم ہمیں بلا رہی ہو ۔
1,ہمیں ہم لگا خواب دیکھ رہے ہیں اور خواب میں ہی بلا رہا ہے ۔
1,سویرے سویرے آ گئی پریشان کرنے ، کانٹا لے کر چلو ۔
0,جب بھی کوئی ایسی بات ہوتی ہے تو بیچاری چندن کو بلانے آ جاتی ہے ، جا نکال دے اس کی بالٹی ۔
0,چندن ، آؤ ، کھانا کھا لو ۔
0,ارے سویرے سے کچھ نہیں کھایا ، بھوک سہوگے ۔
1,سویرے سے ایسے ہی لیٹے پڑے ہوئے ہیں ، اپنا علاج چلائے جا رہے ، ہیں فائدہ رتّی بھر نہیں ۔
0,ہم تو آج کی رات دیکھ لیتے ہیں ، نہیں تو کل سویرے چوبےپور کے ویدجی کو بلو کے دکھا دینگے ۔
0,کھلاؤ ساری کمائی ویدوں حکیموں کو ، چار دن دیکھ لے ذرا صبر کر لو ۔
0,ارے بھلے مانس ! دو چار پیسہ نہ خرچ ہو جائے ، اس کے لئے تم خود حیران ہو رہے ہو اور بچوں کو بھی پریشان کر رہے ہو ۔
0,اومکار ! تم میری مانو تو کل ویدجی کو بلا لو ، سمجھے ؟
1,یہ ویدجی گھر کا کدھر ہے ؟
0,چوبےپور میں رہتی ہو اور ویدجی کا گھر نہیں معلوم ۔
1,ارے بھیا ، جیسا بتایا تھا آ ویسا گئے ، اب راستہ ہی غلط بتا دئے ، تو اور بات ہے ۔
1,اے ، بھائی گھر میں گھس کر گھر کا پتہ پوچھا جاتا ہے کا ؟
0,چلو ، باہر چلو ۔
0,جاتے ہیں بھیّا ، ذرا مہربانی کر کے ویدجی کے گھر کا پتہ بتا دو ۔
0,تھوڑا ٹھہرنا پڑیگا ، تم یہاں بیٹھو ، ہم ابھی تیار ہو کر آتے ہیں ۔
0,ارے ، کہاں گئی ناؤ ؟
0,ہم تو یہیں چھوڑ کر گئے تھے ۔
0,آپ کے چوبےپور کی لڑکیاں جو نہ کریں ، سو تھوڑا ہے ۔
0,ہم جب یہاں آئے نہ ، تو وہ سب یہاں برتن مانج رہی تھیں ،
0,انھوں نے ہی ٹھیل دی ہوگی ۔
0,ان میں سے ایک آپ کی لڑکی بھی تھی ، پوچھ لیجئےگا ۔
1,سچ پوچھئے تیواری جی تو بیماری آپ کی پرانی ، ہے آپ نے پہلے سے دھیان نہیں دیا اسلئے بگڑ گئی ۔
0,اب پوری طرح ٹھیک ہونے میں وقت لگیگا ۔
0,عمر بڑھنے کے ساتھ ساتھ آدمی کو کھانے پینے میں تناسب برتنا چاہیئے ۔
1,اجی ! دام فکر کی آپ کیوں کرتے ہیں ؟
0,آپ جس میں خوش ہو وہی ہوگا ، لیکن ہم جیسے کہیں ویسے ہی چلئے ، دوا کھائیے ، اصول و احتیاط سے رہیئے ۔
0,لیکن ویدجی ، آپ نے تو کہا تھا کہ ٹھیک ہونے میں کافی وقت لگ جائیگا ۔
0,تین دن کے بعد آ کر ہمیں حال بتانا ۔
1,گنجا وہ جو چندن سویرے ہم کو لینے آیا تھا ، اس ناؤ کی بہائی ؟
0,خیر ، اب دوبارہ کبھی آئے تو اس سے جھگڑا مت کرنا ، ٹھیک سے بات کرنا ۔
0,بات کرنے کی بھی کا پڑی ہے ہم کو ؟
0,ہم کیا سب سے جھگڑا کرتی پھرتی ہے کا ؟
0,کاکا ، کیسی طبیعت ہے تمھاری ؟
0,کاکا ، ذرا چندن کو بھیج دو نا ہمارے ساتھ ، آنولے توڑوانے ہیں ۔
0,آنولے توڑنے کے لئے چندن ہی ہے کا ؟
0,دیویدی جی کے ذریعہ کی گئی تقریر کی بات شروع میں کہی جا چکی ہے ۔
0,آگے کی اہم لائنوں کو دیکھئے - اگر دیویدی جی نہ اٹھ کھڑے ہوتے تو جیسے غیرمنظم ، مخالف قواعد اور بےہودہ زبان چاروں جانب دکھائی پڑتی اس کی روایت جلد نہ رکتی ۔
0,۱۶ جنوری ۱۸۹۹ کو گپت جی نے ` بھارت - متر ` کی ادارت سنبھالی ۔
0,ان کو چلانے کی ذمہ_داری انھیں پر تھی ۔
0,اسلئے اخبار کو انھوں نے اپنے مطابق ایک نیا نظام دیا ۔
0,گپت جی چونکہ شعورِ عہد کے تئیں بیدار تھے اور ان کی ذاتی ایمانداری مستحکم تھی اسلئے فطری تھا کہ شدید قومیت ہی اخبار کی پالیسی بنے ۔
0,بالمکند گپت مہاویرپرساد دیوید کے ہمعصر تھے ۔
0,لیکن ان کا مضمون لکھنے کا اسلوب بھارتیندو عہد کا ہے ۔
0,زبان میں پہلے سے اب شفافیت آ چکی تھی ۔
0,جملوں کی ترتیب ایکدم مانوس ہے ، رفتار اور یتی کا ویسا ہی دھیان رکھا گیا ہے جیسے آزاد نظم میں ۔
0,گپت جی چھوٹے اور چبھتے ہوئے جملے لکھنے میں بےمثال تھے ۔
0,انھوں نے صحافت سے سیکھ لیا تھا کہ طویل جملے اور بامحاورہ آسان زبان ، تاثر کے نظریے سے نہایت مفید ہوتی ہے ۔
0,کاشی میں جنمے پراڈکرجی کو صحافت کے شعبے میں داخلہ دلوانے کا سہرا ویسے تو ان کے ماما جناب گنیش سکھارام دیوسکر کو ہے لیکن ` ہتوارتا ` سے ` بھرت متر ` میں ملا کر انھیں ایک نئے عہد کا آغاز کرنے کا موقع مدیر اعلیٰ پنڈت امبیکا پرساد واجپئی نے ہی دیا ۔
0,بنگال میں تب صحافت کا فن کافی تیز تھا ۔
0,اس وقت کے بنگال کے ایک نایاب صحافی تھے ، پنچکوڑی بنرجی ۔
0,وہ متعدد اسلوب میں لکھ سکتے تھے ۔
1,انھیں کبھی پراڑکر جی کے باپ نے پڑھایا تھا اسلئے وہ پراڑکر جی سے خصوصی انسیت رکھتے ۔ تھے
0,انھوں نے نوجوان پراڑکر کو صحافت کی ابتدائی تعلیم دی تھی ۔
0,نوجوانوں میں جس لگن سے انھوں نے مطالعہ کیا تھا اور ماما اودیسکر جی کی ترغیب سے ایک ہاتھ میں گیتا اور دوسرے میں ` پستول ` لے کر جس انقلابی مستقبل کا ذکر کیا اس کے لئے نیا میڈیم لازمی تھا اور یہ میڈیم بننے کی قوت ان جیسے مفکر کے لئے صحافت میں ہی نہاں تھی ۔
0,پراڑکر جی نے نہ صرف ہندی صحافت کو نئی راہ دی بلکہ انھوں نے ہندی نثر کا خاکہ دلکش اور موثر بنایا ۔
0,انھوں نے نئے لفظ گڑھے اور نئے محاوروں کو رائج کیا ۔
1,` آج ` میں چلائے گئے آپ کے سیکڑوں لفظ ہندی چل میں پڑے ۔
0,مسٹر کے مقام پر ` شری ` اور ` میرس ` کی جگہ ` سروشری ` کا استعمال آپ نے ہی چلایا جو بہت رائج ہوا ۔
0,پھر حکومتِ ہند نے بھی اسے قبول کیا ۔
0,ہندی قواعد کے متعدد بنیادی اصول آپ کے ساتھ ہی چلے گئے ۔
0,` میں ` اور `` کو `` کے استعمال سے متعلق آپ کے قواعد و اصول خاص طور پر قابل ذکر ہیں ۔
0,ہندی صحافت کے شعبے میں گنیش شنکر ودیارتھی کا تعاون قابلِ یادگار تھا ۔
0,وہ ججھارو فطرت کے وقف اور سخت_جاں صحافی تھے ۔
0,صحافی ہونے کے ساتھ - ساتھ وہ مجاہد آزادی بھی تھے جو مادر وطن کو آزاد کرنے کے لئے ہمیشہ کوشاں تھے ۔
1,کانپور سے شائع ہونے والے اخبار ` پرتاپ ` کے ذریعہ گنیش شنکر ودیارتھی کی شخصیت میں مزید نکھار آنا شروع ہوا اور ایک وہ بیدار ، ہونہار اور منجھے ہوئے صحافی کے روپ میں مشہور ہوئے ۔
1,` پرتاپ ` پہلے ہفتہ_وار تھا بعد لیکن میں وہ روزنامہ ہو گیا ۔
1,۱۹۲۰ سے انھیں روزنامے اس کا مدیر اعلیٰ مقرر کیا گیا ۔
0,گنیش شنکر ودیارتھی ہندی صحافت کے ابتدائی دور کے اہم صحافی تھے جو صحافیوں کی آزادی ، خودمختاری اور تنظیم کے لئے ہمیشہ جوجھتے رہتے تھے ۔
0,` سماچار سدھاورشن ` کے مدیر شیام بابو سندر بنگالی ہونے کے باوجود ہندی کے پیشرووں میں اپنا اہم مقام رکھتے ہیں ۔
0,ذولسانی اخبار ` سماچار سدھاورشن ` میں ہندی کے ساتھ ساتھ بنگلہ زبان کا بھی مواد ہوا کرتا تھا ۔
1,اگرچہ پرانی روایت پالیسی کے حامی تھے لیکن نئے روزنامہ ہندی کے نفاذ میں بھی آپ نے تعاون مکمل کیا اور صحافتی دنیا میں قابل ذکر رول ادا کیا ۔
1,پرتاپ نارائن مشر ہندی ، بنگالی ، ، سنسکرت انگریزی ، فارسی وغیرہ زبانوں میں ماہر قوم_پرست تھے ۔
0,اولوالعزم مدن موہن مالویہ جی کے ساتھ انھوں نے ` ہندوستھان ` کی ادارت سنہ ۱۸۸۹ میں کی ۔
0,اس سے قبل ۱۵ مارچ ۱۸۸۳ کو انھوں نے ` براہمن ` نامی ایک رسالہ نکالا ۔
0,عوام کی زبان میں عوام کے لئے عوامی مفاد کے جذبات کی بنیاد پر شائع ` براہمن ` رسالہ ایک قسم سے موجودہ عوام کے گلے کی ہڈی بن گیا تھا ۔
1,تقریباً ۳۲ کتابوں کے خالق جناب مشر بھارتیندو بابو چند ہریش کے بڑے پرستار تھے ۔
1,بھارتیندو منڈل کے اس بہترین شاعر اور صحافی انتقال کا ۱۸۹۴ میں ہو گیا ۔
0,چٹیلے مزاح ، حقیقی کہاوت ، بہادری اور حبالوطنی کے لئے مشرا جی کو ہمیشہ یاد کیا جاتا رہےگا ۔
0,کانپور اور کاشی میں مطالعہ کرنے کے بعد امبیکاپرشاد واجپیئی نے کلکتہ کے الہ_آباد بینک میں ۱۹۰۲ سے ۱۹۰۵ تک نوکری کی ۔
0,` ہندی بنگواسی ` میں لگ_بھگ ڈیڑھ سال تک خدمت کرنے کے بعد ۱۹۰۷ میں واجپیئی جی نے ` نرسنگھ ` نامی ماہانہ رسالے کی اشاعت شروع کی جو ایک سال تک چلی ۔
0,۱۹۰۹ - ۱۰ میں وہ نیشنل کالج میں ہندی کے پرنسپل مقرر ہوئے ۔
1,۱۹۱۱ سے ۱۹۱۹ تک ` بھرتمتر ` کی قابل ذکر خدمات آپ نے کو صحافت آگے بڑھایا ۔
1,جاسوس ` ` نامی پرچہ کے مدیر ناشر اور مخصوص مصنف گوپال رام گہمری نے تقریباً ۲۰۰ ناول لکھے ۔
0,جس طرح دیوکانندن کھتری نے عیاری طلسمی ناولوں کا احیا کیا اسی طرح انگریز جاسوسی ناولوں سے ترغیب پا کر گہمری جی نے ہندی میں جاسوسی کہانیوں اور ناولوں کا ڈھیر لگا دیا ۔
0,آپ نے ۱۹۴۶ تک ہندی کی خدمت کی ۔
0,سُپرن_ورما کی فلم ` آتما ` بیٹی ماں اور باپ کا ہارر ٹراینگل ہے ۔
1,دو برس پہلے ممبئی پر ہوئے دہشت_گردانہ حملے کے پس_منظر پر رام_گوپال ورما لے کر آئے ہیں ` اٹیکس دی آف 26 / 11 ` ۔
0,ان کے مطابق ، ممبئی پر حملے کی یادیں آج بھی دل دہلا دیتی ہیں ۔
0,این_ایس_جی کمانڈو اور ممبئی پولس کی چوکسی کے چلتے گنہگاروں کو پکڑا گیا تھا ۔
1,میں نے کے فلم ذریعہ بس یہ دکھانے کی کوشش کی ہے کہ اس حادثے کو کیسے انجام دیا گیا ۔
0,ممبئی پولس_کمشنر راکیش موریا اور متاثرین پر کیا بیتی ۔
0,ہم نے سی_ایس_ٹی کولابا واقع لیوپولڈ کیفے پر ہوئے حملوں کو مرکز میں رکھ کر فلم بنائی ہے ۔
0,ان لوکیشن پر جا کر ہم نے شوٹنگ بھی کی ۔
1,تاج ہوٹل کو دکھانے کے ہم لئے نے سیٹ ڈیزائن کیا ۔
0,ممبئی کے اس وقت کے کمشنر راکیش موریا کی اداکاری میں دکھیں گے ناناپاٹیکر ۔
0,انھوں نے بتایا کہ راکیش موریا کو مرکز میں رکھ کر فلم بنی ہے لیکن یہ بایوپک نہیں ہے ۔
1,فلم ممبئی کو منسوب ۔ ہے
0,یہ نہ ناظرین کو رُلائے گی نہ ہنسائے گی بلکہ سوچنے پر مجبور کرے گی کہ حملہ_آور کس دنیا کے انسان ہیں ؟
1,وہ کیسے درندے بن ہیں جاتے ۔
0,پچھلے چار دہائیوں سے بگ_بی یعنی امیتابھ بچن ناظرین کے دلوں پر حکومت کر رہے ہیں ۔
0,زنجیر ( 1973 ) کا اینگری_ینگ_مین ہو یا شعلے ( 1975 ) کا بہادر جے ، مقدر کا سکندر ( 1978 ) کا دمدار سکندر ہو یا سلسلہ ( 1981 ) کا اموشنل عاشق ، کالیا ( 1981 ) کا کلّوڈان ہو یا نمک_حلال ( 1982 ) کا کامیڈِن ، دیوار ( 1975 ) کا وجےورما ہو یا ڈان ( 1978 ) کا وجے ، امیتابھ_بچن کی شروعاتی فلموں کو بھلا کون بھول سکتا ہے ۔
0,جتنی مقبولیت ان کی فلموں کو ملتی تھی لوگوں کا اتنا ہی پیار ان فلموں کے پوسٹروں اور گانوں کو بھی ملتا تھا ۔
0,فلم پوسٹروں پر امیتابھ_بچن کے ڈانس ، ماردھاڑ یا رومانس کا انداز لوگوں کو بےوجہ کھینچتا تھا ۔
1,ان کے فینس فلمی پوسٹر کو اکھاڑنے اور انھیں اپنے گھر لے جانے پھیر کے میں بھی لگے رہتے تھے ۔
0,گانوں سے لے کر ان کی فلموں کے ڈائلاگ تک لوگوں کی زبان پر ہوتے تھے ۔
0,اینگری ینگ_مین کے دور والی امیتابھ بچن کی فلموں کی وہ مقبولیت آج بھی قائم ہے ۔
0,ان کی اسی مقبولیت کو دیکھتے ہوئے ان کی کچھ خاص فلموں کے پوسٹر اور لابی_آرٹ اور ایل_پی ریکارڈس کی آن_لائن فروخت کا انعقاد کیا گیا ہے ۔
1,چار پانچ سال پہلے تک دہلی اور ممبئی کے سیکنڈہینڈ مارکیٹ میں چیزیں ایسی آسانی سے مل جاتی تھیں ۔
0,لیکن بڑھتی مانگ کے سبب یہ اب بازار سے غائب ہونے لگی ہیں اور ان کو یکجا کرنا اب مشکل کام ہے ۔
0,حالانکہ فلمی یادگار اشیاء کا ٹرینڈ اپنے ملک میں نیا ہی ہے ۔
1,ویسے غیرملکوں میں تو یہ چلن اسٹیٹس کے نام سے جانا جاتا ہے اور ایل_پی ریکارڈرس لانگ یعنی پلئینگ رکارڈس فلموں کے گانے اور ڈائلاگس سننے کے لئے استعمال کئے جاتے تھے ۔
1,آج بھی شہروں چھوٹے میں لابی کارڈس کا ہی انتظام ہوتا ہے ۔
1,یہ الگ بات ہے ایل_پی کہ ریکارڈس کی جگہ کیسیٹ ، سی_ڈی ، پین_ڈرائیو اور متعدد کمپیوٹرائزڈ آلات نے لے لی ہے ۔
0,اپنے یہاں بھی اب فلم سے جڑی یادگار اشیاء کے ذخیرے میں لوگوں کی دلچسپی پچھلی دہائی میں بڑھی ہے ۔
1,ایسے ہی لوگوں کے لئے ہے کے بگ_بی پوسٹر اور لابی_آرٹ کی آن_لائن سیل ۔
