treedepth,sentences
5,` سماچار سدھاورشن ` کے مدیر شیام بابو سندر بنگالی ہونے کے باوجود ہندی کے پیشرووں میں اپنا اہم مقام رکھتے ہیں ۔
3,ذولسانی اخبار ` سماچار سدھاورشن ` میں ہندی کے ساتھ ساتھ بنگلہ زبان کا بھی مواد ہوا کرتا تھا ۔
7,اگرچہ پرانی روایت پالیسی کے حامی تھے لیکن نئے روزنامہ ہندی کے نفاذ میں بھی آپ نے مکمل تعاون کیا اور صحافتی دنیا میں قابل ذکر رول ادا کیا ۔
5,پرتاپ نارائن مشر ہندی ، بنگالی ، سنسکرت ، انگریزی ، فارسی وغیرہ زبانوں میں ماہر قوم_پرست تھے ۔
3,اولوالعزم مدن موہن مالویہ جی کے ساتھ انھوں نے ` ہندوستھان ` کی ادارت سنہ ۱۸۸۹ میں کی ۔
4,اس سے قبل ۱۵ مارچ ۱۸۸۳ کو انھوں نے ` براہمن ` نامی ایک رسالہ نکالا ۔
6,عوام کی زبان میں عوام کے لئے عوامی مفاد کے جذبات کی بنیاد پر شائع ` براہمن ` رسالہ ایک قسم سے موجودہ عوام کے گلے کی ہڈی بن گیا تھا ۔
4,تقریباً ۳۲ کتابوں کے خالق جناب مشر بھارتیندو بابو ہریش چند کے بڑے پرستار تھے ۔
5,بھارتیندو منڈل کے اس بہترین شاعر اور صحافی کا انتقال ۱۸۹۴ میں ہو گیا ۔
3,چٹیلے مزاح ، حقیقی کہاوت ، بہادری اور حبالوطنی کے لئے مشرا جی کو ہمیشہ یاد کیا جاتا رہےگا ۔
4,کانپور اور کاشی میں مطالعہ کرنے کے بعد امبیکاپرشاد واجپیئی نے کلکتہ کے الہ_آباد بینک میں ۱۹۰۲ سے ۱۹۰۵ تک نوکری کی ۔
5,` ہندی بنگواسی ` میں لگ_بھگ ڈیڑھ سال تک خدمت کرنے کے بعد ۱۹۰۷ میں واجپیئی جی نے ` نرسنگھ ` نامی ماہانہ رسالے کی اشاعت شروع کی جو ایک سال تک چلی ۔
3,۱۹۰۹ - ۱۰ میں وہ نیشنل کالج میں ہندی کے پرنسپل مقرر ہوئے ۔
4,۱۹۱۱ سے ۱۹۱۹ تک ` بھرتمتر ` کی قابل ذکر خدمات آپ نے صحافت کو آگے بڑھایا ۔
6,` جاسوس ` نامی پرچہ کے مدیر ناشر اور مخصوص مصنف گوپال رام گہمری نے تقریباً ۲۰۰ ناول لکھے ۔
5,جس طرح دیوکانندن کھتری نے عیاری طلسمی ناولوں کا احیا کیا اسی طرح انگریز جاسوسی ناولوں سے ترغیب پا کر گہمری جی نے ہندی میں جاسوسی کہانیوں اور ناولوں کا ڈھیر لگا دیا ۔
3,آپ نے ۱۹۴۶ تک ہندی کی خدمت کی ۔
4,ان کے مطابق انجمن ترقی پسند مصنفین کا قیام ۱۹۳۶ میں ہوا اور پریم چند ، ملک راج آنند ، سجادظہیر جیسے لوگ تنظیم کی قیادت میں رہے ۔
3,میرے دوست پرنےکرشن نے اپنے مضمون ` ` ترقی_پسند تحریک کے 57 سال ` ` میں لکھا :
10,` ` سجادظہیر کی ۱۹۳۶ میں بنائی گئی تنظیم کی اہمیت یہ تھی کہ وہ پہلی عظیم کوشش تھی جس میں اس پورے دائرے کی تخلیقی و انقلابی امکان کو روبہ_عمل کرنے کا خواب دکھایا ۔ ` `
4,اب ذرا ایک بیان خود انجمن ترقی_پسند مصنفین کے بنیادگزاروں میں سے ایک ملک راج آنند کی زبانی سن لیں :
7,۱۹۳۵ میں لندن میں نومبر کے کہرے بھرے دنوں کے دوران ۱۹۳۱ کے مالی بحران کے مدنظر ہندوستان میں ہمارے جن اقدار کو نقصان پہنچا اور جس طرح ہندوستانی عوام میں ناامیدی چھائی ، اس سے دوچار ہم میں سے کچھ ساتھیوں نے انجمن ترقی_پسند مصنفین کا قیام ( لندن میں ) کیا ۔
2,لندن میں ہم ہر ہفتے ادبی نشست کرتے رہے ۔
4,حالانکہ کل_ہند انجمن ترقی_پسند مصنفین کی کانفرنس اپریل ۱۹۳۶ میں لکھنو میں ہوئی ۔ ` `
7,ملک راج آنند کی بات صحیح مانی جائے یا موجودہ صدر پنلن کی ، یا دیگر قلمکاروں کی جو انجمن ترقی_پسند مصنفین کے قیام ۱۰ اپریل ۱۹۳۶ ثابت کرنے پر آمادہ ہیں ؟
4,آخر وجہ کیا ہے اس بات کی کہ اتنے چھوٹے سے وقفے میں ایسی مبہم حالت بن جائے ؟
1,دراصل ، اس کے تار جڑے ہیں اوپر اٹھائے گئے پہلے سوال سے کہ پریم چند کمیونسٹ تھے یا نہیں ؟
8,ظاہر ہے کہ لندن میں جن لوگوں نے انجمن ترقی_پسند مصنفین کا قیام کیا ان میں بیشتر انگلینڈ میں تعلیم حاصل کرنے والے ہندوستانی ادیب اور قلمکار تھے ۔
6,وہ زیادہ_تر کمیونسٹ تھے اور دبی زبان میں یہ کہہ لوں کہ ان میں بیشتر اشراف یعنی ایلیٹ تھے ۔
1,۱۹۳۰ کی دہائی آتے آتے پریم چند ہندوستانی ادیبوں میں خصوصاً ہندی اردو قارئین میں بلامبالغہ سب سے بڑا نام بن چکے تھے ۔
1,انجمن ترقی_پسند مصنفین کے قیام میں پریم چند کا نام جڑنا تنظیم کے لئے بڑی تعظیم پانے جیسی بات تھی ۔
7,لہٰذا لکھنو کے سمینار کی صدارت کرنے والے پریم چند کو انجمن ترقی_پسند مصنفین کا بنیادگزار ہی مشہور کر دیا گیا ۔
3,انجمن ترقی_پسند مصنفین کا سیدھا تعلق ہندوستانی کمیونسٹ پارٹی سے تھا ۔
1,چنانچہ پریم چند مصنفین کی کانفرنس کی صدارت بھی کر گئے تھے ( اور جنھیں بعد میں کچھ نے انجمن مصنفین کے بنیادگزار کے روپ میں بھی قائم کر دیا ) ، ان کا نام کمیونسٹ ہونا بھی ضروری ہو گیا ۔
1,تب قواعد شروع ہوئی پریم چند کے مضامین اور حوالوں کو بنیاد بنا کر انھیں کمیونسٹ ثابت کرنے کی ۔
3,یقیناً پریم چند شروع میں بولشیوک انقلاب کے قائل ہوئے تھے ۔
1,پریم چند جن کسانوں اور متاثرہ طبقے کے حامی تھے وہ نظریہ بولشیوک انقلاب اور کمیونسٹ خیالات سے جا ملتا تھا ۔
3,مگر پریم چند نے کبھی خود کو کمیونسٹ نہیں بتایا ۔
1,نہ ان کے ادب میں پرتشدد بولشیوک انقلاب کی بازگشت ملی ۔
1,ملا تشدد کا پیغام اور خونی انقلاب سے نفرت جو انھیں مارکس کے نہیں گاندھی بابا کے قریب لے جاتا تھا ۔
1,پریم چند کو کمیونسٹ اعلان کرنا اسی طرح سے ہے جیسے جواہر لعل نہرو کو گاندھی سے الگ کر ان پر لال بلّا لگا دیا جائے ۔
6,ہندوستانی کمیونسٹ پارٹی کی پہل پر ۱۹۳۶ میں ہی آل_انڈیا اسٹوڈنٹس فیڈریشن کی تشکیل ہوئی جس کا افتتاح نہرو نے کیا ۔
4,گاندھی رابندرناتھ ٹیگور ، تیج بہادر سپرو ، خان عبدالغفّار خاں وغیرہ نے پیغام بھیجے اور مقررین میں گووند بلبھ پنت بھی شامل تھے ۔
1,اب وہ پہل تو کمیونسٹ پارٹی کی تھی لیکن جو نام ابھی گنے گئے ان میں کون کمیونسٹ تھا ؟
6,انجمن ترقی_پسند مصنفین کے سمینار کی صدارت پریم چند نے ویسے ہی کی جیسے آل_انڈیا اسٹوڈینٹس فیڈریشن کے اجلاس کا افتتاح جواہرلعل نہرو نے کیا ۔
3,اس حساب سے تو نہرو اور دیگر لوگوں سمیت گوندولبھ پنت کو بھی کمیونسٹ قرار دے دینا چاہیئے ؟
5,پریم چند کو کمیونسٹ ثابت کرنے کے جگاڑ میں بارہا ان کے ` مہاجنی_تہذیب ` مضمون کا ذکر کیا جاتا ہے ۔
1,بےشک پریم چند نے ` نئی تہذیب کا سورج دوردراز مغرب سے طلوع ` کی ستائش کی ۔
2,یہ ایسا وقت تھا جب پہلے عالمی_جنگ کے بعد اچانک امید کی ایک کرن دکھی جس میں سرمایہ_داری کے ، استحصال کی ، غلامی کی زنجیریں ٹوٹتی نظر آئیں ۔
6,اس نئی روشنی نے تمام ایسے لوگوں کے دلوں میں جگہ بنانی شروع کر دی جو مستحصِل ، جاگیردار اور سرمایہ_دارانہ نظام کے خلاف تھے یا خود استحصال_زدہ تھے ۔
3,ان کی نظروں میں استحصال_زدہ سماج کیوں اونچا درجہ نہ پاتا ۔
6,اس نئے ابھرتے نظام نے تو ان کو بھی پرامید کر دیا تھا جو جانتے بھی نہیں تھے کہ کمیونزم ہے کیا ۔
2,ان کے لئے تو بس بھوک سے آزادی ہی سب کچھ تھی ۔
8,پریم چند نے کہا ، خوش_قسمت ہے وہ تہذیب ، جو مالداری اور ذاتی املاک کا خاتمہ کر رہی ہے اور جلد ہی یا دیر سے دنیا اس کی تقلید ضرور کرے گی -
7,یہ تہذیب فلاں ملک کے سماجی تخلیق یا دھرم و مذہب سے میل نہیں کھاتی یا اس ماحول کے مطابق نہیں ہے یہ دلیل نہایت بےربط ہے ۔
2,بالکل صحیح کہا شہنشاہِ_ناول نے ۔
2,یہی امید ہونی چاہیئے عظیم قلمکار سے ۔
1,اور نظام بھی ایسا ہی ہونا چاہیئے ۔
1,بھوک اور غلامی سے آزاد کرنے والی ۔
4,لیکن کیا اتنا کافی ہوگا پریم چند کو کمیونسٹ ثابت کرنے کے لئے ؟
3,یعنی ان کے لئے اہم موضوع استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ہے ۔
4,لیکن وہ مذہبوں تک کی تعریف کر رہے ہیں اسی سانس میں ۔
6,اس کا مطلب یہ ہوا کہ عیسائیت یا بدھ مذہب کے ذریعہ استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ملے تو وہ بھی اتنی ہی تعظیم کے حقدار ہونگے ۔
3,خود ذاتی زندگی میں پریم چند تمام ہندو روایات کے معتقد تھے ۔
1,سچائی یہ ہے کہ پریم_آشرم ، سیواسدن جیسے ناول اور متعدد کہانیاں اکثر ان کو گاندھی کی طرف لے جاتی ہیں نا کہ کمیونسٹ کی طرف ۔
7,۱۹۳۶ میں ہوئی انجمن ترقی پسند مصنفین کی کانفرنس میں جہاں ایک طرف مولانا حسرت موہانی جیسے آدمی نے کمیونسٹ خیالات کی نشر و اشاعت کی بات کی وہیں پریم چند نے اپنی تقریر میں ایک بار بھی ایسا کوئی بیان نہیں دیا ۔
2,کوئی اس کی وجہ بتا سکتا ہے ؟
3,پریم چند کو کہانی_کار ہی رہنے دینے میں ہم سب کی بھلائی ہے ۔
5,` ` ادب سماج کے آگے چلنے والی مشعل ` ہمیشہ رہے گی اس کے لئے پریم چند کا کمیونسٹ ہونا ضروری نہیں ہے ۔
1,ہمارے پچھلے ستاون برس کے دوست اشوک ( واجپیئی ، کبھی کبھی ، جن_ستّا ۹ جون ) نے نوبل انعام کی ایک صدی ` کی شروعات ہی ایک کثیر رائج ابہام سے کی ہے ۔
4,اخباروں کا بیجا استعمال کرنے کے لئے کچھ ریاستوں میں ایک نیا مجرمانہ سلسلہ شروع ہوا ہے ۔
3,پچھلے کچھ انتخابات کے دوران کچھ اخباروں نے انتخابی خبریں چھاپنے کے لئے سیاسی پارٹیوں سے موٹی رقم لے لی ۔
4,ہر امیدوار کو ملنے والی رقم کے تناسب میں خبروں کی پیشکش ہوئی ۔
5,اس کے نیچے کہیں یہ واضح بھی نہیں کیا گیا ہے کہ یہ تعاونی خبر ہے ۔
6,اترپردیش ، بہار اور تملناڈو کے سیاستدانوں کی طرح برطانیہ کے ممبر پارلیمنٹ کا ایک بڑا طبقہ یہ چاہتا ہے کہ اخباروں کی کنٹرول لائن کڑی ہونی چاہیئے ۔
4,ہندوستانی سیاستداں ` ہلّا بول ` کی حد تک اخباروں کو قابو میں کرنے سے نہیں ہچکچاتے ۔
6,جبکہ برطانیہ کے سیاستداں پچھلے کچھ ماہ سے پارلیمنٹ کے اندر اور باہر یہ مہم چلائے ہوئے ہیں کہ پریس قانون کو زیادہ سخت کیا جائے ۔
7,یوں برطانیہ کی میڈیا کے ماہرین کا ماننا ہے کہ دنیا کے کسی بھی آزاد سماج کے مقابلے میں برطانوی پریس پر پہلے سے ہی سب سے زیادہ قانونی عمل - دخل ہے ۔
7,یہ بات الگ ہے کہ فحش اخبار و رسائل میں بھی برطانیہ سب سے اول ہے ۔
6,برطانیہ اور ہندوستان میں سیاستداں کی ہی نہیں ہر شہری کی عزت و حرمت کے تحفظ کے لئے وافر آئینی جواز ہیں ۔
11,دوسری عالمی جنگ کے وقت سے چلے آ رہے سرکاری خفیہ قانون بھی ہیں اور اگر ان پر سختی سے عمل ہو تو وزارت دفاع کی بات دور رہی ، تحصیلدار کے دفتر میں رکھی کسی لال فائل میں دستیاب جنرل انتظامی جانکاری کو چھپانا بھی گناہ مانا جا سکتا ہے ۔
3,عدالتوں کی سماعت میں سالہاسال نکل جاتے ہیں ۔
3,پھر بھی سزا کی مناسب تجاویز ہیں ۔
8,مسئلہ یہ ہے کہ دنیا کے سیاستداں قانون بنانے کی فکر بھلے کرتے ہوں ان کے قدم عمل کے مواقع پر ڈگمگانے لگتے ہیں ۔
4,انھیں بیشتر حقوق اور ستائش کی چاہ رہتی ہے ۔
3,تنقید برداشت کرنے کو کوئی تیار نہیں ہوتا ۔
7,ہندوستان میں لالو یادو ہوں ، یا ارجن سنگھ یا لال کرشن اڈوانی یا جے للیتا ، بیشتر معقول خبروں اور تبصروں کو پسند کرتے ہیں ۔
3,خامیوں کی تنقید کوئی نہیں پڑھنا چاہتا ۔
6,برطانیہ کے شاہی خاندان کے ممبران پر چھپنے والی خبروں کو لیکر آئے دن ، مخالفت کی آوازیں اٹھتی ہیں ۔
7,جرمنی کے چانسلر ہیلمٹ کول نے ملک میں زیادہ تر بکنے والا رسالہ ` دی اسپیگل ` کو ، کچھ برسوں سے انٹرویو دینے سے انکار کیا ہوا ہے ، کہ رسالے میں ان کی تیکھی تنقید چھپتی ہے ۔
3,سابق امریکی صدر بل کلنٹن کچھ اخباروں اور صحافیوں سے ناراض رہے ہیں ۔
9,دنیا میں سب سے زیادہ آزاد کہلانے والے ، امریکی اخباروں میں وہائٹ ہاوس کی خبریں جمع کرنے کے لئے تعینات ، نامہ_نگار کئی بار صدر کے ساتھ بدل جاتے ہیں ۔
5,اس نظر سے سیاستدانوں اور صحافیوں کے درمیان شیریں یا تلخ تعلقات کی بات بہت انہونی نہیں ہے ۔
6,ہندوستان میں نیا سلسلہ چلا ہے ، تنقید کرنے والوں کو کچلنے یا تباہ کرنے کا ۔
5,کچھ عرصہ پہلے ، بہار میں قومی کہے جا سکنے والے ایک انگریزی روزنامہ کے کُل_وقت پیشہ_ور صحافی پولس بربریت کے شکار ہوئے ۔
6,چمپارن علاقے میں بائیں بازو کی ایک ریلی کی خبر یکجا کرنے کے لئے یہ خاص نامہ_نگار ، پٹنہ پہنچے تھے اور پولس نے ان کی جم کر پٹائی کر دی ۔
4,بہار میں صحافی کے ساتھ زیادتی کا یہ حادثہ ، پہلا نہیں ہے ۔
4,مجرم گروہ کی طرح پولس کا ایک بڑا طبقہ من_مانی اور زیادتی کا عادی رہا ہے ۔
6,صحافیوں کے مضمون سے تلملانے والے افسر ، مجرم اور سیاستداں موقع ملتے ہی ، دماغ ٹھکانے لگانے کی کوشش کرتے ہیں ۔
9,پھر بھی خوش_کن تعجب کی بات یہ ہے کہ بہار ، اترپردیش یا تملناڈو میں ایمانداری سے سچ لکھنے والے صحافیوں کی کمی نہیں ہے ۔
5,اترپردیش میں تنقید کا لہجہ بند کرنے کے لئے اس وقت برسر اقتدار پارٹی کے سیاستداں نے ` ہلّا بول ` کا نعرہ دیا ۔
4,اس کے منتظم اور صحافیوں کے ساتھ غریب اخبار فروخت_کار تک سیاسی مجرموں کے مظالم سے متاثر ہوئے ۔
3,اس رویّے کی مذمّت ہر طرف ہوئی ۔
5,دھنباد ضلع میں انتظامیہ اور پولس کے ذریعہ ۱۹۸۹ میں صحافیوں کی بےرحمانہ پٹائی ، اور ہتھکڑی لگائے جانے کے بعد بہار حکومت نے قومی سطح کے ایک جانچ کمیشن کی تشکیل کی تھی ۔
5,جج جناب سرورعلی کی صدارت میں تشکیل ، اس کمیشن میں ، معروف مدیر جناب ایس ۔ سہائے ، جناب ایم ۔ وی دیسائی اور جناب شمبھوناتھ جھا شامل تھے ۔
3,کمیشن نے ساری انتظامی مشکلات اور سیاسی الجھنوں کے باوجود ۱۹۹۱ میں اپنی رپورٹ سرکار کو دے دی ۔
8,لیکن ریاستی حکومت دو تین برس تک رپورٹ کو دبا کر بیٹھی رہی اور تھوڑا ہلا مچانے پر ، ایک دو صحافیوں کو معاوضہ دینے کی سفارش پر عمل کر کے چپ بیٹھ گئی ۔
5,رپورٹ میں یہ بھی کہا گیا ہے ، آزادی کے پہلے انتظامیہ اور حکومت کے پاس سرکاری رازداری کے نام پر سخت پابندیاں تھیں ۔
3,افسران نے اس ہتھیار کا جم کر استعمال کیا ۔
3,آزادی کے ۴۷ سال بعد بھی اس رویے میں خاص تبدیلی نہیں آئی ۔
5,افسران پریس کانفرنس کرنے سے بچتے ہیں اور اگر کرتے ہیں ، تو وہاں عوامی عدالت کی طرح شکوے شکایت ہونے لگتی ہے ۔
6,پھر انتظامیہ اور صحافیوں کے درمیان سیدھے ٹکراو کی نوبت ٹالنے کے لئے دوطرفہ کوششوں کی ضرورت ہے ۔
6,اس جانچ کمیشن نے اپنی رپورٹ میں سفارش کی تھی کہ صوبہ اور ضلع سطح پر صحافیوں اور افسران کی تعاون کمیٹیاں تشکیل کی جانی چاہیئے ۔
6,ریاستی سطحی کمیٹیوں میں اطلاعاتی محکمہ کے وزیر ، ریاست سے شائع_شدہ اخبار کے تین مدیر ، پیشہ_ور یا رضاکار تنظیموں کے تین نمائندے ، مختلف اضلاعی کمیٹیوں سے منتخب پانچ صحافی ، اطلاعاتی محکمہ کے سکریٹری اور ڈائریکٹر شامل رہنا چاہیئے ۔
5,ضلعی سطح کی کمیٹیوں میں مقامی مدیر یا نامہ_نگار ، پولس کمشنر ، ڈسٹرکٹ مجسٹریٹ ، طبی قانون یا سماجی تنظیموں کے دو نمائندے ہونے چاہیئے ۔
6,جانچ کمیشن کے سینئر ممبر محترم مہیندر دیسائی کا ماننا تھا کہ `` اس جانچ کمیشن کا دائرہ فقط بہار کے لئے ہی نہیں دیگر ریاستوں کے لئے بھی آدرش بن سکتا ہے `` ۔
7,بدقسمتی یہ ہے کہ دیگر ریاستوں کی باتیں دور رہیں ، بہار میں بھی اس کی سفارشیں لاگو نہیں ہوئیں ۔
4,اترپردیش میں ` ہلّا بول ` کی حالت سامنے آنے پر ایک مرتبہ پھر اس کمیشن کی رپورٹ پر مختلف حکومتوں کا دھیان جانا چاہیئے ۔
4,وقت پر صحیح اطلاع ملنے کی حالت میں ضلعی سطح کے نامہ_نگار انتظامیہ کا رخ بھی ٹھیک سے دیکھ سکتے ہیں ۔
3,ہندی الکٹرانک میڈیا نے اطلاعاتی میڈیم کا نقشہ ہی بدل دیا ہے ۔
5,ویسے لڑکی گھر میں ایسی گھل مل گئی ہے کہ کوئی اسے پرائی نہیں کہہ سکتا ۔
3,کل منگل ہے ، مبارک دن ہے ، بھیج دو اسے ۔
6,سب لوگ کہتے ہیں ، دیپاستّی سے مانگی ہوئی منّت ہمیشہ پوری ہو جاتی ہے ، تم بھی کچھ مانگ لو نا ۔
5,اگر تمھیں من_چاہا دولہا مل جائے تو ہمیں سب کچھ مل جائیگا ۔
3,چندن ، چلو گھر چل کے کھانا کھا آتے ہیں ۔
3,نا بھیّا ! تم کھا آؤ ہم کو بالکل بھوک نہیں ہے ، بالکل نہیں ۔
1,نہیں ۔ نہیں ، تم بھی ساتھ چلو ہمارے ، نہیں تو بھابھی کی جرح کا جواب کون دیگا ۔
3,چندن ، ہم لوگ مندر جا رہے ہیں ، چلوگے ؟
4,نہیں بھیّا ، ہمارا من نہیں کر رہا ہے کہیں جانے کو ، تم لوگ ہو آؤ ، ہم یہیں ہیں گھر میں ۔
4,تو آج یاد آ ہی گئی ہماری ۔
6,یاد تو اس کی آتی ہے جسے کوئی بھول جائے ، ہم تمھیں بھولے ہی کہاں تھے ۔
4,سچ کہیں گنجا ! جب سے تم آ گئی ہو نا ، گھر میں ہمارا ایک پل بھی دل نہیں لگتا ۔
1,ارے چندن ! تم ؟
3,اندر آ جاؤ ، اندر آ جاؤ بیٹا ، ارے ، اس برسات میں کیسے آیا ہے ؟
2,اوہو ، تمھیں تو سردی ہو گئی ہے ۔
4,لو بیٹا ! پہلے یہ دوا کھا لو پھر یہ لڈّو کھا کر گرم دودھ پی لو ۔
3,ارے پہلے لڈو تو کھاؤ ، کل ہی گنجا نے بنائے ہیں ۔
4,لیکن گنجا ہے کہاں ؟ دکھائی نہیں دے رہی ۔
4,وہ تو پھولیسری کے نانیہال میں شادی ہے نا ، وہاں گئی ہے ۔
3,چندن ! ایک کام کرو گے ، کل ہمیں چوبےپور پہنچا آؤگے ؟
6,ہمارا بڑا من کرتا ہے ، سب کو دیکھنے کا اور پھر اماں بھی کہلائی تھیں کہ منّے کا منھ نہیں دیکھا ۔
2,اچھا ، ضرور چلینگے ۔
2,امّی ! باجی آ گئی ۔
2,ارے ! یہاں اکیلے میں کا باتیں ہو رہی ہیں تم دونوں میں ؟
4,کاہے چندن ! ہمیں بھی تو بتاؤ تمھارے من کی بات ۔
4,ٹھیک ہے ، مت بتاؤ کوئی ، لیکن ہم تو سب جان ہی گئیں ۔
2,ارے ! تو کہاں چلی ؟
3,ٹھہر تو بتا ، چندن تجھے پسند ہے ، شادی کریگی اس سے ؟
6,میں واپس جاتے ہی ، تمھارے بھیّا سے کہہ کر سب کچھ طے کرا دونگی اور پھر بابو جی سے کہہ کے شادی کرا دونگی ، ٹھیک ہے ، اب خوش ؟
2,کاکا ! ہم ایک بات سوچ رہے تھے ۔
6,اگر اب چندن کا بیاہ کر دیں تو کیسا رہے گا ؟
5,ارے بیٹا ! تم نے تو ہمارے منھ کی بات چھین لی ، ہم تم سے یہی کہنے جا رہے تھے ۔
3,تو پھر جلدی سے دیکھ سن کے طے کر دو ۔
2,رجو ! ای کا کہہ رہی ہو ؟
1,تمھارا بیاہ ہمارے ساتھ ؟
2,کا تم ہم کو نہیں چاہتے ؟
4,ہم کو پیار نہیں کرتے تو پھر کسے کرتے ہو ؟
4,من تو ہمارا گنجا کو چاہتا ہے رجو اور گنجا بھی ہمیں اتنا ہی چاہتی ہیں ۔
4,رجو ! من تو ایک ہی ہوتا ہے ، دو نہیں ، اور وہ کب اور کیسے گنجا کا ہو گیا ، یہ ہم بھی نہیں جان پائے ۔
4,چندن ! ارے او چندن ! تمھارا بھیّا ، اومکار جیجا کہاں ہے ؟
2,ذرا بلاؤ ان کو -
3,تمھاری بھابھی سیڑھی پر سے گر پڑی ہیں -
2,سر سے خون نکلا ہے
2,حالت نازک ہے ۔
3,اومکار ! اے اومکار ! ارے ایسے اندھیرے میں کاہے گم۔صم ہو کر بیٹھے ہو بیٹا ؟
4,ارے وہ اپنی تھی نہیں ، نرموہن تھی ، چار دن کے لئے موہ - محبت لگا کر چلی گئی ۔
3,سنو ، اب اتنا سوچتے رہنے سے کیا ہوگا ؟
6,امانت جس کی تھی وہ لے گیا ، اس کے آگے کس کا بس چلتا ہے ۔
5,اور سکھ و دکھ تو زندگی میں آتے ہی رہتے ہیں ، انھیں سہن کرنا پڑتا ہے ۔
4,ہاں بیٹا ! گھر پر جو گاج گری ہے ، اسے تو سب کو مل کر سہنا پڑیگا ۔
6,ویدجی ! ہم تو سمجھتے ہیں کہ اس گھر میں ایک بہو کا ہونا بہت ضروری ہے ، لیکن ہماری سنتا کون ہے ؟
7,یہ بدقسمتی ہی ہے کہ آجکل باہر کی چیز کو اپنے ملک پر تھوپنا آسان سمجھا جانے لگا ہے ۔
2,اشتہارات دہندہ چاہتا ہے کہ ایک ہی پیغام ایک ہی قسم کی تصویر اگر دنیا بھر میں چل سکے تو بہت اچھا ہے ۔
3,یہ میڈیا کی فطرت بن گئی ہے ۔
3,ہندی میں پروگرام بنانا سب سے آسان ہے ۔
1,آپ طرح طرح کی فلموں کے ٹکڑے لیجئے ، گانے لیجئے ، لڑکیوں کو کھڑا کر دیجئے جو اسپرنگ کی طرح باتیں کر سکیں اور پروگرام کا خاکہ بنا سکیں ۔
7,جن معاملوں کا عام لوگوں سے سروکار ہے اور جنھیں غور کرنے کے لئے مختلف علاقوں کے سفر کی ضرورت ہوتی ہے وہاں ٹی_وی کے نیٹ_ورک ابھی صحیح معنوں میں نہیں پہنچ پا رہے ہیں ۔
5,وہ تبھی وہاں پہنچتے ہیں جب کوئی بہت ہی سنسنی_خیز یا سیکسی بات ہو ۔
5,مجموعی آبروریزی کا واقعہ ہو یا قتل کا ، کیمرے فوراً وہاں تعینات کر دئے جاتے ہیں ۔
5,سنگین قحط_سالی ہونے پر خبروں کے آخر میں ایک کہانی چلا دی جاتی ہے لیکن قحط کے لئے بن رہے حالات پر مسلسل کام نہیں ہوتا ۔
4,امریکہ میں ۳ - ۴ سو ٹی_وی چینل قائم ہو گئے ہیں لیکن اخباروں کا وجود اب بھی بنا ہوا ہے ۔
3,یہی نہیں ، نئے اخبار بھی پیدا ہوئے ہیں ۔
3,ان کی اشاعتی تعداد بھی بڑھتی ہے ۔
3,ہندوستان میں الکٹرانک اخبارات میڈیم نے سماج پر بھی اثر ڈالا ہے زبان کے ساتھ سب سے زیادہ ناانصافی کی ہے ۔
9,برطانیہ اور فرانس ہمسایہ ہیں لیکن اس کے بعد بھی ایسا نہیں ہوتا کہ برطانیہ میں جو پروگرام نشر ہوتے ہیں اس میں فرانسیسی یا جرمنی الفاظ کی بھرمار ہو ۔
5,اسی طرح اگر فرانس میں کوئی پروگرام فرانسیسی میں پیش کیا جاتا ہے تو اس میں دیگر زبانوں کے لفظ نہیں ملتے ہیں ۔
4,بول_چال میں زبان کے نام پر ایک ایسی کھچڑی زبان کا استعمال کیا جا رہا ہے جسے نہ ہندی والے ٹھیک سے سمجھ سکتے ہیں اور نہ ہی انگریزی والے ۔
2,الکٹرانک اخبار میڈیم ایک طاقتور وسیلہ ہے ۔
1,جنھیں ابھی پڑھنا نہیں آتا یا جو ابھی خواندہ بھی نہیں ہیں وہ بھی <fs رابطہ میں آتے ہیں ۔
3,ایک وقت ایسا تھا کہ لوگ اخباروں سے زبان سیکھتے تھے اب بھی سیکھتے ہیں ۔
3,پھر ہندستان میں صحافت کا فروغ ہوا تو ہندی کے اخباروں نے کوشش کی کہ ان میں زبان کا استعمال ہو جو لوگ سمجھیں ۔
6,لیکن اخبار کے وسیلے سے زبان کے ساتھ جس طرح کا کھلواڑ پچھلے برسوں کے دوران دیکھنے کو ملا ہے وہ تشویش کا موضوع ہے ۔
5,ہم ایسی زبان ، ایک ایسی ثقافت بنا رہے ہیں جس کا اس ملک سے کوئی سروکار نہیں ہوگا ۔
4,ثقافتی زبان کا استعمال ان میڈیم سے ہو اس حق میں تو کوئی بھی نہیں ہے ۔
8,پیشہ_ور صحافی اس بات کے حامی ہیں کہ بول_چال کی زبان کا استعمال ہونا چاہیئے ۔
8,سرکار میں جس طرح کی ترجمہ_شدہ ٹھیٹ ہندی کا استعمال ہوتا ہے وہ اتنی دقیق ہوتی ہے کہ کسی کو سمجھ میں نہیں آ سکتی ۔
3,مکّے کی کاشت کو کارن کی کاشت بولنے کا کیا فائدہ ہے ۔
3,کئی مرتبہ زبان کا استعمال مزاحیہ ڈھنگ سے ہوتا ہے ۔
5,جیسے ٹوٹے ہوئے دل کی بات کرتے وقت بروکن ہرٹ سے کہی گئی بات کا ذکر ہو ۔
