,gender,sentences
1876,,پراڑکر جی نے نہ صرف ہندی صحافت کو نئی راہ دی بلکہ انھوں نے ہندی نثر کا خاکہ دلکش اور موثر بنایا ۔
1877,,انھوں نے نئے لفظ گڑھے اور نئے محاوروں کو رائج کیا ۔
1878,any,` آج ` میں چلائے گئے آپ کے سیکڑوں لفظ ہندی میں چل پڑے ۔
1879,,مسٹر کے مقام پر ` شری ` اور ` میرس ` کی جگہ ` سروشری ` کا استعمال آپ نے ہی چلایا جو بہت رائج ہوا ۔
1880,,پھر حکومتِ ہند نے بھی اسے قبول کیا ۔
1881,,ہندی قواعد کے متعدد بنیادی اصول آپ کے ساتھ ہی چلے گئے ۔
1882,any,` میں ` اور `` کو `` کے استعمال سے متعلق آپ کے قواعد و اصول خاص طور پر قابل ذکر ہیں ۔
1883,m,ہندی صحافت کے شعبے میں گنیش شنکر ودیارتھی کا تعاون قابلِ یادگار تھا ۔
1884,m,وہ ججھارو فطرت کے وقف اور سخت_جاں صحافی تھے ۔
1885,m,صحافی ہونے کے ساتھ - ساتھ وہ مجاہد آزادی بھی تھے جو مادر وطن کو آزاد کرنے کے لئے ہمیشہ کوشاں تھے ۔
1886,,کانپور سے شائع ہونے والے اخبار ` پرتاپ ` کے ذریعہ گنیش شنکر ودیارتھی کی شخصیت میں مزید نکھار آنا شروع ہوا اور وہ ایک بیدار ، ہونہار اور منجھے ہوئے صحافی کے روپ میں مشہور ہوئے ۔
1887,,` پرتاپ ` پہلے ہفتہ_وار تھا لیکن بعد میں وہ روزنامہ ہو گیا ۔
1888,,۱۹۲۰ سے انھیں اس روزنامے کا مدیر اعلیٰ مقرر کیا گیا ۔
1889,m,گنیش شنکر ودیارتھی ہندی صحافت کے ابتدائی دور کے اہم صحافی تھے جو صحافیوں کی آزادی ، خودمختاری اور تنظیم کے لئے ہمیشہ جوجھتے رہتے تھے ۔
1890,m,` سماچار سدھاورشن ` کے مدیر شیام بابو سندر بنگالی ہونے کے باوجود ہندی کے پیشرووں میں اپنا اہم مقام رکھتے ہیں ۔
1891,,ذولسانی اخبار ` سماچار سدھاورشن ` میں ہندی کے ساتھ ساتھ بنگلہ زبان کا بھی مواد ہوا کرتا تھا ۔
1892,,اگرچہ پرانی روایت پالیسی کے حامی تھے لیکن نئے روزنامہ ہندی کے نفاذ میں بھی آپ نے مکمل تعاون کیا اور صحافتی دنیا میں قابل ذکر رول ادا کیا ۔
1893,m,پرتاپ نارائن مشر ہندی ، بنگالی ، سنسکرت ، انگریزی ، فارسی وغیرہ زبانوں میں ماہر قوم_پرست تھے ۔
1894,,اولوالعزم مدن موہن مالویہ جی کے ساتھ انھوں نے ` ہندوستھان ` کی ادارت سنہ ۱۸۸۹ میں کی ۔
1895,,اس سے قبل ۱۵ مارچ ۱۸۸۳ کو انھوں نے ` براہمن ` نامی ایک رسالہ نکالا ۔
1896,any,عوام کی زبان میں عوام کے لئے عوامی مفاد کے جذبات کی بنیاد پر شائع ` براہمن ` رسالہ ایک قسم سے موجودہ عوام کے گلے کی ہڈی بن گیا تھا ۔
1897,m,تقریباً ۳۲ کتابوں کے خالق جناب مشر بھارتیندو بابو ہریش چند کے بڑے پرستار تھے ۔
1898,any,بھارتیندو منڈل کے اس بہترین شاعر اور صحافی کا انتقال ۱۸۹۴ میں ہو گیا ۔
1899,,چٹیلے مزاح ، حقیقی کہاوت ، بہادری اور حبالوطنی کے لئے مشرا جی کو ہمیشہ یاد کیا جاتا رہےگا ۔
1900,,کانپور اور کاشی میں مطالعہ کرنے کے بعد امبیکاپرشاد واجپیئی نے کلکتہ کے الہ_آباد بینک میں ۱۹۰۲ سے ۱۹۰۵ تک نوکری کی ۔
1901,,` ہندی بنگواسی ` میں لگ_بھگ ڈیڑھ سال تک خدمت کرنے کے بعد ۱۹۰۷ میں واجپیئی جی نے ` نرسنگھ ` نامی ماہانہ رسالے کی اشاعت شروع کی جو ایک سال تک چلی ۔
1902,,۱۹۰۹ - ۱۰ میں وہ نیشنل کالج میں ہندی کے پرنسپل مقرر ہوئے ۔
1903,,۱۹۱۱ سے ۱۹۱۹ تک ` بھرتمتر ` کی قابل ذکر خدمات آپ نے صحافت کو آگے بڑھایا ۔
1904,,` جاسوس ` نامی پرچہ کے مدیر ناشر اور مخصوص مصنف گوپال رام گہمری نے تقریباً ۲۰۰ ناول لکھے ۔
1905,,جس طرح دیوکانندن کھتری نے عیاری طلسمی ناولوں کا احیا کیا اسی طرح انگریز جاسوسی ناولوں سے ترغیب پا کر گہمری جی نے ہندی میں جاسوسی کہانیوں اور ناولوں کا ڈھیر لگا دیا ۔
1906,,آپ نے ۱۹۴۶ تک ہندی کی خدمت کی ۔
1907,,ان کے مطابق انجمن ترقی پسند مصنفین کا قیام ۱۹۳۶ میں ہوا اور پریم چند ، ملک راج آنند ، سجادظہیر جیسے لوگ تنظیم کی قیادت میں رہے ۔
1908,m,میرے دوست پرنےکرشن نے اپنے مضمون ` ` ترقی_پسند تحریک کے 57 سال ` ` میں لکھا :
1909,f,` ` سجادظہیر کی ۱۹۳۶ میں بنائی گئی تنظیم کی اہمیت یہ تھی کہ وہ پہلی عظیم کوشش تھی جس میں اس پورے دائرے کی تخلیقی و انقلابی امکان کو روبہ_عمل کرنے کا خواب دکھایا ۔ ` `
1910,any,اب ذرا ایک بیان خود انجمن ترقی_پسند مصنفین کے بنیادگزاروں میں سے ایک ملک راج آنند کی زبانی سن لیں :
1911,,۱۹۳۵ میں لندن میں نومبر کے کہرے بھرے دنوں کے دوران ۱۹۳۱ کے مالی بحران کے مدنظر ہندوستان میں ہمارے جن اقدار کو نقصان پہنچا اور جس طرح ہندوستانی عوام میں ناامیدی چھائی ، اس سے دوچار ہم میں سے کچھ ساتھیوں نے انجمن ترقی_پسند مصنفین کا قیام ( لندن میں ) کیا ۔
1912,m,لندن میں ہم ہر ہفتے ادبی نشست کرتے رہے ۔
1913,,حالانکہ کل_ہند انجمن ترقی_پسند مصنفین کی کانفرنس اپریل ۱۹۳۶ میں لکھنو میں ہوئی ۔ ` `
1914,,ملک راج آنند کی بات صحیح مانی جائے یا موجودہ صدر پنلن کی ، یا دیگر قلمکاروں کی جو انجمن ترقی_پسند مصنفین کے قیام ۱۰ اپریل ۱۹۳۶ ثابت کرنے پر آمادہ ہیں ؟
1915,m,آخر وجہ کیا ہے اس بات کی کہ اتنے چھوٹے سے وقفے میں ایسی مبہم حالت بن جائے ؟
1916,any,دراصل ، اس کے تار جڑے ہیں اوپر اٹھائے گئے پہلے سوال سے کہ پریم چند کمیونسٹ تھے یا نہیں ؟
1917,any,ظاہر ہے کہ لندن میں جن لوگوں نے انجمن ترقی_پسند مصنفین کا قیام کیا ان میں بیشتر انگلینڈ میں تعلیم حاصل کرنے والے ہندوستانی ادیب اور قلمکار تھے ۔
1918,,وہ زیادہ_تر کمیونسٹ تھے اور دبی زبان میں یہ کہہ لوں کہ ان میں بیشتر اشراف یعنی ایلیٹ تھے ۔
1919,m,۱۹۳۰ کی دہائی آتے آتے پریم چند ہندوستانی ادیبوں میں خصوصاً ہندی اردو قارئین میں بلامبالغہ سب سے بڑا نام بن چکے تھے ۔
1920,any,انجمن ترقی_پسند مصنفین کے قیام میں پریم چند کا نام جڑنا تنظیم کے لئے بڑی تعظیم پانے جیسی بات تھی ۔
1921,,لہٰذا لکھنو کے سمینار کی صدارت کرنے والے پریم چند کو انجمن ترقی_پسند مصنفین کا بنیادگزار ہی مشہور کر دیا گیا ۔
1922,m,انجمن ترقی_پسند مصنفین کا سیدھا تعلق ہندوستانی کمیونسٹ پارٹی سے تھا ۔
1923,any,چنانچہ پریم چند مصنفین کی کانفرنس کی صدارت بھی کر گئے تھے ( اور جنھیں بعد میں کچھ نے انجمن مصنفین کے بنیادگزار کے روپ میں بھی قائم کر دیا ) ، ان کا نام کمیونسٹ ہونا بھی ضروری ہو گیا ۔
1924,f,تب قواعد شروع ہوئی پریم چند کے مضامین اور حوالوں کو بنیاد بنا کر انھیں کمیونسٹ ثابت کرنے کی ۔
1925,m,یقیناً پریم چند شروع میں بولشیوک انقلاب کے قائل ہوئے تھے ۔
1926,m,پریم چند جن کسانوں اور متاثرہ طبقے کے حامی تھے وہ نظریہ بولشیوک انقلاب اور کمیونسٹ خیالات سے جا ملتا تھا ۔
1927,,مگر پریم چند نے کبھی خود کو کمیونسٹ نہیں بتایا ۔
1928,f,نہ ان کے ادب میں پرتشدد بولشیوک انقلاب کی بازگشت ملی ۔
1929,any,ملا تشدد کا پیغام اور خونی انقلاب سے نفرت جو انھیں مارکس کے نہیں گاندھی بابا کے قریب لے جاتا تھا ۔
1930,any,پریم چند کو کمیونسٹ اعلان کرنا اسی طرح سے ہے جیسے جواہر لعل نہرو کو گاندھی سے الگ کر ان پر لال بلّا لگا دیا جائے ۔
1931,f,ہندوستانی کمیونسٹ پارٹی کی پہل پر ۱۹۳۶ میں ہی آل_انڈیا اسٹوڈنٹس فیڈریشن کی تشکیل ہوئی جس کا افتتاح نہرو نے کیا ۔
1932,,گاندھی رابندرناتھ ٹیگور ، تیج بہادر سپرو ، خان عبدالغفّار خاں وغیرہ نے پیغام بھیجے اور مقررین میں گووند بلبھ پنت بھی شامل تھے ۔
1933,f,اب وہ پہل تو کمیونسٹ پارٹی کی تھی لیکن جو نام ابھی گنے گئے ان میں کون کمیونسٹ تھا ؟
1934,f,انجمن ترقی_پسند مصنفین کے سمینار کی صدارت پریم چند نے ویسے ہی کی جیسے آل_انڈیا اسٹوڈینٹس فیڈریشن کے اجلاس کا افتتاح جواہرلعل نہرو نے کیا ۔
1935,m,اس حساب سے تو نہرو اور دیگر لوگوں سمیت گوندولبھ پنت کو بھی کمیونسٹ قرار دے دینا چاہیئے ؟
1936,m,پریم چند کو کمیونسٹ ثابت کرنے کے جگاڑ میں بارہا ان کے ` مہاجنی_تہذیب ` مضمون کا ذکر کیا جاتا ہے ۔
1937,f,بےشک پریم چند نے ` نئی تہذیب کا سورج دوردراز مغرب سے طلوع ` کی ستائش کی ۔
1938,m,یہ ایسا وقت تھا جب پہلے عالمی_جنگ کے بعد اچانک امید کی ایک کرن دکھی جس میں سرمایہ_داری کے ، استحصال کی ، غلامی کی زنجیریں ٹوٹتی نظر آئیں ۔
1939,any,اس نئی روشنی نے تمام ایسے لوگوں کے دلوں میں جگہ بنانی شروع کر دی جو مستحصِل ، جاگیردار اور سرمایہ_دارانہ نظام کے خلاف تھے یا خود استحصال_زدہ تھے ۔
1940,m,ان کی نظروں میں استحصال_زدہ سماج کیوں اونچا درجہ نہ پاتا ۔
1941,any,اس نئے ابھرتے نظام نے تو ان کو بھی پرامید کر دیا تھا جو جانتے بھی نہیں تھے کہ کمیونزم ہے کیا ۔
1942,f,ان کے لئے تو بس بھوک سے آزادی ہی سب کچھ تھی ۔
1943,m,پریم چند نے کہا ، خوش_قسمت ہے وہ تہذیب ، جو مالداری اور ذاتی املاک کا خاتمہ کر رہی ہے اور جلد ہی یا دیر سے دنیا اس کی تقلید ضرور کرے گی -
1944,any,یہ تہذیب فلاں ملک کے سماجی تخلیق یا دھرم و مذہب سے میل نہیں کھاتی یا اس ماحول کے مطابق نہیں ہے یہ دلیل نہایت بےربط ہے ۔
1945,m,بالکل صحیح کہا شہنشاہِ_ناول نے ۔
1946,f,یہی امید ہونی چاہیئے عظیم قلمکار سے ۔
1947,m,اور نظام بھی ایسا ہی ہونا چاہیئے ۔
1948,any,بھوک اور غلامی سے آزاد کرنے والی ۔
1949,,لیکن کیا اتنا کافی ہوگا پریم چند کو کمیونسٹ ثابت کرنے کے لئے ؟
1950,any,یعنی ان کے لئے اہم موضوع استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ہے ۔
1951,,لیکن وہ مذہبوں تک کی تعریف کر رہے ہیں اسی سانس میں ۔
1952,m,اس کا مطلب یہ ہوا کہ عیسائیت یا بدھ مذہب کے ذریعہ استحصال ، مہاجنی اور سرمایہ_داری سے آزادی ملے تو وہ بھی اتنی ہی تعظیم کے حقدار ہونگے ۔
1953,m,خود ذاتی زندگی میں پریم چند تمام ہندو روایات کے معتقد تھے ۔
1954,any,سچائی یہ ہے کہ پریم_آشرم ، سیواسدن جیسے ناول اور متعدد کہانیاں اکثر ان کو گاندھی کی طرف لے جاتی ہیں نا کہ کمیونسٹ کی طرف ۔
1955,m,۱۹۳۶ میں ہوئی انجمن ترقی پسند مصنفین کی کانفرنس میں جہاں ایک طرف مولانا حسرت موہانی جیسے آدمی نے کمیونسٹ خیالات کی نشر و اشاعت کی بات کی وہیں پریم چند نے اپنی تقریر میں ایک بار بھی ایسا کوئی بیان نہیں دیا ۔
1956,any,کوئی اس کی وجہ بتا سکتا ہے ؟
1957,any,پریم چند کو کہانی_کار ہی رہنے دینے میں ہم سب کی بھلائی ہے ۔
1958,any,` ` ادب سماج کے آگے چلنے والی مشعل ` ہمیشہ رہے گی اس کے لئے پریم چند کا کمیونسٹ ہونا ضروری نہیں ہے ۔
1959,f,ہمارے پچھلے ستاون برس کے دوست اشوک ( واجپیئی ، کبھی کبھی ، جن_ستّا ۹ جون ) نے نوبل انعام کی ایک صدی ` کی شروعات ہی ایک کثیر رائج ابہام سے کی ہے ۔
1960,,اخباروں کا بیجا استعمال کرنے کے لئے کچھ ریاستوں میں ایک نیا مجرمانہ سلسلہ شروع ہوا ہے ۔
1961,any,پچھلے کچھ انتخابات کے دوران کچھ اخباروں نے انتخابی خبریں چھاپنے کے لئے سیاسی پارٹیوں سے موٹی رقم لے لی ۔
1962,m,ہر امیدوار کو ملنے والی رقم کے تناسب میں خبروں کی پیشکش ہوئی ۔
1963,m,اس کے نیچے کہیں یہ واضح بھی نہیں کیا گیا ہے کہ یہ تعاونی خبر ہے ۔
1964,m,اترپردیش ، بہار اور تملناڈو کے سیاستدانوں کی طرح برطانیہ کے ممبر پارلیمنٹ کا ایک بڑا طبقہ یہ چاہتا ہے کہ اخباروں کی کنٹرول لائن کڑی ہونی چاہیئے ۔
1965,m,ہندوستانی سیاستداں ` ہلّا بول ` کی حد تک اخباروں کو قابو میں کرنے سے نہیں ہچکچاتے ۔
1966,,جبکہ برطانیہ کے سیاستداں پچھلے کچھ ماہ سے پارلیمنٹ کے اندر اور باہر یہ مہم چلائے ہوئے ہیں کہ پریس قانون کو زیادہ سخت کیا جائے ۔
1967,,یوں برطانیہ کی میڈیا کے ماہرین کا ماننا ہے کہ دنیا کے کسی بھی آزاد سماج کے مقابلے میں برطانوی پریس پر پہلے سے ہی سب سے زیادہ قانونی عمل - دخل ہے ۔
1968,any,یہ بات الگ ہے کہ فحش اخبار و رسائل میں بھی برطانیہ سب سے اول ہے ۔
1969,,برطانیہ اور ہندوستان میں سیاستداں کی ہی نہیں ہر شہری کی عزت و حرمت کے تحفظ کے لئے وافر آئینی جواز ہیں ۔
1970,,دوسری عالمی جنگ کے وقت سے چلے آ رہے سرکاری خفیہ قانون بھی ہیں اور اگر ان پر سختی سے عمل ہو تو وزارت دفاع کی بات دور رہی ، تحصیلدار کے دفتر میں رکھی کسی لال فائل میں دستیاب جنرل انتظامی جانکاری کو چھپانا بھی گناہ مانا جا سکتا ہے ۔
1971,any,عدالتوں کی سماعت میں سالہاسال نکل جاتے ہیں ۔
1972,any,پھر بھی سزا کی مناسب تجاویز ہیں ۔
1973,any,مسئلہ یہ ہے کہ دنیا کے سیاستداں قانون بنانے کی فکر بھلے کرتے ہوں ان کے قدم عمل کے مواقع پر ڈگمگانے لگتے ہیں ۔
1974,f,انھیں بیشتر حقوق اور ستائش کی چاہ رہتی ہے ۔
1975,m,تنقید برداشت کرنے کو کوئی تیار نہیں ہوتا ۔
1976,m,ہندوستان میں لالو یادو ہوں ، یا ارجن سنگھ یا لال کرشن اڈوانی یا جے للیتا ، بیشتر معقول خبروں اور تبصروں کو پسند کرتے ہیں ۔
1977,m,خامیوں کی تنقید کوئی نہیں پڑھنا چاہتا ۔
1978,f,برطانیہ کے شاہی خاندان کے ممبران پر چھپنے والی خبروں کو لیکر آئے دن ، مخالفت کی آوازیں اٹھتی ہیں ۔
1979,m,جرمنی کے چانسلر ہیلمٹ کول نے ملک میں زیادہ تر بکنے والا رسالہ ` دی اسپیگل ` کو ، کچھ برسوں سے انٹرویو دینے سے انکار کیا ہوا ہے ، کہ رسالے میں ان کی تیکھی تنقید چھپتی ہے ۔
1980,m,سابق امریکی صدر بل کلنٹن کچھ اخباروں اور صحافیوں سے ناراض رہے ہیں ۔
1981,any,دنیا میں سب سے زیادہ آزاد کہلانے والے ، امریکی اخباروں میں وہائٹ ہاوس کی خبریں جمع کرنے کے لئے تعینات ، نامہ_نگار کئی بار صدر کے ساتھ بدل جاتے ہیں ۔
1982,any,اس نظر سے سیاستدانوں اور صحافیوں کے درمیان شیریں یا تلخ تعلقات کی بات بہت انہونی نہیں ہے ۔
1983,m,ہندوستان میں نیا سلسلہ چلا ہے ، تنقید کرنے والوں کو کچلنے یا تباہ کرنے کا ۔
1984,m,کچھ عرصہ پہلے ، بہار میں قومی کہے جا سکنے والے ایک انگریزی روزنامہ کے کُل_وقت پیشہ_ور صحافی پولس بربریت کے شکار ہوئے ۔
1985,,چمپارن علاقے میں بائیں بازو کی ایک ریلی کی خبر یکجا کرنے کے لئے یہ خاص نامہ_نگار ، پٹنہ پہنچے تھے اور پولس نے ان کی جم کر پٹائی کر دی ۔
1986,any,بہار میں صحافی کے ساتھ زیادتی کا یہ حادثہ ، پہلا نہیں ہے ۔
1987,m,مجرم گروہ کی طرح پولس کا ایک بڑا طبقہ من_مانی اور زیادتی کا عادی رہا ہے ۔
1988,m,صحافیوں کے مضمون سے تلملانے والے افسر ، مجرم اور سیاستداں موقع ملتے ہی ، دماغ ٹھکانے لگانے کی کوشش کرتے ہیں ۔
1989,any,پھر بھی خوش_کن تعجب کی بات یہ ہے کہ بہار ، اترپردیش یا تملناڈو میں ایمانداری سے سچ لکھنے والے صحافیوں کی کمی نہیں ہے ۔
1990,m,اترپردیش میں تنقید کا لہجہ بند کرنے کے لئے اس وقت برسر اقتدار پارٹی کے سیاستداں نے ` ہلّا بول ` کا نعرہ دیا ۔
1991,m,اس کے منتظم اور صحافیوں کے ساتھ غریب اخبار فروخت_کار تک سیاسی مجرموں کے مظالم سے متاثر ہوئے ۔
1992,f,اس رویّے کی مذمّت ہر طرف ہوئی ۔
1993,f,دھنباد ضلع میں انتظامیہ اور پولس کے ذریعہ ۱۹۸۹ میں صحافیوں کی بےرحمانہ پٹائی ، اور ہتھکڑی لگائے جانے کے بعد بہار حکومت نے قومی سطح کے ایک جانچ کمیشن کی تشکیل کی تھی ۔
1994,m,جج جناب سرورعلی کی صدارت میں تشکیل ، اس کمیشن میں ، معروف مدیر جناب ایس ۔ سہائے ، جناب ایم ۔ وی دیسائی اور جناب شمبھوناتھ جھا شامل تھے ۔
1995,any,کمیشن نے ساری انتظامی مشکلات اور سیاسی الجھنوں کے باوجود ۱۹۹۱ میں اپنی رپورٹ سرکار کو دے دی ۔
1996,,لیکن ریاستی حکومت دو تین برس تک رپورٹ کو دبا کر بیٹھی رہی اور تھوڑا ہلا مچانے پر ، ایک دو صحافیوں کو معاوضہ دینے کی سفارش پر عمل کر کے چپ بیٹھ گئی ۔
1997,m,رپورٹ میں یہ بھی کہا گیا ہے ، آزادی کے پہلے انتظامیہ اور حکومت کے پاس سرکاری رازداری کے نام پر سخت پابندیاں تھیں ۔
1998,m,افسران نے اس ہتھیار کا جم کر استعمال کیا ۔
1999,f,آزادی کے ۴۷ سال بعد بھی اس رویے میں خاص تبدیلی نہیں آئی ۔
2000,,افسران پریس کانفرنس کرنے سے بچتے ہیں اور اگر کرتے ہیں ، تو وہاں عوامی عدالت کی طرح شکوے شکایت ہونے لگتی ہے ۔
2001,,پھر انتظامیہ اور صحافیوں کے درمیان سیدھے ٹکراو کی نوبت ٹالنے کے لئے دوطرفہ کوششوں کی ضرورت ہے ۔
2002,f,اس جانچ کمیشن نے اپنی رپورٹ میں سفارش کی تھی کہ صوبہ اور ضلع سطح پر صحافیوں اور افسران کی تعاون کمیٹیاں تشکیل کی جانی چاہیئے ۔
2003,m,ریاستی سطحی کمیٹیوں میں اطلاعاتی محکمہ کے وزیر ، ریاست سے شائع_شدہ اخبار کے تین مدیر ، پیشہ_ور یا رضاکار تنظیموں کے تین نمائندے ، مختلف اضلاعی کمیٹیوں سے منتخب پانچ صحافی ، اطلاعاتی محکمہ کے سکریٹری اور ڈائریکٹر شامل رہنا چاہیئے ۔
2004,m,ضلعی سطح کی کمیٹیوں میں مقامی مدیر یا نامہ_نگار ، پولس کمشنر ، ڈسٹرکٹ مجسٹریٹ ، طبی قانون یا سماجی تنظیموں کے دو نمائندے ہونے چاہیئے ۔
2005,m,جانچ کمیشن کے سینئر ممبر محترم مہیندر دیسائی کا ماننا تھا کہ `` اس جانچ کمیشن کا دائرہ فقط بہار کے لئے ہی نہیں دیگر ریاستوں کے لئے بھی آدرش بن سکتا ہے `` ۔
2006,any,بدقسمتی یہ ہے کہ دیگر ریاستوں کی باتیں دور رہیں ، بہار میں بھی اس کی سفارشیں لاگو نہیں ہوئیں ۔
2007,m,اترپردیش میں ` ہلّا بول ` کی حالت سامنے آنے پر ایک مرتبہ پھر اس کمیشن کی رپورٹ پر مختلف حکومتوں کا دھیان جانا چاہیئے ۔
2008,any,وقت پر صحیح اطلاع ملنے کی حالت میں ضلعی سطح کے نامہ_نگار انتظامیہ کا رخ بھی ٹھیک سے دیکھ سکتے ہیں ۔
2009,any,ہندی الکٹرانک میڈیا نے اطلاعاتی میڈیم کا نقشہ ہی بدل دیا ہے ۔
2010,any,ویسے لڑکی گھر میں ایسی گھل مل گئی ہے کہ کوئی اسے پرائی نہیں کہہ سکتا ۔
2011,,کل منگل ہے ، مبارک دن ہے ، بھیج دو اسے ۔
2012,,سب لوگ کہتے ہیں ، دیپاستّی سے مانگی ہوئی منّت ہمیشہ پوری ہو جاتی ہے ، تم بھی کچھ مانگ لو نا ۔
2013,,اگر تمھیں من_چاہا دولہا مل جائے تو ہمیں سب کچھ مل جائیگا ۔
2014,m,چندن ، چلو گھر چل کے کھانا کھا آتے ہیں ۔
2015,,نا بھیّا ! تم کھا آؤ ہم کو بالکل بھوک نہیں ہے ، بالکل نہیں ۔
2016,any,نہیں ۔ نہیں ، تم بھی ساتھ چلو ہمارے ، نہیں تو بھابھی کی جرح کا جواب کون دیگا ۔
2017,,چندن ، ہم لوگ مندر جا رہے ہیں ، چلوگے ؟
2018,,نہیں بھیّا ، ہمارا من نہیں کر رہا ہے کہیں جانے کو ، تم لوگ ہو آؤ ، ہم یہیں ہیں گھر میں ۔
2019,,تو آج یاد آ ہی گئی ہماری ۔
2020,,یاد تو اس کی آتی ہے جسے کوئی بھول جائے ، ہم تمھیں بھولے ہی کہاں تھے ۔
2021,,سچ کہیں گنجا ! جب سے تم آ گئی ہو نا ، گھر میں ہمارا ایک پل بھی دل نہیں لگتا ۔
2022,,ارے چندن ! تم ؟
2023,,اندر آ جاؤ ، اندر آ جاؤ بیٹا ، ارے ، اس برسات میں کیسے آیا ہے ؟
2024,any,اوہو ، تمھیں تو سردی ہو گئی ہے ۔
2025,,لو بیٹا ! پہلے یہ دوا کھا لو پھر یہ لڈّو کھا کر گرم دودھ پی لو ۔
2026,,ارے پہلے لڈو تو کھاؤ ، کل ہی گنجا نے بنائے ہیں ۔
2027,,لیکن گنجا ہے کہاں ؟ دکھائی نہیں دے رہی ۔
2028,,وہ تو پھولیسری کے نانیہال میں شادی ہے نا ، وہاں گئی ہے ۔
2029,,چندن ! ایک کام کرو گے ، کل ہمیں چوبےپور پہنچا آؤگے ؟
2030,,ہمارا بڑا من کرتا ہے ، سب کو دیکھنے کا اور پھر اماں بھی کہلائی تھیں کہ منّے کا منھ نہیں دیکھا ۔
2031,any,اچھا ، ضرور چلینگے ۔
2032,any,امّی ! باجی آ گئی ۔
2033,any,ارے ! یہاں اکیلے میں کا باتیں ہو رہی ہیں تم دونوں میں ؟
2034,any,کاہے چندن ! ہمیں بھی تو بتاؤ تمھارے من کی بات ۔
2035,,ٹھیک ہے ، مت بتاؤ کوئی ، لیکن ہم تو سب جان ہی گئیں ۔
2036,f,ارے ! تو کہاں چلی ؟
2037,,ٹھہر تو بتا ، چندن تجھے پسند ہے ، شادی کریگی اس سے ؟
2038,,میں واپس جاتے ہی ، تمھارے بھیّا سے کہہ کر سب کچھ طے کرا دونگی اور پھر بابو جی سے کہہ کے شادی کرا دونگی ، ٹھیک ہے ، اب خوش ؟
2039,f,کاکا ! ہم ایک بات سوچ رہے تھے ۔
2040,,اگر اب چندن کا بیاہ کر دیں تو کیسا رہے گا ؟
2041,,ارے بیٹا ! تم نے تو ہمارے منھ کی بات چھین لی ، ہم تم سے یہی کہنے جا رہے تھے ۔
2042,,تو پھر جلدی سے دیکھ سن کے طے کر دو ۔
2043,any,رجو ! ای کا کہہ رہی ہو ؟
2044,,تمھارا بیاہ ہمارے ساتھ ؟
2045,m,کا تم ہم کو نہیں چاہتے ؟
2046,,ہم کو پیار نہیں کرتے تو پھر کسے کرتے ہو ؟
2047,,من تو ہمارا گنجا کو چاہتا ہے رجو اور گنجا بھی ہمیں اتنا ہی چاہتی ہیں ۔
2048,,رجو ! من تو ایک ہی ہوتا ہے ، دو نہیں ، اور وہ کب اور کیسے گنجا کا ہو گیا ، یہ ہم بھی نہیں جان پائے ۔
2049,any,چندن ! ارے او چندن ! تمھارا بھیّا ، اومکار جیجا کہاں ہے ؟
2050,any,ذرا بلاؤ ان کو -
2051,any,تمھاری بھابھی سیڑھی پر سے گر پڑی ہیں -
2052,m,سر سے خون نکلا ہے
2053,any,حالت نازک ہے ۔
2054,any,اومکار ! اے اومکار ! ارے ایسے اندھیرے میں کاہے گم۔صم ہو کر بیٹھے ہو بیٹا ؟
2055,,ارے وہ اپنی تھی نہیں ، نرموہن تھی ، چار دن کے لئے موہ - محبت لگا کر چلی گئی ۔
2056,m,سنو ، اب اتنا سوچتے رہنے سے کیا ہوگا ؟
2057,,امانت جس کی تھی وہ لے گیا ، اس کے آگے کس کا بس چلتا ہے ۔
2058,,اور سکھ و دکھ تو زندگی میں آتے ہی رہتے ہیں ، انھیں سہن کرنا پڑتا ہے ۔
2059,m,ہاں بیٹا ! گھر پر جو گاج گری ہے ، اسے تو سب کو مل کر سہنا پڑیگا ۔
2060,m,ویدجی ! ہم تو سمجھتے ہیں کہ اس گھر میں ایک بہو کا ہونا بہت ضروری ہے ، لیکن ہماری سنتا کون ہے ؟
2061,any,یہ بدقسمتی ہی ہے کہ آجکل باہر کی چیز کو اپنے ملک پر تھوپنا آسان سمجھا جانے لگا ہے ۔
2062,m,اشتہارات دہندہ چاہتا ہے کہ ایک ہی پیغام ایک ہی قسم کی تصویر اگر دنیا بھر میں چل سکے تو بہت اچھا ہے ۔
2063,any,یہ میڈیا کی فطرت بن گئی ہے ۔
2064,any,ہندی میں پروگرام بنانا سب سے آسان ہے ۔
2065,,آپ طرح طرح کی فلموں کے ٹکڑے لیجئے ، گانے لیجئے ، لڑکیوں کو کھڑا کر دیجئے جو اسپرنگ کی طرح باتیں کر سکیں اور پروگرام کا خاکہ بنا سکیں ۔
2066,any,جن معاملوں کا عام لوگوں سے سروکار ہے اور جنھیں غور کرنے کے لئے مختلف علاقوں کے سفر کی ضرورت ہوتی ہے وہاں ٹی_وی کے نیٹ_ورک ابھی صحیح معنوں میں نہیں پہنچ پا رہے ہیں ۔
2067,m,وہ تبھی وہاں پہنچتے ہیں جب کوئی بہت ہی سنسنی_خیز یا سیکسی بات ہو ۔
2068,,مجموعی آبروریزی کا واقعہ ہو یا قتل کا ، کیمرے فوراً وہاں تعینات کر دئے جاتے ہیں ۔
