senlen,sentences
8,ان دونوں حالات کو دیکھا جانا چاہیئے ۔
16,جب باغیوں سے نمٹنے کی بات ہوتی ہے تو زنا تک کے الزام لگتے ہیں ۔
26,جس مقام پر ہر پل گولی لگنے کا ڈر ہو ، دہشتگردوں کے نشانے پر جان ہو ، کیا وہاں عصمت_دری کیا جانا ممکن ہے ؟
17,کتنے نامہ_نگار ہیں جو ہماری فوج کی مختلف بٹالینوں اور ان کی روایتوں کو جانتے ہیں ؟
36,دنیا میں کس طرح سے جدید_ترین اسلحہ ، جنگی جہاز ، لڑاکو طیارہ ، دفاعی ساز و سامان ، رڈار ، میزائلیں وغیرہ کا فروغ ہو رہا ہے اس پر بھی نظر رکھنا ضروری ہے ۔
16,اس کے لئے دنیا کی مشہور ` جینس ویکلی ` سب سے مفید کتاب ہے ۔
22,بلواسٹار آپریشن کے دوران بی_بی_سی کے نامہ_نگار تک نے تو ایک غلطی کی کہ آرمی پرسنل کیرئر کو جنگی ٹینک سمجھا ۔
28,یہ بھی سمجھ ہونی چاہیئے کہ فوج کے تینوں حصوں میں برّی فوج کا اول ، بحری فوج کا دوم اور فضائی فوج کا تیسرا مقام ہے ۔
18,اخبارات میں وہی خبر تفصیل سے دی جاتی ہے ، جس کی عوام کو بھوک ہوتی ہے ۔
14,یوں تو کسی بھی خبر کی کوئی ٹھوس توضیح ہمیں نہیں ملتی ہے ۔
21,انگریزی کا ` نیو ` لیٹن کے نواں اور سنسکرت کے نو لفظ کا ایک ہی مطلب ہے ۔ نوین ۔
10,حقیقت میں خبر وہ NULL ، جو نئی ہو ۔
19,ایک اندازے کے مطابق ۳۰ سے ۳۵ فیصد خبروں کا تعلق براہ_راست یا بالواسطہ جرم سے ہوتا ہے ۔
23,سوال اٹھتا ہے آخر آج کے سماج میں قتل یا جرم یا بھاری حادثوں کے تئیں عوام کی اتنی دلچسپی کیوں ہے ؟
16,ایسے حادثات سے بھری لاکھوں کتابوں یا اخبار و رسائل کی اتنی مانگ کیوں ہے ؟
11,الکٹرانک میڈیا میں بھی مجرمانہ سیریل کیوں زیادہ مقبول ہیں ؟
18,اس سوال کا حل کھوجنے سے قبل یہ جان لینا بھی ضروری ہے کہ جرم کیا ہے ؟
15,سوال اٹھتا ہے کہ کیا مذہب کے خلاف کیا گیا عمل جرم نہیں ہے ؟
23,وہ بھی ہے ، کیونکہ مذہب کے خلاف کئے گئے کسی بھی امر کو ہم `` گناہ `` کا نام دیتے ہیں ۔
13,قانون کی زبان میں ` ` گناہ ` ` بھی جرم ہے ۔
23,اسی طرح انھوں نے چودھری دیوی لال کی کہی ہوئی باتوں کو ` انڈین ایکسپریس ` میں لفظ بہ لفظ چھاپ دیا ۔
15,شوری کے مطابق ` تہلکہ ٹیپ ` میں اپنائے گئے طریقے مناسب نہیں ہیں ۔
9,غیرمعمولی حالت میں غیرمعمولی تدبیر کرنی ہوتی ہے ۔
49,جہاں تک بدعنوانی کو سامنے لانے کے لیے `` لیک `` سے ہٹکر کام کرنے کا سوال ہے زیادہ_تر لوگوں کا ماننا ہے کہ ` تہلکہ ڈاٹ کام ` نے ملک کی خدمت کی ہے جبکہ کچھ لوگ اس کے ذریعہ اپنائے گئے طریقوں کو لیکر پریشان ہیں ۔
26,ہر مدیر اپنے اخبار کی اشاعتی تعداد بڑھانے کے لئے مضامین کا ایسا سلسلہ شائع کرنا چاہتا ہے جو لوگوں کی نظروں میں چڑھ جائے ۔
9,عموماً مدیر اخبار کا اداریہ خود لکھتے ہیں ۔
9,مدیر اخبار کی پالیسی کو واضح کرتا ہے ۔
15,کچھ مدیر اپنے معاون مدیروں کو ہدایات دے کر ان سے اداریہ لکھاتے ہیں ۔
11,ہر مدیر روزانہ اپنے معاون کے ساتھ بیٹھک کرتا ہے ۔
28,اس میٹینگ میں گزشتہ دن کے اخبار کا تجزیہ کیا جاتا ہے اور اگلے دن کے اخبار میں کیا دیا جائےگا اس کا منصوبہ بنایا جاتا ہے ۔
20,میٹینگ میں مدیر اکثر اہم خبر کہاں پر کیسے شائع کی جائیگی اس کا تعین بھی کیا کرتا ہے ۔
9,عموماً یہ کام اخبار کے مدیر کرتے ہیں ۔
10,چھوٹے اخبار میں تو مدیر سب کو جانتا ہے ۔
12,بڑے میں یہ ممکن نہیں ہے کہ وہ سب کو جانے ۔
14,بڑے اخبار میں مدیر اپنے کچھ حقوق اپنے معاون کو دے دیتا ہے ۔
12,بڑے اخبار میں بیشتر کام میٹینگ کے ذریعہ کیا جاتا ہے ۔
15,ہر ایک اخبار میں مدیر کے بعد مشترکہ مدیر یا معاون مدیر ہوتے ہیں ۔
15,مدیر کے تعطیل پر جانے پر یہی مدیر کی جانب سے کام نمٹاتے ہیں ۔
12,ہر اخبار میں ایک یا دو اخبار کے مدیر ہوتے ہیں ۔
15,عموماً ایک خبر مدیر دن کے لئے اور ایک رات کے لئے ہوتا ہے ۔
12,اخباری مدیر کون سی خبریں جائیںگی اس کا تعین کرتے ہیں ۔
14,رات کی خبر مدیر شہری اشاعت کے اخبار کو حتمی روپ دیتا ہے ۔
14,کبھی کبھی اسے پہلے صفحہ کی خبروں میں بنیادی تبدیلی کرنی پڑتی ہے ۔
15,کبھی کبھی ایسے مواقع بھی آتے ہیں جب پورا چھپا صفحہ بدلنا پڑتا ہے ۔
14,عموماً معاون مدیر یا اہم نائب مدیر ان کاموں کو بھی دیکھتے ہیں ۔
23,اخبار میں کتنے ہی معاون مدیر ، فیچرنگار اور نائب مدیر کیوں نہ ہوں اخبار کی پوری ذمہ_داری مدیر کی ہوتی ہے ۔
7,مدیر کا کام بڑا جوکھم_بھرا ہے ۔
10,ان میں سب سے اہم ہے ہتک_عزت کا مقدمہ ۔
8,سبھی اخبارات کے قانونی مشیر ہوتے ہیں ۔
10,یہ اخبار کو متنازعہ موضوعات میں مشورہ دیتے ہیں ۔
36,ہتک_عزت کے دائرے میں آنے والی خبریں بھی شائع کی جا سکتی ہیں بشرطیکہ وہ سچ ہوں ان کی اشاعت عوامی مفاد میں ہو اور ان کی اشاعت غلط ارادے سے نہ کی گئی ہو ۔
16,وکیل کا کام یہ بتانا نہیں ہے کہ کیا شائع کیا جائے اور کیا نہیں ۔
10,اس کا کام فقط قانونی حالت واضح کرنا ہے ۔
12,ہتک_عزت کے سوا ملزم کو قصوروار ٹھہرانا عدالت کی خلاف_ورزی ہے ۔
32,"مان لیجئے ایک شخص کو قتل کے الزام میں گرفتار کیا جاتا ہے , اب اگر اخبار میں خبر چھپتی ہے کہ قاتل پکڑا گیا تو یہ عدالت کی خلاف_ورزی ہے ۔"
24,پکڑا گیا شخص جب تک کہ اس کا جرم ثابت نہیں ہو جاتا ملزم ہے یعنی اس پر جرم کرنے کا الزام ہے ۔
19,الزام عدالت سے تصدیق ہونا ہے لہٰذا ایسے آدمیوں کو قاتل کہنا کسی نظر سے مناسب نہیں ہے ۔
12,پارلیمنٹ کی خبر بھی بڑی احتیاط سے شائع کی جانی چاہیئے ۔
18,پارلیمنٹ کو اپنے حقوق اور خصوصی حقوق کا تحفظ کرنے کے لئے عدالت کی طرح حق ہیں ۔
24,اس تعلق سے ایک مشکل دقت یہ ہوتی ہے کہ یہ پارلیمنٹ ممبران کے افسران کو ابھی تک منسلک نہیں کیا گیا ہے ۔
25,مدیر کو اس بات کا بھی دھیان رکھنا پڑتا ہے کہ اس کے رسالے کے خلاف پریس کونسل میں شکایت نہ کر دی جائے ۔
24,پریس کونسل کو جرمانہ اور جیل بھیجنے کا حق تو نہیں ہے لیکن اسے متعلقہ خبر کی مذمت کرنے کا لازمی حق ہے ۔
29,پریس کونسل فرقہ_وارانہ مضمون ، بےبنیاد خبر شائع کرنے ، نسلی تفریق پھیلانے ، خواتین کے خلاف تفریق کرنے کے لئے اخبارات کے خلاف کاروائی کر سکتی ہے ۔
15,صحافت قارئین کو بتاتی ہے کہ اس کے آس_پاس اردگرد کیا ہو رہا ہے ۔
18,صحافت ایک صنعت ہے ایک کاروبار ہے اور اسی کے ساتھ ساتھ وہ ایک مشن بھی ہے ۔
27,دیگر صنعتوں کی طرح صحافت صنعت بھی فائدہ کمانے کی کوشش کرتی ہے لیکن دیگر صنعتوں کی طرح اس کا محض ایک مقصد مانا جاتا ہے ۔
30,"صحافت کے دو اہم مقاصد ہیں , پہلا ، اطلاع دینا یعنی حادثے کی رپورٹ کرنا اور دوسرا خبر پر تشریح پیش کرنا اور خبر پر مبنی رائے بنانا ۔"
10,فیچر کسی بھی ہمعصر موضوع پر لکھا جاتا ہے ۔
17,سمدھن جی اب آپ چاہیں ناراض ہو جائیں ، ہم آپ کو آج نہیں جانے دینگے ۔
12,ارے ہاں پریم بیٹا ، آخر کب تک یہاں بیٹھے رہینگے ؟
9,بتاؤ تو صحیح ، کرنا کیا ہے بھئی ؟
24,بڑا آسان سا گیم ہے ، وہاں پر بھولا جی میوزک بجائیں گے ، یہ تکیہ ہم لوگ یہاں پر پاس کریں گے ۔
35,جب بھی میوزک رکے گا یہ تکیہ جس کے بھی ہاتھ میں ہوگا وہ پھنسے گا اور پھر جو بھی سزا ہم اسے دینا چاہیں گے ہم دینگے اور اسے ماننی بھی پڑے گی ۔
12,ہم وہاں بیٹھ کر دیکھیں گے کہ کوئی چیٹنگ نہ کرے ۔
17,بھئی کمال کرتے ہیں ڈاکٹر صاحب ، فولادی جگر ہے اتنی جلدی فیل تھوڑے ہی ہوگا ۔
26,بھابھی جی ! ہمیں آپ سے ایک شکایت ہے ، آپ اتنے دن یہاں رہے ، ایک بار بھی ہمارے گھر کھانے پر نہیں آئے ۔
15,ارے بھائی ایک منٹ ، آپ لوگوں کو ٹھیک سے رخصت تو کر دیں ۔
22,سمدھن جی ! یہ من بھی کتنا باورا ہے ، جتنا پاتا ہے اس سے زیادہ پانے کی خواہش رکھتا ہے ۔
21,ایک دن تو ہم نے آپ سب کو روک لیا ، اب جی چاہتا ہے ایک دن اور روک لیں ۔
21,نشا کے ساتھ ایک فوٹو تو دلائیے تاکہ یاد تو رہے کہ اتنے دن ہمارے ساتھ کتنے پیار سے رہی ۔
4,جی رہی ہو ؟
13,اب کوئی بہانا بھی تو نہیں جس سے میں تمھیں روک سکوں ۔
17,جیسے ہی فیکٹری کا افتتاح ہو جائے ، میں بھابھی سے اپنی شادی کی بات کرونگا ۔
10,ارے میرے پیارے بھائیو ، دیکھ کیا رہے ہو ؟
13,ہمارے پریم بھیّا آج بڑے صاحب بن گئے ہیں ، سلام کرو ۔
7,بس اسی کا ڈر تھا مجھے ۔
27,ارے ان نوکروں کو تو میں خوب اچھی طرح سے جانتی ہوں ، یہ بیماری تو بہانہ ہے بہانہ ، پیسے اینٹھنے کی اسکیم ہے سمجھی ۔
20,بھابھی ! ہم اپنی قسم کھا کر کہتے ہیں یہ تار جھوٹا نہیں ہے ، خریدا ہوا نہیں ہے ۔
27,سن ، جب تیری بھابھی ٹھیک ہو جائے نہ ، تو سب سے پہلے ان سے کہنا کہ تو نے اپنے لئے چمیلی ڈھونڈ لی ہے ۔
20,بہو ! کل کلّو چلا گیا ، آج تم لوگ چلے جاؤ گے ، ہمارا من کیسے لگے گا ۔
25,اسیلئے تو کہتی ہوں کاکا جی ، ہماری فیکٹری کا کام شروع ہو گیا ہے ، اب ہمارے لئے ایک دیورانی لے آئیے نہ ۔
14,چلو بہو ! آج سے اس کے لئے دلھن چننے کی ذمہ_داری تمھاری ۔
15,آج آپ کی شادی کی بات کیا چلی ، موسم نے جادو کر دیا ۔
24,کاکا جی نے آپ کی باگ_ڈور اب ہمارے ہاتھ میں دے دی ہے ، یہ بتائیے جناب لومیرج پسند کریں گے یا ارینجڈمیرج ؟
26,دیکھو منّا ! آپ کے چاچا آپ کے پاپا سے دو قدم آگے نکلے ، چپکے چپکے آپ کے لئے ایک چاچی بھی ڈھونڈ لی ۔
21,یعنی کہ آپ نے اور آپ کی میڈم نے مل کر پہلے سے ہی یہ پروگرام طے کر رکھا ہے ۔
17,ارے ! اگر وہ نیچے آ رہی ہے تو چل ہم اس کے پاس چلتے ہیں ۔
13,کھا لے ٹفی ، تجھے کھلانے والی اب واپس نہیں آئے گی ۔
16,وہ تو بےرحم تھی ، چار دن کا موہ جگا کر ہمیں اکیلا چھوڑ گئی ۔
18,پتہ نہیں کیا جادو تھا اس بچی میں ، اس کے بنا تو جینا ہی بھول گئے ۔
25,ارے جگن ! جگن ! سبھی ڈاکٹروں نے جواب دے دیا تھا ، کہہ دیا تھا کہ ہماری بھابھی اب کبھی ٹھیک نہیں ہوگی ۔
15,لیکن ، ہمیں بھروسہ تھا ، ہمیں بھروسہ تھا انھیں کچھ نہیں ہو سکتا ۔
24,پوجا بھابھی نے ان کے لئے دعا کی تھی نہ بھیّا جی اور وہی ہوا ، ان کی آنکھیں کھلی ، وہ مسکرائی ۔
22,ہم نے ان کو یہی کہا یہ سب کرشمہ اس بھابھی کا ہے جس کا ہاتھ ہمارے سر پر ہمیشہ ہے ۔
28,مالک ! مالک ! ہمارے آنسوؤں کے لئے جان دے گئی بھابھی ، اپنی دعا میں ہماری بھابھی کو زندگی دے گئی بھابھی ، زندگی دے گئی ۔
17,بڑے بھیّا ! پوچھو اس خدا سے اچھے لوگوں کو اپنے پاس کیوں بلا لیتے ہیں ؟
5,کیوں بلا لیتے ہیں ؟
18,للّو ! تیری پوجا بھابھی تو شفقت کی دیوی تھی ، ممتا کا خزانہ تھا اس میں ۔
21,وہ بھی تو پیار کا بھوکا ہے ، اسے بھی تو پیار چاہیئے للّو ، اسے بھی تو پیار چاہیئے ۔
19,ممتا کی بات کہہ رہے ہو ، اس پر تو ہمارے راج کا حق تھا نہ ؟ حق ؟
25,پوجا کے جانے کے بعد ہمیں اس کی اتنی کمی محسوس ہو رہی ہے تو ذرا سوچو بیچارے راجیش پر کیا بیت رہی ہوگی ۔
23,وہ خود کو بھلے ہی کچھ نہ کہے لیکن اتنے دنوں سے اس کی حالت تو ہم لوگ دیکھ ہی رہے ہیں ۔
20,اندر ہی اندر اسے فکر کھائے جا رہی ہے اور اس کی پریشانی کی وجہ ہے منے کی پرورش ۔
17,راجیش بیٹا ! تجھے اپنے منے کے مستقبل کے لئے پریشان ہونے کی بالکل ضرورت نہیں ۔
17,راجیش کا بیاہ اس وقت سویٹی سے ہوتا تو آج یہ دن دیکھنے کو نہ ملتا ۔
24,ارے ، کسی اور کے بچے کو سینے سے لگا کر رکھنے کے لئے اپنی تہذیب کی پہچان ہونی چاہیئے ، سمجھی تم ؟
10,آجکل کون سی لڑکی سوتیلی ماں بننا پسند کریگی ؟
14,کون سے ماں _ باپ ایسے حالات میں اپنی بیٹی راجیش کو دینگے ۔
16,دیویدی جی کے ذریعہ کی گئی تقریر کی بات شروع میں کہی جا چکی ہے ۔
34,آگے کی اہم لائنوں کو دیکھئے - اگر دیویدی جی نہ اٹھ کھڑے ہوتے تو جیسے غیرمنظم ، مخالف قواعد اور بےہودہ زبان چاروں جانب دکھائی پڑتی اس کی روایت جلد نہ رکتی ۔
16,۱۶ جنوری ۱۸۹۹ کو گپت جی نے ` بھارت - متر ` کی ادارت سنبھالی ۔
9,ان کو چلانے کی ذمہ_داری انھیں پر تھی ۔
12,اسلئے اخبار کو انھوں نے اپنے مطابق ایک نیا نظام دیا ۔
28,گپت جی چونکہ شعورِ عہد کے تئیں بیدار تھے اور ان کی ذاتی ایمانداری مستحکم تھی اسلئے فطری تھا کہ شدید قومیت ہی اخبار کی پالیسی بنے ۔
8,بالمکند گپت مہاویرپرساد دیوید کے ہمعصر تھے ۔
12,لیکن ان کا مضمون لکھنے کا اسلوب بھارتیندو عہد کا ہے ۔
10,زبان میں پہلے سے اب شفافیت آ چکی تھی ۔
22,جملوں کی ترتیب ایکدم مانوس ہے ، رفتار اور یتی کا ویسا ہی دھیان رکھا گیا ہے جیسے آزاد نظم میں ۔
12,گپت جی چھوٹے اور چبھتے ہوئے جملے لکھنے میں بےمثال تھے ۔
24,انھوں نے صحافت سے سیکھ لیا تھا کہ طویل جملے اور بامحاورہ آسان زبان ، تاثر کے نظریے سے نہایت مفید ہوتی ہے ۔
55,کاشی میں جنمے پراڈکرجی کو صحافت کے شعبے میں داخلہ دلوانے کا سہرا ویسے تو ان کے ماما جناب گنیش سکھارام دیوسکر کو ہے لیکن ` ہتوارتا ` سے ` بھرت متر ` میں ملا کر انھیں ایک نئے عہد کا آغاز کرنے کا موقع مدیر اعلیٰ پنڈت امبیکا پرساد واجپئی نے ہی دیا ۔
10,بنگال میں تب صحافت کا فن کافی تیز تھا ۔
13,اس وقت کے بنگال کے ایک نایاب صحافی تھے ، پنچکوڑی بنرجی ۔
8,وہ متعدد اسلوب میں لکھ سکتے تھے ۔
19,انھیں کبھی پراڑکر جی کے باپ نے پڑھایا تھا اسلئے وہ پراڑکر جی سے خصوصی انسیت رکھتے تھے ۔
12,انھوں نے نوجوان پراڑکر کو صحافت کی ابتدائی تعلیم دی تھی ۔
59,نوجوانوں میں جس لگن سے انھوں نے مطالعہ کیا تھا اور ماما اودیسکر جی کی ترغیب سے ایک ہاتھ میں گیتا اور دوسرے میں ` پستول ` لے کر جس انقلابی مستقبل کا ذکر کیا اس کے لئے نیا میڈیم لازمی تھا اور یہ میڈیم بننے کی قوت ان جیسے مفکر کے لئے صحافت میں ہی نہاں تھی ۔
23,پراڑکر جی نے نہ صرف ہندی صحافت کو نئی راہ دی بلکہ انھوں نے ہندی نثر کا خاکہ دلکش اور موثر بنایا ۔
12,انھوں نے نئے لفظ گڑھے اور نئے محاوروں کو رائج کیا ۔
15,` آج ` میں چلائے گئے آپ کے سیکڑوں لفظ ہندی میں چل پڑے ۔
27,مسٹر کے مقام پر ` شری ` اور ` میرس ` کی جگہ ` سروشری ` کا استعمال آپ نے ہی چلایا جو بہت رائج ہوا ۔
9,پھر حکومتِ ہند نے بھی اسے قبول کیا ۔
13,ہندی قواعد کے متعدد بنیادی اصول آپ کے ساتھ ہی چلے گئے ۔
23,` میں ` اور `` کو `` کے استعمال سے متعلق آپ کے قواعد و اصول خاص طور پر قابل ذکر ہیں ۔
14,ہندی صحافت کے شعبے میں گنیش شنکر ودیارتھی کا تعاون قابلِ یادگار تھا ۔
10,وہ ججھارو فطرت کے وقف اور سخت_جاں صحافی تھے ۔
23,صحافی ہونے کے ساتھ - ساتھ وہ مجاہد آزادی بھی تھے جو مادر وطن کو آزاد کرنے کے لئے ہمیشہ کوشاں تھے ۔
38,کانپور سے شائع ہونے والے اخبار ` پرتاپ ` کے ذریعہ گنیش شنکر ودیارتھی کی شخصیت میں مزید نکھار آنا شروع ہوا اور وہ ایک بیدار ، ہونہار اور منجھے ہوئے صحافی کے روپ میں مشہور ہوئے ۔
14,` پرتاپ ` پہلے ہفتہ_وار تھا لیکن بعد میں وہ روزنامہ ہو گیا ۔
12,۱۹۲۰ سے انھیں اس روزنامے کا مدیر اعلیٰ مقرر کیا گیا ۔
27,گنیش شنکر ودیارتھی ہندی صحافت کے ابتدائی دور کے اہم صحافی تھے جو صحافیوں کی آزادی ، خودمختاری اور تنظیم کے لئے ہمیشہ جوجھتے رہتے تھے ۔
23,` سماچار سدھاورشن ` کے مدیر شیام بابو سندر بنگالی ہونے کے باوجود ہندی کے پیشرووں میں اپنا اہم مقام رکھتے ہیں ۔
20,ذولسانی اخبار ` سماچار سدھاورشن ` میں ہندی کے ساتھ ساتھ بنگلہ زبان کا بھی مواد ہوا کرتا تھا ۔
30,اگرچہ پرانی روایت پالیسی کے حامی تھے لیکن نئے روزنامہ ہندی کے نفاذ میں بھی آپ نے مکمل تعاون کیا اور صحافتی دنیا میں قابل ذکر رول ادا کیا ۔
19,پرتاپ نارائن مشر ہندی ، بنگالی ، سنسکرت ، انگریزی ، فارسی وغیرہ زبانوں میں ماہر قوم_پرست تھے ۔
19,اولوالعزم مدن موہن مالویہ جی کے ساتھ انھوں نے ` ہندوستھان ` کی ادارت سنہ ۱۸۸۹ میں کی ۔
17,اس سے قبل ۱۵ مارچ ۱۸۸۳ کو انھوں نے ` براہمن ` نامی ایک رسالہ نکالا ۔
32,عوام کی زبان میں عوام کے لئے عوامی مفاد کے جذبات کی بنیاد پر شائع ` براہمن ` رسالہ ایک قسم سے موجودہ عوام کے گلے کی ہڈی بن گیا تھا ۔
16,تقریباً ۳۲ کتابوں کے خالق جناب مشر بھارتیندو بابو ہریش چند کے بڑے پرستار تھے ۔
15,بھارتیندو منڈل کے اس بہترین شاعر اور صحافی کا انتقال ۱۸۹۴ میں ہو گیا ۔
20,چٹیلے مزاح ، حقیقی کہاوت ، بہادری اور حبالوطنی کے لئے مشرا جی کو ہمیشہ یاد کیا جاتا رہےگا ۔
23,کانپور اور کاشی میں مطالعہ کرنے کے بعد امبیکاپرشاد واجپیئی نے کلکتہ کے الہ_آباد بینک میں ۱۹۰۲ سے ۱۹۰۵ تک نوکری کی ۔
34,` ہندی بنگواسی ` میں لگ_بھگ ڈیڑھ سال تک خدمت کرنے کے بعد ۱۹۰۷ میں واجپیئی جی نے ` نرسنگھ ` نامی ماہانہ رسالے کی اشاعت شروع کی جو ایک سال تک چلی ۔
14,۱۹۰۹ - ۱۰ میں وہ نیشنل کالج میں ہندی کے پرنسپل مقرر ہوئے ۔
18,۱۹۱۱ سے ۱۹۱۹ تک ` بھرتمتر ` کی قابل ذکر خدمات آپ نے صحافت کو آگے بڑھایا ۔
20,` جاسوس ` نامی پرچہ کے مدیر ناشر اور مخصوص مصنف گوپال رام گہمری نے تقریباً ۲۰۰ ناول لکھے ۔
34,جس طرح دیوکانندن کھتری نے عیاری طلسمی ناولوں کا احیا کیا اسی طرح انگریز جاسوسی ناولوں سے ترغیب پا کر گہمری جی نے ہندی میں جاسوسی کہانیوں اور ناولوں کا ڈھیر لگا دیا ۔
9,آپ نے ۱۹۴۶ تک ہندی کی خدمت کی ۔
29,ان کے مطابق انجمن ترقی پسند مصنفین کا قیام ۱۹۳۶ میں ہوا اور پریم چند ، ملک راج آنند ، سجادظہیر جیسے لوگ تنظیم کی قیادت میں رہے ۔
18,میرے دوست پرنےکرشن نے اپنے مضمون ` ` ترقی_پسند تحریک کے 57 سال ` ` میں لکھا :
38,` ` سجادظہیر کی ۱۹۳۶ میں بنائی گئی تنظیم کی اہمیت یہ تھی کہ وہ پہلی عظیم کوشش تھی جس میں اس پورے دائرے کی تخلیقی و انقلابی امکان کو روبہ_عمل کرنے کا خواب دکھایا ۔ ` `
21,اب ذرا ایک بیان خود انجمن ترقی_پسند مصنفین کے بنیادگزاروں میں سے ایک ملک راج آنند کی زبانی سن لیں :
54,۱۹۳۵ میں لندن میں نومبر کے کہرے بھرے دنوں کے دوران ۱۹۳۱ کے مالی بحران کے مدنظر ہندوستان میں ہمارے جن اقدار کو نقصان پہنچا اور جس طرح ہندوستانی عوام میں ناامیدی چھائی ، اس سے دوچار ہم میں سے کچھ ساتھیوں نے انجمن ترقی_پسند مصنفین کا قیام ( لندن میں ) کیا ۔
10,لندن میں ہم ہر ہفتے ادبی نشست کرتے رہے ۔
16,حالانکہ کل_ہند انجمن ترقی_پسند مصنفین کی کانفرنس اپریل ۱۹۳۶ میں لکھنو میں ہوئی ۔ ` `
33,ملک راج آنند کی بات صحیح مانی جائے یا موجودہ صدر پنلن کی ، یا دیگر قلمکاروں کی جو انجمن ترقی_پسند مصنفین کے قیام ۱۰ اپریل ۱۹۳۶ ثابت کرنے پر آمادہ ہیں ؟
19,آخر وجہ کیا ہے اس بات کی کہ اتنے چھوٹے سے وقفے میں ایسی مبہم حالت بن جائے ؟
21,دراصل ، اس کے تار جڑے ہیں اوپر اٹھائے گئے پہلے سوال سے کہ پریم چند کمیونسٹ تھے یا نہیں ؟
29,ظاہر ہے کہ لندن میں جن لوگوں نے انجمن ترقی_پسند مصنفین کا قیام کیا ان میں بیشتر انگلینڈ میں تعلیم حاصل کرنے والے ہندوستانی ادیب اور قلمکار تھے ۔
20,وہ زیادہ_تر کمیونسٹ تھے اور دبی زبان میں یہ کہہ لوں کہ ان میں بیشتر اشراف یعنی ایلیٹ تھے ۔
24,۱۹۳۰ کی دہائی آتے آتے پریم چند ہندوستانی ادیبوں میں خصوصاً ہندی اردو قارئین میں بلامبالغہ سب سے بڑا نام بن چکے تھے ۔
21,انجمن ترقی_پسند مصنفین کے قیام میں پریم چند کا نام جڑنا تنظیم کے لئے بڑی تعظیم پانے جیسی بات تھی ۔
22,لہٰذا لکھنو کے سمینار کی صدارت کرنے والے پریم چند کو انجمن ترقی_پسند مصنفین کا بنیادگزار ہی مشہور کر دیا گیا ۔
12,انجمن ترقی_پسند مصنفین کا سیدھا تعلق ہندوستانی کمیونسٹ پارٹی سے تھا ۔
42,چنانچہ پریم چند مصنفین کی کانفرنس کی صدارت بھی کر گئے تھے ( اور جنھیں بعد میں کچھ نے انجمن مصنفین کے بنیادگزار کے روپ میں بھی قائم کر دیا ) ، ان کا نام کمیونسٹ ہونا بھی ضروری ہو گیا ۔
20,تب قواعد شروع ہوئی پریم چند کے مضامین اور حوالوں کو بنیاد بنا کر انھیں کمیونسٹ ثابت کرنے کی ۔
12,یقیناً پریم چند شروع میں بولشیوک انقلاب کے قائل ہوئے تھے ۔
22,پریم چند جن کسانوں اور متاثرہ طبقے کے حامی تھے وہ نظریہ بولشیوک انقلاب اور کمیونسٹ خیالات سے جا ملتا تھا ۔
11,مگر پریم چند نے کبھی خود کو کمیونسٹ نہیں بتایا ۔
12,نہ ان کے ادب میں پرتشدد بولشیوک انقلاب کی بازگشت ملی ۔
22,ملا تشدد کا پیغام اور خونی انقلاب سے نفرت جو انھیں مارکس کے نہیں گاندھی بابا کے قریب لے جاتا تھا ۔
27,پریم چند کو کمیونسٹ اعلان کرنا اسی طرح سے ہے جیسے جواہر لعل نہرو کو گاندھی سے الگ کر ان پر لال بلّا لگا دیا جائے ۔
22,ہندوستانی کمیونسٹ پارٹی کی پہل پر ۱۹۳۶ میں ہی آل_انڈیا اسٹوڈنٹس فیڈریشن کی تشکیل ہوئی جس کا افتتاح نہرو نے کیا ۔
25,گاندھی رابندرناتھ ٹیگور ، تیج بہادر سپرو ، خان عبدالغفّار خاں وغیرہ نے پیغام بھیجے اور مقررین میں گووند بلبھ پنت بھی شامل تھے ۔
20,اب وہ پہل تو کمیونسٹ پارٹی کی تھی لیکن جو نام ابھی گنے گئے ان میں کون کمیونسٹ تھا ؟
26,انجمن ترقی_پسند مصنفین کے سمینار کی صدارت پریم چند نے ویسے ہی کی جیسے آل_انڈیا اسٹوڈینٹس فیڈریشن کے اجلاس کا افتتاح جواہرلعل نہرو نے کیا ۔
19,اس حساب سے تو نہرو اور دیگر لوگوں سمیت گوندولبھ پنت کو بھی کمیونسٹ قرار دے دینا چاہیئے ؟
22,پریم چند کو کمیونسٹ ثابت کرنے کے جگاڑ میں بارہا ان کے ` مہاجنی_تہذیب ` مضمون کا ذکر کیا جاتا ہے ۔
18,بےشک پریم چند نے ` نئی تہذیب کا سورج دوردراز مغرب سے طلوع ` کی ستائش کی ۔
30,یہ ایسا وقت تھا جب پہلے عالمی_جنگ کے بعد اچانک امید کی ایک کرن دکھی جس میں سرمایہ_داری کے ، استحصال کی ، غلامی کی زنجیریں ٹوٹتی نظر آئیں ۔
30,اس نئی روشنی نے تمام ایسے لوگوں کے دلوں میں جگہ بنانی شروع کر دی جو مستحصِل ، جاگیردار اور سرمایہ_دارانہ نظام کے خلاف تھے یا خود استحصال_زدہ تھے ۔
12,ان کی نظروں میں استحصال_زدہ سماج کیوں اونچا درجہ نہ پاتا ۔
23,اس نئے ابھرتے نظام نے تو ان کو بھی پرامید کر دیا تھا جو جانتے بھی نہیں تھے کہ کمیونزم ہے کیا ۔
13,ان کے لئے تو بس بھوک سے آزادی ہی سب کچھ تھی ۔
