bshift,sentences
0,మగవాళ్లకి దీనివల్ల ఏ ఇబ్బందులూ రావు .
1,వీళ్ల తగ్గదు శక్తి .
0,సుఖం తగ్గదు .
0,ఆడవాళ్లకు చేసే ఆపరేషనూ ఉంది .
0,ఇదీ చాలా సులువే ణూLL .
0,చిన్నదే .
0,ఈ కోతనుంచి ణూLL లోపల గర్భాశయం వచ్చే గొట్టాలను కత్తిరించి ముడివేస్తారు .
1,దీనివల్ల శక్తి ఆడవాళ్ల ఏ తగ్గదు .
1,సుఖం ఏమీ . తగ్గదు
0,ఏ పద్ధతి ఎంచుకోవాలి ?
0,భార్యభర్తలు ఇద్దరూ మాట్లాడుకొని నిర్ణయం తీసుకోవాలి .
0,తరువాత నిర్ణయించుకోవాలి .
0,అదే నేను చేస్తే తప్పు ణూLL .
0,అయినా
1,. గుర్తుంచుకోండి
0,ఇది ఆడవాళ్ల అవసరం ణూLL .
0,ఆడవాళ్ల హక్కు .
0,నిర్ణయం వాళ్లే తీసుకోవాలి .
0,అంతా మన చేతుల్లోనే ఉంది .
0,ణూLL ణూLL మోశాను .
0,ణూLL ణూLL ఆడించాను .
0,అన్నం తినిపించాను .
0,చిన్నప్పుడు నన్ను చూస్తే కేరింతలు కొట్టేవాడు .
0,ణూLL ఇప్పుడు నా కంటికి పెద్ద అయిపోయాడు .
0,అమ్మాఉ నాయన వాడి మాటే వింటున్నారు .
0,వాడిని అంటున్నారు .
0,నన్ను ఆడ ముండ అంటున్నారు .
0,పుట్టగానే మా అమ్మ నన్ను తడిమి చూచుకొనింది .
1,పోత పాలు మంచిది . గాదు
1,ఈ వయసులో తాగించడానికి పాలలో నీరు కలపడం అనవసరం . ణూLL
0,ఆరునెలల రాగి అంబలి తాగించాలి .
1,అంబలిలో పాలు కలిపితే మరీ ణూLL మంచిది .
0,మన మెదడు పసితనంలోనే పెరుగుతుంది .
1,రెండో ఏడు నిండేలోపల మెదడు పెరుగుతుంది బాగా .
0,ఇది చాలా కీలకమైన వయసు ణూLL .
0,ఈ వయసులో బలమైన తిండి అవసరం ణూLL .
0,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు ణూLL .
1,మంచి పెంపకం ణూLL అవసరం .
0,ఏలిక పాములు పోవాలంటే మన కడుపులో రకరకాల పురుగులు చేరుతుంటాయి .
0,ఇవి కడుపులో చేరితే పసివారికి ఆకలి ఉండదు .
0,కడుపు బానలాగా పెరుగుతుంది .
1,వెగటు తిండి కలుగుతుంది .
1,ఈ పురుగులు మలంలో . ఉంటాయి
0,"చేతులకు ణూLL , గోటి సందులకు అంటుకొంటాయి ."
0,కడుపులో చేరతాయి .
0,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
0,పెరుగుతాయి .
1,లేకుండా మురికి చూసుకోవాలి .
0,తిండి తినేముందు చేతులు బాగా కడుగుకోవాలి .
0,సులభమైన ఒక మందు ఉంది .
1,వేప బాగా ఆకు నూరాలి .
0,కుంకుడు కాయ అంత ఉండలు చేయాలి .
1,వారం దినాలు మింగాలి పరగడుపున .
0,ఒక వారం ఆపి మరలా వారం దినాలు మింగాలి .
0,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
1,ఇంగువ నీరు పరగడుపున తాగడం మంచిది . ణూLL
1,ఈగలు మూలం రోగాలకు ణూLL .
1,మురికి ఈగలు చేరతాయి .
0,తిరిగి తిండి వాలతాయి .
0,ఒకరి రోగాలు ఒకరికి అంటించుతాయి .
0,ఈగలు వాలని చోటు లేదు .
0,వీటి మనకు రాని చేటు లేదు .
0,ఇంటిని ణూLL ఒంటిని మురికి లేకుండా ఉంచుకోవాలి .
0,ఇది నిజం కాదు .
0,బాగా గాలి ణూLL వెలుతురు ఉంటే ఈగలు చేరవు .
1,ఈగల కలరా . పాకుతుంది
0,ఇది చాలా అపాయకరమైన రోగం ణూLL .
0,మనం ఏమారకుండా ఉండాలి .
1,పందులను ఇంటికి దూరంగా . ఉంచాలి
0,వీటివలన రోగాలు పాకుతాయి .
0,మిసమిసలాడుతూ ఉంటుంది .
0,దీని రంగు చూసి మోసపోతాం .
0,రోగుల కొంటాం .
0,బంధువులకోసం కొంటాం .
0,ఐదు రూపాయలు పైన పెడతాం .
0,ఐతే ఆపిలు పండులో ఏమి ఉంది ?
0,తొంభై వంతులు నీరు ణూLL .
1,పండు అరటి ఇంతకంటే ఎంతో బలం ణూLL .
0,ధరలో ఎంత తేడా ఉందో చూడండి .
1,కడుపులో చచ్చిపోతాయి పురుగులు .
0,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
0,ఏలిక పాములు పడి పోతాయి .
0,బొప్పాయి కాయ లోపలి గుజ్జు రోజూ పూయండి .
0,దీనికి పెద్ద చోటు అవసరం లేదు .
0,కురుపులు మాడి పోతాయి .
0,ఒక మునగ చెట్టు ఉంటే చాలు .
0,కూరకోసం వెతికే పని ఉండదు .
0,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
0,మునగ కాయలు రుచికి రుచి ణూLL .
0,ఆదాయానికి ఆదాయం ణూLL .
0,మునగ ఆకు కూర కళ్లకు ఎంతో మంచిది ణూLL .
0,పూత కూరలో వేసుకోవచ్చు .
0,మునగలో చాలా రకాలు ణూLL .
0,ఇంటి ముందు పెంచుకోవచ్చు .
1,వీటిలో బెంగుళూరు రకం మంచిది చాలా ణూLL .
0,కాయ లావుగా ణూLL పొడవుగా ఉంటుంది .
0,లోపల గుజ్జు బాగా ఉంటుంది .
1,ముదిరినా తగ్గని రుచి ణూLL దీనిది .
0,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
1,పాడి మెలకువగా చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
0,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
1,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే ణూLL చెట్టు .
0,పశువును బాగా కడగాలి .
0,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
0,అది సంతోషంగా ఉండాలి .
0,దీని పాల దిగుబడి పెరుగుతుంది .
1,మొదట దూడకు పాలు తాపాలి .
0,తరువాత పాలు పిండాలి .
0,చివరి పాలు దూడకు వదల కూడదు .
1,రోజూ పాలు ఒకే సమయంలో పిండాలి .
0,అప్పుడప్పుడు మానివేయ గూడదు .
1,పశువు జబ్బుతో పాలు ఉంటే పిండగూడదు .
0,దీనికి కొద్ది చోటు చాలు .
0,ఇంటిలో ఒక పిలక నాటుకుంటే చాలు .
1,తరబడి ఏళ్ల ఉంటుంది .
0,అరటి చెట్టు చుట్టూ పిలకలు పెరుగుతుంటాయి .
0,ఒకటి ణూLL రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి వేయాలి .
0,గెల కోసిన తరువాత చెట్టును నరికి వేయాలి .
1,వారానికి ఒక తప్పకుండా పండు పండుతుంది .
0,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం ణూLL .
0,ఈ చెట్టు పొట్టిగా ఉంటుంది .
0,డెబ్భై ణూLL ఎనభై కాయలు ఉంటాయి .
1,పచ్చి అరటికి పేడ మంచి ఎరువు ణూLL .
0,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది ణూLL .
1,పెద్ద దిగుతుంది గెల .
1,కాయ సైజు . పెరుగుతుంది
1,అరటికి తడి నీరు ఆరకుండా ఉండాలి .
0,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే చాలు .
0,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
0,ఏదో చేయాలి అనుకుంటాము .
1,కానీ అందుబాటులో ఉండే పనులు కనబడవు మనకు .
0,కూరగాయలు పండించలేం .
0,మనకు అడ్డం రాదు .
0,ఆదాయంలో దీనికి మించింది ణూLL .
0,లేదు .
0,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
0,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది ణూLL .
0,తొందరగా కాపు పడతాయి .
0,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
0,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
0,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే చాలు .
0,దీనికొక ఉపాయం ఉంది .
1,చెట్టుకూ నడుమ చెట్టుకూ ఒక గుంట తీయాలి .
0,గుంటను ఒక బండతో కప్పివేయాలి .
1,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు . చేయాలి
0,పచ్చడి చేసుకోవచ్చు .
1,తొందరగా చెట్టు పెరుగుతుంది .
1,పాపకు ఎదిగే ఏమి కావాలి ?
0,పసిపాపలే మన కంటి దీపాలు ణూLL .
1,బాగా వీరిని పెంచాలి .
0,పెంపకంలో మెలకువగా ఉండాలి .
1,వారికి వయసుకు తగిన తిండి ణూLL అవసరం .
0,దీనిని మనం గమనించాలి .
0,పెరగే పాపకు చనుబాలు ఎంతో మంచిది ణూLL .
0,అనగనగా ఒక ఊరు ణూLL .
0,ఆ ఊరి పేరు సిరిపురం ణూLL .
0,సోములు ణూLL సీతాలు ఆలుమగలు ణూLL .
0,వాళ్లది సిరిపురం ణూLL .
0,మొదటిసారి కూతురు పుట్టింది .
0,సోములు ణూLL సీతాలు మురిసి పోయారు .
0,సోములుకు మనసులో మనసు లేదు .
0,సీతాలును సూటిపోటి మాటలు అనేవాడు .
0,కొట్టేవాడు .
0,మనం వెంటనే నూనెతో తోముతాము .
1,కొడుకు లేకపోవడం లోటు అని అనేవాడు అందరితో .
0,కొడుకుని కనకపోవడం సీతాలుదే తప్పు ణూLL .
0,అని అందరితో అనేవాడు .
1,సీతాలు కాన్పులతో పాడయింది .
0,నాకు ఇక ఎవరూ వద్దు .
1,కాన్పు . వద్దు
0,అని సీతాలు ఎంతో అంది
0,అయినా సోములు వినలేదు .
0,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
1,ఆ సాధువు నయం రోగాలు చేసేవాడు .
0,ఇది మంచిది గాదు .
1,మందులు . ఇచ్చేవాడు
0,సోములుకు తెలిసింది .
0,సోములు సీతాలుతో సాధువును కలిశాడు .
0,కొడుకు పుట్టడానికి మందు అడిగాడు .
0,సాధువు ఏదో మందు ఇచ్చాడు .
1,సాధువు సోములు మాటలు నమ్మాడు .
0,అడిగిన ధనం ఇచ్చాడు .
0,సీతాలు మందు తినిపించాడు .
0,సీతాలుకు నెలలు నిండాయి .
1,కాన్పు . అయింది
0,ఈ సారి కూతురే ణూLL .
1,సోములు కోరిక . తీరలేదు
0,సీతాలు బాధలు పెరిగాయి .
1,ఒకసారి సోములుకు . బాగాలేదు
1,దవాఖానాలో . ఉంచారు
0,వారం రోజులు దవాఖానాలో ఉన్నాడు .
0,రోజు డాక్టరు చూసేవాడు .
0,డాక్టరును కలిసింది .
0,తన గోడు చెప్పుకుంది .
1,రత్తాలుకు అయిదుగురు ణూLL ఆడపిల్లలే .
0,అందుకు మొగుడు కొడుతున్నాడు .
0,మళ్లీ పెళ్లి చేసుకుంటాడట .
0,ఈ సారి మగ పిల్లాడు కలిగేలా చూడండి .
0,అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు ణూLL .
0,మందులతో లాభం లేదు .
0,మీ ఆయన ఎంతమందిని చేసుకున్నా లాభం లేదు .
1,అని అన్నాడు డాక్టరు .
0,బెణుకుడు నయం కావడానికి మూడు ణూLL నాలుగు వారాలు పడుతుంది .
0,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
1,ఇది ఎవరి లేదు చేతిలో .
1,ఆడవాళ్లకు నెలా అండం నెలా వస్తుంది .
1,అండంతో కణాలు వీర్య కలుస్తాయి .
1,పిండం అప్పుడు తయారవుతుంది .
0,మగ ణూLL ఆడ అనేది వీర్య కణాలను ఉంటుంది .
1,కణాలు వీర్య రెండు రకాలు ఉంటాయి .
1,ఒక ఆడపిల్లలే రకంతో పుడతారు .
1,రకంతో ఇంకో మగపిల్లలే పుడతారు .
0,బెణికిన భాగం ఐసు నీటితో ఉంచాలి .
1,మగవాళ్లలో ఒకే రకం కణాలు ఉంటే పుడతారు ఆడపిల్లలే .
0,లేకుంటే అందరూ మగపిల్లలే ణూLL .
1,. పుడతారు
0,"రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , ణూLL మగపిల్లలు పుడతారు ."
0,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
0,ఆడవాళ్ల తప్పు అసలే కాదు .
0,అని డాక్టరు చెప్పింది .
0,సోములు ఇదంతా విన్నాడు .
1,తప్పు తన తెలుసుకున్నాడు .
0,కొంచెంసేపు ఉంచి తీయాలి .
1,ఏమీ సీతాలుని అనకూడదు .
1,అనుకున్నాడు అని .
1,సీతాలు రాగానే తీసుకున్నాడు దగ్గరకు .
0,కొడుకు ఐనా ణూLL కూతురి ఐనా ఒకటే అన్నాడు .
0,ఆవాలు పంట హెక్టారుకు 15 20 క్వింటాళ్ల దిగుబడి ఇస్తున్నది .
0,ఉత్తర భారతదేశంలో ఆవనూనెను వంట నూనెగా ఉపయోగిస్తారు .
0,ఆవనూనె తీసిన మిగిలే పిప్పి పశువులకు దాణాగా ఉపయోగపడుతుంది .
0,మన రాష్ట్రంలో ఆవాలను పచ్చళ్ల తయారీలో ఎక్కువగా వాడుతారు .
0,ఈ పంటకు మొక్క పెరిగే సమయంలో చల్లని వాతావరణం అవసరం ణూLL .
0,పంటకు వచ్చే సమయంలో వెచ్చని వాతావరణం అవసరం ణూLL .
0,మరునాడు వేడి నీటిలో ఉంచాలి .
0,తీయాలి .
0,సలీసుగా దొరుకుతాయి .
0,ఈ విధంగా నాలుగయిదు రోజులు చేయండి బెణుకుడు నయం అవుతుంది .
0,దీని కంటికి అపాయం ణూLL .
1,ఐనా నలుసు రాకపోతే తడి దూదితో . తీయాలి
0,అంతేగాని కంటి లోపలి భాగం చేతితో తాకగూడదు .
1,సాయంకాలం తలకు . రాయండి
1,రాసేటపుడు వెంట్రుకలు తీయండి పాయలు .
0,"పేలకూ , ఈపికి బాగా తగిలేలా రాయండి ."
0,రాసాక తలకు టవలు బిగించండి .
1,రే అంతా . ఉంచండి
0,ఉదయం కుంకుడు కాయలతో తలంటి పోయండి .
0,ఈరిపెన కిరసనాయిలులో ముంచి ఉంచండి .
0,ఆ ఊరు పేరు వెంకటాపురం ణూLL .
0,వెంకటాపురంలో సోములు ఉండేవాడు .
0,సోములు ఏ పనీ చేసేవాడు కాదు .
0,నేను ఎందుకు పని చేయాలి .
0,అది నా జాతకంలోనే రాసి ఉంది .
0,అని సోములు అనేవాడు .
0,సోములు నాయన పోచాలు ణూLL .
0,పోచాలు కొడుకును .
0,పని చేసి బతుకు అనేవాడు .
1,ధనవంతునివి కావాలి పని అంటే చేయాలి .
0,సంపాదించాలి అని పోచాలు అనేవాడు .
0,నోటికీ ణూLL చేతికీ అందని జనం మనం ణూLL .
0,సోములు వినేవాడు కాడు .
0,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
1,పెళ్లి సోములుకు చేయాలి .
0,పెళ్లితో ఒక దారిలో పడతాడు అని పోచాలు అనుకున్నాడు .
0,సోములుకు పెళ్లి చేశారు .
0,సోములుకు అనసూయతో పెళ్లి జరిగింది .
1,సోములును ఒక తేవాలి దారికి .
0,పని చేయించాలి .
0,అని అనసూయ అనుకుంది .
0,నాకు కలలో ఒక దేవత కనిపించింది .
0,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
0,దేవత నాతో చెప్పింది .
0,అని అనసూయ సోములుతో అంది .
0,పలుగు ణూLL పార తీసుకున్నాడు .
0,లంకెబిందెల పెరటిలో తవ్వాడు .
0,పది రోజులు తవ్వాడు .
1,సలీసుగా పనికి దొరికేవి మాలినవి కావు .
0,అయినా లంకెబిందెలు కనపడలేదు .
0,కానీ గోతిలో నీళ్లు చేరాయి .
0,బావి లాగా తయారయింది .
1,లేకుండా పైసా బావి పని అయింది .
0,అందుకు అనసూయ సంతోషించింది .
1,అంతా పెర దున్నాలి .
1,అప్పుడే లంకెబిందెలు . దొరుకుతాయి
0,సోములుకు ఆశ చావలేదు .
0,పెర అంతా దున్నాడు .
1,ధరగలవయితే మేలు కావు అయినవీ .
0,వారం రోజులు దున్నాడు .
1,సంతోషం అనసూయకు అయింది .
0,పెర అంతా అరటి పిలకలు నాటింది .
0,నా కల నిజం అవుతుంది .
1,దేవత మన మంచికే . చెప్పింది
0,లంకెబిందెలు పెరటిలో దొరకలేదు .
1,ఒక వేళ బావిలోనే ఉంటే అనసూయ అని అనుమానంతో అంది .
0,ఆశ చావలేదు .
0,ఓపికతో నీళ్లు తోడి పోశాడు .
0,మెరిసేదంతా బంగారం కాదు .
1,రోజులు వారం తోడి పోశాడు .
0,అయినా బావిలో బిందెలు కనపడలేదు .
0,రోజు రోజుకు నీళ్లు ఊరాయి .
0,అనసూయ పెరటిలో పాదులు తీసింది .
1,అరటి పిలకలకు నీళ్లు అందేలా . చేసింది
0,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
0,అనసూయ వాటిని అంగడికి పంపింది .
0,పైసలు జమ చేసింది .
1,పైసలు ఆ సోములు చేతిలో ఉంచింది .
0,కీలు బెణికితే కాలుగాని ణూLL చేయిగాని బెణికింది అనుకోండి .
0,షరతులో ఓడిపోయాడు .
0,అందుకే అతి ఆశ పనికిరాదు .
0,రామయ్యది సిరిపురం ణూLL .
0,రామయ్యకు కొంత పొలం ఉంది .
1,పొలం కానీ పనులు చేయడు .
0,ఏ పనీ చేతకాదు .
0,తిరుగుతాడు .
1,కూచుని తింటే ఆగుతాయా గుట్టలు .
0,బాకీలకింద ఇల్లు పోయింది .
1,పొలం . పోయింది
0,ఈ సంగతి నీకు తెలియదా .
1,చివరికి మిగులలేదు ఏమీ .
1,బాకీలు . ఉండిపోయాయి
1,రామయ్య తిరిగి . ఇవ్వలేకపోయాడు
0,తన దగ్గర ఏమీ లేదన్నాడు .
0,రామయ్య వెంట ఒక కుక్క ఉండేది .
0,నా ఇల్లు పోయింది .
0,రామయ్య ఎలాగు ఇవ్వలేడు .
0,బంగారయ్య వెంట కుక్క నడిచింది .
0,ఊరి పొలిమేర దాటారు .
0,చాలా రోజుల కిందట అక్కడ ఊరు ఉండేది .
0,కొంత కాలానికి అది పాడుపడి పోయింది .
0,మరుసటి రోజు ఇంకో బిచ్చగాడు వచ్చాడు .
0,పాడిగట్టా అయ్యింది .
0,అక్కడి మట్టి మంచిది ణూLL .
0,గోడలు కట్టడానికి తీసుకుపోతారు .
0,ముక్కుతో వాసన చూసింది .
1,కాలితో గీరింది నేలను .
0,కుక్క ఒక చోట గీరుతూ ఉంది .
1,ఆకలిగా . ఉంది
0,కుండ మూత తీశాడు .
0,కుండ నిండా బంగారు కాసులు ణూLL .
0,బంగారయ్య మురిసిపోయాడు .
0,పైపంచె తీశాడు .
0,కుండలోని కాసులను మూట కట్టాడు .
0,కుక్క మెడకు తగిలించాడు .
0,నా బాకీ తీరింది .
0,రామయ్య కాలిని నాకింది .
0,రామయ్య చుట్టూ తిరిగింది .
0,కోపంతో కుక్కను బాదాడు .
0,కుక్క మెడకు కట్టిన కాగితం కనపడింది .
0,కానీ రామయ్యకు చదువురాదు .
1,అందుకే కాగితం చదువలేదు తీసి .
0,మళ్ళీ కుక్కను కొట్టాడు .
0,కుక్క పడిపోయింది .
1,అత్త ఇంటిలోపల . లేదు
0,దాని కాలు విరిగింది .
0,ఆ ఊరి పంతులు గోపి ణూLL .
0,అప్పుడే పంతులుగారు ఆ దారిగుండా వచ్చాడు .
0,పడిపోయిన కుక్కను చూశాడు .
0,దాని దగ్గర పడివున్న చీటి చూశాడు .
1,తీసి . చదివాడు
0,నీ బాకీ తీరిపోయింది అని దానిమీద ఉంది .
1,ఈ కుక్క మూలంగా నీ బాకీ . తీరిపోయింది
0,ఏ కారణం లేకుండా కుక్కను కొట్టావు .
0,పొరుగింటికి పోయింది .
0,నీవు చీటి చదివితే ఇలా జరిగేది కాదు .
0,తన పైపంచె తీశాడు .
1,దాన్ని . చింపాడు
0,విరిగిన కాలుకు కట్టు కట్టాడు .
0,కుక్క తోకాడించింది .
0,రామయ్య పాదాలను నాకింది .
0,రామయ్య దాని వీపు నిమిరాడు .
0,ఆ రోజు రాత్రి చీకటి చాలా దట్టంగా ఉంది .
0,బయట అడుగు పెట్టగానే భయంతో కాళ్ళు బిగుసుకొని పోయాయి .
0,ఐతే అదృష్టవశాత్తూ పొరుగింటి దాయి రంభ అప్పుడు అక్కడే నిలబడి ఉంది .
1,బిచ్చగాడిని అందుకే వెళ్లిపో అంది .
1,ప్రేమగా దాయి మోహన్ తలను తన చేతితో నిమురుతూ చెప్పింది .
1,తిరిగి బిచ్చగాడు పోతుండగా కాంతం ఎదురయింది .
0,కాంతంకు అనుమానం వేసింది .
0,మా కోడలు ఏమయినా వేసిందా .
0,ఏమీ లేదు వెళ్లిపో అంది .
0,అందుకే పోతున్నాను .
0,కాంతం ఇంటిలోపలికి పోయింది .
1,చూసిచూసి విసిగిపోయాడు బిచ్చగాడు .
0,అమ్మా అంటూ అరిచాడు .
1,బయటకు కాంతం చూసింది .
1,రమ్మని . పిలిచారు
1,ఇంత పడేయండమ్మా నేను . పోతాను
1,బిచ్చగాడు అని అడిగాడు .
0,అని కమల అరిచింది .
1,పిలిచాను అవును .
1,ఈ ఇంటికి యజమానిని నేనా కోడలా నా ణూLL .
0,నేనే అనాలి .
1,అందుకే అంటున్నాను . వెళ్లిపో
1,ఆ పేరు ఊరి పాకాల ణూLL .
1,జమీందారు ఆ పేరు భూపతి ణూLL .
0,భూపతికి మంచి పేరు ఉంది .
0,చేయి చాపితే లేదు అనేవాడు కాదు .
0,రోజూ ఎందరికో దానం చేసేవాడు .
0,పాకాలలో ఒక షావుకారు ఉండేవాడు .
0,ఆ షావుకారుకు అత్యాశ ణూLL .
0,జమీందారు మంచితనం చూశాడు .
1,జమీందారును రోజూ కలిసేవాడు .
0,ఏదో ఒకటి అడిగేవాడు .
1,జమీందారు అనేవాడు లేదు కాదు .
0,దానం అడిగాడు .
0,నీకు ఏం కావాలి .
1,రోజూ అడగకు దానం .
0,ఎటు చూసినా నా భూములే కదా ణూLL .
1,అని కమల . అంది
1,నీకు చాలినంత భూమి . తీసుకో
0,అని జమీందారు అన్నాడు .
1,తిండి మూట తీసుకొని . బయలుదేరాడు
1,పిడికెడు అయినా అడిగి ఎవరిని వేశావు .
0,కొంచెం దూరం నడిచాడు .
1,అందుకే . ఆగలేదు
0,బావి నీడకు చేరాడు .
0,అలసటతో పడుకున్నాడు .
0,మంచి కునుకు తీశాడు .
0,లేచేసరికి సాయంకాలం అయింది .
0,నాకు తెలియకుండా ఏ పనీ చేయకూడదు .
0,గబగబా లేచాడు .
0,ఇంటికి బయలుదేరాడు .
1,ఇంటికి చాలా చేరాలంటే దూరం నడవాలి .
0,కానీ నడవలేక పోయాడు .
0,ఇంతలో చీకటి పడింది .
0,చీకటి పడకముందే ఇంటికి చేరలేదు .
0,షావుకారు ఓడిపోయాడు .
0,ఎడమచేత కాకినికూడా తోలకూడదు .
0,కాకాసాహేబ్ ఆయన బాధను చూసి అడిగారు .
0,ఆయన వెంటనే తన పెన్సిల్ ఇవ్వబోయారు .
0,""" వద్దండీ వద్దు ."
0,కాకాసాహేబ్ ఇలా అన్నారు .
0,"అయితే "" ప్రస్తుతానికి ఇది ఉంచండి ."
0,తరువాత నేను మీ పెన్సిల్ వెదికి పెడతాను .
0,మీకు ఆ సంగతి తెలియదు .
1,వాడు నాకు దాన్ని ప్రేమతో ఇచ్చాడు .
0,సహించగలనా ?
0,ఆయన గాంధీజీతో కలిసి ఆ పెన్సిల్ ముక్క వెదకడం మొదలుపెట్టారు .
1,చివరకు ఎలాగైతేనేం ఆ చిన్న పెన్సిల్ ముక్క దొరకనే దొరికింది .
0,ఒకసారి బడికి ఇన్స్పెక్టర్ వచ్చాడు .
1,ఆయన ఇంగ్లీషు దొర . ణూLL
0,మోహన్ నాలుగు మాటలు వ్రాసాడు .
0,ఐనా మోహన్ అలాగే చలనం లేకుండా కూర్చున్నాడు .
0,మొహన్ నాలుగే వ్రాసినాడు .
0,ఇన్స్పెక్టరుగారు వెళ్ళిపోయినారు .
0,రాముడే నిన్ను రక్షిస్తాడు .
0,ఐనా దుఃఖం రాలేదు .
1,ఆ మోహన్ రోజు మనస్సులో భయం పారిపోయింది .
0,ఎటువంటి కఠోరమైన శిక్షఇది .
0,పాపం పసివాడు .
0,చిమ్మచీకటి .
0,అది శిలాక్షరమే ణూLL .
0,దానికి తిరుగు లేదు .
1,బాపూ మనస్సు పూవు . మెత్తనైనది
0,గాంధీజీ అప్పుడే ఆఫ్రికా తిరిగి వచ్చారు .
0,ఆయన ఎక్కడకు వెళ్లినా ఆ రాతిముక్కను తనతో తప్పకుండా తీసుకువెళ్ళేవారు .
0,గాంధీజీ ఒకనాడు ఒక గ్రామం చేరుకున్నాడు .
0,"ఆయన స్నానానికి ఏర్పాట్లు చేసేటప్పుడు , అక్కడ ఆ రాతిముక్క లేదన్న సంగతిని మనూ గమనించింది ."
0,ఎక్కడా కనపడలేదు .
0,""" బహుశా అది నిన్న మనం మకాం చేసిన వాళ్లింట్లో ఉండి ఉంటుంది ."
0,నేను చాలా చాలా బీదవాణ్ణి ణూLL .
0,"చేయమంటారు ? "" అని అడిగింది ."
0,""" నువ్వు స్వయంగా ఆ ఊరు వెళ్లి ఆ ఇంట్లో ఆ రాతిముక్కను వెతికి పట్టకు రా ! నువ్వొకత్తివే వెళ్లు ."
1,వెళ్లడానికి ఒంటరిగా భయం వేస్తున్నదని చెప్పలేకపోయింది .
0,"చొక్కా డబ్బు ఎక్కడనుంచి తేను ? "" ఆ మాట విని ఆ బాలుడి మనస్సు కరిగి పోయింది ."
0,అప్పటి ఆమె ఒంటరిగా ఎక్కడికీ వెళ్లలేదు .
0,వాడు అన్నాడు .
0,""" మా అమ్మకి కుట్టు పని బాగా వచ్చు ."
1,. చూడండి
1,బట్టలు నా అన్నీ ఆవిడే కుట్టుతుంది .
0,నేను మా అమ్మతో చెప్పి ఆమే మీకొక చొక్కా కుట్టించి పెడతాను .
0,భలేవాడివే ?
0,విని పిల్లవాడు ఆలోచనలో పడ్డాడు .
0,"వీళ్లందరికీ చొక్కాలే లేనప్పుడు , ఆయన ఎలా తొడుగుకుంటాడు ?"
1,అందరి ఆయన పెద్దవాడు ణూLL .
0,అందరికీ బాపూ అయినవాడూను .
0,అప్పుడు ఆ అమాయకపు బాలుడికి అర్ధమైంది .
1,కాబట్టి ఒక చొక్కాతో ఆయనకు ఏమి ! అవుతుంది అనుకున్నాడు .
1,మాటల మధ్య ఇలా బాపూ అన్నారు .
0,ఒక ముసలి స్త్రీ ఇంటిలో ఒక రోజున ఒక పాము వచ్చింది .
1,"అందరూ కలిసి , ఆ చంపేశారు పామును ."
0,ఎవరిళ్లకు వాళ్లు తిరిగి వెళ్లిపోయారు .
1,. అనుకోండి
1,ఆకాశంలో ఎగురుతున్న గద్ద ఈ ఒకటి చచ్చిన పాము శవాన్ని చూచింది .
0,అప్పుడు దాని ముక్కులో ఒక ముత్యాల హారం వ్రేలాడుతోంది .
0,"అది అప్పుడు ఈ ముత్యాల హారాన్ని వదలి పెట్టి , చచ్చిన పాము శవాన్ని నోట కరచుకుని పోయింది ."
0,ఇంటికప్పు తెల్లని వస్తువేదో మెరుస్తూండడాన్ని ముసిలిది గమనించింది .
0,వెంటనే వెదురు కర్ర సాయంతో దాన్ని దింపి చేజిక్కించుకొంది .
