,person,sentences
2387,,ఇది మనదేశం
2388,,ఇవి మన అడవులు
2389,,ఈ సంపదలు మనవి
2390,any,వచ్చేటప్పుడు కట్టెలూపుల్లలూ ఏరుకొనిరావాలి .
2391,3,కోయవాళ్లు సంతోషంగా కేకలు వేశారు .
2392,3,భారతమాతకీజై అని వినిపించింది .
2393,3,ఈ కేకలు పోలీసులకు వినిపించాయి .
2394,3,పోలీసులు పరుగు తీశారు .
2395,3,కొండగుహ దగ్గరకి పరుగు తీశారు .
2396,3,దారిలో కోయ లచ్చన్న కనిపించాడు .
2397,3,మరి జైజై అని వినిపించింది
2398,3,అడిగాడు మరో పోలీసు
2399,3,అవి మీకు కాదు .
2400,3,పోలీసులకు రోషం వచ్చింది .
2401,3,మల్లి భయంతో కేకలు వేసింది .
2402,3,గుహలోనుండి ఒకాయన వచ్చాడు .
2403,3,చేతిలో విల్లు ఉంది .
2404,3,పోలీసులు అతన్ని చూశారు .
2405,,మీరు తెల్లదొరలకు బానిసలు
2406,any,నీళ్లు కాచి తమ్ముడికి పొయ్యాలి .
2407,3,అడవిలోని ఈ పేదవారు మీకేం చేశారు .
2408,3,మరోసారి కనిపిస్తే ప్రాణాలతో పోలేరు .
2409,3,భయపడి పోలీసులు పారిపోయారు .
2410,3,ఇంకోసారి కోయదండుతో బయలుదేరాడు .
2411,,అదే అతని మొదటి తిరుగుబాటు
2412,,అల్లూరిసీతారామరాజు తెల్లవారిని బెదిరిస్తూ ఉత్తరాలు రాసేవాడు .
2413,,తెల్లవారిదగ్గర ఫిరంగులు తుపాకులు ఉండేవి .
2414,any,వంట వండాలి .
2415,any,మరి వారిమీద తిరుగుబాటుకు బాణాలు సరిపోవు .
2416,3,వారి ఆయుధాలు తీసుకున్నాడు .
2417,any,ఇలా దాడులు చేస్తూనే ఉండేవాడు .
2418,,ఒకసారి ఒక తెల్లదొర సీతారామరాజును బంధించాలని వెళ్ళాడు
2419,3,సీతారామరాజు అది తెలుసుకున్నాడు .
2420,3,తన కోయదండుతో కలిసి పోరాడాడు .
2421,3,తెల్లదొర భయపడి పారిపోయాడు .
2422,,ఇది సీతారామరాజు మొదటి విజయం
2423,any,అందరికీ పెట్టాలి .
2424,,భారతదేశం వదిలిపోండి అని ఉత్తరాలు రాసేవాడు .
2425,3,తెల్లవారికి సీతారామరాజు పక్కలో బల్లెం అయినాడు .
2426,3,మరోసారి తెల్లదొరలు సీతారామరాజును పట్టుకోవాలని చూశారు .
2427,any,కానీ అతని ఆచూకీ దొరకలేదు .
2428,3,అతని అనుచరులు మల్లుదొరను పట్టుకున్నారు .
2429,3,ఐతే సామాన్యంగా ఇలా జరగదు .
2430,3,ఇలా అమ్మ పని నా నెత్తిన పడింది .
2431,any,గర్భం వచ్చినప్పుడు ఈ ప్రమాదం మరికొంత పెరగవచ్చు .
2432,any,మాత్రలు మింగేవాళ్లు కొన్ని జాగ్రత్తలు తీసుకోవాలి .
2433,,చూపించుకోవాలి .
2434,3,మా తమ్ముడు ఏడోతరగతికి వచ్చాడు .
2435,any,పాలిచ్చే తల్లులు బిడ్డకు ఆరునెలలు వచ్చేదాకా ఈ మాత్రలు వాడకూడదు .
2436,,ఇది చాలా సులభమైన పద్ధతి NULL .
2437,3,ఏ కష్టాలు దీనివల్ల రావు .
2438,3,పైగా దీనికి ఖర్చు లేదు .
2439,3,ఉచితంగా చేస్తారు .
2440,,మగవాళ్లకు ఐతే ఇది మరీ సులువు NULL .
2441,3,ఇప్పుడు వాడు నామీద పెత్తనం చేస్తున్నాడు .
2442,3,మగవాళ్లకి దీనివల్ల ఏ ఇబ్బందులూ రావు .
2443,3,వీళ్ల శక్తి తగ్గదు .
2444,3,సుఖం తగ్గదు .
2445,3,ఆడవాళ్లకు చేసే ఆపరేషనూ ఉంది .
2446,,ఇదీ చాలా సులువే NULL .
2447,3,ఈ కోతనుంచి లోపల గర్భాశయం వచ్చే గొట్టాలను కత్తిరించి ముడివేస్తారు .
2448,3,దీనివల్ల ఆడవాళ్ల శక్తి ఏ తగ్గదు .
2449,3,సుఖం ఏమీ తగ్గదు .
2450,any,ఏ పద్ధతి ఎంచుకోవాలి ?
2451,any,భార్యభర్తలు ఇద్దరూ మాట్లాడుకొని నిర్ణయం తీసుకోవాలి .
2452,any,తరువాత నిర్ణయించుకోవాలి .
2453,,అదే నేను చేస్తే తప్పు NULL .
2454,,అయినా
2455,,గుర్తుంచుకోండి .
2456,,ఇది ఆడవాళ్ల అవసరం NULL .
2457,any,నిర్ణయం వాళ్లే తీసుకోవాలి .
2458,3,అంతా మన చేతుల్లోనే ఉంది .
2459,1,మోశాను .
2460,1,ఆడించాను .
2461,1,అన్నం తినిపించాను .
2462,,చిన్నప్పుడు నన్ను చూస్తే కేరింతలు కొట్టేవాడు .
2463,3,ఇప్పుడు నా కంటికి పెద్ద అయిపోయాడు .
2464,3,అమ్మాఉ నాయన వాడి మాటే వింటున్నారు .
2465,3,వాడిని అంటున్నారు .
2466,3,నన్ను ఆడ ముండ అంటున్నారు .
2467,3,పుట్టగానే మా అమ్మ నన్ను తడిమి చూచుకొనింది .
2468,,పోత పాలు మంచిది గాదు .
2469,,ఈ వయసులో తాగించడానికి పాలలో నీరు కలపడం అనవసరం NULL .
2470,any,ఆరునెలల రాగి అంబలి తాగించాలి .
2471,,అంబలిలో పాలు కలిపితే మరీ మంచిది NULL .
2472,3,మన మెదడు పసితనంలోనే పెరుగుతుంది .
2473,3,రెండో ఏడు నిండేలోపల మెదడు బాగా పెరుగుతుంది .
2474,,ఇది చాలా కీలకమైన వయసు NULL .
2475,,ఈ వయసులో బలమైన తిండి అవసరం NULL .
2476,,కంటి జబ్బులకు బొప్పాయి పండు మంచి మందు NULL .
2477,,మంచి పెంపకం అవసరం NULL .
2478,3,ఏలిక పాములు పోవాలంటే మన కడుపులో రకరకాల పురుగులు చేరుతుంటాయి .
2479,3,ఇవి కడుపులో చేరితే పసివారికి ఆకలి ఉండదు .
2480,3,కడుపు బానలాగా పెరుగుతుంది .
2481,3,తిండి వెగటు కలుగుతుంది .
2482,3,ఈ పురుగులు మలంలో ఉంటాయి .
2483,3,"చేతులకు NULL , గోటి సందులకు అంటుకొంటాయి ."
2484,3,కడుపులో చేరతాయి .
2485,any,బొప్పాయి తింటే రేచీకటి దగ్గరకు రాలేదు .
2486,,పెరుగుతాయి .
2487,any,మురికి లేకుండా చూసుకోవాలి .
2488,any,తిండి తినేముందు చేతులు బాగా కడుగుకోవాలి .
2489,3,సులభమైన ఒక మందు ఉంది .
2490,any,వేప ఆకు బాగా నూరాలి .
2491,any,కుంకుడు కాయ అంత ఉండలు చేయాలి .
2492,any,వారం దినాలు పరగడుపున మింగాలి .
2493,any,ఒక వారం ఆపి మరలా వారం దినాలు మింగాలి .
2494,3,ఆడవాళ్లు కడుపుతో ఉంటే బొప్పాయి తినగూడదు అంటారు .
2495,,ఇంగువ నీరు పరగడుపున తాగడం మంచిది NULL .
2496,,ఈగలు రోగాలకు మూలం NULL .
2497,3,ఈగలు మురికి చేరతాయి .
2498,3,తిరిగి తిండి వాలతాయి .
2499,3,ఒకరి రోగాలు ఒకరికి అంటించుతాయి .
2500,3,ఈగలు వాలని చోటు లేదు .
2501,3,వీటి మనకు రాని చేటు లేదు .
2502,any,ఇంటిని ఒంటిని మురికి లేకుండా ఉంచుకోవాలి .
2503,3,ఇది నిజం కాదు .
2504,3,బాగా గాలి వెలుతురు ఉంటే ఈగలు చేరవు .
2505,3,ఈగల కలరా పాకుతుంది .
2506,,ఇది చాలా అపాయకరమైన రోగం NULL .
2507,any,మనం ఏమారకుండా ఉండాలి .
2508,any,పందులను ఇంటికి దూరంగా ఉంచాలి .
2509,3,వీటివలన రోగాలు పాకుతాయి .
2510,,మిసమిసలాడుతూ ఉంటుంది .
2511,1,దీని రంగు చూసి మోసపోతాం .
2512,1,రోగుల కొంటాం .
2513,1,బంధువులకోసం కొంటాం .
2514,1,ఐదు రూపాయలు పైన పెడతాం .
2515,3,ఐతే ఆపిలు పండులో ఏమి ఉంది ?
2516,,తొంభై వంతులు నీరు NULL .
2517,,అరటి పండు ఇంతకంటే ఎంతో బలం NULL .
2518,2,ధరలో ఎంత తేడా ఉందో చూడండి .
2519,3,కడుపులో పురుగులు చచ్చిపోతాయి .
2520,2,బొప్పాయి గింజలు నూరి పాలలో కలిపి తాగండి .
2521,any,ఏలిక పాములు పడి పోతాయి .
2522,2,బొప్పాయి కాయ లోపలి గుజ్జు రోజూ పూయండి .
2523,3,దీనికి పెద్ద చోటు అవసరం లేదు .
2524,any,కురుపులు మాడి పోతాయి .
2525,2,ఒక మునగ చెట్టు ఉంటే చాలు .
2526,3,కూరకోసం వెతికే పని ఉండదు .
2527,3,మునగ చేసే మేలు మనలో చాలామందికి తెలియదు .
2528,,మునగ కాయలు రుచికి రుచి NULL .
2529,,ఆదాయానికి ఆదాయం NULL .
2530,,మునగ ఆకు కూర కళ్లకు ఎంతో మంచిది NULL .
2531,any,పూత కూరలో వేసుకోవచ్చు .
2532,,మునగలో చాలా రకాలు NULL .
2533,any,ఇంటి ముందు పెంచుకోవచ్చు .
2534,,వీటిలో బెంగుళూరు రకం చాలా మంచిది NULL .
2535,3,కాయ లావుగా పొడవుగా ఉంటుంది .
2536,3,లోపల గుజ్జు బాగా ఉంటుంది .
2537,,ముదిరినా తగ్గని రుచి దీనిది NULL .
2538,3,పాల దిగుబడి పెరిగితే మన ఆదాయం పెరుగుతుంది .
2539,any,మెలకువగా పాడి చేసుకుంటే దిగుబడి బాగా పెంచుకోవచ్చు .
2540,any,పచ్చి గడ్డి మేత వేసేటప్పుడు కంది వేయాలి .
2541,,ఇది ఆరు నెలలలోపే కాపుకు వచ్చే చెట్టు NULL .
2542,any,పశువును బాగా కడగాలి .
2543,any,పాలిచ్చేటప్పుడు గొడ్డును భయపెట్టగూడదు .
2544,any,అది సంతోషంగా ఉండాలి .
2545,3,దీని పాల దిగుబడి పెరుగుతుంది .
2546,any,దూడకు మొదట పాలు తాపాలి .
2547,any,తరువాత పాలు పిండాలి .
2548,any,చివరి పాలు దూడకు వదల కూడదు .
2549,any,పాలు రోజూ ఒకే సమయంలో పిండాలి .
2550,any,అప్పుడప్పుడు మానివేయ గూడదు .
2551,any,పశువు జబ్బుతో ఉంటే పాలు పిండగూడదు .
2552,2,దీనికి కొద్ది చోటు చాలు .
2553,2,ఇంటిలో ఒక పిలక నాటుకుంటే చాలు .
2554,3,ఏళ్ల తరబడి ఉంటుంది .
2555,3,అరటి చెట్టు చుట్టూ పిలకలు పెరుగుతుంటాయి .
2556,any,ఒకటి రెండు పిలకలు ఉంచి మిగిలిన వాటిని తీసి వేయాలి .
2557,any,గెల కోసిన తరువాత చెట్టును నరికి వేయాలి .
2558,3,వారానికి ఒక పండు తప్పకుండా పండుతుంది .
2559,,వీటిలో పచ్చవి తొందరగా కాపుకు వచ్చే రకం NULL .
2560,3,ఈ చెట్టు పొట్టిగా ఉంటుంది .
2561,3,డెబ్భై ఎనభై కాయలు ఉంటాయి .
2562,,అరటికి పచ్చి పేడ మంచి ఎరువు NULL .
2563,,పూతకు వచ్చినప్పుడు యూరియా వాడడం మంచిది NULL .
2564,3,పెద్ద గెల దిగుతుంది .
2565,3,కాయ సైజు పెరుగుతుంది .
2566,any,అరటికి తడి ఆరకుండా నీరు ఉండాలి .
2567,2,మనం వాడిన నీళ్లు చెట్టుకు పారేటట్టు చేసుకుంటే చాలు .
2568,3,బొప్పాయి పండు తినడానికి రుచిగా ఉంటుంది .
2569,1,ఏదో చేయాలి అనుకుంటాము .
2570,3,కానీ అందుబాటులో ఉండే పనులు మనకు కనబడవు .
2571,1,కూరగాయలు పండించలేం .
2572,3,మనకు అడ్డం రాదు .
2573,,ఆదాయంలో దీనికి మించింది NULL .
2574,any,పచ్చి బొప్పాయి కాయలతో కూరలు వండుకోవచ్చు .
2575,,కొబ్బరిలో సంకరజాతివి నాటుకొంటే మంచిది NULL .
2576,3,తొందరగా కాపు పడతాయి .
2577,any,కొబ్బరి చెట్టు బాగా కాయాలంటే నీళ్లు బాగా ఉండాలి .
2578,any,చెట్టు మొదట తడి ఆరకుండా చూచుకోవాలి .
2579,2,మనం వాడుకునే నీళ్లు చెట్టుకు అందేటట్టు చేసుకుంటే చాలు .
2580,3,దీనికొక ఉపాయం ఉంది .
2581,any,చెట్టుకూ చెట్టుకూ నడుమ ఒక గుంట తీయాలి .
2582,any,గుంటను ఒక బండతో కప్పివేయాలి .
2583,any,మనం వాడిన నీళ్లు ఈ గుంటలో పడేటట్టు చేయాలి .
2584,any,పచ్చడి చేసుకోవచ్చు .
2585,3,చెట్టు తొందరగా పెరుగుతుంది .
2586,any,ఎదిగే పాపకు ఏమి కావాలి ?
2587,,పసిపాపలే మన కంటి దీపాలు NULL .
2588,any,వీరిని బాగా పెంచాలి .
2589,any,పెంపకంలో మెలకువగా ఉండాలి .
2590,,వారికి వయసుకు తగిన తిండి అవసరం NULL .
2591,any,దీనిని మనం గమనించాలి .
2592,,పెరగే పాపకు చనుబాలు ఎంతో మంచిది NULL .
2593,,అనగనగా ఒక ఊరు NULL .
2594,,ఆ ఊరి పేరు సిరిపురం NULL .
2595,,సోములు సీతాలు ఆలుమగలు NULL .
2596,,వాళ్లది సిరిపురం NULL .
2597,3,మొదటిసారి కూతురు పుట్టింది .
2598,any,సోములు సీతాలు మురిసి పోయారు .
2599,3,సోములుకు మనసులో మనసు లేదు .
2600,,సీతాలును సూటిపోటి మాటలు అనేవాడు .
2601,,కొట్టేవాడు .
2602,1,మనం వెంటనే నూనెతో తోముతాము .
2603,,కొడుకు లేకపోవడం లోటు అని అందరితో అనేవాడు .
2604,,కొడుకుని కనకపోవడం సీతాలుదే తప్పు NULL .
2605,,అని అందరితో అనేవాడు .
2606,3,కాన్పులతో సీతాలు పాడయింది .
2607,,నాకు ఇక ఎవరూ వద్దు .
2608,,కాన్పు వద్దు .
2609,any,అని సీతాలు ఎంతో అంది
2610,any,అయినా సోములు వినలేదు .
2611,3,ఎవరో సాధువు ఆ ఊరికి వచ్చాడు .
2612,,ఆ సాధువు రోగాలు నయం చేసేవాడు .
2613,,ఇది మంచిది గాదు .
2614,,మందులు ఇచ్చేవాడు .
2615,3,సోములుకు తెలిసింది .
2616,3,సోములు సీతాలుతో సాధువును కలిశాడు .
2617,3,కొడుకు పుట్టడానికి మందు అడిగాడు .
2618,3,సాధువు ఏదో మందు ఇచ్చాడు .
2619,3,సోములు సాధువు మాటలు నమ్మాడు .
2620,3,అడిగిన ధనం ఇచ్చాడు .
2621,3,సీతాలు మందు తినిపించాడు .
2622,3,సీతాలుకు నెలలు నిండాయి .
2623,3,కాన్పు అయింది .
2624,,ఈ సారి కూతురే NULL .
2625,any,సోములు కోరిక తీరలేదు .
2626,3,సీతాలు బాధలు పెరిగాయి .
2627,,ఒకసారి సోములుకు బాగాలేదు .
2628,3,దవాఖానాలో ఉంచారు .
2629,3,వారం రోజులు దవాఖానాలో ఉన్నాడు .
2630,,రోజు డాక్టరు చూసేవాడు .
2631,3,డాక్టరును కలిసింది .
2632,3,తన గోడు చెప్పుకుంది .
2633,,రత్తాలుకు అయిదుగురు ఆడపిల్లలే NULL .
2634,3,అందుకు మొగుడు కొడుతున్నాడు .
2635,3,మళ్లీ పెళ్లి చేసుకుంటాడట .
2636,any,ఈ సారి మగ పిల్లాడు కలిగేలా చూడండి .
2637,,అని రత్తాలు డాక్టరుతో ఒకటే ఏడుపు NULL .
2638,3,మందులతో లాభం లేదు .
2639,3,మీ ఆయన ఎంతమందిని చేసుకున్నా లాభం లేదు .
2640,3,అని డాక్టరు అన్నాడు .
2641,3,బెణుకుడు నయం కావడానికి మూడు నాలుగు వారాలు పడుతుంది .
2642,3,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
2643,3,ఇది ఎవరి చేతిలో లేదు .
2644,3,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
2645,3,అండంతో వీర్య కణాలు కలుస్తాయి .
2646,3,అప్పుడు పిండం తయారవుతుంది .
2647,3,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
2648,3,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
2649,3,ఒక రకంతో ఆడపిల్లలే పుడతారు .
2650,3,ఇంకో రకంతో మగపిల్లలే పుడతారు .
2651,any,బెణికిన భాగం ఐసు నీటితో ఉంచాలి .
2652,3,మగవాళ్లలో ఒకే రకం కణాలు ఉంటే ఆడపిల్లలే పుడతారు .
2653,,లేకుంటే అందరూ మగపిల్లలే NULL .
2654,,పుడతారు .
2655,,"రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
2656,3,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
2657,3,ఆడవాళ్ల తప్పు అసలే కాదు .
2658,3,అని డాక్టరు చెప్పింది .
2659,3,సోములు ఇదంతా విన్నాడు .
2660,3,తన తప్పు తెలుసుకున్నాడు .
2661,any,కొంచెంసేపు ఉంచి తీయాలి .
2662,any,సీతాలుని ఏమీ అనకూడదు .
2663,3,అని అనుకున్నాడు .
2664,3,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
2665,3,కొడుకు ఐనా కూతురి ఐనా ఒకటే అన్నాడు .
2666,3,ఆవాలు పంట హెక్టారుకు 15 20 క్వింటాళ్ల దిగుబడి ఇస్తున్నది .
2667,3,ఉత్తర భారతదేశంలో ఆవనూనెను వంట నూనెగా ఉపయోగిస్తారు .
2668,3,ఆవనూనె తీసిన మిగిలే పిప్పి పశువులకు దాణాగా ఉపయోగపడుతుంది .
2669,3,మన రాష్ట్రంలో ఆవాలను పచ్చళ్ల తయారీలో ఎక్కువగా వాడుతారు .
2670,,ఈ పంటకు మొక్క పెరిగే సమయంలో చల్లని వాతావరణం అవసరం NULL .
2671,,పంటకు వచ్చే సమయంలో వెచ్చని వాతావరణం అవసరం NULL .
2672,any,మరునాడు వేడి నీటిలో ఉంచాలి .
2673,,తీయాలి .
2674,3,సలీసుగా దొరుకుతాయి .
2675,3,ఈ విధంగా నాలుగయిదు రోజులు చేయండి బెణుకుడు నయం అవుతుంది .
2676,,దీని కంటికి అపాయం NULL .
2677,any,ఐనా నలుసు రాకపోతే తడి దూదితో తీయాలి .
2678,any,అంతేగాని కంటి లోపలి భాగం చేతితో తాకగూడదు .
2679,2,సాయంకాలం తలకు రాయండి .
2680,2,రాసేటపుడు వెంట్రుకలు పాయలు తీయండి .
2681,2,"పేలకూ , ఈపికి బాగా తగిలేలా రాయండి ."
2682,2,రాసాక తలకు టవలు బిగించండి .
2683,2,రే అంతా ఉంచండి .
2684,2,ఉదయం కుంకుడు కాయలతో తలంటి పోయండి .
2685,any,ఈరిపెన కిరసనాయిలులో ముంచి ఉంచండి .
2686,,ఆ ఊరు పేరు వెంకటాపురం NULL .
2687,,వెంకటాపురంలో సోములు ఉండేవాడు .
2688,,సోములు ఏ పనీ చేసేవాడు కాదు .
2689,any,నేను ఎందుకు పని చేయాలి .
2690,any,అది నా జాతకంలోనే రాసి ఉంది .
2691,,అని సోములు అనేవాడు .
2692,,సోములు నాయన పోచాలు NULL .
2693,,పోచాలు కొడుకును .
2694,,పని చేసి బతుకు అనేవాడు .
2695,any,ధనవంతునివి కావాలి అంటే పని చేయాలి .
2696,,సంపాదించాలి అని పోచాలు అనేవాడు .
2697,,నోటికీ చేతికీ అందని జనం మనం NULL .
2698,,సోములు వినేవాడు కాడు .
2699,3,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
2700,any,సోములుకు పెళ్లి చేయాలి .
2701,3,పెళ్లితో ఒక దారిలో పడతాడు అని పోచాలు అనుకున్నాడు .
2702,3,సోములుకు పెళ్లి చేశారు .
2703,3,సోములుకు అనసూయతో పెళ్లి జరిగింది .
2704,any,సోములును ఒక దారికి తేవాలి .
2705,any,పని చేయించాలి .
2706,3,అని అనసూయ అనుకుంది .
2707,3,నాకు కలలో ఒక దేవత కనిపించింది .
2708,3,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
2709,3,దేవత నాతో చెప్పింది .
2710,any,అని అనసూయ సోములుతో అంది .
2711,3,పలుగు పార తీసుకున్నాడు .
2712,3,లంకెబిందెల పెరటిలో తవ్వాడు .
2713,3,పది రోజులు తవ్వాడు .
2714,3,సలీసుగా దొరికేవి పనికి మాలినవి కావు .
2715,any,అయినా లంకెబిందెలు కనపడలేదు .
2716,3,కానీ గోతిలో నీళ్లు చేరాయి .
2717,3,బావి లాగా తయారయింది .
2718,3,పైసా లేకుండా బావి పని అయింది .
2719,3,అందుకు అనసూయ సంతోషించింది .
2720,any,పెర అంతా దున్నాలి .
2721,3,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
2722,any,సోములుకు ఆశ చావలేదు .
2723,3,పెర అంతా దున్నాడు .
2724,3,ధరగలవయితే మేలు అయినవీ కావు .
2725,3,వారం రోజులు దున్నాడు .
2726,3,అనసూయకు సంతోషం అయింది .
2727,3,పెర అంతా అరటి పిలకలు నాటింది .
2728,3,నా కల నిజం అవుతుంది .
2729,3,దేవత మన మంచికే చెప్పింది .
2730,any,లంకెబిందెలు పెరటిలో దొరకలేదు .
2731,any,ఒక వేళ బావిలోనే ఉంటే అని అనసూయ అనుమానంతో అంది .
2732,any,ఆశ చావలేదు .
2733,3,ఓపికతో నీళ్లు తోడి పోశాడు .
2734,3,మెరిసేదంతా బంగారం కాదు .
2735,3,వారం రోజులు తోడి పోశాడు .
2736,any,అయినా బావిలో బిందెలు కనపడలేదు .
2737,3,రోజు రోజుకు నీళ్లు ఊరాయి .
2738,3,అనసూయ పెరటిలో పాదులు తీసింది .
2739,any,అరటి పిలకలకు నీళ్లు అందేలా చేసింది .
2740,3,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
2741,3,అనసూయ వాటిని అంగడికి పంపింది .
2742,3,పైసలు జమ చేసింది .
2743,3,ఆ పైసలు సోములు చేతిలో ఉంచింది .
2744,2,కీలు బెణికితే కాలుగాని చేయిగాని బెణికింది అనుకోండి .
2745,3,షరతులో ఓడిపోయాడు .
2746,3,అందుకే అతి ఆశ పనికిరాదు .
2747,,రామయ్యది సిరిపురం NULL .
2748,3,రామయ్యకు కొంత పొలం ఉంది .
2749,3,కానీ పొలం పనులు చేయడు .
2750,3,ఏ పనీ చేతకాదు .
2751,,తిరుగుతాడు .
2752,3,కూచుని తింటే గుట్టలు ఆగుతాయా .
2753,3,బాకీలకింద ఇల్లు పోయింది .
2754,3,పొలం పోయింది .
2755,3,ఈ సంగతి నీకు తెలియదా .
2756,any,చివరికి ఏమీ మిగులలేదు .
2757,3,బాకీలు ఉండిపోయాయి .
2758,3,రామయ్య తిరిగి ఇవ్వలేకపోయాడు .
2759,3,తన దగ్గర ఏమీ లేదన్నాడు .
2760,,రామయ్య వెంట ఒక కుక్క ఉండేది .
2761,3,నా ఇల్లు పోయింది .
2762,3,రామయ్య ఎలాగు ఇవ్వలేడు .
2763,3,బంగారయ్య వెంట కుక్క నడిచింది .
2764,3,ఊరి పొలిమేర దాటారు .
2765,,చాలా రోజుల కిందట అక్కడ ఊరు ఉండేది .
2766,any,కొంత కాలానికి అది పాడుపడి పోయింది .
2767,3,మరుసటి రోజు ఇంకో బిచ్చగాడు వచ్చాడు .
2768,3,పాడిగట్టా అయ్యింది .
2769,,అక్కడి మట్టి మంచిది NULL .
2770,3,గోడలు కట్టడానికి తీసుకుపోతారు .
2771,3,ముక్కుతో వాసన చూసింది .
2772,3,కాలితో నేలను గీరింది .
2773,any,కుక్క ఒక చోట గీరుతూ ఉంది .
2774,3,ఆకలిగా ఉంది .
2775,3,కుండ మూత తీశాడు .
2776,,కుండ నిండా బంగారు కాసులు NULL .
2777,3,బంగారయ్య మురిసిపోయాడు .
2778,3,పైపంచె తీశాడు .
2779,3,కుండలోని కాసులను మూట కట్టాడు .
2780,3,కుక్క మెడకు తగిలించాడు .
2781,3,నా బాకీ తీరింది .
2782,3,రామయ్య కాలిని నాకింది .
2783,3,రామయ్య చుట్టూ తిరిగింది .
2784,3,కోపంతో కుక్కను బాదాడు .
2785,3,కుక్క మెడకు కట్టిన కాగితం కనపడింది .
2786,,కానీ రామయ్యకు చదువురాదు .
2787,any,అందుకే కాగితం తీసి చదువలేదు .
2788,2,మళ్ళీ కుక్కను కొట్టాడు .
2789,3,కుక్క పడిపోయింది .
2790,3,అత్త ఇంటిలోపల లేదు .
2791,3,దాని కాలు విరిగింది .
2792,,ఆ ఊరి పంతులు గోపి NULL .
2793,3,అప్పుడే పంతులుగారు ఆ దారిగుండా వచ్చాడు .
2794,3,పడిపోయిన కుక్కను చూశాడు .
2795,3,దాని దగ్గర పడివున్న చీటి చూశాడు .
2796,3,తీసి చదివాడు .
2797,3,నీ బాకీ తీరిపోయింది అని దానిమీద ఉంది .
2798,3,ఈ కుక్క మూలంగా నీ బాకీ తీరిపోయింది .
2799,2,ఏ కారణం లేకుండా కుక్కను కొట్టావు .
2800,3,పొరుగింటికి పోయింది .
2801,,నీవు చీటి చదివితే ఇలా జరిగేది కాదు .
2802,3,తన పైపంచె తీశాడు .
2803,3,దాన్ని చింపాడు .
2804,3,విరిగిన కాలుకు కట్టు కట్టాడు .
2805,3,కుక్క తోకాడించింది .
2806,3,రామయ్య పాదాలను నాకింది .
2807,3,రామయ్య దాని వీపు నిమిరాడు .
2808,3,ఆ రోజు రాత్రి చీకటి చాలా దట్టంగా ఉంది .
2809,any,బయట అడుగు పెట్టగానే భయంతో కాళ్ళు బిగుసుకొని పోయాయి .
2810,any,ఐతే అదృష్టవశాత్తూ పొరుగింటి దాయి రంభ అప్పుడు అక్కడే నిలబడి ఉంది .
2811,any,అందుకే బిచ్చగాడిని వెళ్లిపో అంది .
2812,3,దాయి ప్రేమగా మోహన్ తలను తన చేతితో నిమురుతూ చెప్పింది .
2813,3,బిచ్చగాడు తిరిగి పోతుండగా కాంతం ఎదురయింది .
2814,3,కాంతంకు అనుమానం వేసింది .
2815,3,మా కోడలు ఏమయినా వేసిందా .
2816,any,ఏమీ లేదు వెళ్లిపో అంది .
2817,1,అందుకే పోతున్నాను .
2818,3,కాంతం ఇంటిలోపలికి పోయింది .
2819,3,చూసిచూసి బిచ్చగాడు విసిగిపోయాడు .
2820,3,అమ్మా అంటూ అరిచాడు .
2821,3,కాంతం బయటకు చూసింది .
2822,3,రమ్మని పిలిచారు .
2823,1,ఇంత పడేయండమ్మా నేను పోతాను .
2824,3,అని బిచ్చగాడు అడిగాడు .
2825,3,అని కమల అరిచింది .
2826,1,అవును పిలిచాను .
2827,,ఈ ఇంటికి యజమానిని నేనా నా కోడలా NULL .
2828,any,నేనే అనాలి .
2829,2,అందుకే అంటున్నాను వెళ్లిపో .
2830,,ఆ ఊరి పేరు పాకాల NULL .
2831,,ఆ జమీందారు పేరు భూపతి NULL .
2832,3,భూపతికి మంచి పేరు ఉంది .
2833,,చేయి చాపితే లేదు అనేవాడు కాదు .
2834,,రోజూ ఎందరికో దానం చేసేవాడు .
2835,,పాకాలలో ఒక షావుకారు ఉండేవాడు .
2836,,ఆ షావుకారుకు అత్యాశ NULL .
2837,3,జమీందారు మంచితనం చూశాడు .
2838,,రోజూ జమీందారును కలిసేవాడు .
2839,,ఏదో ఒకటి అడిగేవాడు .
2840,,జమీందారు లేదు అనేవాడు కాదు .
2841,3,దానం అడిగాడు .
2842,any,నీకు ఏం కావాలి .
2843,2,రోజూ దానం అడగకు .
2844,,ఎటు చూసినా నా భూములే కదా NULL .
2845,any,అని కమల అంది .
2846,2,నీకు చాలినంత భూమి తీసుకో .
2847,3,అని జమీందారు అన్నాడు .
2848,3,తిండి మూట తీసుకొని బయలుదేరాడు .
