 depth,sentences
3,ఏదో ఒకటి అడిగేవాడు .
2,జమీందారు లేదు అనేవాడు కాదు .
2,దానం అడిగాడు .
2,నీకు ఏం కావాలి .
2,రోజూ దానం అడగకు .
4,ఎటు చూసినా నా భూములే కదా NULL .
2,అని కమల అంది .
4,నీకు చాలినంత భూమి తీసుకో .
2,అని జమీందారు అన్నాడు .
4,తిండి మూట తీసుకొని బయలుదేరాడు .
3,పిడికెడు అయినా ఎవరిని అడిగి వేశావు .
3,కొంచెం దూరం నడిచాడు .
2,అందుకే ఆగలేదు .
3,బావి నీడకు చేరాడు .
2,అలసటతో పడుకున్నాడు .
3,మంచి కునుకు తీశాడు .
2,లేచేసరికి సాయంకాలం అయింది .
3,నాకు తెలియకుండా ఏ పనీ చేయకూడదు .
2,గబగబా లేచాడు .
2,ఇంటికి బయలుదేరాడు .
3,ఇంటికి చేరాలంటే చాలా దూరం నడవాలి .
2,కానీ నడవలేక పోయాడు .
2,ఇంతలో చీకటి పడింది .
3,చీకటి పడకముందే ఇంటికి చేరలేదు .
2,షావుకారు ఓడిపోయాడు .
2,ఎడమచేత కాకినికూడా తోలకూడదు .
4,కాకాసాహేబ్ ఆయన బాధను చూసి అడిగారు .
3,ఆయన వెంటనే తన పెన్సిల్ ఇవ్వబోయారు .
2,""" వద్దండీ వద్దు ."
2,కాకాసాహేబ్ ఇలా అన్నారు .
2,"అయితే "" ప్రస్తుతానికి ఇది ఉంచండి ."
3,తరువాత నేను మీ పెన్సిల్ వెదికి పెడతాను .
3,మీకు ఆ సంగతి తెలియదు .
2,వాడు దాన్ని నాకు ప్రేమతో ఇచ్చాడు .
1,సహించగలనా ?
4,ఆయన గాంధీజీతో కలిసి ఆ పెన్సిల్ ముక్క వెదకడం మొదలుపెట్టారు .
6,ఎలాగైతేనేం చివరకు ఆ చిన్న పెన్సిల్ ముక్క దొరకనే దొరికింది .
2,ఒకసారి బడికి ఇన్స్పెక్టర్ వచ్చాడు .
3,ఆయన ఇంగ్లీషు దొర NULL .
3,మోహన్ నాలుగు మాటలు వ్రాసాడు .
3,ఐనా మోహన్ అలాగే చలనం లేకుండా కూర్చున్నాడు .
2,మొహన్ నాలుగే వ్రాసినాడు .
2,ఇన్స్పెక్టరుగారు వెళ్ళిపోయినారు .
2,రాముడే నిన్ను రక్షిస్తాడు .
2,ఐనా దుఃఖం రాలేదు .
3,ఆ రోజు మోహన్ మనస్సులో భయం పారిపోయింది .
1,ఎటువంటి కఠోరమైన శిక్షఇది .
1,పాపం పసివాడు .
1,చిమ్మచీకటి .
2,అది శిలాక్షరమే NULL .
2,దానికి తిరుగు లేదు .
3,బాపూ మనస్సు పూవు మెత్తనైనది .
2,గాంధీజీ అప్పుడే ఆఫ్రికా తిరిగి వచ్చారు .
3,ఆయన ఎక్కడకు వెళ్లినా ఆ రాతిముక్కను తనతో తప్పకుండా తీసుకువెళ్ళేవారు .
3,గాంధీజీ ఒకనాడు ఒక గ్రామం చేరుకున్నాడు .
6,"ఆయన స్నానానికి ఏర్పాట్లు చేసేటప్పుడు , అక్కడ ఆ రాతిముక్క లేదన్న సంగతిని మనూ గమనించింది ."
2,ఎక్కడా కనపడలేదు .
3,""" బహుశా అది నిన్న మనం మకాం చేసిన వాళ్లింట్లో ఉండి ఉంటుంది ."
3,నేను చాలా చాలా బీదవాణ్ణి NULL .
3,"చేయమంటారు ? "" అని అడిగింది ."
5,""" నువ్వు స్వయంగా ఆ ఊరు వెళ్లి ఆ ఇంట్లో ఆ రాతిముక్కను వెతికి పట్టకు రా ! నువ్వొకత్తివే వెళ్లు ."
4,ఒంటరిగా వెళ్లడానికి భయం వేస్తున్నదని చెప్పలేకపోయింది .
4,"చొక్కా డబ్బు ఎక్కడనుంచి తేను ? "" ఆ మాట విని ఆ బాలుడి మనస్సు కరిగి పోయింది ."
2,అప్పటి ఆమె ఒంటరిగా ఎక్కడికీ వెళ్లలేదు .
2,వాడు అన్నాడు .
3,""" మా అమ్మకి కుట్టు పని బాగా వచ్చు ."
1,చూడండి .
4,నా బట్టలు అన్నీ ఆవిడే కుట్టుతుంది .
4,నేను మా అమ్మతో చెప్పి ఆమే మీకొక చొక్కా కుట్టించి పెడతాను .
1,భలేవాడివే ?
2,విని పిల్లవాడు ఆలోచనలో పడ్డాడు .
4,"వీళ్లందరికీ చొక్కాలే లేనప్పుడు , ఆయన ఎలా తొడుగుకుంటాడు ?"
2,ఆయన అందరి పెద్దవాడు NULL .
2,అందరికీ బాపూ అయినవాడూను .
4,అప్పుడు ఆ అమాయకపు బాలుడికి అర్ధమైంది .
4,కాబట్టి ఒక చొక్కాతో ఆయనకు ఏమి అవుతుంది ! అనుకున్నాడు .
3,మాటల మధ్య బాపూ ఇలా అన్నారు .
5,ఒక ముసలి స్త్రీ ఇంటిలో ఒక రోజున ఒక పాము వచ్చింది .
3,"అందరూ కలిసి , ఆ పామును చంపేశారు ."
2,ఎవరిళ్లకు వాళ్లు తిరిగి వెళ్లిపోయారు .
1,అనుకోండి .
5,ఆకాశంలో ఎగురుతున్న గద్ద ఒకటి ఈ చచ్చిన పాము శవాన్ని చూచింది .
4,అప్పుడు దాని ముక్కులో ఒక ముత్యాల హారం వ్రేలాడుతోంది .
5,"అది అప్పుడు ఈ ముత్యాల హారాన్ని వదలి పెట్టి , చచ్చిన పాము శవాన్ని నోట కరచుకుని పోయింది ."
4,ఇంటికప్పు తెల్లని వస్తువేదో మెరుస్తూండడాన్ని ముసిలిది గమనించింది .
5,వెంటనే వెదురు కర్ర సాయంతో దాన్ని దింపి చేజిక్కించుకొంది .
4,అనుకోకుండా ముత్యాల హారం దొరికిందే అనే సంతోషంతో ఆమె గంతులు వేయసాగింది .
5,బాపూ తాను చెబుతున్న కధను ముగించగానే వల్లభభాయి ఇంకో కథ చెప్పాడు .
4,ఒక వ్యాపారి ఇంట్లో ఒక రోజున ఒక పాము వచ్చింది .
3,అయితే దాన్ని చంపేందుకు ఎవరూ దొరకలేదు .
4,తానే స్వయంగా చంపే ధైర్యం ఆ వ్యాపారికి లేకపోయింది .
5,దానికి తోడు జీవహింస చేసే స్వభావం కాదు .
3,అలాంటి ఆలోచనే రాలేదు .
3,ఇంతలో వ్యాపారి ఇంట్లోకి ఒక దొంగ వచ్చాడు .
3,బోర్లించిన కుండ వాడి కంటపడింది .
6,దీని కింద ఏదో విలువైన సరుకుని దాచి ఉంచేఉంటారు అనుకున్నాడు .
2,వెంటనే దాన్ని పైకెత్తాడు .
3,ఆ సందర్భంగా ఒక సభలో గాంధీజీ ప్రసంగిస్తునారు .
1,అనుకున్నాడు .
3,ఆమె తలంతా ముగ్గుబుట్టలా నెరిసిపోయింది .
4,ఒక్క నల్ల వెంట్రుక లేదు .
2,నడుం బాగా వంగి పోయింది .
4,పూర్తిగా శిధిలమైపోతున్న కంకాళంలా ఉంది .
3,స్వయంసేవకులు ఆమెను గాంధీజీ దగ్గరకు పోనీయలేదు .
4,""" దర్శనం చేసుకోనివ్వండి "" అంటూ ఆమె గాంధీజీ పాదాలను తాకింది ."
6,"తన పమిట కొంగు ముడి విప్పి ఒక దమ్మిడీ తీసి , దాన్ని పెట్టి వెళ్లి పోయింది ."
3,దాన్ని తీసి గాంధీజీ తన దగ్గర ఉంచుకొన్నారు .
8,అప్పట్లో చరఖా సంఘ నిధి జమా ఖర్చులు లెక్క అంతా జమునాలాల్బజాజ్ చూస్తుండేవారు .
2,కనీ బాపుజీ అందుకు ఒప్పుకోలేదు .
4,ఆ దమ్మిడీని ఇవ్వాడానికి నిరాకరించారు .
4,అది చూచి నవ్వుతూ జమునాలాల్బజాజ్ బాపూజీతో ఇలా అన్నారు .
5,""" చరఖా సంఘానికి సంబంధించిన వేలాది రూపాయలను నేను తీసుకుంటున్నాను ."
1,వస్తాను .
5,కానీ ఆ ముసిలిదాని మొత్తం ఆస్తి అంతా ఈ దమ్మిడీయే కావచ్చు .
5,అలాంటి ఆమె ఇది ఇచ్చి తన సర్వస్వాన్ని దానం చేసింది కదా .
3,ఆ తరువాత ప్రజల హృదయాలు కుతకుత ఉడికి పోతున్నాయి .
6,ఆ అగ్ని జ్వాలలను చల్లార్చడం గాంధీజీ పాదయాత్ర చేస్తున్నారు .
3,తెలతెలవారుతుండగా ఒక ఊరినుంచి ఏడుగంటలు అయ్యేసరికి మరో ఊరికి చేరుకొనేవారు .
3,ఆ తరువాతనే స్నానం చేసేవారు .
5,స్నానం చేసేటప్పుడు పాదాలు శుభ్రంగా తోముకోవడం ఒక చిన్న ఇటుక రాతిముక్కను వాడేవారు .
3,""" నా దగ్గర డబ్బేది నాయనా NULL ?"
3,సుబ్బయ్యగారు మూలుగుతూ లేచారు .
3,ఆయనకు మోకాళ్ల నెప్పి NULL .
2,నిలబడలేక మళ్లీ కూర్చున్నారు .
4,బుర్రు బుర్రుమంటూ బస్సు వచ్చింది .
3,వేపచెట్టు దగ్గర ఆగింది .
4,రోజూ జరిగే కథ మొదలయ్యింది .
2,అందరికీ ఆరాటంగా NULL .
2,ఒకర్ని ఒకరు నెట్టుకుంటున్నారు .
2,బస్సులోకి దూరుతున్నారు .
3,వంకాయల బస్తాతో ఒకాయన అడ్డంగా నిలబడ్డాడు .
2,అందరూ ఆయన్ను తోస్తున్నారు .
3,ఒకేసారి బస్సు ఎక్కాలని చూస్తున్నారు .
3,దిగవలసిన వాళ్లు దిగనియ్యడం లేదు .
4,""" మీకు బుద్ధి ఉందా ? "" అని కేకలేశారు ."
2,ఐనా ఎవ్వరూ పట్టించుకోలేదు .
3,తాను ఎందుకు వచ్చిందీ ఆ ముసలావిడకి తెలియపరచింది .
3,ముందుగా బస్సు ఎక్కినవారికి సీటు దొరుకుతుంది .
3,మిగిలినవాళ్ళు నిలబడే ప్రయాణం చేయాలి .
3,అందుకే ఆ తోపులాట NULL .
3,పాపం ఈ తోపులాటలో ఆయన బస్సు ఎక్కలేక పోయారు .
3,అందరూ ఎక్కిన ఆయన ఎక్కారు .
3,ఆయన వెనుక టైలరు భార్య ఎక్కింది .
3,దుమ్ము రేపుకుంటూ బస్సు కదిలింది .
3,టైలర్ సోమయ్యకు బాగా కోపంగా ఉంది .
2,""" ఏం పనివాళ్లు అయ్యా మీరు NULL ."
5,ఎనిమిది గంటలకు రావలసిన బస్సు NULL .
2,ఇప్పటి ఏం చేస్తున్నారు ?
2,దాంతో కండక్టరుకి కోపం వచ్చింది .
4,""" ఏందుకు ఎక్కుతారో ! మా ప్రాణాలు తియ్యడానికి ."
5,ఇద్దరూ కలిసి దానిని వెదకడం ప్రారంభించారు .
5,"మా తల తినేస్తారు . "" అంటూ కసురుకున్నాడు ."
4,ఇది రోజూ జరిగే కథే NULL .
2,జనంతో బస్సు కిటకిటలాడుతోంది .
3,చిన్న పిల్లలు గుక్కపెట్టి ఏడుస్తున్నారు .
3,చాలా మంది నిలబడి ఉన్నారు .
2,పాపం సుబ్బయ్యగారికి కష్టంగా ఉంది .
2,ఎక్కడం సీటు దొరకలేదు .
3,కడదాకా నిలబడే ప్రయాణం చెయ్యాలి .
3,చివరకు ఎలాగైతేనేమి ఆ రాతిముక్క దొరకనే దొరికింది .
3,మోకాళ్ల నొప్పి నిలబడ్డం కష్టంగా ఉంది .
2,""" కాలం చెడిపోయింది ."
2,మనుషుల్లో జాలి కరువయ్యింది .
3,టైలరు భార్య నిలబడే ఉంది .
2,ఆమె చాలా కష్టపడుతోంది .
3,ఆమెను చూసి సుబ్బయ్యగారు ఇంకా బాధపడ్డారు .
2,తనకు ఇవ్వకపోతే పోయారు .
3,ఆమె నిండు చూలాలు NULL .
3,మనూ ఆనందానికి మేర లేకపోయింది .
3,తిరిగి వచ్చేసరికి మధ్యాహ్నం ఒంటిగంట దాటిపోయింది .
2,పదిహేనుమైళ్లు నడవవలసి వచ్చింది .
2,బాగా అలసిపోయింది .
2,బాగా ఆకలి వేస్తోంది .
4,బాపూ ఎంతో ముద్దుగా లాలిస్తు ఇలా అన్నారు .
3,ఇలాంటి రాయి మరొకటి దొరకవచ్చు .
3,కేవలం నీవే కాదు .
4,అక్కడ అన్నీ మెట్ట భూములే NULL .
4,వాన కురిస్తేనే పంటలు NULL .
2,ప్రతిదానికి పట్నం పోవాలి .
5,అక్కడ ఏదో ఒక కూలి పని దొరుకుతుంది .
3,ఆ ఇల్లు కనబడింది .
3,పొద్దున్నే వెళ్లి సాయంత్రం వచ్చేస్తారు .
2,అది రోజుకి ఒకేసారి వస్తుంది .
3,ఎప్పుడూ ఆ బస్సు కిటకిటలాడుతుంటుంది .
3,జనం కష్టాలు అధికార్లకు పట్టవు .
3,ఇంకో బస్సు వేసేవాడు లేడు .
4,ఎనిమిది గంటల బస్సు ఆ ఊళ్లో అందరికీ తెలుసు .
3,ఈ రోజు పదిన్నర గంటలు దాటాయి .
4,అయినా ఎనిమిది గంటల బస్సు రాలేదు .
4,ఊరి చివర ఒక పెద్ద వేపచెట్టు ఉంది .
4,అదే ఆ ఊరి బస్సు స్టాండు NULL .
3,ఆ ఇంట్లో ఒక ముసలావిడ ఉంటోంది .
4,ఎనిమిది గంటల బస్సు ఇంకా రాలేదు .
2,ఎండ చురుక్కుమంటోంది .
2,ఉసూరంటూ జనం బస్సు ఎదురుచూస్తున్నారు .
3,ఆవిడ మనూని చూడగానే గుర్తుపట్టింది .
1,ఆయాసపడుతోంది .
4,ఆమె టైలర్ సోమయ్య భార్య NULL .
2,ఆమె బస్సును తిట్టిపోస్తోంది .
2,సుబ్బయ్యగారు ఇదంతా చూస్తున్నారు .
3,ఆయనకు అరవై ఏళ్లు దాటాయి .
1,పాతకాలపు మనిషి .
3,ఒక రైలు ఉండేది .
3,ఆమె ఎంతో స్నేహపూర్వకంగా మనూను ఆదరించింది .
2,ప్రతిరోజు మైళ్లకు మైళ్లు నడిచేవాళ్లం .
3,అప్పుడు ఈ బస్సులూ లేవు .
2,ఇలా ఎదురుచూడడమూ లేదు .
3,ఇప్పటి జనానికి నడిచే ఓపిక లేదు .
3,అక్కడికి దగ్గరలో ఒక వంతెన ఉంది .
3,ఆ వంతెన కొంచెం ఎత్తులో ఉంది .
2,బస్సు చూస్తున్నారు .
4,దూరంగా ఎనిమిది గంటల బస్సు కనిపించింది .
3,కేరింతలు కొడుతూ పరిగెత్తుకొచ్చారు .
3,వేపచెట్టు కింద సందడి మొదలయ్యింది .
3,టైలర్ భార్య తయారుగా ఉంది .
2,కాజీరంగాలో పులులు అత్యధిక జనసాంద్రతలో ఉన్నాయి .
3,ప్రపంచంలో ఏ ఇతర అభయారణ్యాలలో లేనంతగా జనసాంద్రతలో ఉన్నాయి .
2,ఇది సంవత్సరంలో మూడుసార్లు వస్తుంది .
5,అస్సాంలో స్థిరపడిన లక్షలాది బెంగాలీల ప్రభావం ఈ పండుగ ప్రాచుర్యానికి కొంత కారణం కావచ్చును .
3,అస్సాంలో తేయాకు వ్యవసాయం బ్రిటిషువారు వృద్ధి చేశారు .
2,కొన్ని తెగలమధ్య ఘర్షణలు చాలా తీవ్రంగా ఉంటున్నాయి .
2,ఈ వనం మృగాలకు ప్రసిద్ధి చెందినది .
2,ఏనుగుసవారీ ఇక్కడ చాలా ఆహ్లాదమైన అనుభవం NULL_Vఘ్ఞ్ .
3,అనుభవజ్ఞులైన మావటీలు ఏనుగుపై యాత్రికులను తీసుకువెళ్లి వనంలో కొన్ని ప్రాంతాలను చూపిస్తారు .
4,జోర్హాత్ ఇంజనీరింగ్ కాలేజి ఇక్కడే ఉంది .
5,వంట చేసినఅప్పుడు పొయ్యి ఉపయోగించిన మూడు కట్టెలు అక్కడ నాటుకుని ఇప్పుడు మూడు పెద్ద వృక్షాలుగా ఎదిగాయి .
3,ఆ మూడు వృక్షాలదగ్గర దీపాలు వెలిగిస్తారు .
4,బిహూ పాటలకు అనుగుణంగా నృత్యాన్ని చేస్తారు .
2,బిహూలో రకరకలైన పేఠాలు తయారు చేస్తారు .
4,పచ్చివక్క అసోం ప్రజల జీవన శైళిలో ప్రధాన భాగం NULL_Vఘ్ఞ్ .
4,కొబ్బరి చెట్టులా కనపడే ఈ చెట్టు ప్రతి ఇంట్లోనూ సాధారణంగా ఉంటుంది .
4,పండిన వక్కలను ఒకటి లేదా రెండు నెలలు భూమిలో పాతిపెడతారు .
3,ఈ వక్క తిన్నఅప్పుడు కొంచెం కళ్లు తిరగడం సహజం NULL .
3,దీనిని తమోల్ అని అసోంలో అంటారు .
2,ఇది ప్రతి మంగళకార్యంలోనూ అసోం ప్రజలు ఉపయోగిస్తారు .
3,సత్త్రియ నృత్యంనికి 500 సంవత్సరాల చరిత్ర ఉంది .
4,భక్తి భావనని వెలిబుచ్చడానికి ఉద్భవించి ఒక కళారూపంగా పెంపొందింది .
3,ఈ సత్రాల సంఖ్య అనతికాలంలోనే 700 మించిపోయింది .
6,"సత్రాలలో పుట్టి , అక్కడ అభివృద్ధి చెందిన నాట్యం కావటంవలన ఇది సత్త్రియ నృత్యంగా ప్రసిద్ధికెక్కింది ."
3,శాస్త్రీయ నృత్యానికి మూలాధారం పౌరాణిక గాథలే NULL_Vఘ్ఞ్ .
3,ఈ నృత్యాన్ని సోలోగా మరియు బృందంగా ప్రదర్శిస్తున్నారు .
3,పూర్వం సత్రాలు చాలా కఠినమైన నిర్దిష్ట నియమాలను పాటించేవి .
5,శాస్త్రీయ నృత్యానికి అవసరమైన అన్ని నియమాలూ సత్త్రియ నృత్యంలో ఋజువు అవుతాయి .
4,శాస్త్రీయ నాట్యభంగిమల ప్రదర్శనకు సంపూర్ణ ఏకాగ్రత మరియు భక్తి అవసరం NULL_Vఘ్ఞ్ .
3,శాస్త్రీయ నృత్యాన్ని అనేక వర్గాలుగా విభజించవచ్చు .
2,దీనిని ఏపీఆన్లైన్ అంటారు .
2,వైశాల్యంప్రకారంగా 5 వ పెద్ద రాష్ట్రం NULL_Vఘ్ఞ్ .
3,ఉత్తర ప్రదేశ్కు పరిపాలనా కేంద్రం లక్నో NULL_Vఘ్ఞ్ .
4,కాని రాష్ట్ర ప్రధాన న్యాయస్థానం అలహాబాదులో ఉంది .
3,ఉత్తరాన నేపాల్తో అంతర్జాతీయ సరిహద్దు ఉంది .
4,ఉత్తరప్రదేశ్ ప్రధానంగా గంగా యమునా మైదాన ప్రాంతంలో విస్తరించిఉంది .
5,ఇది బాగా జన సాంద్రత ఎక్కుగా ఉన్న ప్రాంతం NULL .
4,2000 సంవత్సరంలో పార్లమెంట్ చట్టంప్రకారం అప్పటి ఉత్తరప్రదేశ్లోని ఉత్తర పర్వతప్రాంతం ఉత్తరాంచల్ అనే ప్రత్యేక రాష్ట్రంగా అవతరించింది .
4,అయినాగాని ఉత్తరప్రదేశ్ దాదాపు 18 కోట్ల జనాభా కలిగిఉంది .
2,ఇది భారతదేశంలో పెద్ద రాష్ట్రం కాదు .
2,ప్రపంచంలోనే ఉత్తరప్రదేశ్కంటే పెద్ద దేశాలు 5 ఉన్నాయి .
3,ఉత్తరప్రదేశ్ వెనుకబడిన రాష్ట్రాలలో ఒకటి NULL .
4,మొత్తం రాష్ట్రంలో అక్షరాస్యత బాగా తక్కువ NULL_Vఘ్ఞ్ .
4,భారతదేశంలో దాదాపు అన్ని రాష్ట్రాలలోనూ ఇదే పరిస్థితి ఉంది .
3,1947లో దీనినే ఉత్తరప్రదేశ్ రాష్ట్రంగా ఏర్పరిచారు .
3,ఉత్తర ప్రదేశ్లోని 70 జిల్లాలు 17 విభాగాలుగా పరిగణించబడతాయి .
4,19 వ శతాబ్దంలో హిందీ భాష ఇప్పుడు ఉన్న స్థితికి చేరుకొంది .
2,ఈ భాషనే కవిత్వంలో విరివిగా వాడుతారు .
2,భారత రాజకీయాలలో ఉత్తరప్రదేశ్ చాలా ముఖ్యమైన పాత్ర వహిస్తుంది .
2,అటల్ బిహారీ వాజపేయి లక్నోనుండి ఎన్నికయ్యారు .
3,ప్రస్తుత ముఖ్యమంత్రి బహుజన సమాజవాదీ పార్టీ మాయావతి NULL_Vఘ్ఞ్ .
2,ఉత్తరప్రదేశ్ రాష్ట్రం విద్యపై గణనీయమైన పెట్టుబడి పెట్టింది .
2,ఫలితాలు ఒక మాదిరిగా ఉన్నాయి .
2,ముఖ్యంగా ఆడవారు విద్యలో బాగా వెనుకబడ్డారు .
3,ఆగ్రా కోట ఉత్తరప్రదేశ్లోని ఆగ్రాలో కలదు .
2,ఇది ప్రఖ్యాత తాజ్మహల్కు వాయవ్యంలో గలదు .
2,అని అంటారు .
2,భారతదేశం ముఖ్యమైన కోటలలో ఒకటి NULL_Vఘ్ఞ్ .
3,వాస్తవంగా దీనిని రాజపుత్రులూ చౌహానులూ నిర్మించారు .
4,ఇది ఇటుకలతో నిర్మించిన కోట NULL .
3,"దీనిని నిర్మించుటకు 14,44,000మంది పనిచేశారు ."
3,1573లో దీని నిర్మాణం పూర్తయింది .
2,భారతీయ భాషలలో నగరాన్ని ఇలాహాబాదుగా వ్యవహరిస్తారు .
3,అరబిక్ భాషలో ఇలాహ్ అనగా దేవుడు NULL_Vఘ్ఞ్ .
4,పర్షియన్ భాషలో ఆబాద్ అనగా ఆవాసం అని అర్ధం NULL_Vఘ్ఞ్ .
2,ఈనగరం హైందవ పుణ్యక్షేత్రములలో ప్రముఖమైనది అవుతుంది .
2,హిందువులకు అత్యంత పవిత్రమైన పుణ్యక్షేత్రం NULL_Vఘ్ఞ్ .
2,ఇది ఉత్తరప్రదేశ్ రాష్ట్రంలో ఉంది .
2,ఇది ద్వాదశ జ్యోతిర్లింగాలలో ఒకటి NULL_Vఘ్ఞ్ .
5,ఇక్కడ ప్రవహించే గంగా నదిలో స్నానం ఆచరిస్తే సర్వపాపాలు నశించి పునర్జన్మనుంచి విముక్తులౌతారు అని హిందువుల నమ్మకం NULL .
5,""" కాశీలో మరణిస్తే ముక్తి లభిస్తుంది "" - అని హిందువులు విశ్వసిస్తారు ."
2,ద్వాదశ జ్యోతిర్లింగాల్లో ఒకటి లింగం ఉంది .
2,వారణాసి సమీపంలో సారనాథ్ బౌద్ధ క్షేత్రం ఉంది .
3,కాశీ హిందూ విశ్వవిద్యాలయం ఇక్కడి ప్రస్తుత విద్యా సంస్థలలో ముఖ్యమైనది NULL_Vఘ్ఞ్ .
3,ఏడు ప్రాంతాల దర్శనంతో మోక్షం లభిస్తుంది .
2,హిందూ మతంలో తీర్థానికి చాలా మహత్యం ఉంది .
4,ఈ ఏడు ధర్మస్థలాలు ఏడు నగరాలు లేదా ఏడు పట్టణాల రూపంలో గ్రంథాలలో వర్ణించబడ్డాయి .
6,ఈ విధంగా చెప్పబడింది ఏమిటి అంటే చతుర్మాసంలో ఈ ఏడు ప్రాంతాల దర్శనం మోక్షప్రదాయినిగా ఉంటుంది .
3,గంగానది ఒడ్డున ఆ శంకర భగవానుని ప్రసిద్ధ నగరం ఉంది .
2,లక్సర్ ఒక లైను హరిద్వార్ వెళ్తుంది .
2,చెంగల్పట్టు స్టేషన్ ఒక లైను అరక్కోణం వెళ్తుంది .
6,చెప్పినది ఏమి అనగా ఉజ్జయినిలో మహాకాలునికి నమస్కరించినట్లు అయితే తరువాత మృత్యుభయం ఉండదు .
4,యమునా ఒడ్డున శ్రీకృష్ణ భగవానుని అవతార భూమి ఈ పవిత్ర నగరం మధుర .
2,వెళ్దామా గఢ్‌ముక్తేశ్వర్ గంగ జాతరకు ?
2,వారు ఈ విధమైన ఆలోచనలో పడ్డారు .
2,అప్పుడు అందరూ ఒకే విధమైన నిర్ణయం తీసుకున్నారు .
6,గుర్తుంచుకోవలసినది ఏమిటి అంటే శివవల్లభపురం ఇప్పుడు గఢ్‌ముక్తేశ్వర్ పేరుతో పిలువబడుతోంది .
4,రామ భగవానుని పూర్వీకులు శిబి మహారాజు తన వన ప్రస్థానాన్ని గఢ్‌ముక్తేశ్వర్లో గడిపాడు .
2,శిబి మహారాజు పరశురామ భగవానునితో ఇక్కడ శివ మందిరాన్ని స్థాపించాడు .
2,ఆ సమయంలో గఢ్‌ముక్తేశ్వర్ వల్లభ సంప్రదాయానికి ముఖ్య కేంద్రంగా ఉండేది .
3,గఢ్‌ముక్తేశ్వర్ పేరు శివవల్లభపూర్ అయింది .
3,గఢ్‌ముక్తేశ్వర్ వర్ణన శివ పురాణంలో లభిస్తుంది .
5,ఏకాదశి చతుర్దశి గఢ్‌ముక్తేశ్వర్లో మహాభారత యుద్ధంలో చనిపోయిన వారి అందరి ఆత్మశాంతికి యజ్ఞం చేయబడింది .
3,దీనిని ధ్యానపూర్వకముగా చూస్తే దానిపై శివ భగవానుని ఆకృతిలాగా కనబడుతుంది .
6,"ప్రతి సంవత్సరం లక్షల సంఖ్యలో భక్తులు గఢ్‌ముక్తేశ్వర్ కార్తీక పౌర్ణమి రోజున పాపవినాశిని , పాపహరిని గంగలో స్నానం చేసి మరియు వారి తమవారి ఆత్మ శాంతికి ఇక్కడ దీపదానం చేయటానికి వస్తారు ."
3,చతుర్దశి సాయంత్రం అసంఖ్యాకమైన ప్రజలు తమవారికి శ్రద్ధాంజలి ఘటించటానికి గంగలో దీపదానం చేస్తారు .
4,ఆ సమయంలో గంగా ప్రవాహం ప్రవహిస్తున్న దీపాల దృశ్యం గొప్ప శాంతిదాయకంగా మరియు మనోహరంగా కనిపిస్తుంది .
5,ప్రచారంలో ఉన్నది ఏమి అనగా ఒకసారి మీరాబాయి ఇక్కడికి గంగా స్నానానికి వచ్చినదని .
5,చెప్పబడినది ఏమిటి అంటే ఒకసారి పార్వతీదేవి శంకరుణ్ణి ప్రశ్నించిందని .
3,ప్రభూ ఇటువంటి ఏదైనా ఉపాయం మరియు స్థానం చెప్పండి .
5,దీనివలన ప్రపంచంలో అనేక వ్యాధులు మరియు పాపాల పీడించబడుతున్న జీవులకు ముక్తి దొరుకుతుంది .
3,శివ వల్లభపుర క్షేత్రం నాకు కాశీతో సమానంగా ఇష్టమైనది .
4,గఢ్‌ముక్తేశ్వర్లో ఉన్న గంగా దేవాలయం చాలా ఎత్తులో కట్టబడింది .
3,దీనిని ధ్యానపూర్వకముగా చూస్తే దానిపై శివ భగవానుని ఆకృతిలాగా కనబడుతుంది .
5,గఢ్‌ముక్తేశ్వరులోని గంగా దేవాలయంలోకి చేరుకోవడానికి అక్కడ 101 మెట్లు ఉన్నట్లు అనిపిస్తుంది .
6,చెప్పబడినది ఏమిటి అంటే 1937 గంగానది గఢ్‌ముక్తేశ్వర్ గంగా దేవాలయపు మెట్లను తాకుతూ ప్రవహించేది .
3,కానీ ఇపుడు ప్రయాణానికి అనేక సాధనాలు లభిస్తున్నాయి .
5,ఉత్సవంలో పాల్గొనటానికి వచ్చిన ఎక్కువ మంది భక్తాదులు వేయబడిన టెంట్లలోనే బస చేస్తారు .
4,ఎందుకంటే అన్న - పానీయాల వస్తువులు చాలా దుకాణాలలో లభిస్తాయి .
5,కార్తీకపూర్ణిమ సందర్భంలో గఢ్ముక్తేశ్వరులో గంగానది ఒడ్డున జరిపే ఉత్సవం విశేష ఉత్సవాలలో ఒకటి .
3,ఈ సంవత్సరం ఉత్సవం ఏర్పాటు ఉత్సవ స్థలం 20 సెక్టార్లలో విస్తరింపజేయబడింది .
2,హస్తినాపురానికి చారిత్రక మాహత్యం ఉంది .
3,జైన ప్రపంచంతో ఇతర భారతదేశ సంపూర్ణ జాతులకు విశేష మాహత్యం ఉంది .
2,కాశ్మీరీగేట్ ఎల్లప్పుడు మీరట్ బస్సులు వెళ్తాయి .
2,మరల మీరట్ హస్తినాపురానికి బస్సులు దొరుకుతాయి .
