,gender,sentences
2638,f,మందులతో లాభం లేదు .
2639,f,మీ ఆయన ఎంతమందిని చేసుకున్నా లాభం లేదు .
2640,m,అని డాక్టరు అన్నాడు .
2641,f,బెణుకుడు నయం కావడానికి మూడు నాలుగు వారాలు పడుతుంది .
2642,f,మగపిల్లవాడు పుట్టడానికి మందులు లేవా అని రత్తాలు అడిగింది .
2643,f,ఇది ఎవరి చేతిలో లేదు .
2644,f,ఆడవాళ్లకు నెలా నెలా అండం వస్తుంది .
2645,n,అండంతో వీర్య కణాలు కలుస్తాయి .
2646,f,అప్పుడు పిండం తయారవుతుంది .
2647,f,మగ ఆడ అనేది వీర్య కణాలను ఉంటుంది .
2648,n,వీర్య కణాలు రెండు రకాలు ఉంటాయి .
2649,f,ఒక రకంతో ఆడపిల్లలే పుడతారు .
2650,f,ఇంకో రకంతో మగపిల్లలే పుడతారు .
2651,any,బెణికిన భాగం ఐసు నీటితో ఉంచాలి .
2652,f,మగవాళ్లలో ఒకే రకం కణాలు ఉంటే ఆడపిల్లలే పుడతారు .
2653,,లేకుంటే అందరూ మగపిల్లలే NULL .
2654,,పుడతారు .
2655,,"రెండు రకాల కణాలు ఉంటే ఆడపిల్లలు పుడతారు , మగపిల్లలు పుడతారు ."
2656,f,అంతేగాని ఇది ఎవరి చేతిలో లేదు .
2657,f,ఆడవాళ్ల తప్పు అసలే కాదు .
2658,f,అని డాక్టరు చెప్పింది .
2659,m,సోములు ఇదంతా విన్నాడు .
2660,m,తన తప్పు తెలుసుకున్నాడు .
2661,any,కొంచెంసేపు ఉంచి తీయాలి .
2662,any,సీతాలుని ఏమీ అనకూడదు .
2663,m,అని అనుకున్నాడు .
2664,m,సీతాలు రాగానే దగ్గరకు తీసుకున్నాడు .
2665,m,కొడుకు ఐనా కూతురి ఐనా ఒకటే అన్నాడు .
2666,f,ఆవాలు పంట హెక్టారుకు 15 20 క్వింటాళ్ల దిగుబడి ఇస్తున్నది .
2667,f,ఉత్తర భారతదేశంలో ఆవనూనెను వంట నూనెగా ఉపయోగిస్తారు .
2668,f,ఆవనూనె తీసిన మిగిలే పిప్పి పశువులకు దాణాగా ఉపయోగపడుతుంది .
2669,f,మన రాష్ట్రంలో ఆవాలను పచ్చళ్ల తయారీలో ఎక్కువగా వాడుతారు .
2670,,ఈ పంటకు మొక్క పెరిగే సమయంలో చల్లని వాతావరణం అవసరం NULL .
2671,,పంటకు వచ్చే సమయంలో వెచ్చని వాతావరణం అవసరం NULL .
2672,any,మరునాడు వేడి నీటిలో ఉంచాలి .
2673,any,తీయాలి .
2674,n,సలీసుగా దొరుకుతాయి .
2675,f,ఈ విధంగా నాలుగయిదు రోజులు చేయండి బెణుకుడు నయం అవుతుంది .
2676,,దీని కంటికి అపాయం NULL .
2677,any,ఐనా నలుసు రాకపోతే తడి దూదితో తీయాలి .
2678,any,అంతేగాని కంటి లోపలి భాగం చేతితో తాకగూడదు .
2679,,సాయంకాలం తలకు రాయండి .
2680,,రాసేటపుడు వెంట్రుకలు పాయలు తీయండి .
2681,,"పేలకూ , ఈపికి బాగా తగిలేలా రాయండి ."
2682,,రాసాక తలకు టవలు బిగించండి .
2683,,రే అంతా ఉంచండి .
2684,,ఉదయం కుంకుడు కాయలతో తలంటి పోయండి .
2685,any,ఈరిపెన కిరసనాయిలులో ముంచి ఉంచండి .
2686,,ఆ ఊరు పేరు వెంకటాపురం NULL .
2687,,వెంకటాపురంలో సోములు ఉండేవాడు .
2688,,సోములు ఏ పనీ చేసేవాడు కాదు .
2689,any,నేను ఎందుకు పని చేయాలి .
2690,any,అది నా జాతకంలోనే రాసి ఉంది .
2691,,అని సోములు అనేవాడు .
2692,,సోములు నాయన పోచాలు NULL .
2693,,పోచాలు కొడుకును .
2694,,పని చేసి బతుకు అనేవాడు .
2695,any,ధనవంతునివి కావాలి అంటే పని చేయాలి .
2696,,సంపాదించాలి అని పోచాలు అనేవాడు .
2697,,నోటికీ చేతికీ అందని జనం మనం NULL .
2698,,సోములు వినేవాడు కాడు .
2699,m,చివరికి పోచాలు సోములుతో విసిగిపోయాడు .
2700,any,సోములుకు పెళ్లి చేయాలి .
2701,m,పెళ్లితో ఒక దారిలో పడతాడు అని పోచాలు అనుకున్నాడు .
2702,f,సోములుకు పెళ్లి చేశారు .
2703,f,సోములుకు అనసూయతో పెళ్లి జరిగింది .
2704,any,సోములును ఒక దారికి తేవాలి .
2705,any,పని చేయించాలి .
2706,f,అని అనసూయ అనుకుంది .
2707,f,నాకు కలలో ఒక దేవత కనిపించింది .
2708,n,మన పెరటిలో లంకెబిందెలు ఉన్నాయట .
2709,f,దేవత నాతో చెప్పింది .
2710,any,అని అనసూయ సోములుతో అంది .
2711,m,పలుగు పార తీసుకున్నాడు .
2712,m,లంకెబిందెల పెరటిలో తవ్వాడు .
2713,m,పది రోజులు తవ్వాడు .
2714,n,సలీసుగా దొరికేవి పనికి మాలినవి కావు .
2715,any,అయినా లంకెబిందెలు కనపడలేదు .
2716,n,కానీ గోతిలో నీళ్లు చేరాయి .
2717,f,బావి లాగా తయారయింది .
2718,f,పైసా లేకుండా బావి పని అయింది .
2719,f,అందుకు అనసూయ సంతోషించింది .
2720,any,పెర అంతా దున్నాలి .
2721,n,అప్పుడే లంకెబిందెలు దొరుకుతాయి .
2722,any,సోములుకు ఆశ చావలేదు .
2723,m,పెర అంతా దున్నాడు .
2724,n,ధరగలవయితే మేలు అయినవీ కావు .
2725,m,వారం రోజులు దున్నాడు .
2726,f,అనసూయకు సంతోషం అయింది .
2727,f,పెర అంతా అరటి పిలకలు నాటింది .
2728,f,నా కల నిజం అవుతుంది .
2729,f,దేవత మన మంచికే చెప్పింది .
2730,any,లంకెబిందెలు పెరటిలో దొరకలేదు .
2731,any,ఒక వేళ బావిలోనే ఉంటే అని అనసూయ అనుమానంతో అంది .
2732,any,ఆశ చావలేదు .
2733,m,ఓపికతో నీళ్లు తోడి పోశాడు .
2734,f,మెరిసేదంతా బంగారం కాదు .
2735,m,వారం రోజులు తోడి పోశాడు .
2736,any,అయినా బావిలో బిందెలు కనపడలేదు .
2737,n,రోజు రోజుకు నీళ్లు ఊరాయి .
2738,f,అనసూయ పెరటిలో పాదులు తీసింది .
2739,any,అరటి పిలకలకు నీళ్లు అందేలా చేసింది .
2740,n,కొన్ని రోజులకు అరటి గెలలు వేశాయి .
2741,f,అనసూయ వాటిని అంగడికి పంపింది .
2742,f,పైసలు జమ చేసింది .
2743,f,ఆ పైసలు సోములు చేతిలో ఉంచింది .
2744,,కీలు బెణికితే కాలుగాని చేయిగాని బెణికింది అనుకోండి .
2745,m,షరతులో ఓడిపోయాడు .
2746,f,అందుకే అతి ఆశ పనికిరాదు .
2747,,రామయ్యది సిరిపురం NULL .
2748,f,రామయ్యకు కొంత పొలం ఉంది .
2749,m,కానీ పొలం పనులు చేయడు .
2750,f,ఏ పనీ చేతకాదు .
2751,,తిరుగుతాడు .
2752,n,కూచుని తింటే గుట్టలు ఆగుతాయా .
2753,f,బాకీలకింద ఇల్లు పోయింది .
2754,f,పొలం పోయింది .
2755,f,ఈ సంగతి నీకు తెలియదా .
2756,any,చివరికి ఏమీ మిగులలేదు .
2757,n,బాకీలు ఉండిపోయాయి .
2758,m,రామయ్య తిరిగి ఇవ్వలేకపోయాడు .
2759,m,తన దగ్గర ఏమీ లేదన్నాడు .
2760,,రామయ్య వెంట ఒక కుక్క ఉండేది .
2761,f,నా ఇల్లు పోయింది .
2762,m,రామయ్య ఎలాగు ఇవ్వలేడు .
2763,f,బంగారయ్య వెంట కుక్క నడిచింది .
2764,f,ఊరి పొలిమేర దాటారు .
2765,,చాలా రోజుల కిందట అక్కడ ఊరు ఉండేది .
2766,any,కొంత కాలానికి అది పాడుపడి పోయింది .
2767,m,మరుసటి రోజు ఇంకో బిచ్చగాడు వచ్చాడు .
2768,f,పాడిగట్టా అయ్యింది .
2769,,అక్కడి మట్టి మంచిది NULL .
2770,f,గోడలు కట్టడానికి తీసుకుపోతారు .
2771,f,ముక్కుతో వాసన చూసింది .
2772,f,కాలితో నేలను గీరింది .
2773,any,కుక్క ఒక చోట గీరుతూ ఉంది .
2774,f,ఆకలిగా ఉంది .
2775,m,కుండ మూత తీశాడు .
2776,,కుండ నిండా బంగారు కాసులు NULL .
2777,m,బంగారయ్య మురిసిపోయాడు .
2778,m,పైపంచె తీశాడు .
2779,m,కుండలోని కాసులను మూట కట్టాడు .
2780,m,కుక్క మెడకు తగిలించాడు .
2781,f,నా బాకీ తీరింది .
2782,f,రామయ్య కాలిని నాకింది .
2783,f,రామయ్య చుట్టూ తిరిగింది .
2784,m,కోపంతో కుక్కను బాదాడు .
2785,f,కుక్క మెడకు కట్టిన కాగితం కనపడింది .
2786,,కానీ రామయ్యకు చదువురాదు .
2787,any,అందుకే కాగితం తీసి చదువలేదు .
2788,,మళ్ళీ కుక్కను కొట్టాడు .
2789,f,కుక్క పడిపోయింది .
2790,f,అత్త ఇంటిలోపల లేదు .
2791,f,దాని కాలు విరిగింది .
2792,,ఆ ఊరి పంతులు గోపి NULL .
2793,m,అప్పుడే పంతులుగారు ఆ దారిగుండా వచ్చాడు .
2794,m,పడిపోయిన కుక్కను చూశాడు .
2795,m,దాని దగ్గర పడివున్న చీటి చూశాడు .
2796,m,తీసి చదివాడు .
2797,f,నీ బాకీ తీరిపోయింది అని దానిమీద ఉంది .
2798,f,ఈ కుక్క మూలంగా నీ బాకీ తీరిపోయింది .
2799,,ఏ కారణం లేకుండా కుక్కను కొట్టావు .
2800,f,పొరుగింటికి పోయింది .
2801,,నీవు చీటి చదివితే ఇలా జరిగేది కాదు .
2802,m,తన పైపంచె తీశాడు .
2803,m,దాన్ని చింపాడు .
2804,m,విరిగిన కాలుకు కట్టు కట్టాడు .
2805,f,కుక్క తోకాడించింది .
2806,f,రామయ్య పాదాలను నాకింది .
2807,m,రామయ్య దాని వీపు నిమిరాడు .
2808,f,ఆ రోజు రాత్రి చీకటి చాలా దట్టంగా ఉంది .
2809,any,బయట అడుగు పెట్టగానే భయంతో కాళ్ళు బిగుసుకొని పోయాయి .
2810,any,ఐతే అదృష్టవశాత్తూ పొరుగింటి దాయి రంభ అప్పుడు అక్కడే నిలబడి ఉంది .
2811,any,అందుకే బిచ్చగాడిని వెళ్లిపో అంది .
2812,f,దాయి ప్రేమగా మోహన్ తలను తన చేతితో నిమురుతూ చెప్పింది .
2813,f,బిచ్చగాడు తిరిగి పోతుండగా కాంతం ఎదురయింది .
2814,f,కాంతంకు అనుమానం వేసింది .
2815,f,మా కోడలు ఏమయినా వేసిందా .
2816,any,ఏమీ లేదు వెళ్లిపో అంది .
2817,,అందుకే పోతున్నాను .
2818,f,కాంతం ఇంటిలోపలికి పోయింది .
2819,m,చూసిచూసి బిచ్చగాడు విసిగిపోయాడు .
2820,m,అమ్మా అంటూ అరిచాడు .
2821,f,కాంతం బయటకు చూసింది .
2822,f,రమ్మని పిలిచారు .
2823,,ఇంత పడేయండమ్మా నేను పోతాను .
2824,m,అని బిచ్చగాడు అడిగాడు .
2825,f,అని కమల అరిచింది .
2826,,అవును పిలిచాను .
2827,,ఈ ఇంటికి యజమానిని నేనా నా కోడలా NULL .
2828,any,నేనే అనాలి .
2829,,అందుకే అంటున్నాను వెళ్లిపో .
2830,,ఆ ఊరి పేరు పాకాల NULL .
2831,,ఆ జమీందారు పేరు భూపతి NULL .
2832,f,భూపతికి మంచి పేరు ఉంది .
2833,,చేయి చాపితే లేదు అనేవాడు కాదు .
2834,,రోజూ ఎందరికో దానం చేసేవాడు .
2835,,పాకాలలో ఒక షావుకారు ఉండేవాడు .
2836,,ఆ షావుకారుకు అత్యాశ NULL .
2837,m,జమీందారు మంచితనం చూశాడు .
2838,,రోజూ జమీందారును కలిసేవాడు .
2839,,ఏదో ఒకటి అడిగేవాడు .
2840,,జమీందారు లేదు అనేవాడు కాదు .
2841,m,దానం అడిగాడు .
2842,any,నీకు ఏం కావాలి .
2843,,రోజూ దానం అడగకు .
2844,,ఎటు చూసినా నా భూములే కదా NULL .
2845,any,అని కమల అంది .
2846,,నీకు చాలినంత భూమి తీసుకో .
2847,m,అని జమీందారు అన్నాడు .
2848,m,తిండి మూట తీసుకొని బయలుదేరాడు .
2849,,పిడికెడు అయినా ఎవరిని అడిగి వేశావు .
2850,m,కొంచెం దూరం నడిచాడు .
2851,any,అందుకే ఆగలేదు .
2852,m,బావి నీడకు చేరాడు .
2853,m,అలసటతో పడుకున్నాడు .
2854,m,మంచి కునుకు తీశాడు .
2855,f,లేచేసరికి సాయంకాలం అయింది .
2856,any,నాకు తెలియకుండా ఏ పనీ చేయకూడదు .
2857,m,గబగబా లేచాడు .
2858,m,ఇంటికి బయలుదేరాడు .
2859,any,ఇంటికి చేరాలంటే చాలా దూరం నడవాలి .
2860,any,కానీ నడవలేక పోయాడు .
2861,f,ఇంతలో చీకటి పడింది .
2862,any,చీకటి పడకముందే ఇంటికి చేరలేదు .
2863,m,షావుకారు ఓడిపోయాడు .
2864,any,ఎడమచేత కాకినికూడా తోలకూడదు .
2865,f,కాకాసాహేబ్ ఆయన బాధను చూసి అడిగారు .
2866,f,ఆయన వెంటనే తన పెన్సిల్ ఇవ్వబోయారు .
2867,,""" వద్దండీ వద్దు ."
2868,f,కాకాసాహేబ్ ఇలా అన్నారు .
2869,,"అయితే "" ప్రస్తుతానికి ఇది ఉంచండి ."
2870,any,తరువాత నేను మీ పెన్సిల్ వెదికి పెడతాను .
2871,f,మీకు ఆ సంగతి తెలియదు .
2872,m,వాడు దాన్ని నాకు ప్రేమతో ఇచ్చాడు .
2873,,సహించగలనా ?
2874,f,ఆయన గాంధీజీతో కలిసి ఆ పెన్సిల్ ముక్క వెదకడం మొదలుపెట్టారు .
2875,f,ఎలాగైతేనేం చివరకు ఆ చిన్న పెన్సిల్ ముక్క దొరకనే దొరికింది .
2876,m,ఒకసారి బడికి ఇన్స్పెక్టర్ వచ్చాడు .
2877,,ఆయన ఇంగ్లీషు దొర NULL .
2878,m,మోహన్ నాలుగు మాటలు వ్రాసాడు .
2879,m,ఐనా మోహన్ అలాగే చలనం లేకుండా కూర్చున్నాడు .
2880,m,మొహన్ నాలుగే వ్రాసినాడు .
2881,,ఇన్స్పెక్టరుగారు వెళ్ళిపోయినారు .
2882,m,రాముడే నిన్ను రక్షిస్తాడు .
2883,any,ఐనా దుఃఖం రాలేదు .
2884,f,ఆ రోజు మోహన్ మనస్సులో భయం పారిపోయింది .
2885,,ఎటువంటి కఠోరమైన శిక్షఇది .
2886,,పాపం పసివాడు .
2887,,చిమ్మచీకటి .
2888,,అది శిలాక్షరమే NULL .
2889,,దానికి తిరుగు లేదు .
2890,,బాపూ మనస్సు పూవు మెత్తనైనది .
2891,any,గాంధీజీ అప్పుడే ఆఫ్రికా తిరిగి వచ్చారు .
2892,,ఆయన ఎక్కడకు వెళ్లినా ఆ రాతిముక్కను తనతో తప్పకుండా తీసుకువెళ్ళేవారు .
2893,m,గాంధీజీ ఒకనాడు ఒక గ్రామం చేరుకున్నాడు .
2894,f,"ఆయన స్నానానికి ఏర్పాట్లు చేసేటప్పుడు , అక్కడ ఆ రాతిముక్క లేదన్న సంగతిని మనూ గమనించింది ."
2895,any,ఎక్కడా కనపడలేదు .
2896,any,""" బహుశా అది నిన్న మనం మకాం చేసిన వాళ్లింట్లో ఉండి ఉంటుంది ."
2897,,నేను చాలా చాలా బీదవాణ్ణి NULL .
2898,f,"చేయమంటారు ? "" అని అడిగింది ."
2899,,""" నువ్వు స్వయంగా ఆ ఊరు వెళ్లి ఆ ఇంట్లో ఆ రాతిముక్కను వెతికి పట్టకు రా ! నువ్వొకత్తివే వెళ్లు ."
2900,f,ఒంటరిగా వెళ్లడానికి భయం వేస్తున్నదని చెప్పలేకపోయింది .
2901,any,"చొక్కా డబ్బు ఎక్కడనుంచి తేను ? "" ఆ మాట విని ఆ బాలుడి మనస్సు కరిగి పోయింది ."
2902,any,అప్పటి ఆమె ఒంటరిగా ఎక్కడికీ వెళ్లలేదు .
2903,m,వాడు అన్నాడు .
2904,any,""" మా అమ్మకి కుట్టు పని బాగా వచ్చు ."
2905,,చూడండి .
2906,,నా బట్టలు అన్నీ ఆవిడే కుట్టుతుంది .
2907,any,నేను మా అమ్మతో చెప్పి ఆమే మీకొక చొక్కా కుట్టించి పెడతాను .
2908,,భలేవాడివే ?
2909,m,విని పిల్లవాడు ఆలోచనలో పడ్డాడు .
2910,m,"వీళ్లందరికీ చొక్కాలే లేనప్పుడు , ఆయన ఎలా తొడుగుకుంటాడు ?"
2911,,ఆయన అందరి పెద్దవాడు NULL .
2912,,అందరికీ బాపూ అయినవాడూను .
2913,f,అప్పుడు ఆ అమాయకపు బాలుడికి అర్ధమైంది .
2914,m,కాబట్టి ఒక చొక్కాతో ఆయనకు ఏమి అవుతుంది ! అనుకున్నాడు .
2915,f,మాటల మధ్య బాపూ ఇలా అన్నారు .
2916,f,ఒక ముసలి స్త్రీ ఇంటిలో ఒక రోజున ఒక పాము వచ్చింది .
2917,f,"అందరూ కలిసి , ఆ పామును చంపేశారు ."
2918,f,ఎవరిళ్లకు వాళ్లు తిరిగి వెళ్లిపోయారు .
2919,,అనుకోండి .
2920,f,ఆకాశంలో ఎగురుతున్న గద్ద ఒకటి ఈ చచ్చిన పాము శవాన్ని చూచింది .
2921,f,అప్పుడు దాని ముక్కులో ఒక ముత్యాల హారం వ్రేలాడుతోంది .
2922,any,"అది అప్పుడు ఈ ముత్యాల హారాన్ని వదలి పెట్టి , చచ్చిన పాము శవాన్ని నోట కరచుకుని పోయింది ."
2923,f,ఇంటికప్పు తెల్లని వస్తువేదో మెరుస్తూండడాన్ని ముసిలిది గమనించింది .
2924,f,వెంటనే వెదురు కర్ర సాయంతో దాన్ని దింపి చేజిక్కించుకొంది .
2925,f,అనుకోకుండా ముత్యాల హారం దొరికిందే అనే సంతోషంతో ఆమె గంతులు వేయసాగింది .
2926,m,బాపూ తాను చెబుతున్న కధను ముగించగానే వల్లభభాయి ఇంకో కథ చెప్పాడు .
2927,f,ఒక వ్యాపారి ఇంట్లో ఒక రోజున ఒక పాము వచ్చింది .
2928,any,అయితే దాన్ని చంపేందుకు ఎవరూ దొరకలేదు .
2929,f,తానే స్వయంగా చంపే ధైర్యం ఆ వ్యాపారికి లేకపోయింది .
2930,f,దానికి తోడు జీవహింస చేసే స్వభావం కాదు .
2931,any,అలాంటి ఆలోచనే రాలేదు .
2932,m,ఇంతలో వ్యాపారి ఇంట్లోకి ఒక దొంగ వచ్చాడు .
2933,f,బోర్లించిన కుండ వాడి కంటపడింది .
2934,m,దీని కింద ఏదో విలువైన సరుకుని దాచి ఉంచేఉంటారు అనుకున్నాడు .
2935,m,వెంటనే దాన్ని పైకెత్తాడు .
2936,,ఆ సందర్భంగా ఒక సభలో గాంధీజీ ప్రసంగిస్తునారు .
2937,,అనుకున్నాడు .
2938,,ఆమె తలంతా ముగ్గుబుట్టలా నెరిసిపోయింది .
2939,f,ఒక్క నల్ల వెంట్రుక లేదు .
2940,any,నడుం బాగా వంగి పోయింది .
2941,f,పూర్తిగా శిధిలమైపోతున్న కంకాళంలా ఉంది .
2942,any,స్వయంసేవకులు ఆమెను గాంధీజీ దగ్గరకు పోనీయలేదు .
2943,f,""" దర్శనం చేసుకోనివ్వండి "" అంటూ ఆమె గాంధీజీ పాదాలను తాకింది ."
2944,any,"తన పమిట కొంగు ముడి విప్పి ఒక దమ్మిడీ తీసి , దాన్ని పెట్టి వెళ్లి పోయింది ."
2945,f,దాన్ని తీసి గాంధీజీ తన దగ్గర ఉంచుకొన్నారు .
2946,,అప్పట్లో చరఖా సంఘ నిధి జమా ఖర్చులు లెక్క అంతా జమునాలాల్బజాజ్ చూస్తుండేవారు .
2947,any,కనీ బాపుజీ అందుకు ఒప్పుకోలేదు .
2948,f,ఆ దమ్మిడీని ఇవ్వాడానికి నిరాకరించారు .
2949,f,అది చూచి నవ్వుతూ జమునాలాల్బజాజ్ బాపూజీతో ఇలా అన్నారు .
2950,,""" చరఖా సంఘానికి సంబంధించిన వేలాది రూపాయలను నేను తీసుకుంటున్నాను ."
2951,,వస్తాను .
2952,any,కానీ ఆ ముసిలిదాని మొత్తం ఆస్తి అంతా ఈ దమ్మిడీయే కావచ్చు .
2953,f,అలాంటి ఆమె ఇది ఇచ్చి తన సర్వస్వాన్ని దానం చేసింది కదా .
2954,any,ఆ తరువాత ప్రజల హృదయాలు కుతకుత ఉడికి పోతున్నాయి .
2955,f,ఆ అగ్ని జ్వాలలను చల్లార్చడం గాంధీజీ పాదయాత్ర చేస్తున్నారు .
2956,,తెలతెలవారుతుండగా ఒక ఊరినుంచి ఏడుగంటలు అయ్యేసరికి మరో ఊరికి చేరుకొనేవారు .
2957,,ఆ తరువాతనే స్నానం చేసేవారు .
2958,m,స్నానం చేసేటప్పుడు పాదాలు శుభ్రంగా తోముకోవడం ఒక చిన్న ఇటుక రాతిముక్కను వాడేవారు .
2959,,""" నా దగ్గర డబ్బేది నాయనా NULL ?"
2960,f,సుబ్బయ్యగారు మూలుగుతూ లేచారు .
2961,,ఆయనకు మోకాళ్ల నెప్పి NULL .
2962,f,నిలబడలేక మళ్లీ కూర్చున్నారు .
2963,f,బుర్రు బుర్రుమంటూ బస్సు వచ్చింది .
2964,f,వేపచెట్టు దగ్గర ఆగింది .
2965,f,రోజూ జరిగే కథ మొదలయ్యింది .
2966,,అందరికీ ఆరాటంగా NULL .
2967,f,ఒకర్ని ఒకరు నెట్టుకుంటున్నారు .
2968,f,బస్సులోకి దూరుతున్నారు .
2969,m,వంకాయల బస్తాతో ఒకాయన అడ్డంగా నిలబడ్డాడు .
2970,f,అందరూ ఆయన్ను తోస్తున్నారు .
2971,f,ఒకేసారి బస్సు ఎక్కాలని చూస్తున్నారు .
2972,any,దిగవలసిన వాళ్లు దిగనియ్యడం లేదు .
2973,f,""" మీకు బుద్ధి ఉందా ? "" అని కేకలేశారు ."
2974,any,ఐనా ఎవ్వరూ పట్టించుకోలేదు .
2975,f,తాను ఎందుకు వచ్చిందీ ఆ ముసలావిడకి తెలియపరచింది .
2976,f,ముందుగా బస్సు ఎక్కినవారికి సీటు దొరుకుతుంది .
2977,any,మిగిలినవాళ్ళు నిలబడే ప్రయాణం చేయాలి .
2978,,అందుకే ఆ తోపులాట NULL .
2979,any,పాపం ఈ తోపులాటలో ఆయన బస్సు ఎక్కలేక పోయారు .
2980,f,అందరూ ఎక్కిన ఆయన ఎక్కారు .
2981,f,ఆయన వెనుక టైలరు భార్య ఎక్కింది .
2982,f,దుమ్ము రేపుకుంటూ బస్సు కదిలింది .
2983,f,టైలర్ సోమయ్యకు బాగా కోపంగా ఉంది .
2984,,""" ఏం పనివాళ్లు అయ్యా మీరు NULL ."
2985,,ఎనిమిది గంటలకు రావలసిన బస్సు NULL .
2986,f,ఇప్పటి ఏం చేస్తున్నారు ?
2987,f,దాంతో కండక్టరుకి కోపం వచ్చింది .
2988,f,""" ఏందుకు ఎక్కుతారో ! మా ప్రాణాలు తియ్యడానికి ."
2989,f,ఇద్దరూ కలిసి దానిని వెదకడం ప్రారంభించారు .
2990,m,"మా తల తినేస్తారు . "" అంటూ కసురుకున్నాడు ."
2991,,ఇది రోజూ జరిగే కథే NULL .
2992,f,జనంతో బస్సు కిటకిటలాడుతోంది .
2993,f,చిన్న పిల్లలు గుక్కపెట్టి ఏడుస్తున్నారు .
2994,any,చాలా మంది నిలబడి ఉన్నారు .
2995,f,పాపం సుబ్బయ్యగారికి కష్టంగా ఉంది .
2996,any,ఎక్కడం సీటు దొరకలేదు .
2997,any,కడదాకా నిలబడే ప్రయాణం చెయ్యాలి .
2998,f,చివరకు ఎలాగైతేనేమి ఆ రాతిముక్క దొరకనే దొరికింది .
2999,f,మోకాళ్ల నొప్పి నిలబడ్డం కష్టంగా ఉంది .
3000,f,""" కాలం చెడిపోయింది ."
3001,f,మనుషుల్లో జాలి కరువయ్యింది .
3002,any,టైలరు భార్య నిలబడే ఉంది .
3003,f,ఆమె చాలా కష్టపడుతోంది .
3004,f,ఆమెను చూసి సుబ్బయ్యగారు ఇంకా బాధపడ్డారు .
3005,any,తనకు ఇవ్వకపోతే పోయారు .
3006,,ఆమె నిండు చూలాలు NULL .
3007,f,మనూ ఆనందానికి మేర లేకపోయింది .
3008,f,తిరిగి వచ్చేసరికి మధ్యాహ్నం ఒంటిగంట దాటిపోయింది .
3009,any,పదిహేనుమైళ్లు నడవవలసి వచ్చింది .
3010,f,బాగా అలసిపోయింది .
3011,f,బాగా ఆకలి వేస్తోంది .
3012,f,బాపూ ఎంతో ముద్దుగా లాలిస్తు ఇలా అన్నారు .
3013,any,ఇలాంటి రాయి మరొకటి దొరకవచ్చు .
3014,f,కేవలం నీవే కాదు .
3015,,అక్కడ అన్నీ మెట్ట భూములే NULL .
3016,,వాన కురిస్తేనే పంటలు NULL .
3017,any,ప్రతిదానికి పట్నం పోవాలి .
3018,f,అక్కడ ఏదో ఒక కూలి పని దొరుకుతుంది .
3019,f,ఆ ఇల్లు కనబడింది .
3020,f,పొద్దున్నే వెళ్లి సాయంత్రం వచ్చేస్తారు .
3021,f,అది రోజుకి ఒకేసారి వస్తుంది .
3022,f,ఎప్పుడూ ఆ బస్సు కిటకిటలాడుతుంటుంది .
3023,n,జనం కష్టాలు అధికార్లకు పట్టవు .
3024,,ఇంకో బస్సు వేసేవాడు లేడు .
3025,any,ఎనిమిది గంటల బస్సు ఆ ఊళ్లో అందరికీ తెలుసు .
3026,n,ఈ రోజు పదిన్నర గంటలు దాటాయి .
3027,any,అయినా ఎనిమిది గంటల బస్సు రాలేదు .
3028,f,ఊరి చివర ఒక పెద్ద వేపచెట్టు ఉంది .
3029,,అదే ఆ ఊరి బస్సు స్టాండు NULL .
3030,f,ఆ ఇంట్లో ఒక ముసలావిడ ఉంటోంది .
3031,any,ఎనిమిది గంటల బస్సు ఇంకా రాలేదు .
3032,,ఎండ చురుక్కుమంటోంది .
3033,f,ఉసూరంటూ జనం బస్సు ఎదురుచూస్తున్నారు .
3034,f,ఆవిడ మనూని చూడగానే గుర్తుపట్టింది .
3035,,ఆయాసపడుతోంది .
3036,,ఆమె టైలర్ సోమయ్య భార్య NULL .
3037,,ఆమె బస్సును తిట్టిపోస్తోంది .
3038,f,సుబ్బయ్యగారు ఇదంతా చూస్తున్నారు .
3039,n,ఆయనకు అరవై ఏళ్లు దాటాయి .
3040,,పాతకాలపు మనిషి .
3041,,ఒక రైలు ఉండేది .
3042,f,ఆమె ఎంతో స్నేహపూర్వకంగా మనూను ఆదరించింది .
3043,,ప్రతిరోజు మైళ్లకు మైళ్లు నడిచేవాళ్లం .
3044,n,అప్పుడు ఈ బస్సులూ లేవు .
3045,,ఇలా ఎదురుచూడడమూ లేదు .
3046,f,ఇప్పటి జనానికి నడిచే ఓపిక లేదు .
3047,f,అక్కడికి దగ్గరలో ఒక వంతెన ఉంది .
3048,f,ఆ వంతెన కొంచెం ఎత్తులో ఉంది .
3049,f,బస్సు చూస్తున్నారు .
3050,f,దూరంగా ఎనిమిది గంటల బస్సు కనిపించింది .
3051,f,కేరింతలు కొడుతూ పరిగెత్తుకొచ్చారు .
3052,f,వేపచెట్టు కింద సందడి మొదలయ్యింది .
3053,f,టైలర్ భార్య తయారుగా ఉంది .
3054,n,కాజీరంగాలో పులులు అత్యధిక జనసాంద్రతలో ఉన్నాయి .
3055,n,ప్రపంచంలో ఏ ఇతర అభయారణ్యాలలో లేనంతగా జనసాంద్రతలో ఉన్నాయి .
3056,f,ఇది సంవత్సరంలో మూడుసార్లు వస్తుంది .
